question_id,concern_id,response_type,distinctiveness,diagnostic_power,signal_value,human_readability,behavioral_realism,composite,options
Q_CAREER_001_001,CAREER_001,decision_clarity,100,100,100,100,77,95,Completely Confused | Slightly Clear | Moderately Clear | Clear | Very Clear
Q_SI_001_018,SI_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SI_001_019,SI_001,intensity,100,100,100,100,77,95,Very Unclear | Unclear | Neutral | Clear | Very Clear
Q_SI_001_020,SI_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SI_001_021,SI_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SI_001_022,SI_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SI_001_023,SI_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SI_001_024,SI_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_SI_001_025,SI_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FUTURE_001_001,FUTURE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FUTURE_001_002,FUTURE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FUTURE_001_003,FUTURE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_FUTURE_001_004,FUTURE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FUTURE_001_005,FUTURE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FUTURE_001_006,FUTURE_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_FUTURE_001_007,FUTURE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FUTURE_001_008,FUTURE_001,energy_motivation,100,100,100,100,77,95,Not at all affected | Slightly affected | Moderately affected | Strongly affected | Extremely affected
Q_FUTURE_001_009,FUTURE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FUTURE_001_010,FUTURE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FUTURE_001_011,FUTURE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FUTURE_001_012,FUTURE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FUTURE_001_013,FUTURE_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_FUTURE_001_014,FUTURE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_FUTURE_001_015,FUTURE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FUTURE_001_016,FUTURE_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FUTURE_001_017,FUTURE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_FUTURE_001_018,FUTURE_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_FUTURE_001_019,FUTURE_001,emotional_impact,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely reassured
Q_FUTURE_001_020,FUTURE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_FUTURE_001_021,FUTURE_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FUTURE_001_022,FUTURE_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FUTURE_001_023,FUTURE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FUTURE_001_024,FUTURE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_FUTURE_001_025,FUTURE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELF_001_001,SELF_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELF_001_002,SELF_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_SELF_001_003,SELF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELF_001_004,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_005,SELF_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SELF_001_006,SELF_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_SELF_001_007,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_008,SELF_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELF_001_009,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_010,SELF_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELF_001_011,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_012,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_013,SELF_001,difficulty,100,100,100,100,100,100,Very Easy | Easy | Neutral | Difficult | Very Difficult
Q_SELF_001_014,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_015,SELF_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELF_001_016,SELF_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SELF_001_017,SELF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELF_001_018,SELF_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SELF_001_019,SELF_001,coping_effectiveness,100,100,100,100,100,100,Very Slow | Slow | Neutral | Fast | Very Fast
Q_SELF_001_020,SELF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELF_001_021,SELF_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SELF_001_022,SELF_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SELF_001_023,SELF_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SELF_001_024,SELF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELF_001_025,SELF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CAREERPLAN_001_001,CAREERPLAN_001,confidence,100,100,100,100,77,95,Very Unclear | Unclear | Somewhat Clear | Clear | Very Clear
Q_CAREERPLAN_001_002,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_003,CAREERPLAN_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CAREERPLAN_001_004,CAREERPLAN_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREERPLAN_001_005,CAREERPLAN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CAREERPLAN_001_006,CAREERPLAN_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_CAREERPLAN_001_007,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_008,CAREERPLAN_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREERPLAN_001_009,CAREERPLAN_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREERPLAN_001_010,CAREERPLAN_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREERPLAN_001_011,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_012,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_013,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_014,CAREERPLAN_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CAREERPLAN_001_015,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_016,CAREERPLAN_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREERPLAN_001_017,CAREERPLAN_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CAREERPLAN_001_018,CAREERPLAN_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_CAREERPLAN_001_019,CAREERPLAN_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_CAREERPLAN_001_020,CAREERPLAN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CAREERPLAN_001_021,CAREERPLAN_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREERPLAN_001_022,CAREERPLAN_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREERPLAN_001_023,CAREERPLAN_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREERPLAN_001_024,CAREERPLAN_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CAREERPLAN_001_025,CAREERPLAN_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELFDISC_001_001,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_002,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_003,SELFDISC_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SELFDISC_001_004,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_015,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_005,SELFDISC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELFDISC_001_006,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_007,SELFDISC_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELFDISC_001_008,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_009,SELFDISC_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELFDISC_001_010,SELFDISC_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SELFDISC_001_011,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_012,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_013,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_014,SELFDISC_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_SELFDISC_001_015,SELFDISC_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SELFDISC_001_016,SELFDISC_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SELFDISC_001_017,SELFDISC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_SELFDISC_001_018,SELFDISC_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_SELFDISC_001_019,SELFDISC_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_SELFDISC_001_020,SELFDISC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_SELFDISC_001_021,SELFDISC_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SELFDISC_001_022,SELFDISC_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SELFDISC_001_023,SELFDISC_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SELFDISC_001_024,SELFDISC_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_SELFDISC_001_025,SELFDISC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MOT_001_001,MOT_001,motivation,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MOT_001_002,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_003,MOT_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MOT_001_004,MOT_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_MOT_001_005,MOT_001,commitment,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MOT_001_006,MOT_001,intensity,100,100,100,100,100,100,Not difficult | Slightly difficult | Moderately difficult | Very difficult | Extremely difficult
Q_MOT_001_007,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_008,MOT_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MOT_001_009,MOT_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MOT_001_010,MOT_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MOT_001_011,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_012,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_013,MOT_001,motivation,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MOT_001_014,MOT_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_MOT_001_016,MOT_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_MOT_001_017,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_018,MOT_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_MOT_001_019,MOT_001,intensity,100,100,100,100,100,100,Very slowly | Slowly | Moderately | Quickly | Very quickly
Q_MOT_001_020,MOT_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_MOT_001_021,MOT_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MOT_001_022,MOT_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MOT_001_023,MOT_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MOT_001_024,MOT_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_MOT_001_025,MOT_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_RES_001_001,RES_001,frequency,100,100,100,100,100,100,Very Slow | Slow | Moderate | Fast | Very Fast
Q_RES_001_002,RES_001,frequency,100,100,100,100,77,95,Very Long | Long | Moderate | Short | Very Short
Q_RES_001_003,RES_001,likelihood,100,100,100,100,77,95,Very Likely | Likely | Neutral | Unlikely | Very Unlikely
Q_RES_001_004,RES_001,agreement,100,100,100,100,77,95,Strongly Agree | Agree | Neutral | Disagree | Strongly Disagree
Q_RES_001_005,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_006,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_007,RES_001,intensity,100,100,100,100,100,100,Very Difficult | Difficult | Moderate | Easy | Very Easy
Q_RES_001_008,RES_001,effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_RES_001_009,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_011,RES_001,likelihood,100,100,100,100,77,95,Very Unlikely | Unlikely | Neutral | Likely | Very Likely
Q_RES_001_012,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_013,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_014,RES_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_RES_001_015,RES_001,intensity,100,100,100,100,77,95,Very Much | Much | Moderate | Slightly | Not at all
Q_RES_001_016,RES_001,effectiveness,100,100,100,100,77,95,Very Poorly | Poorly | Neutral | Well | Very Well
Q_RES_001_017,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_018,RES_001,speed,100,100,100,100,100,100,Very Slowly | Slowly | Moderate | Quickly | Very Quickly
Q_RES_001_019,RES_001,likelihood,100,100,70,100,60,86,Very Unlikely | Unlikely | Neutral | Likely | Very Likely
Q_RES_001_020,RES_001,frequency,100,100,100,100,100,100,Very Often | Often | Sometimes | Rarely | Never
Q_RES_001_021,RES_001,speed,100,100,100,100,100,100,Very Slowly | Slowly | Moderate | Quickly | Very Quickly
Q_RES_001_022,RES_001,intensity,100,100,100,100,77,95,Very Drained | Drained | Moderate | Slight | Not at all
Q_RES_001_023,RES_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_RES_001_024,RES_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_RES_001_025,RES_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONS_001_001,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_002,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_003,CONS_001,intensity,100,100,100,100,77,95,Very Unstable | Unstable | Moderate | Stable | Very Stable
Q_CONS_001_004,CONS_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONS_001_005,CONS_001,confidence,100,100,100,100,77,95,Very Unreliable | Unreliable | Neutral | Reliable | Very Reliable
Q_CONS_001_006,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_009,CONS_001,intensity,100,100,100,100,77,95,Very Inconsistent | Inconsistent | Moderate | Consistent | Very Consistent
Q_CONS_001_010,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_011,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_012,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_013,CONS_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONS_001_014,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_015,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_016,CONS_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CONS_001_017,CONS_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONS_001_018,CONS_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONS_001_019,CONS_001,motivation,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONS_001_020,CONS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONS_001_021,CONS_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CONS_001_022,CONS_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CONS_001_023,CONS_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONS_001_024,CONS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONS_001_025,CONS_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONFIDENCE_001_001,CONFIDENCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONFIDENCE_001_002,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_003,CONFIDENCE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CONFIDENCE_001_004,CONFIDENCE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONFIDENCE_001_005,CONFIDENCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONFIDENCE_001_006,CONFIDENCE_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_CONFIDENCE_001_007,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_008,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_009,CONFIDENCE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONFIDENCE_001_010,CONFIDENCE_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONFIDENCE_001_011,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_012,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_013,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_014,CONFIDENCE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CONFIDENCE_001_015,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_016,CONFIDENCE_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CONFIDENCE_001_017,CONFIDENCE_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONFIDENCE_001_018,CONFIDENCE_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_CONFIDENCE_001_019,CONFIDENCE_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_CONFIDENCE_001_020,CONFIDENCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONFIDENCE_001_021,CONFIDENCE_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CONFIDENCE_001_022,CONFIDENCE_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CONFIDENCE_001_023,CONFIDENCE_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONFIDENCE_001_024,CONFIDENCE_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CONFIDENCE_001_025,CONFIDENCE_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_DISTRACTION_001_001,DISTRACTION_001,confidence,100,100,100,100,77,95,Very Poor | Poor | Moderate | Good | Excellent
Q_DISTRACTION_001_002,DISTRACTION_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_DISTRACTION_001_003,DISTRACTION_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_DISTRACTION_001_004,DISTRACTION_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_DISTRACTION_001_005,DISTRACTION_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_DISTRACTION_001_006,DISTRACTION_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_DISTRACTION_001_007,DISTRACTION_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_DISTRACTION_001_008,DISTRACTION_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_DISTRACTION_001_009,DISTRACTION_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_DISTRACTION_001_010,DISTRACTION_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_DISTRACTION_001_011,DISTRACTION_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_DISTRACTION_001_012,DISTRACTION_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
