question_id,concern_id,bridge_tag,composite,relevance,grammar,sophistication,personalization,information_gain,root_cause_utility,question_text
Q_STUDY_001_023_v3,STUDY_001,DISCIPLINE_HABITS,74,60,100,90,20,100,75,How strongly does the child believe they can become more focused with practice?
Q_BAL_001_009,BAL_001,HOLISTIC_DEVELOPMENT,74,41,100,82,65,100,53,How often do you feel you are always behind in studies?
Q_COMP_001_016_v4,COMP_001,COMPETENCY_DEVELOPMENT,74,41,100,82,65,100,53,How often do you feel that others are always ahead of you?
Q_INTERVIEW_001_010_v3,INT_CONF_001,EMPLOYABILITY,74,41,100,82,65,100,53,How often do you feel others are more capable than you in interviews?
Q_SELF_001_009_v2,SELF_001,CONFIDENCE_SELF,74,41,100,82,65,100,53,How often do you feel others are more capable than you?
Q_BURN_001_013,BURN_001,EMOTIONAL_REGULATION,74,41,100,82,65,100,53,How often do you mislabel exhaustion as laziness?
Q_REC_001_004,REC_001,EMOTIONAL_RECOVERY,74,60,100,90,40,100,53,How emotionally heavy does rejection feel even after a few days?
Q_CHEMP_001_009,CHEMP_001,HIGHER_EDUCATION,74,41,100,82,65,100,53,How often do you feel others are more certain than you about their future?
Q_EXP_001_009,EXP_001,CAREER_EXPOSURE,74,41,100,82,65,100,53,How much do you feel your learning is mostly theoretical?
Q_CAREERDIR_001_008,CAREERDIR_001,CAREER_READINESS,74,60,100,90,20,100,75,How emotionally draining is it to think about multiple career options without clarity?
Q_AI_001_021_v2,AI_001,COMPETENCY_DEVELOPMENT,74,41,100,85,65,100,53,"How ready are you to learn AI-related tools that improve employability (ATS optimization, AI interviews, etc.)?"
Q_MID_001_007,MID_001,CAREER_IDENTITY,74,41,100,82,65,100,53,How often do you feel like you are not sure who you are becoming professionally?
Q_TECHLEAD_001_006,TECHLEAD_001,COMPETENCY_DEVELOPMENT,74,60,100,90,40,100,53,How emotionally stressful does it feel to lead or make decisions during periods of technological uncertainty?
Q_IES_001_006,IES_001,CAREER_EXPECTATIONS,74,60,100,90,40,100,53,How stressful does it feel to maintain investor confidence while ensuring employees feel secure and supported?
Q_RECOVERY_001_009,RECOVERY_001,EMOTIONAL_RECOVERY,74,78,100,90,20,100,53,How strongly do family or social expectations increase the emotional impact of career setbacks?
Q_JOB_001_016_v3,JOB_001,EMPLOYABILITY,74,60,100,90,40,100,53,How difficult is it to stay positive during placement season?
Q_SKILL_001_009,SKILL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do family or social expectations make you worry about becoming job-ready quickly?
Q_PRACTICAL_001_021,PRACTICAL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to spend more time practicing real-world applications of what you study?
Q_PLACE_001_007_v2,PLACE_001,EMPLOYABILITY,75,41,100,90,65,100,53,How often do interview-related worries affect your sleep or concentration?
Q_TRANSITION_001_007,TRANSITION_001,CAREER_GROWTH,75,41,100,90,65,100,53,How often do worries about workplace expectations affect your confidence levels?
Q_TRANSITION_001_009,TRANSITION_001,CAREER_GROWTH,75,41,100,90,65,100,53,How strongly do family expectations make you feel pressured to become professionally successful quickly?
Q_TRANSITION_001_021,TRANSITION_001,CAREER_GROWTH,75,41,100,90,65,100,53,How ready are you to actively work on becoming more professionally prepared?
Q_WORK_001_004,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,Do you sometimes feel that scoring well academically may still not prepare you enough for jobs?
Q_WORK_001_007,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How often do doubts about your practical abilities reduce your confidence?
Q_WORK_001_008,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How much has confusion about practical expectations reduced your motivation to learn?
Q_WORK_001_009,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How strongly do placement discussions make you feel academically prepared but practically unready?
Q_TRANS_001_002,TRANS_001,CAREER_GROWTH,75,41,100,90,65,100,53,How often do you feel unsure about handling real workplace responsibilities independently?
Q_PREP_001_009,PREP_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,How strongly do comparisons with highly consistent people affect your motivation?
Q_PREP_001_023,PREP_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,How strongly do you believe consistency can be developed through practice and discipline?
Q_COMPARE_001_004,COMPARE_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,Do achievements of others sometimes make you feel that your own efforts are not enough?
Q_COMPARE_001_007,COMPARE_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How often do comparisons reduce your motivation or confidence?
Q_COMPARE_001_023,COMPARE_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How strongly do you believe personal success does not always need to match others timelines?
Q_CONCEPT_001_007,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often does difficulty understanding concepts reduce your confidence?
Q_CONCEPT_001_009,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How strongly do classroom or peer discussions make you feel conceptually behind?
Q_UNCERT_001_010,UNCERT_001,THINKING_QUALITY,75,78,100,100,20,100,53,"Compared to last year, how much more difficult does handling uncertainty feel now?"
Q_UNCERT_001_021,UNCERT_001,THINKING_QUALITY,75,41,100,90,65,100,53,How ready are you to actively improve your emotional response to uncertain situations?
Q_BURNOUT_001_003_v2,BURNOUT_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,Do you sometimes feel stuck in a cycle of studying without feeling real progress?
Q_MOTIV_001_009,MOTIV_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How strongly do others success stories make you feel discouraged about your own progress?
Q_RANK_001_006,RANK_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,How stressful do fluctuating ranks or scores feel to you emotionally?
Q_RANK_001_008,RANK_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,How emotionally exhausting is it for you to constantly think about rankings or scores?
Q_RESULTPRESS_001_004,RESULTPRESS_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,Do upcoming results sometimes make you fear disappointing yourself or others?
Q_RESULTPRESS_001_007,RESULTPRESS_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How often do worries about results reduce your confidence or peace of mind?
Q_RESULTPRESS_001_008,RESULTPRESS_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How emotionally exhausting is it for you to wait for important exam results?
Q_COMPARE_001_007_v2,COMPARE_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How often do comparison-related thoughts affect your concentration or productivity?
Q_OUTCOME_001_007,OUTCOME_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How often do thoughts about past failures continue affecting your mood or confidence?
Q_SOCIAL_001_007,SOCIAL_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How often do thoughts about others online success affect your confidence levels?
Q_FAILURE_001_008,FAILURE_001,EMOTIONAL_RECOVERY,75,41,100,90,65,100,53,How much have repeated setbacks reduced your motivation to continue trying?
Q_IDENTITY_001_003,IDENTITY_001,ACADEMIC_IDENTITY,75,41,100,90,65,100,53,Do you sometimes feel that your value depends mainly on success or achievement?
Q_IDENTITY_001_008,IDENTITY_001,ACADEMIC_IDENTITY,75,41,100,90,65,100,53,How much have disappointing outcomes reduced your confidence in yourself overall?
Q_HOPE_001_003,HOPE_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,Do you sometimes feel emotionally tired of continuously waiting for positive results?
Q_HOPE_001_009,HOPE_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How strongly do expectations from others increase your fear of not succeeding?
Q_ANXIETY_001_003,ANXIETY_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,Do thoughts about job security or success make you feel stressed or overwhelmed?
Q_SKILLGAP_001_002,SKILLGAP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel confused about what exactly you need to improve to perform better?
Q_SKILLGAP_001_009,SKILLGAP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you feel that your preparation lacks a clear understanding of priority topics or skills?
Q_COMPETENCE_001_002,COMPETENCE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you understand concepts but struggle to solve related problems independently?
Q_COMPETENCE_001_004,COMPETENCE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel that studying gives understanding but not problem-solving ability?
Q_COMPETENCE_001_007,COMPETENCE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How much does inability to apply concepts reduce your confidence in preparation?
Q_HOLISTIC_001_002_v2,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel confident but still struggle to perform effectively in real situations?
Q_HOLISTIC_001_007_v2,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often does anxiety interfere with your ability to use your knowledge effectively?
Q_HOLISTIC_001_009_v2,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How strongly does comparison with others affect your ability to perform what you already know?
Q_HOLISTIC_001_021_v2,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to improve the gap between what you know and what you can actually perform?
Q_HOLISTIC_001_001_v3,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How effectively are you able to connect what you learn with how you perform in real exam situations?
Q_HOLISTIC_001_009_v3,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do comparisons with high performers affect your ability to execute confidently?
Q_WORK_001_005_v2,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How confident are you that your current studies will help you perform well in a real job role?
Q_WORK_001_007_v2,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How often do you feel that you understand theory but cannot implement it in practice?
Q_WORK_001_008_v2,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How much does lack of practical exposure reduce your confidence in job readiness?
Q_EMO_001_002,EMO_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How often do you compare your placement progress with friends and feel stressed?
Q_EMO_001_023,EMO_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly do you believe comparison with peers helps you improve?
Q_GROWTH_001_004,GROWTH_001,CAREER_GROWTH,75,41,100,90,65,100,53,How often do you switch between different learning goals without completing them?
Q_GROWTH_001_009,GROWTH_001,CAREER_GROWTH,75,41,100,90,65,100,53,How strongly do peer achievements influence your perception of your own progress?
Q_INT_001_002,INT_001,EMPLOYABILITY,75,41,100,90,65,100,53,How often do you feel that you meet all job requirements but still dont receive interview calls?
Q_INT_001_007,INT_001,EMPLOYABILITY,75,41,100,90,65,100,53,How much do you think your applications match job descriptions accurately?
Q_INT_001_009,INT_001,EMPLOYABILITY,75,41,100,90,65,100,53,How strongly do you feel competition is preventing you from getting interview opportunities?
Q_INT_001_023,INT_001,EMPLOYABILITY,75,41,100,90,65,100,53,How strongly do you believe that interview selection depends only on skills and not luck?
Q_INTERVIEW_001_008_v2,INTERVIEW_001,EMPLOYABILITY,75,41,100,90,65,100,53,How much does interview anxiety affect your ability to express your thoughts clearly?
Q_LAYOFF_001_004,LAYOFF_001,EMPLOYABILITY,75,41,100,90,65,100,53,Do you feel that job security is no longer guaranteed even with good performance?
Q_LAYOFF_001_017,LAYOFF_001,EMPLOYABILITY,75,41,100,90,65,100,53,How much does family discussion about job security increase your anxiety?
Q_UNEMP_001_002,UNEMP_001,EMPLOYABILITY,75,41,100,90,65,100,53,How often do repeated rejections make you feel discouraged about your career future?
Q_UNEMP_001_004,UNEMP_001,EMPLOYABILITY,75,41,100,90,65,100,53,Do you feel your career progress has stalled compared to your expectations?
Q_UNEMP_001_023,UNEMP_001,EMPLOYABILITY,75,41,100,90,65,100,53,How strongly do you believe that consistent effort will eventually lead to employment?
Q_UNEMP_001_002_v2,UNEMP_001,EMPLOYABILITY,75,41,100,90,65,100,53,How often does not having a job affect how you feel about yourself as a person?
Q_WORK_001_004_v3,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How often do external expectations or pressure affect your work consistency?
Q_WORK_001_008_v3,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How much has inconsistency affected your ability to complete tasks effectively?
Q_WORK_001_023_v3,WORK_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How strongly do you believe consistency can be improved through practice and discipline?
Q_STRESS_001_006,STRESS_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How stressful do you find unexpected changes in tasks or instructions?
Q_BALANCE_001_007,BALANCE_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you sacrifice sleep or rest to complete your tasks?
Q_EMO_001_009_v2,EMO_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How often do you feel mentally overloaded due to multiple goals running at the same time?
Q_BURNOUT_002_003,BURNOUT_002,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,Do you sometimes feel pressured to keep studying or checking updates without proper breaks?
Q_BURNOUT_002_007,BURNOUT_002,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How often does being continuously available reduce your ability to focus deeply on tasks?
Q_HOLISTIC_001_007_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do your goals leave you emotionally exhausted rather than personally fulfilled?
Q_HOLISTIC_001_008_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How emotionally draining is it for you to constantly focus only on productivity or achievement?
Q_WORKLIFE_001_009,WORKLIFE_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do others expectations make you sacrifice your personal time or wellbeing?
Q_WORKLIFE_001_021,WORKLIFE_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to actively improve the balance between your responsibilities and personal wellbeing?
Q_AI_001_009,AI_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you feel society values AI-related skills more than your current abilities?
Q_AI_001_021,AI_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to continuously adapt and learn new skills to remain professionally relevant?
Q_PERFORMANCE_001_002,PERFORMANCE_001,PERFORMANCE_REFLECTION,75,41,100,90,65,100,53,How often do long periods of intense effort leave you emotionally exhausted?
Q_PERFORMANCE_001_008,PERFORMANCE_001,PERFORMANCE_REFLECTION,75,41,100,90,65,100,53,How much has sustained pressure reduced your motivation or excitement toward your goals?
Q_PERFORMANCE_001_009,PERFORMANCE_001,PERFORMANCE_REFLECTION,75,41,100,90,65,100,53,How strongly do you feel that slowing down or resting would disappoint others?
Q_HOLISTIC_001_008_v5,HOLISTIC_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How much has pressure to consistently perform affected your emotional energy or motivation?
Q_CORP_001_009,CORP_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How much pressure do you feel to appear professional in front of others?
Q_CORP_001_021,CORP_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How ready are you to change habits that may not suit professional environments?
Q_CORP_001_023,CORP_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How strongly do you believe professional behavior can be learned with experience?
Q_FIRSTJOB_001_008,FIRSTJOB_001,EMPLOYABILITY,75,41,100,90,65,100,53,How emotionally draining is it for you to think about constantly meeting workplace expectations?
Q_EXECUTION_001_001,EXECUTION_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How confident are you in applying what you learn academically to real-world tasks or projects?
Q_EXECUTION_001_002,EXECUTION_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do you understand concepts theoretically but struggle to implement them practically?
Q_EXECUTION_001_009,EXECUTION_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How strongly do you feel others are more practically capable than you despite similar learning backgrounds?
Q_EXECUTION_001_021,EXECUTION_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How ready are you to actively focus more on implementation and real-world practice?
Q_HOL_001_002,HOL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel uncertain about balancing career success with personal well-being?
Q_HOL_001_007,HOL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel mentally exhausted trying to improve in every area of life simultaneously?
Q_HOL_001_009,HOL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do external expectations make you feel like you must succeed in every aspect of life quickly?
Q_ADAPT_001_003,ADAPT_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,Do you sometimes feel emotionally overwhelmed trying to stay adaptable and professionally competitive?
Q_ADAPT_001_008,ADAPT_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How much has pressure to continuously adapt affected your emotional energy or motivation?
Q_ADAPT_001_009,ADAPT_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How strongly do you feel others are progressing professionally faster than you?
Q_LEAD_001_001,LEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How confident do you feel about leading others instead of only completing assigned tasks yourself?
Q_LEAD_001_002,LEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do you feel unsure about taking responsibility for guiding a team or group?
Q_LEAD_001_007,LEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do you doubt your ability to influence or motivate others effectively?
Q_LEAD_001_018,LEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,75,65,100,68,How often do you try to control everything yourself instead of trusting team members?
Q_LEADERBURN_001_004,LEADERBURN_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,Do you sometimes feel emotionally overwhelmed by the expectations people place on you as a leader?
Q_RESPONSIBILITY_001_002,RESPONSIBILITY_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do ongoing responsibilities leave you mentally or emotionally exhausted?
Q_RESPONSIBILITY_001_003,RESPONSIBILITY_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,Do you sometimes feel emotionally overwhelmed by the number of responsibilities you carry?
Q_RESPONSIBILITY_001_007,RESPONSIBILITY_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do responsibilities reduce your ability to relax or feel emotionally at peace?
Q_CURR_001_025,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How hopeful are you that your education will match industry needs in the future?
Q_LWO_001_009,LWO_001,ADAPTIVE_LEADERSHIP,75,41,100,90,65,100,53,How strongly do external expectations make you feel that effective leaders should never struggle emotionally?
Q_STRATEGIC_001_003,STRATEGIC_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,Do you sometimes feel emotionally uncertain about leading beyond your area of expertise?
Q_STRATEGIC_001_008,STRATEGIC_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,How much has pressure to think strategically affected your emotional energy or motivation?
Q_SOE_001_002,SOE_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How often do you feel uncertain about whether to focus on big-picture goals or immediate tasks?
Q_LEADWELL_001_008_v2,LEADWELL_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How much has pressure to succeed as a leader affected your emotional energy or motivation?
Q_SLI_001_009,SLI_001,LEADERSHIP_INFLUENCE,75,41,100,90,65,100,53,How strongly do external expectations make you feel that effective leaders should never show emotional struggles?
Q_HOLISTICSTRAT_001_008,HOLISTICSTRAT_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How much has pressure to lead strategically affected your emotional energy or motivation?
Q_CROSSIND_001_007,CROSSIND_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How often do thoughts of switching industries reduce your confidence in your current skills?
Q_CROSSIND_001_009,CROSSIND_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How strongly do you feel that others are better prepared than you for switching careers or industries?
Q_CROSSIND_001_023,CROSSIND_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How strongly do you believe skills can be transferred effectively across completely different industries?
Q_CSU_001_008,CSU_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How much pressure do you feel to figure out your life quickly?
Q_REINVENT_001_008,REINVENT_001,CAREER_GROWTH,75,41,100,90,65,100,53,How much does the idea of changing careers affect your motivation or emotional energy?
Q_REI_001_008,REI_001,EMOTIONAL_RECOVERY,75,41,100,90,65,100,53,How much pressure do you feel to constantly learn new skills just to remain employable?
Q_REI_001_009,REI_001,EMOTIONAL_RECOVERY,75,41,100,90,65,100,53,How strongly do external expectations make you feel that you must constantly reinvent yourself to stay relevant?
Q_REINVENT_001_009_v2,REINVENT_001,CAREER_GROWTH,75,41,100,90,65,100,53,How strongly do you feel you must constantly reinvent yourself to remain relevant?
Q_BUR_001_009,BUR_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly do external expectations make you feel that you must always be productive?
Q_SCHOOL_GAP_001_006,SCHOOL_GAP_001,CLASSROOM_ENGAGEMENT,75,41,100,90,65,100,53,How stressful do you find the responsibility of tracking academic performance across multiple classes or groups?
Q_CULT_001_005,CULT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,Do you feel your institution encourages learning practical skills over memorization?
Q_CULT_001_006,CULT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How frustrated do you feel about the gap between academic learning and real-world skills?
Q_CULT_001_007,CULT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How often do you feel students are more focused on marks than actual learning?
Q_CULT_001_012,CULT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,Do you feel motivated by your peers to improve your skills?
Q_CULT_001_020,CULT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How prepared do you feel your institution makes students for industry expectations?
Q_CULT_001_024,CULT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How likely is your institution to support student startups or innovation projects?
Q_LEARN_001_008,LEARN_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How much do exams push you toward scoring instead of understanding?
Q_PROFILE_001_004,PROFILE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do institutional evaluations fail to reflect your real abilities and potential?
Q_PROFILE_001_007,PROFILE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel reduced to just your grades or academic performance?
Q_PROFILE_001_008,PROFILE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How much does limited institutional understanding affect your motivation or engagement?
Q_PROFILE_001_009,PROFILE_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you feel your peers are better understood in their strengths than you are?
Q_INSTLEARN_001_001,INSTLEARN_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How confident are you in evaluating whether an institution (college/course/system) is effectively helping students learn?
Q_INSTLEARN_001_003,INSTLEARN_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,Do you find it difficult to judge whether your academic environment is truly helping you build real skills?
Q_INSTLEARN_001_005,INSTLEARN_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How confident are you that you can identify whether your institution is preparing you well for future career demands?
Q_AWB_001_002,AWB_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How often do you feel conflicted between studying more and taking rest for your well-being?
Q_AWB_001_009,AWB_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How strongly do external expectations make you feel that you must always score high marks?
Q_HOL_001_007_v2,HOL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you neglect your health or sleep due to academic pressure?
Q_HOL_001_009_v2,HOL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel you are focusing too much on marks and not enough on personal growth?
Q_SCHOOL_001_007,SCHOOL_001,CLASSROOM_ENGAGEMENT,75,41,100,90,65,100,53,How often do you feel that exams fail to reflect your true abilities or potential?
Q_SCHOOL_001_009,SCHOOL_001,CLASSROOM_ENGAGEMENT,75,41,100,90,65,100,53,How strongly do you feel that students are compared mainly based on marks rather than overall capabilities?
Q_ASSESS_001_002,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel that exams test memory more than practical understanding?
Q_ASSESS_001_003,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,Do you feel your actual skills are not accurately represented by your academic scores?
Q_ASSESS_001_007,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel exams fail to evaluate your creativity or problem-solving ability?
Q_ASSESS_001_009,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you feel students are ranked unfairly due to exam-based evaluation systems?
Q_MEM_001_013,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How confident are you in identifying whether your course develops skills or just memory?
Q_MEM_001_003,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How easy is it for you to identify whether your syllabus encourages critical thinking or rote learning?
Q_MEM_001_006,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How strongly do you feel exams reflect real-world skills in your field?
Q_MEM_001_010,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel success depends more on remembering than understanding?
Q_MEM_001_011,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How difficult is it for you to tell whether assignments test creativity or repetition?
Q_MEM_001_012,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel your learning is disconnected from real-life application?
Q_MEM_001_015,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How easily can you identify whether studying concepts improves your exam performance?
Q_MEM_001_016,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you revise answers just to reproduce textbook wording?
Q_MEM_001_018,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel that understanding is secondary to scoring marks?
Q_MEM_001_019,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you study by rewriting notes multiple times for exams?
Q_MEM_001_020,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel that exams reward speed of recall more than reasoning?
Q_MEM_001_021,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How confident are you in judging whether your education builds real skills?
Q_MEM_001_023,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How easy is it for you to recognize outdated teaching methods?
Q_MEM_001_024,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel encouraged to think beyond textbooks?
Q_MEM_001_025,MEM_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How well do you think your current education prepares you for real industry work?
Q_ECOSYS_001_023,VIS_001,SELF_REFLECTION,75,41,100,90,65,100,53,How strongly do you believe you are currently missing important opportunities in your institution?
Q_ECOSYS_001_025,VIS_001,SELF_REFLECTION,75,41,100,90,65,100,53,How hopeful are you that your institution can become more transparent and connected in its systems?
Q_INSTINT_001_003,INSTINT_001,LEADERSHIP_READINESS,75,41,100,90,65,100,53,Do you feel emotionally disconnected between what you study and your long-term life or career goals?
Q_LEARN_001_006_v2,LEARN_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How often do you feel confused about what teachers expect you to actually learn?
Q_CURR_001_001,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How well do you feel your classroom learning translates into real-world job skills?
Q_CURR_001_002,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How often do you feel what is taught in class matches industry expectations?
Q_CURR_001_004,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,Do you feel your syllabus focuses more on theory than practical skills?
