question_id,concern_id,bridge_tag,relevance,grammar,sophistication,personalization,information_gain,root_cause_utility,composite,question_text
Q_STRESS_001_022,STRESS_001,EXAMINATION_STRESS,66,100,100,85,100,53,84,"If guided, how willing are you to practice stress control strategies?"
Q_STRESS_001_023,STRESS_001,EXAMINATION_STRESS,66,100,90,55,100,53,77,How strongly do you believe stress can be managed with practice?
Q_STRESS_001_024,STRESS_001,EXAMINATION_STRESS,41,100,100,85,100,53,80,"If given a stressful assignment, how likely are you to handle it calmly?"
Q_STRESS_001_025,STRESS_001,EXAMINATION_STRESS,84,100,90,65,100,53,82,How hopeful are you that you will become good at handling workplace stress?
Q_BALANCE_001_001,BALANCE_001,HOLISTIC_DEVELOPMENT,98,100,90,85,100,53,88,How well are you able to maintain a balance between productivity and personal wellbeing during your daily routine?
Q_BALANCE_001_002,BALANCE_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,53,82,How often do you feel that focusing on productivity negatively affects your mental or physical wellbeing?
Q_BALANCE_001_003,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,85,100,53,78,Do you feel guilty when you take breaks instead of working?
Q_BALANCE_001_004,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,53,80,"When others appear more productive, how pressured do you feel to overwork yourself?"
Q_BALANCE_001_005,BALANCE_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,53,82,How confident are you that you can maintain productivity without harming your wellbeing in the long run?
Q_BALANCE_001_006,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,90,85,100,53,82,How emotionally exhausted do you feel after trying to maintain high productivity levels?
Q_BALANCE_001_007,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,53,75,How often do you sacrifice sleep or rest to complete your tasks?
Q_BALANCE_001_008,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How much has your focus on productivity affected your physical health or energy levels?
Q_BALANCE_001_009,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How strongly do expectations from others push you to ignore your own wellbeing?
Q_BALANCE_001_010,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,100,65,100,53,81,"Compared to earlier, how difficult is it for you now to maintain balance between work and rest?"
Q_BALANCE_001_011,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,85,100,68,81,How often do you continue working even when you feel mentally exhausted?
Q_BALANCE_001_012,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,68,77,How often do you skip meals or basic self-care due to work or study pressure?
Q_ECO_001_015,ECO_001,ADJUSTMENT_COPING,66,100,90,65,100,90,85,How often do thoughts about financial or career instability keep repeating in your mind?
Q_BALANCE_001_013,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,82,85,100,68,79,How often do you feel stressed when you are not being productive?
Q_BALANCE_001_014,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,85,100,68,81,How likely are you to feel anxious when you take breaks from work or study?
Q_BALANCE_001_015,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,68,82,"After taking a break, how easily are you able to return to work without stress or guilt?"
Q_BALANCE_001_016,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,90,85,100,68,85,How effectively are you able to manage stress while maintaining productivity and self-care together?
Q_BALANCE_001_017,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,68,77,How often do you intentionally schedule breaks or rest into your routine?
Q_BALANCE_001_018,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,68,77,Some people feel they must always stay busy to be successful. How true is this for you?
Q_BALANCE_001_019,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,80,84,"After resting properly, how refreshed and productive do you usually feel?"
Q_BALANCE_001_020,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,68,82,How confident are you that you can achieve success without sacrificing your wellbeing?
Q_BALANCE_001_021,BALANCE_001,HOLISTIC_DEVELOPMENT,98,100,90,65,100,53,84,How ready are you to improve your balance between productivity and personal wellbeing?
Q_BALANCE_001_022,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,53,84,"If guidance on work-life balance was available, how willing would you be to apply it consistently?"
Q_BALANCE_001_023,BALANCE_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,53,82,How strongly do you believe maintaining wellbeing is as important as productivity for success?
Q_BALANCE_001_024,BALANCE_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,53,84,"If you received one practical habit to improve your balance today, how likely are you to follow it?"
Q_BALANCE_001_025,BALANCE_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,53,80,"Even if your current routine feels imbalanced, how hopeful are you that you can improve it over time?"
Q_EMO_001_001_v2,EMO_001,EMOTIONAL_REGULATION,84,100,90,65,100,65,84,How emotionally drained do you usually feel due to continuous academic or career targets?
Q_EMO_001_002_v2,EMO_001,EMOTIONAL_REGULATION,41,100,100,65,100,53,77,"How often do you feel like there is always another target waiting, without enough recovery time?"
Q_EMO_001_003_v2,EMO_001,EMOTIONAL_REGULATION,41,100,90,85,100,53,78,Do you feel mentally tired even after completing your daily tasks or goals?
Q_EMO_001_004_v2,EMO_001,EMOTIONAL_REGULATION,41,100,100,85,100,53,80,"When you think about upcoming goals, how overwhelmed do you feel?"
Q_EMO_001_005_v2,EMO_001,EMOTIONAL_REGULATION,41,100,82,65,100,53,74,How often do you feel that you are constantly catching up with expectations?
Q_EMO_001_006_v2,EMO_001,EMOTIONAL_REGULATION,41,100,90,85,100,53,78,How difficult is it for you to emotionally recover after a stressful deadline or target?
Q_EMO_001_007_v2,EMO_001,EMOTIONAL_REGULATION,66,100,90,65,100,65,81,How often do you lose motivation because of repeated pressure to achieve targets?
Q_EMO_001_008_v2,EMO_001,EMOTIONAL_REGULATION,84,100,100,65,100,53,84,"How much pressure do external expectations (family, college, peers) add to your emotional exhaustion?"
Q_EMO_001_009_v2,EMO_001,EMOTIONAL_REGULATION,41,100,90,65,100,53,75,How often do you feel mentally overloaded due to multiple goals running at the same time?
Q_EMO_001_010_v2,EMO_001,EMOTIONAL_REGULATION,41,100,100,65,100,53,77,"Compared to last year, how much more emotionally tired do you feel now?"
Q_EMO_001_011_v2,EMO_001,EMOTIONAL_REGULATION,41,100,90,65,100,80,79,How often do you postpone tasks because you feel emotionally exhausted?
Q_EMO_001_012_v2,EMO_001,EMOTIONAL_REGULATION,66,100,90,65,100,80,84,How often do you feel like taking a break but cannot afford to because of targets?
Q_EMO_001_013_v2,EMO_001,EMOTIONAL_REGULATION,41,100,90,85,100,68,81,How comfortable are you switching off mentally after completing work or study tasks?
Q_EMO_001_014_v2,EMO_001,EMOTIONAL_REGULATION,66,100,90,85,100,68,85,How likely are you to continue thinking about unfinished goals even during rest time?
Q_EMO_001_015_v2,EMO_001,EMOTIONAL_REGULATION,41,100,90,85,100,68,81,How often do you feel emotionally numb after repeated pressure cycles?
Q_EMO_001_016_v2,EMO_001,EMOTIONAL_REGULATION,41,100,100,85,100,68,82,"When you feel exhausted, how effectively are you able to recharge emotionally?"
Q_EMO_001_017_v2,EMO_001,EMOTIONAL_REGULATION,84,100,90,65,100,68,85,How often do you actively take breaks to manage emotional exhaustion?
Q_EMO_001_018_v2,EMO_001,EMOTIONAL_REGULATION,66,100,90,65,100,68,82,How often do you ignore your exhaustion and keep pushing without rest?
Q_EMO_001_019_v2,EMO_001,EMOTIONAL_REGULATION,41,100,100,85,100,68,82,"After resting properly, how quickly do you regain motivation?"
Q_EMO_001_020_v2,EMO_001,EMOTIONAL_REGULATION,84,100,90,65,100,68,85,How confident are you that you can handle continuous targets without burning out?
Q_EMO_001_021_v2,EMO_001,EMOTIONAL_REGULATION,84,100,90,65,100,53,82,How ready are you to change your routine to manage emotional exhaustion better?
Q_EMO_001_022_v2,EMO_001,EMOTIONAL_REGULATION,66,100,100,85,100,53,84,"If you had support, how willing would you be to work on emotional recovery habits?"
Q_EMO_001_023_v2,EMO_001,EMOTIONAL_REGULATION,84,100,90,65,100,53,82,How strongly do you believe emotional exhaustion can be managed effectively with practice?
Q_EMO_001_024_v2,EMO_001,EMOTIONAL_REGULATION,41,100,100,85,100,53,80,"If given a simple stress-management technique, how likely are you to try it?"
Q_EMO_001_025_v2,EMO_001,EMOTIONAL_REGULATION,66,100,100,85,100,53,84,"Even if you feel exhausted now, how hopeful are you that your emotional balance can improve?"
Q_BURNOUT_002_001,BURNOUT_002,EMOTIONAL_REGULATION,41,100,100,85,100,65,82,"When you are constantly available for study, updates, or communication, how emotionally drained do you usually feel?"
Q_BURNOUT_002_002,BURNOUT_002,EMOTIONAL_REGULATION,41,100,90,65,100,65,77,How often do you feel mentally tired because you are always on for preparation or notifications?
Q_BURNOUT_002_003,BURNOUT_002,EMOTIONAL_REGULATION,41,100,90,65,100,53,75,Do you sometimes feel pressured to keep studying or checking updates without proper breaks?
Q_BURNOUT_002_004,BURNOUT_002,EMOTIONAL_REGULATION,66,100,100,85,100,53,84,"When others expect quick replies or constant presence, how emotionally stressed do you feel?"
Q_BURNOUT_002_005,BURNOUT_002,EMOTIONAL_REGULATION,84,100,100,85,100,53,87,"If this constant availability continues for weeks, how emotionally sustainable does it feel for you?"
Q_BURNOUT_002_006,BURNOUT_002,EMOTIONAL_REGULATION,41,100,90,85,100,53,78,How emotionally overwhelmed do you feel when you do not get enough uninterrupted rest time?
Q_BURNOUT_002_007,BURNOUT_002,EMOTIONAL_REGULATION,41,100,90,65,100,53,75,How often does being continuously available reduce your ability to focus deeply on tasks?
Q_BURNOUT_002_008,BURNOUT_002,EMOTIONAL_REGULATION,66,100,90,65,100,53,79,How much has constant engagement reduced your motivation to study or perform consistently?
Q_BURNOUT_002_009,BURNOUT_002,EMOTIONAL_REGULATION,66,100,90,65,100,53,79,How strongly do expectations to be always available affect your emotional peace?
Q_BURNOUT_002_010,BURNOUT_002,EMOTIONAL_REGULATION,41,100,100,65,100,53,77,"Compared to earlier, how difficult is it now for you to mentally switch off?"
Q_BURNOUT_002_011,BURNOUT_002,EMOTIONAL_REGULATION,66,100,100,85,100,68,87,"How often do you continue checking messages, updates, or study material even during rest time?"
Q_BURNOUT_002_012,BURNOUT_002,EMOTIONAL_REGULATION,41,100,82,85,100,68,79,How often do you feel guilty when you are not studying or being productive?
Q_BURNOUT_002_013,BURNOUT_002,EMOTIONAL_REGULATION,98,100,100,85,100,68,92,"During constant availability, how often do you feel emotionally trapped in your routine?"
Q_BURNOUT_002_014,BURNOUT_002,EMOTIONAL_REGULATION,41,100,90,65,100,68,77,How likely are you to ignore your personal needs just to stay updated or available?
Q_BURNOUT_002_015,BURNOUT_002,EMOTIONAL_REGULATION,84,100,100,85,100,68,90,"After taking breaks from constant activity, how quickly are you able to emotionally recharge?"
Q_BURNOUT_002_016,BURNOUT_002,EMOTIONAL_REGULATION,41,100,100,85,100,68,82,"When you feel mentally overloaded, how effectively can you disconnect and relax?"
Q_BURNOUT_002_017,BURNOUT_002,EMOTIONAL_REGULATION,41,100,90,65,100,68,77,How often do you intentionally create offline or break time without distractions?
Q_BURNOUT_002_018,BURNOUT_002,EMOTIONAL_REGULATION,66,100,90,85,100,68,85,Some people feel unable to fully disconnect even during rest. How true is this for you?
Q_BURNOUT_002_019,BURNOUT_002,EMOTIONAL_REGULATION,84,100,100,85,100,80,92,"After spending time away from constant activity, how refreshed do you usually feel emotionally?"
Q_BURNOUT_002_020,BURNOUT_002,EMOTIONAL_REGULATION,41,100,100,85,100,68,82,"Even if you stay constantly engaged now, how confident are you that you can build a healthier balance later?"
Q_BURNOUT_002_021,BURNOUT_002,EMOTIONAL_REGULATION,84,100,90,65,100,53,82,How ready are you to reduce constant availability and create healthier boundaries?
Q_BURNOUT_002_022,BURNOUT_002,EMOTIONAL_REGULATION,66,100,100,85,100,53,84,"If guidance on managing digital or study boundaries was available, how willing would you be to apply it?"
Q_BURNOUT_002_023,BURNOUT_002,EMOTIONAL_REGULATION,98,100,90,85,100,53,88,How strongly do you believe emotional balance improves when you limit constant availability?
Q_BURNOUT_002_024,BURNOUT_002,EMOTIONAL_REGULATION,98,100,100,85,100,53,89,"If you received one simple habit to reduce burnout from constant availability, how likely are you to follow it?"
Q_BURNOUT_002_025,BURNOUT_002,EMOTIONAL_REGULATION,66,100,100,85,100,53,84,"Even if you feel constantly engaged now, how hopeful are you that you can achieve emotional balance in the future?"
Q_HOLISTIC_001_001_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,98,100,100,65,100,53,86,"How balanced do you feel between your performance goals, personal growth, and emotional wellbeing?"
Q_HOLISTIC_001_002_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,53,82,How often do performance pressures make you ignore your emotional or physical wellbeing?
Q_HOLISTIC_001_003_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,100,65,100,53,84,"Compared to others around you, how well do you think you maintain balance across achievement, growth, and wellbeing?"
Q_HOL_001_018_v2,HOL_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,68,82,How often do you ignore stress signals just to keep up with academics?
Q_HOLISTIC_001_004_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,53,82,Do you sometimes feel that chasing success is harming your emotional wellbeing or personal growth?
Q_HOLISTIC_001_005_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,53,84,"If your workload increased significantly tomorrow, how confident are you that you could still maintain emotional balance and healthy growth?"
Q_HOLISTIC_001_006_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,60,100,100,20,100,53,72,"How stressful does it feel to balance achievement, learning, and emotional wellbeing at the same time?"
Q_HOLISTIC_001_007_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,53,75,How often do your goals leave you emotionally exhausted rather than personally fulfilled?
Q_HOLISTIC_001_008_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,53,75,How emotionally draining is it for you to constantly focus only on productivity or achievement?
Q_HOLISTIC_001_009_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How strongly do comparisons with highly successful people affect your emotional wellbeing?
Q_HOLISTIC_001_010_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,100,65,100,53,84,"Compared to last year, how much more difficult has balancing success, self-growth, and wellbeing become for you?"
Q_HOLISTIC_001_011_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,66,100,100,65,100,68,83,"How often do you sacrifice rest, relationships, or mental peace to achieve performance goals?"
Q_HOLISTIC_001_012_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,80,79,How often do you ignore signs of emotional burnout because you feel pressure to keep performing?
Q_HOLISTIC_001_013_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,100,85,100,68,90,"During stressful periods, how often do you feel disconnected from your personal growth or happiness?"
Q_HOLISTIC_001_014_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,66,100,90,85,100,68,85,How likely are you to feel guilty when taking breaks for emotional or physical wellbeing?
Q_HOLISTIC_001_015_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,68,77,How often do achievement-related pressures affect your emotional peace for long periods?
Q_HOLISTIC_001_016_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,68,82,"When life feels unbalanced, how effectively can you restore healthy routines and emotional balance?"
Q_HOLISTIC_001_017_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,68,85,How often do you consciously make time for activities that support your emotional wellbeing and growth?
Q_HOLISTIC_001_018_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,68,85,Some people become so focused on performance that they emotionally disconnect from their own wellbeing. How true is this for you?
Q_HOLISTIC_001_019_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,80,89,"After spending time on self-care or meaningful personal growth, how emotionally refreshed do you usually feel?"
Q_HOLISTIC_001_020_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,100,85,100,68,90,"Even if life feels unbalanced now, how confident are you that you can gradually build a healthier balance between success and wellbeing?"
Q_HOLISTIC_001_021_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,98,100,100,65,100,53,86,"How ready are you to actively improve the balance between your goals, personal growth, and emotional wellbeing?"
Q_HOLISTIC_001_022_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,53,84,"If proper guidance was available, how willing would you be to develop healthier habits that support both achievement and wellbeing?"
Q_HOLISTIC_001_023_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,100,65,100,53,84,"How strongly do you believe long-term success requires emotional wellbeing and personal growth, not just achievement?"
Q_HOLISTIC_001_024_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,53,80,"If you learned one practical strategy today to improve balance in your life, how likely are you to apply it consistently?"
Q_HOLISTIC_001_025_v4,HOLISTIC_001,HOLISTIC_DEVELOPMENT,84,100,100,85,100,53,87,"Even if balancing achievement, growth, and wellbeing feels difficult now, how hopeful are you that you can eventually live in a healthier and more emotionally balanced way?"
Q_WORKLIFE_001_001,WORKLIFE_001,HOLISTIC_DEVELOPMENT,98,100,90,65,100,53,84,How well are you able to maintain healthy boundaries between work/study responsibilities and personal life?
Q_WORKLIFE_001_002,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,100,65,100,53,81,"How often do work, studies, or responsibilities interfere with your personal time or rest?"
Q_WORKLIFE_001_003,WORKLIFE_001,HOLISTIC_DEVELOPMENT,84,100,100,65,100,53,84,"Compared to others around you, how well do you think you manage work-life balance?"
Q_WORKLIFE_001_004,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,90,85,100,53,82,Do you sometimes feel guilty when taking breaks or prioritizing personal wellbeing over work?
Q_WORKLIFE_001_005,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,53,80,"If your workload increased tomorrow, how confident are you that you could still protect your personal wellbeing?"
Q_WORKLIFE_001_006,WORKLIFE_001,HOLISTIC_DEVELOPMENT,78,100,90,20,100,53,74,How stressful does balancing work/study responsibilities with personal life feel emotionally?
Q_WORKLIFE_001_007,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How often do work or academic responsibilities leave you emotionally exhausted?
Q_WORKLIFE_001_008,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,100,65,100,53,81,"How emotionally draining is it for you to stay constantly available for work, study, or responsibilities?"
Q_WORKLIFE_001_009,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,53,75,How strongly do others expectations make you sacrifice your personal time or wellbeing?
Q_WORKLIFE_001_010,WORKLIFE_001,HOLISTIC_DEVELOPMENT,98,100,100,65,100,53,86,"Compared to last year, how much more difficult has maintaining work-life balance become for you?"
Q_WORKLIFE_001_011,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,90,85,100,68,81,How often do you continue working or studying even when you feel mentally or physically exhausted?
Q_WORKLIFE_001_012,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,80,84,How often do you postpone personal activities or relationships because of work or academic pressure?
Q_WORKLIFE_001_013,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,68,87,"During stressful periods, how often do you feel disconnected from hobbies, relaxation, or personal enjoyment?"
Q_WORKLIFE_001_014,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,90,85,100,68,81,How likely are you to prioritize productivity even when it negatively affects your wellbeing?
Q_WORKLIFE_001_015,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,68,82,How often do work or study pressures disturb your emotional peace for long periods?
Q_WORKLIFE_001_016,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,68,87,"When your responsibilities begin affecting your wellbeing, how effectively can you restore healthy boundaries?"
Q_WORKLIFE_001_017,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,100,65,100,68,79,"How often do you intentionally schedule time for rest, relationships, or self-care?"
Q_WORKLIFE_001_018,WORKLIFE_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,68,85,Some people become so focused on work or studies that they emotionally disconnect from their personal life. How true is this for you?
Q_WORKLIFE_001_019,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,100,85,100,80,84,"After taking meaningful breaks or spending time on personal wellbeing, how emotionally refreshed do you usually feel?"
Q_WORKLIFE_001_020,WORKLIFE_001,HOLISTIC_DEVELOPMENT,84,100,100,85,100,68,90,"Even if balancing responsibilities and personal life feels difficult now, how confident are you that you can gradually build healthier boundaries?"
Q_WORKLIFE_001_021,WORKLIFE_001,HOLISTIC_DEVELOPMENT,41,100,90,65,100,53,75,How ready are you to actively improve the balance between your responsibilities and personal wellbeing?
Q_WORKLIFE_001_022,WORKLIFE_001,HOLISTIC_DEVELOPMENT,66,100,100,85,100,53,84,"If proper guidance was available, how willing would you be to develop healthier routines and boundaries?"
Q_WORKLIFE_001_023,WORKLIFE_001,HOLISTIC_DEVELOPMENT,98,100,90,65,100,53,84,How strongly do you believe long-term success depends on maintaining healthy work-life balance?
Q_WORKLIFE_001_024,WORKLIFE_001,HOLISTIC_DEVELOPMENT,84,100,100,85,100,53,87,"If you learned one practical strategy today to improve work-life balance, how likely are you to apply it consistently?"
Q_WORKLIFE_001_025,WORKLIFE_001,HOLISTIC_DEVELOPMENT,98,100,100,85,100,53,89,"Even if maintaining work-life balance feels difficult now, how hopeful are you that you can eventually build a healthier and more sustainable lifestyle?"
Q_AI_001_001,AI_001,COMPETENCY_DEVELOPMENT,84,100,100,65,100,53,84,"With rapid AI advancements, how confident do you feel about your future career relevance?"
Q_AI_001_002,AI_001,COMPETENCY_DEVELOPMENT,84,100,90,65,100,53,82,How often do AI-related changes make you question your long-term career stability?
Q_AI_001_003,AI_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,53,79,Do you sometimes feel emotionally anxious that AI may replace skills you are currently learning?
Q_AI_001_004,AI_001,COMPETENCY_DEVELOPMENT,66,100,100,85,100,53,84,"When others discuss AI and automation success stories, how pressured do you feel about your own career future?"
Q_AI_001_005,AI_001,COMPETENCY_DEVELOPMENT,41,100,100,65,100,53,77,"Even with rapid technological changes, how hopeful are you that you can remain professionally valuable?"
Q_AI_001_006,AI_001,COMPETENCY_DEVELOPMENT,41,100,90,85,100,53,78,How emotionally stressful does it feel when you think about AI changing job opportunities in your field?
Q_AI_001_007,AI_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,53,79,How often do thoughts about AI competition reduce your confidence in your own skills?
Q_AI_001_008,AI_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,53,79,How much has fear of AI disruption reduced your motivation to pursue your career goals confidently?
Q_AI_001_009,AI_001,COMPETENCY_DEVELOPMENT,41,100,90,65,100,53,75,How strongly do you feel society values AI-related skills more than your current abilities?
Q_AI_001_010,AI_001,COMPETENCY_DEVELOPMENT,84,100,100,65,100,65,86,"Compared to earlier, how emotionally uncertain do you feel about your career direction because of AI growth?"
Q_AI_001_011,AI_001,COMPETENCY_DEVELOPMENT,41,100,90,65,100,68,77,How often do fears about AI replacing jobs stop you from confidently pursuing opportunities?
Q_AI_001_012,AI_001,COMPETENCY_DEVELOPMENT,41,100,90,65,100,68,77,How often do you repeatedly compare your skills with emerging AI technologies and feel discouraged?
Q_AI_001_013,AI_001,COMPETENCY_DEVELOPMENT,41,100,100,85,100,68,82,"During discussions about automation and AI, how often do you doubt your long-term professional value?"
Q_AI_001_014,AI_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,80,84,How likely are you to emotionally avoid career discussions because of uncertainty about AIs impact?
Q_CORP_001_015,CORP_001,WORKPLACE_ADAPTATION,41,100,90,65,100,68,77,How often do you overthink whether your behavior appears professional enough?
Q_AI_001_015,AI_001,COMPETENCY_DEVELOPMENT,66,100,100,85,100,68,87,"After feeling worried about AI-related changes, how quickly are you able to regain confidence in your abilities?"
Q_AI_001_016,AI_001,COMPETENCY_DEVELOPMENT,66,100,100,85,100,68,87,"When thoughts about AI disruption create stress, how effectively can you calm yourself and focus on growth?"
Q_AI_001_017,AI_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,68,82,How often do you focus on learning adaptability instead of fearing technological change?
Q_AI_001_018,AI_001,COMPETENCY_DEVELOPMENT,41,100,90,65,100,68,77,Some people silently carry emotional anxiety about becoming professionally irrelevant due to AI. How true is this for you?
Q_AI_001_019,AI_001,COMPETENCY_DEVELOPMENT,41,100,100,85,100,80,84,"After receiving encouragement or guidance about future skills, how emotionally reassured do you usually feel?"
Q_AI_001_020,AI_001,COMPETENCY_DEVELOPMENT,84,100,100,65,100,68,86,"Even with AI transformation, how confident are you that you can continue building a meaningful career?"
Q_AI_001_021,AI_001,COMPETENCY_DEVELOPMENT,41,100,90,65,100,53,75,How ready are you to continuously adapt and learn new skills to remain professionally relevant?
Q_AI_001_022,AI_001,COMPETENCY_DEVELOPMENT,41,100,100,85,100,53,80,"If guidance on future-ready skills was available, how willing would you be to apply it consistently?"
Q_AI_001_023,AI_001,COMPETENCY_DEVELOPMENT,98,100,90,65,100,53,84,How strongly do you believe confidence in career relevance can improve through adaptability and continuous learning?
Q_AI_001_024,AI_001,COMPETENCY_DEVELOPMENT,66,100,100,85,100,53,84,"If you received one practical step today to improve future career readiness, how likely are you to follow it seriously?"
Q_AI_001_025,AI_001,COMPETENCY_DEVELOPMENT,66,100,100,85,100,53,84,"Even if AI transformation feels overwhelming now, how hopeful are you that your skills and identity can still evolve successfully over time?"
Q_HOLISTICID_001_001,HOLISTICID_001,HOLISTIC_DEVELOPMENT,98,100,100,65,100,53,86,"How balanced do you currently feel between your career goals, personal identity, and emotional wellbeing?"
Q_HOLISTICID_001_002,HOLISTICID_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How often does career pressure make you ignore your emotional needs or personal values?
Q_HOLISTICID_001_003,HOLISTICID_001,HOLISTIC_DEVELOPMENT,84,100,100,65,100,53,84,"Compared to others around you, how well do you think you maintain balance between success, identity, and wellbeing?"
Q_HOLISTICID_001_004,HOLISTICID_001,HOLISTIC_DEVELOPMENT,98,100,90,65,100,53,84,Do you sometimes feel that career achievement is becoming more important than your emotional wellbeing or personal identity?
Q_HOLISTICID_001_005,HOLISTICID_001,HOLISTIC_DEVELOPMENT,84,100,100,85,100,53,87,"If your professional responsibilities increased tomorrow, how confident are you that you could still maintain emotional balance and self-identity?"
Q_HOLISTICID_001_006,HOLISTICID_001,HOLISTIC_DEVELOPMENT,98,100,100,65,100,53,86,"How stressful does balancing career growth, self-identity, and emotional wellbeing feel to you?"
Q_HOLISTICID_001_007,HOLISTICID_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How often do career-related goals leave you emotionally exhausted rather than personally fulfilled?
Q_HOLISTICID_001_008,HOLISTICID_001,HOLISTIC_DEVELOPMENT,66,100,100,65,100,53,81,"How emotionally draining is it for you to constantly focus on productivity, achievement, or professional success?"
Q_HOLISTICID_001_009,HOLISTICID_001,HOLISTIC_DEVELOPMENT,66,100,90,65,100,53,79,How strongly do comparisons with highly successful people affect your sense of self-worth or wellbeing?
Q_HOLISTICID_001_010,HOLISTICID_001,HOLISTIC_DEVELOPMENT,84,100,100,65,100,53,84,"Compared to last year, how much more difficult has balancing ambition, identity, and wellbeing become for you?"
Q_HOLISTICID_001_011,HOLISTICID_001,HOLISTIC_DEVELOPMENT,84,100,90,65,100,68,85,How often do you sacrifice emotional wellbeing or personal interests to meet career-related expectations?
