question_id,concern_id,response_type,composite,distinctiveness,diagnostic_power,signal_value,human_readability,behavioral_realism,options
Q_REATTEMPT_001_015,REATTEMPT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_REATTEMPT_001_016,REATTEMPT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_REATTEMPT_001_021,REATTEMPT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_REATTEMPT_001_022,REATTEMPT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_REATTEMPT_001_023,REATTEMPT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ENDURANCE_001_004,ENDURANCE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ENDURANCE_001_009,ENDURANCE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ENDURANCE_001_010,ENDURANCE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ENDURANCE_001_016,ENDURANCE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ENDURANCE_001_021,ENDURANCE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ENDURANCE_001_022,ENDURANCE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ENDURANCE_001_023,ENDURANCE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_COMPARE_001_003_v2,COMPARE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_COMPARE_001_004_v2,COMPARE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_COMPARE_001_009_v2,COMPARE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_COMPARE_001_010_v2,COMPARE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_COMPARE_001_015_v2,COMPARE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_COMPARE_001_016_v2,COMPARE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_COMPARE_001_021_v2,COMPARE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_COMPARE_001_022_v2,COMPARE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_COMPARE_001_023_v2,COMPARE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIEXP_001_004,MULTIEXP_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIEXP_001_009,MULTIEXP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIEXP_001_010,MULTIEXP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIEXP_001_016,MULTIEXP_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_MULTIEXP_001_021,MULTIEXP_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIEXP_001_022,MULTIEXP_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIEXP_001_023,MULTIEXP_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_OUTCOME_001_001,OUTCOME_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_OUTCOME_001_002,OUTCOME_001,frequency,95,100,100,100,100,77,Very Short Time | Short Time | Moderate Time | Long Time | Very Long Time
Q_OUTCOME_001_003,OUTCOME_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_OUTCOME_001_009,OUTCOME_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_OUTCOME_001_010,OUTCOME_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_OUTCOME_001_015,OUTCOME_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_OUTCOME_001_016,OUTCOME_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_OUTCOME_001_021,OUTCOME_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_OUTCOME_001_022,OUTCOME_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_OUTCOME_001_023,OUTCOME_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MOCKCONF_001_004_v2,MOCKCONF_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MOCKCONF_001_009_v2,MOCKCONF_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MOCKCONF_001_010_v2,MOCKCONF_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MOCKCONF_001_016_v2,MOCKCONF_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_MOCKCONF_001_021_v2,MOCKCONF_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MOCKCONF_001_022_v2,MOCKCONF_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MOCKCONF_001_023_v2,MOCKCONF_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SOCIAL_001_003,SOCIAL_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SOCIAL_001_004,SOCIAL_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SOCIAL_001_009,SOCIAL_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SOCIAL_001_010,SOCIAL_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SOCIAL_001_015,SOCIAL_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SOCIAL_001_016,SOCIAL_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SOCIAL_001_021,SOCIAL_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SOCIAL_001_022,SOCIAL_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SOCIAL_001_023,SOCIAL_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_LIMITEDATT_001_004,LIMITEDATT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_LIMITEDATT_001_009,LIMITEDATT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_LIMITEDATT_001_010,LIMITEDATT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_LIMITEDATT_001_016,LIMITEDATT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_LIMITEDATT_001_021,LIMITEDATT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_LIMITEDATT_001_022,LIMITEDATT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_LIMITEDATT_001_023,LIMITEDATT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAILURE_001_003,FAILURE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAILURE_001_009,FAILURE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAILURE_001_010,FAILURE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAILURE_001_015,FAILURE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FAILURE_001_016,FAILURE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FAILURE_001_021,FAILURE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAILURE_001_022,FAILURE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAILURE_001_023,FAILURE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIATTEMPT_001_004,MULTIATTEMPT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIATTEMPT_001_009,MULTIATTEMPT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIATTEMPT_001_010,MULTIATTEMPT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIATTEMPT_001_016,MULTIATTEMPT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_MULTIATTEMPT_001_021,MULTIATTEMPT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIATTEMPT_001_022,MULTIATTEMPT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIATTEMPT_001_023,MULTIATTEMPT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_IDENTITY_001_001,IDENTITY_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_IDENTITY_001_003,IDENTITY_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_IDENTITY_001_009,IDENTITY_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_IDENTITY_001_010,IDENTITY_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_IDENTITY_001_015,IDENTITY_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_IDENTITY_001_016,IDENTITY_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_IDENTITY_001_021,IDENTITY_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_IDENTITY_001_022,IDENTITY_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_IDENTITY_001_023,IDENTITY_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CUTOFFREC_001_004,CUTOFFREC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CUTOFFREC_001_009,CUTOFFREC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CUTOFFREC_001_010,CUTOFFREC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CUTOFFREC_001_016,CUTOFFREC_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CUTOFFREC_001_021,CUTOFFREC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CUTOFFREC_001_022,CUTOFFREC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CUTOFFREC_001_023,CUTOFFREC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOPE_001_003,HOPE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOPE_001_009,HOPE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOPE_001_010,HOPE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EMO_001_004,EMO_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOPE_001_015,HOPE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_HOPE_001_016,HOPE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_HOPE_001_021,HOPE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOPE_001_022,HOPE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOPE_001_023,HOPE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOLISTIC_001_004,HOLISTIC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOLISTIC_001_009,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOLISTIC_001_010,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOLISTIC_001_016,HOLISTIC_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_HOLISTIC_001_021,HOLISTIC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOLISTIC_001_022,HOLISTIC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOLISTIC_001_023,HOLISTIC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREER_001_003_v2,CAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREER_001_004_v2,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_009_v2,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_010_v2,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_015_v2,CAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREER_001_016_v2,CAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREER_001_021_v2,CAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREER_001_022_v2,CAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREER_001_023_v2,CAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_STREAMCONF_001_004,STREAMCONF_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_STREAMCONF_001_009,STREAMCONF_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_STREAMCONF_001_010,STREAMCONF_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_STREAMCONF_001_016,STREAMCONF_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_STREAMCONF_001_021,STREAMCONF_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_STREAMCONF_001_022,STREAMCONF_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_STREAMCONF_001_023,STREAMCONF_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREER_001_003_v3,CAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREER_001_004_v3,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_008_v3,CAREER_001,energy_motivation,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_009_v3,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_010_v3,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_015_v3,CAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREER_001_016_v3,CAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREER_001_021_v3,CAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREER_001_022_v3,CAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREER_001_023_v3,CAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAMCAREER_001_004,FAMCAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAMCAREER_001_009,FAMCAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAMCAREER_001_010,FAMCAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAMCAREER_001_016,FAMCAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FAMCAREER_001_021,FAMCAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAMCAREER_001_022,FAMCAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAMCAREER_001_023,FAMCAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ANXIETY_001_002,ANXIETY_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ANXIETY_001_003,ANXIETY_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ANXIETY_001_009,ANXIETY_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ANXIETY_001_010,ANXIETY_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ANXIETY_001_015,ANXIETY_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ANXIETY_001_016,ANXIETY_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ANXIETY_001_021,ANXIETY_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ANXIETY_001_022,ANXIETY_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ANXIETY_001_023,ANXIETY_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREERUNCERT_001_004,CAREERUNCERT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREERUNCERT_001_009,CAREERUNCERT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREERUNCERT_001_010,CAREERUNCERT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREERUNCERT_001_016,CAREERUNCERT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREERUNCERT_001_021,CAREERUNCERT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREERUNCERT_001_022,CAREERUNCERT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREERUNCERT_001_023,CAREERUNCERT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREER_001_002_v4,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_003_v4,CAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CAREER_001_009_v4,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_010_v4,CAREER_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CAREER_001_015_v4,CAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREER_001_016_v4,CAREER_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CAREER_001_021_v4,CAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREER_001_022_v4,CAREER_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CAREER_001_023_v4,CAREER_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SKILLGAP_001_004,SKILLGAP_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_SKILLGAP_001_006,SKILLGAP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SKILLGAP_001_009,SKILLGAP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SKILLGAP_001_010,SKILLGAP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_SKILLGAP_001_016,SKILLGAP_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_SKILLGAP_001_021,SKILLGAP_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SKILLGAP_001_022,SKILLGAP_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_SKILLGAP_001_023,SKILLGAP_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_COMPETENCE_001_003,COMPETENCE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_COMPETENCE_001_007,COMPETENCE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_COMPETENCE_001_009,COMPETENCE_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_COMPETENCE_001_010,COMPETENCE_001,intensity,95,100,100,100,100,77,No improvement | Slight improvement | Moderate | Strong | Very Strong
Q_COMPETENCE_001_015,COMPETENCE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_COMPETENCE_001_016,COMPETENCE_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_COMPETENCE_001_021,COMPETENCE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_COMPETENCE_001_022,COMPETENCE_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_COMPETENCE_001_023,COMPETENCE_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIATTEMPT_001_004_v2,MULTIATTEMPT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_MULTIATTEMPT_001_009_v2,MULTIATTEMPT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIATTEMPT_001_010_v2,MULTIATTEMPT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_MULTIATTEMPT_001_016_v2,MULTIATTEMPT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_MULTIATTEMPT_001_021_v2,MULTIATTEMPT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIATTEMPT_001_022_v2,MULTIATTEMPT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_MULTIATTEMPT_001_023_v2,MULTIATTEMPT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOLISTIC_001_001_v2,HOLISTIC_001,confidence,95,100,100,100,100,77,Very Poorly | Poorly | Moderately | Well | Very Well
Q_HOLISTIC_001_003_v2,HOLISTIC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOLISTIC_001_008_v2,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOLISTIC_001_009_v2,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOLISTIC_001_010_v2,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
