family_id,domain_id,Domain,family_name,family_purpose,key_behavioral_scope,relational_bridge_tag
PERF_FAM_015,DOM_009,Performance Intelligence,confidence_recovery_signals,Measure recovery of confidence after poor performance experiences,"bounce-back confidence, emotional recovery",ADJUSTMENT_COPING
PERF_FAM_016,DOM_009,Performance Intelligence,competitive_participation_signals,Detect willingness to actively participate in competitive environments,"participation courage, visibility behavior",GENERAL_CONCERN
PERF_FAM_017,DOM_009,Performance Intelligence,stress_reactivity_signals,Measure intensity of emotional reaction during performance stress,"emotional reactivity, panic response",ADJUSTMENT_COPING
PERF_FAM_018,DOM_009,Performance Intelligence,focus_under_pressure_signals,Assess concentration stability during stressful tasks,"focus consistency, distraction resistance",GENERAL_CONCERN
PERF_FAM_019,DOM_009,Performance Intelligence,performance_recovery_signals,Measure ability to recover after performance setbacks,"recovery speed, resilience stability",GENERAL_CONCERN
PERF_FAM_020,DOM_009,Performance Intelligence,high_stakes_decision_signals,Assess decision-making quality during high-stakes performance situations,"pressure judgment, fast decision quality",GENERAL_CONCERN
FAM_RES_001,DOM_010,Resilience Intelligence,recovery_signals,Measure emotional recovery capability after setbacks,"emotional bounce-back, recovery speed",ADJUSTMENT_COPING
FAM_RES_002,DOM_010,Resilience Intelligence,coping_signals,Assess coping mechanisms under stress and pressure,"coping behavior, stress handling",ADJUSTMENT_COPING
FAM_RES_003,DOM_010,Resilience Intelligence,endurance_signals,Measure emotional and psychological endurance,"emotional stamina, persistence under stress",ADJUSTMENT_COPING
FAM_RES_004,DOM_010,Resilience Intelligence,resilience_stability_signals,Detect stability of resilience across situations,"resilience consistency, recovery sustainability",GENERAL_CONCERN
FAM_RES_005,DOM_010,Resilience Intelligence,setback_response_signals,Assess reactions to failures and setbacks,"failure response, emotional adaptation",ADJUSTMENT_COPING
FAM_RES_006,DOM_010,Resilience Intelligence,stress_tolerance_signals,Measure tolerance toward prolonged stress exposure,"pressure tolerance, stress endurance",ADJUSTMENT_COPING
FAM_RES_007,DOM_010,Resilience Intelligence,relapse_risk_signals,Detect probability of emotional or behavioral relapse,"regression tendency, instability recurrence",ADJUSTMENT_COPING
FAM_RES_008,DOM_010,Resilience Intelligence,emotional_regulation_signals,Assess ability to regulate emotions during adversity,"emotional control, emotional balance",ADJUSTMENT_COPING
FAM_RES_009,DOM_010,Resilience Intelligence,recovery_momentum_signals,Measure momentum of improvement after disruption,"growth recovery, improvement acceleration",GENERAL_CONCERN
FAM_RES_010,DOM_010,Resilience Intelligence,adaptability_recovery_signals,Assess adaptive recovery during uncertain transitions,"adaptability after setbacks, flexibility recovery",GENERAL_CONCERN
FAM_RES_011,DOM_010,Resilience Intelligence,resilience_confidence_signals,Measure confidence in overcoming future challenges,"recovery confidence, self-trust",GENERAL_CONCERN
FAM_RES_012,DOM_010,Resilience Intelligence,emotional_recovery_speed_signals,Detect speed of emotional stabilization after distress,emotional reset capability,ADJUSTMENT_COPING
FAM_RES_013,DOM_010,Resilience Intelligence,adversity_management_signals,Assess ability to manage prolonged adversity,"adversity handling, persistence under hardship",GENERAL_CONCERN
FAM_RES_014,DOM_010,Resilience Intelligence,mental_toughness_signals,Measure psychological toughness in high-pressure situations,"psychological endurance, mental strength",GENERAL_CONCERN
FAM_RES_015,DOM_010,Resilience Intelligence,persistence_after_failure_signals,Detect persistence following failures or rejection,"retry behavior, comeback orientation",GENERAL_CONCERN
FAM_RES_016,DOM_010,Resilience Intelligence,burnout_recovery_signals,Assess recovery capacity after burnout or exhaustion,"burnout rebound, recovery sustainability",GENERAL_CONCERN
FAM_RES_017,DOM_010,Resilience Intelligence,emotional_stability_signals,Measure consistency of emotional functioning under stress,"emotional steadiness, emotional resilience",ADJUSTMENT_COPING
FAM_RES_018,DOM_010,Resilience Intelligence,crisis_response_signals,Assess response behavior during high-intensity crises,"crisis handling, emergency emotional response",ADJUSTMENT_COPING
FAM_RES_019,DOM_010,Resilience Intelligence,self_repair_signals,Measure ability to self-correct emotionally and behaviorally,"self-healing, behavioral recalibration",GENERAL_CONCERN
FAM_RES_020,DOM_010,Resilience Intelligence,recovery_growth_signals,Assess whether adversity leads to growth and strengthening,"post-adversity growth, resilience evolution",GENERAL_CONCERN
FAM_CAI_001,DOM_011,Career Intelligence,career_clarity_signals,Measure clarity and certainty regarding future career direction,"career confusion, future uncertainty, path clarity",CAREER_READINESS
FAM_CAI_002,DOM_011,Career Intelligence,employability_signals,Assess perceived employability and job readiness,"employability confidence, industry preparedness",CAREER_READINESS
FAM_CAI_003,DOM_011,Career Intelligence,direction_signals,Detect instability in career direction and planning,"indecision, career switching, lack of direction",CAREER_READINESS
FAM_CAI_004,DOM_011,Career Intelligence,professional_identity_signals,Measure development of professional identity and self-concept,"professional identity, career self-image",CAREER_READINESS
FAM_CAI_005,DOM_011,Career Intelligence,aspiration_signals,"Assess ambition, career aspiration, and growth orientation","ambition, achievement goals, future aspirations",CAREER_READINESS
FAM_CAI_006,DOM_011,Career Intelligence,workplace_readiness_signals,Evaluate readiness for workplace environments and expectations,"workplace confidence, adaptation readiness",CAREER_READINESS
FAM_CAI_007,DOM_011,Career Intelligence,placement_confidence_signals,Measure confidence in placement and recruitment situations,"placement anxiety, interview readiness",CAREER_READINESS
FAM_CAI_008,DOM_011,Career Intelligence,industry_awareness_signals,"Assess awareness of industries, roles, and market expectations","career awareness, role understanding",CAREER_READINESS
FAM_CAI_009,DOM_011,Career Intelligence,role_fit_signals,Evaluate perceived alignment between self and career roles,"role compatibility, fit awareness",CAREER_READINESS
FAM_CAI_010,DOM_011,Career Intelligence,career_decision_signals,Measure confidence and quality in career-related decisions,"career decision-making, commitment stability",CAREER_READINESS
FAM_CAI_011,DOM_011,Career Intelligence,professional_confidence_signals,Assess confidence in professional capability and growth potential,"professional self-belief, competence confidence",CAREER_READINESS
FAM_CAI_012,DOM_011,Career Intelligence,future_planning_signals,"Measure ability to think, plan, and prepare for long-term career goals","future planning, preparation behavior",CAREER_READINESS
FAM_CAI_013,DOM_011,Career Intelligence,opportunity_readiness_signals,Detect readiness to apply for and pursue opportunities,"application behavior, opportunity participation",CAREER_READINESS
FAM_CAI_014,DOM_011,Career Intelligence,career_exploration_signals,Assess openness toward exploring multiple career pathways,"exploration behavior, curiosity toward careers",CAREER_READINESS
FAM_CAI_015,DOM_011,Career Intelligence,networking_signals,Measure professional networking behavior and relationship-building,"networking confidence, professional interaction",CAREER_READINESS
FAM_CAI_016,DOM_011,Career Intelligence,interview_adaptability_signals,Assess adaptability and comfort in interview and evaluation environments,adaptability under interview pressure,CAREER_READINESS
FAM_CAI_017,DOM_011,Career Intelligence,practical_transition_signals,Evaluate ability to transition from academics to professional work,academic-to-workplace transition,CAREER_READINESS
FAM_CAI_018,DOM_011,Career Intelligence,career_resilience_signals,Measure resilience after career setbacks or rejections,"rejection recovery, persistence after setbacks",CAREER_READINESS
FAM_CAI_019,DOM_011,Career Intelligence,guidance_dependency_signals,Detect over-dependence on external guidance for career decisions,"dependency, external validation in career choices",CAREER_READINESS
FAM_CAI_020,DOM_011,Career Intelligence,career_execution_signals,Assess consistency in executing career preparation activities,"preparation consistency, action orientation",CAREER_READINESS
FAM_LRN_001,DOM_012,Learning Intelligence,learning_consistency_signals,Measure consistency and continuity in learning behavior,"study regularity, continuity, discipline",DISCIPLINE_HABITS
FAM_LRN_002,DOM_012,Learning Intelligence,mastery_signals,Assess depth of understanding and mastery orientation,"conceptual mastery, deep learning",GENERAL_CONCERN
FAM_LRN_003,DOM_012,Learning Intelligence,skill_gap_signals,Detect gaps between required and existing skills,"competency deficiencies, employability gaps",CAREER_READINESS
FAM_LRN_004,DOM_012,Learning Intelligence,application_signals,Measure practical application of theoretical learning,"real-world execution, implementation ability",GENERAL_CONCERN
FAM_LRN_005,DOM_012,Learning Intelligence,comprehension_signals,Assess comprehension and conceptual clarity,"understanding quality, concept absorption",GENERAL_CONCERN
FAM_LRN_006,DOM_012,Learning Intelligence,retention_signals,Measure information retention and memory stability,"recall ability, long-term retention",GENERAL_CONCERN
FAM_LRN_007,DOM_012,Learning Intelligence,curiosity_driven_learning_signals,Assess natural curiosity and self-driven exploration,"exploration tendency, intellectual curiosity",GENERAL_CONCERN
FAM_LRN_008,DOM_012,Learning Intelligence,self_learning_signals,Measure independent learning behavior,"autonomous learning, self-study habits",GENERAL_CONCERN
FAM_LRN_009,DOM_012,Learning Intelligence,adaptive_learning_signals,Assess ability to adapt learning strategies,"learning flexibility, adjustment capability",ADJUSTMENT_COPING
FAM_LRN_010,DOM_012,Learning Intelligence,conceptual_clarity_signals,Measure conceptual understanding depth,"clarity of concepts, foundational understanding",GENERAL_CONCERN
FAM_LRN_011,DOM_012,Learning Intelligence,practical_learning_signals,Assess practical and experiential learning orientation,"hands-on learning, experiential application",GENERAL_CONCERN
FAM_LRN_012,DOM_012,Learning Intelligence,learning_engagement_signals,Measure active engagement during learning,"attentiveness, participation, involvement",GENERAL_CONCERN
FAM_LRN_013,DOM_012,Learning Intelligence,academic_confidence_signals,Assess confidence in academic and learning capability,"academic self-belief, learning confidence",COLLEGE_ADAPT
FAM_LRN_014,DOM_012,Learning Intelligence,learning_resilience_signals,Measure persistence after academic setbacks,"recovery after failure, persistence",COLLEGE_ADAPT
FAM_LRN_015,DOM_012,Learning Intelligence,structured_learning_signals,Assess structured and organized learning approaches,"planning, organized studying",GENERAL_CONCERN
FAM_LRN_016,DOM_012,Learning Intelligence,learning_focus_signals,Measure sustained attention during learning,"concentration, focus stability",GENERAL_CONCERN
FAM_LRN_017,DOM_012,Learning Intelligence,knowledge_application_signals,Assess transfer of knowledge across situations,"contextual application, transferable learning",GENERAL_CONCERN
FAM_LRN_018,DOM_012,Learning Intelligence,learning_agility_signals,Measure speed and flexibility of learning new concepts,"adaptability, rapid learning",GENERAL_CONCERN
FAM_LRN_019,DOM_012,Learning Intelligence,reflective_learning_signals,Assess reflective thinking and self-evaluation in learning,"self-assessment, reflective improvement",EXAM_STRESS
FAM_LRN_020,DOM_012,Learning Intelligence,collaborative_learning_signals,Measure effectiveness in group-based learning environments,"peer learning, collaborative understanding",GENERAL_CONCERN
FAM_COM_001,DOM_013,Communication Intelligence,articulation_signals,Measure clarity and structure of verbal communication,"articulation clarity, sentence framing, verbal precision",GENERAL_CONCERN
FAM_COM_002,DOM_013,Communication Intelligence,speaking_confidence_signals,Assess confidence while speaking in public or groups,"speaking anxiety, confidence stability, presentation comfort",ADJUSTMENT_COPING
FAM_COM_003,DOM_013,Communication Intelligence,interaction_signals,Evaluate quality of interpersonal interactions,"conversational comfort, interaction flow, responsiveness",GENERAL_CONCERN
FAM_COM_004,DOM_013,Communication Intelligence,expression_signals,Measure emotional and verbal self-expression capability,"emotional expression, verbal openness, communication ease",ADJUSTMENT_COPING
FAM_COM_005,DOM_013,Communication Intelligence,listening_signals,Assess active listening and comprehension behavior,"attentive listening, response understanding, engagement quality",GENERAL_CONCERN
FAM_COM_006,DOM_013,Communication Intelligence,presentation_signals,Measure effectiveness in formal presentations,"presentation delivery, stage comfort, audience engagement",GENERAL_CONCERN
FAM_COM_007,DOM_013,Communication Intelligence,public_speaking_signals,Detect confidence and stability during public speaking,"stage fear, audience anxiety, speech confidence",ADJUSTMENT_COPING
FAM_COM_008,DOM_013,Communication Intelligence,interpersonal_clarity_signals,Assess clarity while communicating with others,"communication precision, misunderstanding reduction",GENERAL_CONCERN
FAM_COM_009,DOM_013,Communication Intelligence,social_expression_signals,Measure comfort expressing thoughts socially,"openness, discussion participation, expression confidence",GENERAL_CONCERN
FAM_COM_010,DOM_013,Communication Intelligence,assertiveness_signals,Assess ability to communicate needs and opinions confidently,"assertiveness, boundary communication, self-advocacy",GENERAL_CONCERN
FAM_COM_011,DOM_013,Communication Intelligence,persuasion_signals,Measure persuasion and influence communication ability,"convincing ability, influence patterns, negotiation behavior",GENERAL_CONCERN
FAM_COM_012,DOM_013,Communication Intelligence,negotiation_signals,Assess negotiation and conflict communication quality,"compromise ability, negotiation stability",GENERAL_CONCERN
FAM_COM_013,DOM_013,Communication Intelligence,feedback_response_signals,Measure response quality toward feedback and criticism,"feedback acceptance, defensive communication",GENERAL_CONCERN
FAM_COM_014,DOM_013,Communication Intelligence,communication_anxiety_signals,Detect anxiety related to communication situations,"speaking fear, interaction stress, communication hesitation",ADJUSTMENT_COPING
FAM_COM_015,DOM_013,Communication Intelligence,verbal_fluency_signals,Assess smoothness and continuity of verbal communication,"speech flow, fluency consistency, hesitation frequency",GENERAL_CONCERN
FAM_COM_016,DOM_013,Communication Intelligence,nonverbal_communication_signals,Measure effectiveness of body language and nonverbal cues,"eye contact, posture, facial expressions",GENERAL_CONCERN
FAM_COM_017,DOM_013,Communication Intelligence,professional_communication_signals,Assess workplace and professional communication readiness,"workplace articulation, professional tone, email communication",GENERAL_CONCERN
FAM_COM_018,DOM_013,Communication Intelligence,group_discussion_signals,Measure participation quality during group discussions,"discussion participation, collaborative speaking",GENERAL_CONCERN
FAM_COM_019,DOM_013,Communication Intelligence,emotional_communication_signals,Assess emotional sensitivity and empathy in communication,"empathy, emotional responsiveness, supportive communication",ADJUSTMENT_COPING
FAM_COM_020,DOM_013,Communication Intelligence,digital_communication_signals,Measure communication effectiveness across digital platforms,"online communication clarity, digital etiquette, responsiveness",GENERAL_CONCERN
FAM_DEC_001,DOM_014,Decision Intelligence,decisiveness_signals,Measure ability to make timely and confident decisions,"decisiveness, commitment stability, action initiation",GENERAL_CONCERN
FAM_DEC_002,DOM_014,Decision Intelligence,judgment_signals,Assess quality of judgment under normal and stressful situations,"reasoning quality, judgment stability",GENERAL_CONCERN
FAM_DEC_003,DOM_014,Decision Intelligence,commitment_signals,Measure consistency in sticking to decisions and plans,"commitment consistency, follow-through",GENERAL_CONCERN
FAM_DEC_004,DOM_014,Decision Intelligence,risk_assessment_signals,Evaluate ability to assess risks before acting,"risk evaluation, consequence awareness",EXAM_STRESS
FAM_DEC_005,DOM_014,Decision Intelligence,indecision_signals,Detect hesitation and inability to choose between options,"indecision, hesitation, confusion",GENERAL_CONCERN
FAM_DEC_006,DOM_014,Decision Intelligence,impulsive_decision_signals,Measure tendency to make rushed or emotionally driven decisions,"impulsivity, reactive choices",GENERAL_CONCERN
FAM_DEC_007,DOM_014,Decision Intelligence,dependency_decision_signals,Assess reliance on others while making decisions,"external dependency, approval reliance",GENERAL_CONCERN
FAM_DEC_008,DOM_014,Decision Intelligence,analytical_decision_signals,Measure structured analytical thinking during decisions,"analysis quality, logical evaluation",EXAM_STRESS
FAM_DEC_009,DOM_014,Decision Intelligence,overthinking_decision_signals,Detect excessive thinking before decision-making,"rumination, paralysis by analysis",GENERAL_CONCERN
FAM_DEC_010,DOM_014,Decision Intelligence,confidence_decision_signals,Assess confidence while making important choices,"confidence stability, certainty",GENERAL_CONCERN
FAM_DEC_011,DOM_014,Decision Intelligence,uncertainty_handling_signals,Measure ability to make decisions under uncertainty,"ambiguity tolerance, adaptability",GENERAL_CONCERN
FAM_DEC_012,DOM_014,Decision Intelligence,priority_decision_signals,Assess prioritization quality during competing demands,"prioritization, strategic selection",GENERAL_CONCERN
FAM_DEC_013,DOM_014,Decision Intelligence,ethical_decision_signals,Measure ethical reasoning during difficult choices,"moral judgment, ethical consistency",GENERAL_CONCERN
FAM_DEC_014,DOM_014,Decision Intelligence,emotional_decision_signals,Assess emotional influence on decision quality,"emotional reactivity, emotional bias",ADJUSTMENT_COPING
FAM_DEC_015,DOM_014,Decision Intelligence,long_term_decision_signals,Measure future-oriented thinking during decision-making,"long-term planning, future impact awareness",GENERAL_CONCERN
FAM_DEC_016,DOM_014,Decision Intelligence,adaptive_decision_signals,Assess flexibility in revising decisions when needed,"adaptability, decision flexibility",GENERAL_CONCERN
FAM_DEC_017,DOM_014,Decision Intelligence,pressure_decision_signals,Measure decision quality under pressure and deadlines,"stress handling, high-pressure judgment",ADJUSTMENT_COPING
FAM_DEC_018,DOM_014,Decision Intelligence,strategic_decision_signals,Assess strategic and goal-oriented decision capability,"strategic thinking, outcome orientation",GENERAL_CONCERN
FAM_DEC_019,DOM_014,Decision Intelligence,accountability_decision_signals,Measure ownership and responsibility after decisions,"accountability, ownership behavior",GENERAL_CONCERN
FAM_DEC_020,DOM_014,Decision Intelligence,execution_alignment_signals,Assess alignment between decisions and execution behavior,"execution consistency, action alignment",GENERAL_CONCERN
FAM_WELL_001,DOM_015,Wellbeing Intelligence,wellness_balance_signals,"Measure overall balance between mental, emotional, and physical wellbeing","balance, stability, wellness regulation",ADJUSTMENT_COPING
FAM_WELL_002,DOM_015,Wellbeing Intelligence,fatigue_signals,Detect physical and mental exhaustion patterns,"fatigue, exhaustion, low energy",GENERAL_CONCERN
FAM_WELL_003,DOM_015,Wellbeing Intelligence,stress_management_signals,Assess ability to manage stress effectively,"stress handling, pressure regulation",ADJUSTMENT_COPING
FAM_WELL_004,DOM_015,Wellbeing Intelligence,self_care_signals,Measure consistency of self-care and recovery behaviors,"self-care habits, recovery practices",GENERAL_CONCERN
FAM_WELL_005,DOM_015,Wellbeing Intelligence,sleep_health_signals,Evaluate sleep quality and sleep consistency impact,"sleep quality, sleep deprivation",GENERAL_CONCERN
FAM_WELL_006,DOM_015,Wellbeing Intelligence,emotional_balance_signals,Measure emotional stability and emotional equilibrium,"emotional fluctuations, emotional steadiness",ADJUSTMENT_COPING
FAM_WELL_007,DOM_015,Wellbeing Intelligence,energy_regulation_signals,Assess daily energy sustainability and burnout tendency,"energy cycles, depletion patterns",GENERAL_CONCERN
FAM_WELL_008,DOM_015,Wellbeing Intelligence,lifestyle_stability_signals,Measure routine consistency and healthy lifestyle structure,"routine balance, lifestyle discipline",DISCIPLINE_HABITS
FAM_WELL_009,DOM_015,Wellbeing Intelligence,burnout_prevention_signals,Detect early burnout risk indicators,"overload, exhaustion, burnout escalation",GENERAL_CONCERN
FAM_WELL_010,DOM_015,Wellbeing Intelligence,recovery_quality_signals,Assess quality of emotional and physical recovery,"rest effectiveness, recovery sustainability",ADJUSTMENT_COPING
FAM_WELL_011,DOM_015,Wellbeing Intelligence,health_awareness_signals,Measure awareness and attention toward personal health,"health consciousness, wellbeing awareness",GENERAL_CONCERN
FAM_WELL_012,DOM_015,Wellbeing Intelligence,work_life_balance_signals,Evaluate balance between responsibilities and personal wellbeing,"imbalance, overcommitment",GENERAL_CONCERN
FAM_WELL_013,DOM_015,Wellbeing Intelligence,relaxation_signals,Assess ability to relax and mentally disengage from stress,"relaxation ability, mental calmness",ADJUSTMENT_COPING
FAM_WELL_014,DOM_015,Wellbeing Intelligence,emotional_recovery_signals,Measure recovery speed after emotional setbacks,"emotional resilience, emotional rebound",ADJUSTMENT_COPING
FAM_WELL_015,DOM_015,Wellbeing Intelligence,physical_wellbeing_signals,Assess physical wellness impact on overall functioning,"physical vitality, body wellness",GENERAL_CONCERN
FAM_WELL_016,DOM_015,Wellbeing Intelligence,mental_wellbeing_signals,Measure cognitive and emotional mental wellness,"mental stability, mental strain",ADJUSTMENT_COPING
FAM_WELL_017,DOM_015,Wellbeing Intelligence,stress_reactivity_signals,Detect intensity of reaction to stressful situations,"emotional reactivity, stress sensitivity",ADJUSTMENT_COPING
FAM_WELL_018,DOM_015,Wellbeing Intelligence,resilience_recovery_signals,Assess resilience sustainability after repeated pressure,"endurance, recovery persistence",GENERAL_CONCERN
FAM_WELL_019,DOM_015,Wellbeing Intelligence,wellness_consistency_signals,Measure long-term consistency of wellness behaviors,healthy habit continuity,DISCIPLINE_HABITS
FAM_WELL_020,DOM_015,Wellbeing Intelligence,holistic_health_signals,"Evaluate integrated physical, emotional, and psychological wellbeing","holistic wellness, integrated health functioning",ADJUSTMENT_COPING
FAM_EMP_001,DOM_016,Employability Intelligence,workplace_readiness_signals,Measure readiness to function effectively in professional environments,"workplace adaptation, professional preparedness",CAREER_READINESS
FAM_EMP_002,DOM_016,Employability Intelligence,employability_gap_signals,Detect gaps affecting employability and placement success,"skill deficiencies, employability instability",CAREER_READINESS
FAM_EMP_003,DOM_016,Employability Intelligence,professional_competency_signals,Assess practical competency required for industry roles,"technical capability, execution quality",CAREER_READINESS
FAM_EMP_004,DOM_016,Employability Intelligence,practical_exposure_signals,Measure exposure to real-world work environments and industry practices,"internships, workplace familiarity",CAREER_READINESS
FAM_EMP_005,DOM_016,Employability Intelligence,interview_readiness_signals,Evaluate preparation and confidence for interviews and evaluations,"interview preparedness, response confidence",CAREER_READINESS
FAM_EMP_006,DOM_016,Employability Intelligence,communication_for_employability_signals,Assess workplace communication effectiveness,"professional communication, articulation",CAREER_READINESS
FAM_EMP_007,DOM_016,Employability Intelligence,workplace_adaptability_signals,Measure ability to adjust to organizational and workplace demands,"adaptability, transition flexibility",CAREER_READINESS
FAM_EMP_008,DOM_016,Employability Intelligence,execution_reliability_signals,Assess consistency in task execution and delivery,"accountability, task completion",CAREER_READINESS
FAM_EMP_009,DOM_016,Employability Intelligence,professional_confidence_signals,Measure confidence in handling professional responsibilities,"workplace confidence, self-belief",CAREER_READINESS
FAM_EMP_010,DOM_016,Employability Intelligence,career_transition_signals,Evaluate readiness for transition from academics to industry,"transition preparedness, adjustment capability",CAREER_READINESS
FAM_EMP_011,DOM_016,Employability Intelligence,workplace_behavior_signals,Assess professional behavior and workplace discipline,"punctuality, professionalism",CAREER_READINESS
FAM_EMP_012,DOM_016,Employability Intelligence,industry_alignment_signals,Measure alignment between skills and market expectations,"industry relevance, role-fit awareness",CAREER_READINESS
FAM_EMP_013,DOM_016,Employability Intelligence,learning_agility_signals,Assess ability to learn quickly in changing work environments,"rapid learning, adaptability",CAREER_READINESS
FAM_EMP_014,DOM_016,Employability Intelligence,problem_solving_signals,Measure workplace problem-solving capability,"analytical thinking, solution orientation",CAREER_READINESS
FAM_EMP_015,DOM_016,Employability Intelligence,collaboration_for_workplace_signals,Assess teamwork readiness in professional environments,"collaboration, team participation",CAREER_READINESS
FAM_EMP_016,DOM_016,Employability Intelligence,accountability_for_work_signals,Measure ownership and responsibility in work execution,"ownership, responsibility handling",CAREER_READINESS
FAM_EMP_017,DOM_016,Employability Intelligence,workplace_resilience_signals,Assess ability to sustain performance under workplace pressure,"resilience, pressure tolerance",CAREER_READINESS
FAM_EMP_018,DOM_016,Employability Intelligence,employability_motivation_signals,Measure motivation toward employability and career preparation,"placement drive, professional ambition",CAREER_READINESS
FAM_EMP_019,DOM_016,Employability Intelligence,professional_identity_signals,Assess development of professional self-concept and identity,"professional self-image, career identity",CAREER_READINESS
FAM_EMP_020,DOM_016,Employability Intelligence,workplace_ethics_signals,Measure ethical behavior and integrity in professional settings,"ethics, workplace trustworthiness",CAREER_READINESS
FAM_LEAD_001,DOM_017,Leadership Intelligence,initiative_signals,Measure proactive behavior and willingness to take action,"initiative, self-starting behavior, proactive execution",GENERAL_CONCERN
FAM_LEAD_002,DOM_017,Leadership Intelligence,ownership_signals,Assess accountability and responsibility-taking patterns,"accountability, ownership, responsibility acceptance",GENERAL_CONCERN
FAM_LEAD_003,DOM_017,Leadership Intelligence,leadership_presence_signals,Evaluate confidence and influence in leadership situations,"presence, visibility, authority projection",GENERAL_CONCERN
FAM_LEAD_004,DOM_017,Leadership Intelligence,influence_signals,Measure ability to positively influence others,"persuasion, motivation, social influence",GENERAL_CONCERN
FAM_LEAD_005,DOM_017,Leadership Intelligence,decision_leadership_signals,Assess decision-making ability under responsibility,"leadership judgment, decisive action",GENERAL_CONCERN
FAM_LEAD_006,DOM_017,Leadership Intelligence,accountability_execution_signals,Measure consistency in delivering commitments,"reliability, execution ownership",GENERAL_CONCERN
FAM_LEAD_007,DOM_017,Leadership Intelligence,team_guidance_signals,Assess ability to guide and support teams,"mentoring, direction-setting, support behavior",GENERAL_CONCERN
FAM_LEAD_008,DOM_017,Leadership Intelligence,conflict_leadership_signals,Measure leadership during conflicts and disagreements,"mediation, conflict resolution, stability",GENERAL_CONCERN
FAM_LEAD_009,DOM_017,Leadership Intelligence,strategic_thinking_signals,Assess long-term leadership thinking capability,"planning, strategic foresight, vision orientation",GENERAL_CONCERN
FAM_LEAD_010,DOM_017,Leadership Intelligence,motivational_leadership_signals,Measure ability to inspire and energize others,"inspiration, encouragement, morale-building",GENERAL_CONCERN
FAM_LEAD_011,DOM_017,Leadership Intelligence,delegation_signals,Assess delegation and task distribution effectiveness,"delegation, coordination, trust distribution",GENERAL_CONCERN
FAM_LEAD_012,DOM_017,Leadership Intelligence,adaptability_leadership_signals,Measure flexibility during uncertainty and change,"adaptability, transition leadership",GENERAL_CONCERN
FAM_LEAD_013,DOM_017,Leadership Intelligence,ethical_leadership_signals,Assess ethical consistency in leadership decisions,"integrity, fairness, ethical judgment",GENERAL_CONCERN
FAM_LEAD_014,DOM_017,Leadership Intelligence,execution_leadership_signals,Measure ability to convert plans into outcomes,"execution discipline, delivery focus",DISCIPLINE_HABITS
FAM_LEAD_015,DOM_017,Leadership Intelligence,confidence_projection_signals,Assess leadership confidence in high-pressure environments,"confidence projection, authority stability",GENERAL_CONCERN
FAM_LEAD_016,DOM_017,Leadership Intelligence,responsibility_acceptance_signals,Measure willingness to accept difficult responsibilities,"responsibility tolerance, accountability readiness",GENERAL_CONCERN
FAM_LEAD_017,DOM_017,Leadership Intelligence,resilience_leadership_signals,Assess recovery and composure during setbacks,"resilience, emotional steadiness",ADJUSTMENT_COPING
FAM_LEAD_018,DOM_017,Leadership Intelligence,communication_leadership_signals,Measure leadership communication effectiveness,"articulation, clarity, persuasive communication",GENERAL_CONCERN
FAM_LEAD_019,DOM_017,Leadership Intelligence,vision_alignment_signals,Assess ability to align people around shared goals,"alignment, mission focus, collective direction",GENERAL_CONCERN
FAM_LEAD_020,DOM_017,Leadership Intelligence,growth_leadership_signals,Measure commitment toward continuous leadership improvement,"self-development, feedback acceptance, growth mindset",GENERAL_CONCERN
FAM_COL_001,DOM_018,Collaboration Intelligence,teamwork_signals,Measure effectiveness in working within teams,"team participation, contribution quality, shared responsibility",GENERAL_CONCERN
FAM_COL_002,DOM_018,Collaboration Intelligence,cooperation_signals,Assess willingness to cooperate and support others,"cooperation, supportiveness, adaptability in teams",GENERAL_CONCERN
FAM_COL_003,DOM_018,Collaboration Intelligence,conflict_management_signals,Evaluate ability to handle disagreements constructively,"conflict resolution, emotional control, negotiation",ADJUSTMENT_COPING
FAM_COL_004,DOM_018,Collaboration Intelligence,trust_building_signals,Measure capability to build trust within teams,"reliability, openness, trust formation",GENERAL_CONCERN
FAM_COL_005,DOM_018,Collaboration Intelligence,communication_alignment_signals,Assess clarity and alignment in collaborative communication,"communication consistency, understanding, alignment",GENERAL_CONCERN
FAM_COL_006,DOM_018,Collaboration Intelligence,peer_support_signals,Measure emotional and operational support toward peers,"encouragement, assistance, peer engagement",ADJUSTMENT_COPING
FAM_COL_007,DOM_018,Collaboration Intelligence,accountability_in_team_signals,Assess ownership and accountability within group tasks,"responsibility, ownership, follow-through",GENERAL_CONCERN
FAM_COL_008,DOM_018,Collaboration Intelligence,participation_balance_signals,Measure balance between over-dominance and under-participation,"participation balance, inclusiveness",GENERAL_CONCERN
FAM_COL_009,DOM_018,Collaboration Intelligence,group_engagement_signals,Evaluate engagement level during collaborative activities,"active involvement, attentiveness, initiative",GENERAL_CONCERN
FAM_COL_010,DOM_018,Collaboration Intelligence,listening_behavior_signals,Assess active listening and receptiveness to others,"listening quality, receptiveness, empathy",GENERAL_CONCERN
FAM_COL_011,DOM_018,Collaboration Intelligence,collaborative_problem_solving_signals,Measure effectiveness in solving problems collectively,"idea integration, solution-building, coordination",GENERAL_CONCERN
FAM_COL_012,DOM_018,Collaboration Intelligence,empathy_in_collaboration_signals,Assess empathy and emotional awareness within teamwork,"empathy, emotional sensitivity, social understanding",ADJUSTMENT_COPING
