concern_id,concern_name,canonical_type,archetype_key,assignment_score,token_matches,assignment_method,grounding_source,governed
CONCERN_COM_2188,Supporting Students with Weak Diagrammatic Understanding,Capability,critical_reflective_thinking,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2197,Students Who Avoid Group Work,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_2203,Supporting Students with Poor Academic Self-Belief,Problem,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_COM_2207,Supporting Students with Weak Academic Planning,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2213,Supporting Students with Low Academic Persistence,Capability,academic_achievement,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_225,Conflicting Career Advice,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_2254,Managing Students with Weak Academic Reflection Practices,Capability,academic_achievement,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2261,Helping Students Handle Unexpected Exam Questions,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_COM_2267,Helping Students Build Analytical Writing Skills,Capability,critical_reflective_thinking,0.28,1,signature,direct_cpb,false
CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,Capability,emotional_regulation,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2270,Handling Students with Weak Long-Term Goal Orientation,Capability,motivation_drive,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2284,Managing Students with Weak Classroom Adaptability,Trait,adaptability_change,0.28,1,signature,name_only,false
CONCERN_COM_2290,Managing Students with Weak Interdisciplinary Thinking Skills,Capability,critical_reflective_thinking,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2295,Supporting Students with Weak Learning Adaptability During Curriculum Changes,Trait,adaptability_change,0.28,1,signature,name_only,false
CONCERN_COM_23,Semester Pressure,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_2453,Helping Students Sustain Focus During Long Lectures,Problem,focus_attention,0.28,1,signature,name_only,false
CONCERN_COM_2457,Supporting Students with Weak Research-Oriented Learning Skills,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_2458,Managing Students with Weak Self-Assessment of Academic Readiness,Outcome,critical_reflective_thinking,0.28,1,signature,name_only,false
CONCERN_COM_247,Understanding the Financial Reality of Career Choices,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_25,Building a Strong LinkedIn/Profile Presence,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_COM_264,Learning New Skills Quickly,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_268,Retention of Newly Learned Skills,Capability,learning_comprehension,0.28,1,signature,direct_cpb,false
CONCERN_COM_273,Frustration During Skill Mastery,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_COM_279,Information Overload While Learning,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_COM_282,Learn from Constructive Feedback,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_COM_297,Slow Learning Curves Emotionally,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_COM_303,Applying Critical Thinking During Learning,Capability,critical_reflective_thinking,0.7,2,signature+behavior,direct_cpb,false
CONCERN_COM_312,Reflect on Learning Mistakes Systematically,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_COM_327,Self-Doubt During Slow Competency Growth,Problem,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_COM_334,Integrate Feedback into Skill Improvement,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_337,Emotional Exhaustion During Intensive Practice,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_COM_35,Consistency in Skill Practice,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_355,Emotional Stability During Skill Plateaus,Capability,emotional_regulation,0.58,1,signature+behavior,propagated,false
CONCERN_COM_363,Translating Academic Learning into Workplace Skills,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1790,Academic Comparison by Parents,Behavior,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_COM_367,Understanding Workplace Expectations,Capability,expectations_pressure,0.4,2,signature,direct_cpb,false
CONCERN_COM_377,Building Practical Problem-Solving Skills,Capability,critical_reflective_thinking,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_383,Confidence After Poor Interview Performance,Capability,confidence_self_efficacy,0.28,1,signature,propagated,false
CONCERN_COM_385,Building Internship-to-Placement Conversion Confidence,Capability,performance_anxiety,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_387,Placement Preparation Alongside Academic Pressure,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_396,Emotional Stability During Job Search Delays,Capability,performance_anxiety,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_402,Translate Internship Work into Resume Value,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_405,Balancing Professionalism with Authentic Personality,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_COM_410,Handle Professional Conflict Constructively,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_415,Understanding Corporate Hierarchies and Dynamics,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_COM_430,Manage Workplace Stress Independently,Problem,performance_anxiety,0.28,1,signature,propagated,false
CONCERN_COM_433,Building Confidence During Professional Presentations,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_434,Manage Workplace Priorities Without Supervision,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_441,Relocation Stress for Jobs,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_447,Self-Doubt During Early Career Learning Curves,Problem,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_COM_456,Emotional Resilience During Early Career Failures,Trait,resilience_recovery,0.4,2,signature,name_only,false
CONCERN_COM_46,Critical Thinking During Industry Discussions,Capability,critical_reflective_thinking,0.7,2,signature+behavior,direct_cpb,false
CONCERN_COM_463,Explaining Career Gaps Professionally,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_469,Financial Anxiety During Job Search,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_481,Building Confidence After Layoffs,Capability,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_COM_485,Understanding Current Hiring Market Trends,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_COM_491,Emotional Comparison with Peers,Behavior,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_COM_500,Career Reinvention Possibilities,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_503,Motivation During Upskilling Without Immediate Results,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_COM_527,Emotional Pressure from Financial Responsibilities,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_547,Long-Term Career Optimism,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_557,Anxiety About Future Career Relevance,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_563,Workplace Stress Effectively,Problem,performance_anxiety,0.28,1,signature,propagated,false
CONCERN_COM_567,Workplace Politics Emotionally,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_575,Career Stagnation Emotionally,Outcome,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_578,Delegate Work Effectively,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_587,Balancing Strategic and Operational Responsibilities,Capability,leadership_influence,0.28,1,signature,direct_cpb,false
CONCERN_COM_591,Workplace Comparison and Recognition Anxiety,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_596,Managing Larger Responsibilities,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_COM_609,Passive Workplace Conflict,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_613,Motivation During Organizational Instability,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_COM_644,Managing Senior Stakeholder Expectations,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_COM_65,Long-Term Career Anxiety,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_663,Performance Pressure in First Job,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_666,Prioritize Tasks Independently,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_COM_669,Workload During Initial Months,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_COM_67,Prioritizing Career Goals Effectively,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_671,Building Professional Confidence After Mistakes,Capability,career_professional_growth,0.7,2,signature+behavior,direct_cpb,false
CONCERN_COM_677,Building Consistent Work Discipline,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_685,Emotional Fatigue from Continuous Learning,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_COM_686,Understand Workplace Priorities Strategically,Problem,time_self_discipline,0.28,1,signature,name_only,false
CONCERN_COM_689,Balancing Speed and Quality at Work,Capability,career_professional_growth,0.28,1,signature,direct_cpb,false
CONCERN_COM_695,Stress During Tight Deadlines,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_699,Understanding Business Impact Beyond Assigned Tasks,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_COM_705,Work Anxiety Outside Office Hours,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_707,Confidence During Performance Reviews,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_COM_715,Emotional Exhaustion During Long Projects,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_COM_725,Understanding Unwritten Workplace Expectations,Capability,expectations_pressure,0.28,1,signature,direct_cpb,false
CONCERN_COM_742,Build Professional Influence Without Authority,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_767,Team Conflicts Emotionally,Problem,collaboration_teamwork,0.58,1,signature+behavior,propagated,false
CONCERN_COM_789,Emotional Fallout from Team Underperformance,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_COM_79,Competition in High-Performing Peer Groups,Problem,social_connection_belonging,0.28,1,signature,name_only,false
CONCERN_COM_809,Team Dependency on Leadership Presence,Trait,leadership_influence,0.58,1,signature+behavior,propagated,false
CONCERN_COM_839,Long-Term Leadership Motivation,Capability,motivation_drive,0.28,1,signature,name_only,false
CONCERN_COM_857,Anxiety Around Legacy and Long-Term Impact,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_867,Emotional Fatigue from Leadership Accountability,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_COM_871,Political Dynamics at Leadership Levels,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_885,Emotional Stress During Enterprise Transformation,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_897,Balancing Short-Term Results with Long-Term Strategy,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_COM_905,Balancing Organizational Innovation with Risk Control,Risk,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_COM_909,Organizational Resistance to Strategic Change,Behavior,adaptability_change,0.28,1,signature,name_only,false
CONCERN_COM_91,Motivation During Long Competitive Preparation,Problem,motivation_drive,0.58,1,signature+behavior,propagated,false
CONCERN_COM_929,Strategic Drift During Organizational Expansion,Problem,leadership_influence,0.28,1,signature,name_only,false
CONCERN_COM_943,Balancing Investor Expectations with Employee Stability,Capability,expectations_pressure,0.58,1,signature+behavior,direct_cpb,false
CONCERN_COM_945,Emotional Recovery After Strategic Misjudgments,Problem,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_COM_965,Financial Anxiety During Transition,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_971,Fear of Starting Again from Lower Levels,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_COM_975,Family Expectations During Career Transition,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_COM_995,Emotional Exhaustion During Career Reinvention Cycles,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_COM_998,Identify High-Potential Transition Opportunities,Capability,adaptability_change,0.28,1,signature,direct_cpb,false
CONCERN_CON_1011,Work-Life Stability During Career Pivots,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1014,Understand New Industry Success Metrics,Outcome,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_CON_1016,Build Strategic Career Optionality,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1028,Build Strategic Industry Awareness Quickly,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1036,Build Long-Term Strategic Reinvention Plans,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_CON_1054,Sustain Reinvention Discipline Over Long Periods,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_106,Conceptual Clarity Despite Repeated Practice,Capability,learning_comprehension,0.4,2,signature,direct_cpb,false
CONCERN_CON_1060,"Holistic Integration of Reinvention, Identity, Employability, and Emotional Stability",Capability,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1076,Build Consistent Productivity Habits,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1084,Negotiating Career Growth Opportunities,Problem,career_professional_growth,0.7,2,signature+behavior,propagated,false
CONCERN_CON_1088,Handling Ambiguous Work Environments,Capability,adaptability_change,0.4,2,signature,direct_cpb,false
CONCERN_CON_1107,Focus During Digital Distractions,Problem,focus_attention,0.28,1,signature,name_only,false
CONCERN_CON_113,Uncertainty About Results,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_CON_1140,Build Strategic Career Differentiation,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1154,Navigating Competitive Workplace Environments,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_CON_1155,Emotional Overthinking During Important Decisions,Behavior,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_1200,"Holistic Integration Between Academics, Wellbeing, Leadership, and Future Readiness",Outcome,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_CON_1205,Institutional Creativity and Innovation Levels,Capability,curiosity_innovation,0.4,2,signature,direct_cpb,false
CONCERN_CON_1208,Measure Student Ownership and Accountability,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Capability,decision_judgment,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_125,Building Structured Daily Study Plans,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,Outcome,critical_reflective_thinking,0.28,1,signature,name_only,false
CONCERN_CON_133,Isolation During Preparation,Problem,social_connection_belonging,0.28,1,signature,name_only,false
CONCERN_CON_138,Test-Taking Strategy in Competitive Exams,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_CON_143,Consistent Mock Test Discipline,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1475,assertiveness in academic and social settings,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_CON_1490,adaptability during failures or setbacks,Trait,resilience_recovery,0.4,2,signature,name_only,false
CONCERN_CON_155,Pressure from Multiple Expectations,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_158,Adaptability to Changing Exam Patterns,Trait,adaptability_change,0.28,1,signature,name_only,false
CONCERN_CON_162,Sustain Revision Across Multiple Cycles,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_CON_164,Structured Thinking During Analytical Questions,Capability,critical_reflective_thinking,0.7667,3,signature+behavior,direct_cpb,false
CONCERN_CON_1653,Fear of Asking Questions in Class,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_1654,Expressing Answers Verbally,Capability,communication_expression,0.28,1,signature,name_only,false
CONCERN_CON_168,Transition from Learning to Testing Mode,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_CON_173,Preparation During Emotional Distress,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1735,Confidence,Capability,confidence_self_efficacy,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_1736,Career Confusion,Problem,career_professional_growth,0.58,1,signature+behavior,propagated,false
CONCERN_CON_1754,Burnout Symptoms,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1759,Emotional Shutdown,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_176,Emotional Awareness During Burnout Phases,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_CON_1782,Social Anxiety,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_179,Emotional Fatigue During Revisions,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1795,Curiosity,Trait,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_CON_1799,Fear of Speaking English,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_1805,Emotional Dependency on Relationships,Trait,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1818,Fear of Making Mistakes,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_1842,Emotional Dependence on Validation,Trait,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1844,Emotional Withdrawal After Failure,Outcome,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_CON_1849,Emotional Outbursts During Screen Restrictions,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_1864,Listening Skills,Capability,communication_expression,0.28,1,signature,direct_cpb,false
CONCERN_CON_1883,Body Image Confidence,Capability,confidence_self_efficacy,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_189,Building Confidence After Long Study Gaps,Problem,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_CON_1891,Emotional Recovery After Criticism,Problem,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_CON_1901,Child Losing Interest in Real-World Relationships,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_CON_1909,Child Becoming Emotionally Overwhelmed by News & Media,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_CON_192,Decision-Making During High-Pressure Sections,Problem,decision_judgment,0.28,1,signature,name_only,false
CONCERN_CON_1923,Child Feeling Insecure About Future Stability,Capability,confidence_self_efficacy,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_1929,Child Becoming Addicted to External Motivation,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_CON_1941,Confidence in Studies,Capability,confidence_self_efficacy,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_1942,Time Management,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_195,Emotional Pressure from Coaching Investments,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_1981,Sequential Thinking Skills,Capability,critical_reflective_thinking,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_2001,Advanced Curriculum Transition,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_CON_2003,Competitive Awareness,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2029,Academic Expectations from Multiple Sources,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_CON_2073,Learning Discipline During Holidays,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2087,Academic Expectations from Parents,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_CON_2092,Completing Long Assignments,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_CON_211,Understanding Future Industry Trends,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_CON_2118,Managing Students Who Avoid Asking Doubts,Capability,confidence_self_efficacy,0.28,1,signature,direct_cpb,false
CONCERN_CON_2140,Supporting Students with Weak Exam Strategy,Problem,academic_achievement,0.58,1,signature+behavior,propagated,false
CONCERN_CON_2142,Managing Students with Weak Social Confidence,Capability,social_connection_belonging,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2145,Student Stress Before Exams,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_216,Understanding of Real-World Career Expectations,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2204,Managing Students with Weak Collaborative Communication,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2225,Helping Students Recover After Academic Failure,Outcome,resilience_recovery,0.4,2,signature,name_only,false
CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,Capability,learning_comprehension,0.4,2,signature,direct_cpb,false
CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,Capability,academic_achievement,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2274,Supporting Students with Weak Independent Decision-Making Skills,Capability,decision_judgment,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_2282,Handling Students with Weak Time Allocation During Exams,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2319,Child Unable to Balance Academic and Social Life,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_CON_2332,Excessive Fear of Academic Failure Affecting Health,Outcome,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_236,Understanding of Career-Life Balance Expectations,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2363,Fear of Negative Evaluation in Classroom Participation,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_2364,Confidence Stability Across Academic Situations,Capability,confidence_self_efficacy,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2365,Students Overdependent on External Validation,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_CON_2366,Persistent Self-Doubt Affecting Performance,Problem,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_CON_2367,Adjusting to Academic Transitions,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_CON_238,Evaluate Career Risks Rationally,Risk,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_CON_243,Planning Career Steps After Graduation,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2462,Handling Students with Weak Time Allocation During Exams,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_2467,Students with Weak Academic Motivation Over Time,Problem,academic_achievement,0.58,1,signature+behavior,propagated,false
CONCERN_CON_257,Fear of Social Judgment in Career Choices,Problem,decision_judgment,0.4,2,signature,name_only,false
CONCERN_CON_258,Understanding of Career Progression Timelines,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_265,Motivation During Long Learning Cycles,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_CON_271,Learning Skills Independently Without Guidance,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_290,Organize Knowledge Systematically,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_CON_300,Long-Term Ownership of Personal Development,Capability,motivation_drive,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_307,Curiosity During Long Learning Cycles,Trait,curiosity_innovation,0.28,1,signature,propagated,false
CONCERN_CON_314,Understanding of Competency Depth vs Surface Knowledge,Capability,learning_comprehension,0.4,2,signature,direct_cpb,false
CONCERN_CON_322,Sustain Learning Energy Across Long Durations,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_CON_328,Understanding of Learning Transfer into Workplace Impact,Capability,learning_comprehension,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_336,Awareness of Competency Progression Stages,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_339,Learning Anxiety in Fast-Paced Environments,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_348,Sustain Curiosity During Repetitive Practice,Trait,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_CON_352,Long-Term Vision for Competency Development,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_393,Uncertainty in Career Outcomes,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_CON_412,Awareness of Workplace Ethics and Boundaries,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_414,Learn Quickly During Onboarding,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_CON_417,Work-Life Balance During Initial Career Stage,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_CON_42,English Communication During Placements,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_422,Prioritize Tasks in Fast-Paced Work Environments,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_CON_439,Understanding Professional Boundaries,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_448,Awareness of Long-Term Financial Planning After Employment,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_452,Balance Career Ambition with Wellbeing,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_472,Networking Confidence for Job Opportunities,Capability,career_professional_growth,0.7,2,signature+behavior,direct_cpb,false
CONCERN_CON_501,Multiple Job Offers Strategically,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_CON_508,Balance Job Search with Current Employment,Capability,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_CON_510,Understanding of Industry Salary Benchmarks,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_CON_516,Awareness of Emerging Career Opportunities,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_520,Holistic Readiness for Sustainable Career Transition,Outcome,adaptability_change,0.28,1,signature,name_only,false
CONCERN_CON_522,Reposition Experience for New Job Markets,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_CON_536,Evaluate Company Culture Fit,Capability,critical_reflective_thinking,0.28,1,signature,direct_cpb,false
CONCERN_CON_549,Stress During Background Verification Processes,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_CON_581,Ambiguous Managerial Expectations,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_CON_59,Building Entrepreneurial Confidence,Capability,confidence_self_efficacy,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_592,Build Long-Term Career Vision While Working,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_597,Emotional Burnout from Constant Availability,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_CON_608,Adapt Communication for Different Audiences,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_618,Balance Technical Depth with Leadership Growth,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_CON_629,Strategic Thinking Under Pressure,Problem,critical_reflective_thinking,0.58,1,signature+behavior,propagated,false
CONCERN_CON_632,Mentor and Develop Junior Team Members,Problem,networking_relationships,0.28,1,signature,name_only,false
CONCERN_CON_642,Adapt to Cross-Cultural Work Environments,Capability,adaptability_change,0.28,1,signature,direct_cpb,false
