bridge_tag,signal_family,domain_name,similarity,atomic_signal_count,evidence_strength,sample_signals
LEARNING_ADAPTABILITY,"academic_confidence_signals","Learning Intelligence",0.2131,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
LEARNING_INTERVENTION,"learning_focus_signals","Learning Intelligence",0.1648,40,moderate,"Flow State Learning Access | Concentration Persistence Under Complexity | Deep Work Learning Mode | Task Absorption Intensity | Prolonged Concentration Endurance"
LEARNING_INTERVENTION,"mental_wellbeing_signals","Wellbeing Intelligence",0.1287,60,moderate,"Integrated Mental Wellbeing Balance | Persistent Stress Accumulation | Emotional Burnout Vulnerability | Chronic Mental Fatigue | Mental Shutdown Response"
LEARNING_INTERVENTION,"focus_under_pressure_signals","Performance Intelligence",0.1181,40,moderate,"Mission Critical Focus Control | Crisis Focus Stabilization | High Stakes Attention Control | Strategic Attention Preservation | Sustained Focus Under Stress"
SUBJECT_INTERVENTION,"comprehension_signals","Learning Intelligence",0.2033,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
SUBJECT_INTERVENTION,"academic_confidence_signals","Learning Intelligence",0.1869,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
SUBJECT_INTERVENTION,"conceptual_clarity_signals","Learning Intelligence",0.1442,40,moderate,"Integrated Conceptual Mastery | Principle Based Learning | Deep Understanding Orientation | Higher Order Concept Reasoning | Foundational Concept Mastery"
ENGAGEMENT_MANAGEMENT,"learning_drive_signals","Motivational Intelligence",0.2123,40,moderate,"Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability"
ENGAGEMENT_MANAGEMENT,"learning_engagement_signals","Learning Intelligence",0.2078,40,moderate,"Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration"
ENGAGEMENT_MANAGEMENT,"career_exploration_signals","Career Intelligence",0.1664,40,moderate,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
COGNITIVE_DEVELOPMENT,"conceptual_clarity_signals","Learning Intelligence",0.1952,40,moderate,"Integrated Conceptual Mastery | Principle Based Learning | Deep Understanding Orientation | Higher Order Concept Reasoning | Foundational Concept Mastery"
COGNITIVE_DEVELOPMENT,"comprehension_signals","Learning Intelligence",0.1863,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
COGNITIVE_DEVELOPMENT,"adaptive_learning_signals","Learning Intelligence",0.1805,40,moderate,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
LEARNING_DEPENDENCY,"dependency_behavior_signals","Behavioral Intelligence",0.1794,40,moderate,"Learned Helplessness Behavior | Fear Based Dependency | Approval Based Identity | Dependency Fueled Self Doubt | Dependency Reinforced Insecurity"
LEARNING_DEPENDENCY,"emotional_dependency_signals","Emotional Intelligence",0.1785,40,moderate,"Emotional Autonomy Deficit | Abandonment Sensitivity | Dependency Driven Anxiety | Reassurance Dependence | Emotional Separation Distress"
LEARNING_DEPENDENCY,"belonging_signals","Social Intelligence",0.1246,40,moderate,"Emotional Exclusion Memory Bias | Inclusion Hypervigilance | Conditional Belonging Perception | Exclusion Sensitivity | Exclusion Memory Retention"
PERFORMANCE_ANALYSIS,"motivational_volatility_signals","Motivational Intelligence",0.1394,40,moderate,"Burnout Recovery Cycle | Motivational Crash After Failure | Motivational Identity Confusion | Pressure Dependent Productivity | Emotional Burnout Demotivation"
PERFORMANCE_ANALYSIS,"rejection_response_signals","Performance Intelligence",0.1144,40,moderate,"Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure"
PERFORMANCE_ANALYSIS,"academic_confidence_signals","Learning Intelligence",0.1027,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
PARENT_SCHOOL,"overthinking_decision_signals","Decision Intelligence",0.1357,40,moderate,"Chronic Analysis Paralysis | Chronic Indecisiveness Pattern | Paralysis From Perfectionism | Perfectionistic Decision Delay | Mental Deadlock Decisioning"
PARENT_SCHOOL,"shame_signals","Emotional Intelligence",0.1304,40,moderate,"Repeated Failure Identity Shame | Failure Association Shame | Identity-Based Shame | Inadequacy Shame | Family Expectation Shame"
PARENT_SCHOOL,"guidance_dependency_signals","Career Intelligence",0.1015,40,moderate,"Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance"
LEARNING_SKILLS,"structured_learning_signals","Learning Intelligence",0.2054,40,moderate,"Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation"
LEARNING_SKILLS,"adaptive_learning_signals","Learning Intelligence",0.1422,40,moderate,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
LEARNING_SKILLS,"self_learning_signals","Learning Intelligence",0.1196,40,moderate,"Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity"
STUDENT_RECOVERY,"evaluation_anxiety_signals","Performance Intelligence",0.1359,80,moderate,"Performance Freeze Response | Cognitive Blankout Under Pressure | Chronic Evaluation Stress Accumulation | Memory Recall Blocking | Competitive Assessment Instability"
STUDENT_RECOVERY,"performance_pressure_signals","Performance Intelligence",0.1115,40,moderate,"Panic Execution Breakdown | Emotional Breakdown Threshold | Crisis Execution Resilience | Sustained Pressure Endurance | Emotional Control Under Pressure"
STUDENT_RECOVERY,"commitment_signals","Decision Intelligence",0.1106,40,moderate,"Transformational Commitment Integrity | Principled Commitment Integrity | Strategic Execution Endurance | Long Cycle Execution Discipline | Value Driven Followthrough"
HIGHER_EDUCATION,"industry_alignment_signals","Employability Intelligence",0.1570,60,moderate,"Transformational Employability Alignment | Practical Skill Alignment | Real World Problem Alignment | Automation Resilience Alignment | Practical Experience Prioritization"
HIGHER_EDUCATION,"career_exploration_signals","Career Intelligence",0.1179,40,moderate,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
HIGHER_EDUCATION,"collaborative_resilience_signals","Collaboration Intelligence",0.1054,40,moderate,"Multidimensional Team Recovery | Multidimensional Collaborative Stability | Interdisciplinary Team Resilience | Future Mission Team Resilience | Transformational Team Resilience"
PERSONALITY_CAREER,"career_execution_signals","Career Intelligence",0.2053,40,moderate,"Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior"
PERSONALITY_CAREER,"career_clarity_signals","Career Intelligence",0.2007,20,moderate,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
PERSONALITY_CAREER,"career_decision_signals","Career Intelligence",0.1960,40,moderate,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
ENTREPRENEURSHIP_GUIDANCE,"team_guidance_signals","Leadership Intelligence",0.1387,40,moderate,"Ecosystem Level Team Orchestration | Transformational Team Inspiration | Strategic Team Capacity Building | Role Clarity Guidance | Clear Direction Setting"
ENTREPRENEURSHIP_GUIDANCE,"comprehension_signals","Learning Intelligence",0.1385,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
ENTREPRENEURSHIP_GUIDANCE,"guidance_dependency_signals","Career Intelligence",0.1119,40,moderate,"Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance"
TRANSITION_READINESS,"career_execution_signals","Career Intelligence",0.1902,40,moderate,"Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior"
TRANSITION_READINESS,"practical_transition_signals","Career Intelligence",0.1788,40,moderate,"Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness"
TRANSITION_READINESS,"career_clarity_signals","Career Intelligence",0.1680,20,moderate,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
GROWTH_MINDSET,"feedback_delivery_signals","Collaboration Intelligence",0.2074,40,moderate,"Interdisciplinary Feedback Translation | Future Mission Feedback Alignment | Multidimensional Feedback Stability | Transformational Collective Feedback | Disruptive Future Feedback Systems"
GROWTH_MINDSET,"feedback_acceptance_signals","Collaboration Intelligence",0.1832,40,moderate,"Multidimensional Feedback Receptivity | Multidimensional Feedback Adaptability | Interdisciplinary Feedback Learning | Future Growth Feedback Openness | Transformational Collective Learning Acceptance"
GROWTH_MINDSET,"rejection_response_signals","Performance Intelligence",0.1746,40,moderate,"Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure"
PERFORMANCE_COACHING,"academic_confidence_signals","Learning Intelligence",0.2136,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
PERFORMANCE_COACHING,"disengagement_signals","Motivational Intelligence",0.1784,40,moderate,"Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals"
PERFORMANCE_COACHING,"learning_resilience_signals","Learning Intelligence",0.1638,40,moderate,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
GROWTH_MENTORING,"employability_motivation_signals","Employability Intelligence",0.2056,40,moderate,"Transformational Career Ambition | Strategic Career Preparation | Long Term Employability Commitment | Strategic Upskilling Motivation | Skill Development Drive"
GROWTH_MENTORING,"goal_commitment_signals","Motivational Intelligence",0.2038,40,moderate,"Mission Resilience Under Pressure | Transformational Commitment Drive | Obstacle Endurance Capacity | Purpose Driven Persistence | Sacrifice For Goal Commitment"
GROWTH_MENTORING,"recovery_growth_signals","Resilience Intelligence",0.1916,40,moderate,"Transformational Recovery Growth | Resilience Wisdom Accumulation | Long Term Resilience Evolution | Adversity Inspired Maturity | Persistence After Failure"
SELF_DEVELOPMENT,"personal_values_signals","Identity Intelligence",0.2007,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
SELF_DEVELOPMENT,"direction_signals","Career Intelligence",0.1872,40,moderate,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
SELF_DEVELOPMENT,"individuality_signals","Identity Intelligence",0.1845,40,moderate,"Autonomous Life Direction | Self Authorship Tendency | Self Defined Success Metrics | Individuality Visibility Resilience | Personal Principle Stability"
PRODUCTIVITY_COACHING,"focus_under_pressure_signals","Performance Intelligence",0.1097,40,moderate,"Mission Critical Focus Control | Crisis Focus Stabilization | High Stakes Attention Control | Strategic Attention Preservation | Sustained Focus Under Stress"
PRODUCTIVITY_COACHING,"routine_stability_signals","Behavioral Intelligence",0.1035,40,moderate,"Long Term Habit Persistence | Routine Identity Alignment | Consistency Under Pressure | Routine Based Goal Alignment | Sustainable Productivity Cycles"
PRODUCTIVITY_COACHING,"execution_reliability_signals","Employability Intelligence",0.0970,40,moderate,"Elite Execution Integrity | Principled Execution Integrity | Ethical Delivery Consistency | Consistent Task Completion | Execution Under Pressure"
ADAPTABILITY_COACHING,"adaptability_behavior_signals","Behavioral Intelligence",0.1339,40,moderate,"Adaptive Execution Under Complexity | Ambiguity Response Stability | Adaptive Stress Response | Behavioral Resilience Under Change | Behavior Under Resource Constraints"
ADAPTABILITY_COACHING,"stress_tolerance_signals","Resilience Intelligence",0.1030,40,moderate,"High Load Execution Consistency | Prolonged Crisis Navigation | Sustained Resilience Momentum | Strategic Resilience Under Pressure | Cognitive Stress Endurance"
LIFE_READINESS,"practical_transition_signals","Career Intelligence",0.1610,40,moderate,"Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness"
LIFE_READINESS,"resilience_transition_signals","Adaptive Intelligence",0.1607,40,moderate,"Resilience to Performance Pressure | Resilience Under Disruption | Adaptive Execution Continuity | Resilience to Operational Change | Resilience to Performance Disruption"
LIFE_READINESS,"transition_signals","Adaptive Intelligence",0.1543,40,moderate,"Long Term Transition Stability | Transition Resilience Capacity | Transition Growth Orientation | Transition Learning Agility | Adaptive Uncertainty Execution"
DECISION_COACHING,"decision_signals","Cognitive Intelligence",0.1835,40,moderate,"Chronic Decision Fatigue | Decision Paralysis | Chronic Decision Instability | Fear-Based Decision Avoidance | Indecision Pattern"
DECISION_COACHING,"direction_signals","Career Intelligence",0.1459,40,moderate,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
DECISION_COACHING,"future_adjustment_signals","Adaptive Intelligence",0.1208,40,moderate,"Adaptive Future Visualization | Adaptive Future Decision Modeling | Future Disruption Navigation | Long Term Adaptation Planning | Future Risk Preparedness"
GROWTH_ACCOUNTABILITY,"ownership_signals","Leadership Intelligence",0.1983,40,moderate,"Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture"
GROWTH_ACCOUNTABILITY,"personal_values_signals","Identity Intelligence",0.1764,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
GROWTH_ACCOUNTABILITY,"growth_leadership_signals","Leadership Intelligence",0.1698,40,moderate,"Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement"
LEARNING_BEHAVIOR,"learning_engagement_signals","Learning Intelligence",0.2072,40,moderate,"Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration"
LEARNING_BEHAVIOR,"engagement_signals","Behavioral Intelligence",0.1965,40,moderate,"Intrinsic Motivation Activation | Deep Focus Involvement | Resilience Based Engagement | Persistence In Engagement | Mission Driven Involvement"
LEARNING_BEHAVIOR,"academic_confidence_signals","Learning Intelligence",0.1550,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
PERFORMANCE_BEHAVIOR,"approval_seeking_signals","Social Intelligence",0.1497,40,moderate,"Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence"
PERFORMANCE_BEHAVIOR,"perfectionism_signals","Performance Intelligence",0.1428,40,moderate,"Perfection Driven Burnout | Self Worth Performance Linkage | Performance Identity Fusion | Perfectionistic Exhaustion Cycle | Execution Delay Due To Precision"
PERFORMANCE_BEHAVIOR,"academic_confidence_signals","Learning Intelligence",0.1297,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
MOTIVATION_DEVELOPMENT,"dependency_behavior_signals","Behavioral Intelligence",0.1636,40,moderate,"Learned Helplessness Behavior | Fear Based Dependency | Approval Based Identity | Dependency Fueled Self Doubt | Dependency Reinforced Insecurity"
MOTIVATION_DEVELOPMENT,"reward_dependency_signals","Motivational Intelligence",0.1619,40,moderate,"Intrinsic Motivation Deficiency | Reward Based Identity Validation | Intrinsic Drive Suppression | Motivational Instability Without Rewards | Motivational Drop After Reward Removal"
MOTIVATION_DEVELOPMENT,"guidance_dependency_signals","Career Intelligence",0.1316,40,moderate,"Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance"
CLASSROOM_ADAPTATION,"learning_engagement_signals","Learning Intelligence",0.1606,40,moderate,"Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration"
CLASSROOM_ADAPTATION,"fear_signals","Emotional Intelligence",0.1379,40,moderate,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CLASSROOM_ADAPTATION,"communication_anxiety_signals","Communication Intelligence",0.1289,41,moderate,"Chronic Communication Paralysis | Interview Communication Stress | Communication Shutdown Response | Public Speaking Fear | Communication Avoidance Behavior"
RESPONSIBILITY_DEVELOPMENT,"ownership_signals","Leadership Intelligence",0.1776,40,moderate,"Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture"
RESPONSIBILITY_DEVELOPMENT,"disengagement_signals","Motivational Intelligence",0.1725,40,moderate,"Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals"
RESPONSIBILITY_DEVELOPMENT,"accountability_for_work_signals","Employability Intelligence",0.1416,40,moderate,"Accountability Centered Work Ethic | Accountability Driven Execution | Ethical Work Responsibility | Consistent Work Dependability | Responsibility Driven Self Discipline"
GROWTH_BEHAVIOR,"disengagement_signals","Motivational Intelligence",0.1998,40,moderate,"Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals"
GROWTH_BEHAVIOR,"resilience_recovery_signals","Wellbeing Intelligence",0.1527,40,moderate,"Resilient Recovery Architecture | Resilient Functionality Maintenance | Burnout Recovery Capacity | Recovery After Burnout Cycle | Resilience Reconstruction After Loss"
GROWTH_BEHAVIOR,"avoidance_signals","Behavioral Intelligence",0.1188,40,moderate,"Pressure Triggered Disengagement | Challenge Escape Behavior | Evaluation Escape Pattern | Performance Pressure Escape | High Expectation Withdrawal"
LIFESTYLE_ADAPTATION,"academic_confidence_signals","Learning Intelligence",0.2050,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
LIFESTYLE_ADAPTATION,"lifestyle_stability_signals","Wellbeing Intelligence",0.1718,40,moderate,"Holistic Lifestyle Synchronization | Sustainable Daily Rhythm | Sustainable High Performance Lifestyle | Recovery Routine Consistency | Work Rest Boundary Stability"
LIFESTYLE_ADAPTATION,"learning_resilience_signals","Learning Intelligence",0.1385,40,moderate,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
EMOTIONAL_RESPONSE,"learning_resilience_signals","Learning Intelligence",0.2095,40,moderate,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
EMOTIONAL_RESPONSE,"academic_confidence_signals","Learning Intelligence",0.2092,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
EMOTIONAL_RESPONSE,"setback_response_signals","Resilience Intelligence",0.1484,40,moderate,"Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection"
DECISION_LEADERSHIP,"decision_leadership_signals","Leadership Intelligence",0.2105,20,moderate,"Decisive Crisis Leadership | Transformational Decision Leadership | Ethical Decision Integrity | Pressure Decision Stability | Long Term Decision Foresight"
DECISION_LEADERSHIP,"work_life_balance_signals","Wellbeing Intelligence",0.1516,40,moderate,"Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior"
DECISION_LEADERSHIP,"confidence_decision_signals","Decision Intelligence",0.1405,40,moderate,"Principled High Stakes Confidence | Crisis Decision Confidence | Transformational Decision Confidence | Strategic Execution Confidence | Strategic Decision Certainty"
TEAM_LEADERSHIP,"career_decision_signals","Career Intelligence",0.1159,40,moderate,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
TEAM_LEADERSHIP,"initiative_activation_signals","Motivational Intelligence",0.1101,40,moderate,"Initiative Scalability Behavior | Ownership Activation Tendency | Autonomous Goal Activation | Self Activation Under Pressure | Self Motivated Engagement"
TEAM_LEADERSHIP,"dependency_decision_signals","Decision Intelligence",0.1030,40,moderate,"Chronic External Dependency Patterns | Learned Decision Helplessness | Indecisive External Looping | Dependency Based Hesitation | Dependency Based Identity Confusion"
LEADERSHIP_DYNAMICS,"conflict_leadership_signals","Leadership Intelligence",0.1656,40,moderate,"Transformational Conflict Leadership | Strategic Conflict Navigation | Crisis Conflict Stability | Long Term Relationship Preservation | Pressure Stable Decisioning"
LEADERSHIP_DYNAMICS,"conflict_management_signals","Collaboration Intelligence",0.1458,40,moderate,"Ultimate Conflict Management Intelligence | Ultimate Conflict Resolution Intelligence | Civilization Scale Conflict Resolution | Civilization Scale Dispute Management | Transformational Collaborative Peacebuilding"
LEADERSHIP_DYNAMICS,"social_adaptation_signals","Social Intelligence",0.1214,40,moderate,"Adaptive Social Responsiveness | Multi Context Social Functioning | Rapid Social Context Switching | Hierarchical Social Navigation | Collaborative Style Adjustment"
ADAPTIVE_LEADERSHIP,"individuality_signals","Identity Intelligence",0.1088,40,moderate,"Autonomous Life Direction | Self Authorship Tendency | Self Defined Success Metrics | Individuality Visibility Resilience | Personal Principle Stability"
ADAPTIVE_LEADERSHIP,"resilience_leadership_signals","Leadership Intelligence",0.1065,40,moderate,"Composure Under Pressure | Multidimensional Resilience Synchronization | Enduring Resilience Consistency | Ultimate Resilience Leadership Intelligence | Resilient Emotional Containment"
ADAPTIVE_LEADERSHIP,"behavioral_shift_signals","Adaptive Intelligence",0.1053,40,moderate,"Learning Based Behavioral Evolution | Strategic Behavioral Switching | Adaptive Learning Transfer | Pressure Response Recalibration | Adaptive Stress Behavior"
TEAM_MANAGEMENT,"execution_reliability_signals","Employability Intelligence",0.1888,40,moderate,"Elite Execution Integrity | Principled Execution Integrity | Ethical Delivery Consistency | Consistent Task Completion | Execution Under Pressure"
TEAM_MANAGEMENT,"accountability_in_team_signals","Collaboration Intelligence",0.1747,40,moderate,"Ultimate Collaborative Accountability Intelligence | Civilization Scale Responsibility | Ultimate Accountability Execution Intelligence | Civilization Scale Execution Accountability | Transformational Team Accountability"
TEAM_MANAGEMENT,"adaptability_in_teams_signals","Collaboration Intelligence",0.1298,40,moderate,"Interdisciplinary Team Adaptation | Future Mission Team Realignment | Multidimensional Team Adaptability | Transformational Collective Adaptability | Disruptive Future Team Adaptation"
INCLUSION_LEADERSHIP,"social_confidence_signals","Social Intelligence",0.1985,40,moderate,"Stage Presence Comfort | Large Group Presence Comfort | Interpersonal Visibility Leadership | Audience Engagement Confidence | Public Question Handling"
INCLUSION_LEADERSHIP,"decision_leadership_signals","Leadership Intelligence",0.1658,20,moderate,"Decisive Crisis Leadership | Transformational Decision Leadership | Ethical Decision Integrity | Pressure Decision Stability | Long Term Decision Foresight"
INCLUSION_LEADERSHIP,"mastery_signals","Learning Intelligence",0.1398,20,moderate,"Conceptual Mastery Depth | Advanced Problem Mastery | First Principles Learning | Expertise Development Drive | Conceptual Application Ability"
LEADERSHIP_RECOVERY,"adaptability_recovery_signals","Resilience Intelligence",0.1914,40,moderate,"Resilience During Instability | Long Term Adaptation Endurance | Future Uncertainty Adaptation | Resilience Against Uncertainty Stress | Psychological Recovery Endurance"
LEADERSHIP_RECOVERY,"resilience_leadership_signals","Leadership Intelligence",0.1646,40,moderate,"Composure Under Pressure | Multidimensional Resilience Synchronization | Enduring Resilience Consistency | Ultimate Resilience Leadership Intelligence | Resilient Emotional Containment"
LEADERSHIP_RECOVERY,"setback_response_signals","Resilience Intelligence",0.1558,40,moderate,"Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection"
ENTREPRENEURIAL_LEADERSHIP,"initiative_signals","Leadership Intelligence",0.1939,40,moderate,"Ecosystem Scale Initiative Orchestration | Civilization Scale Proactive Leadership | Crisis Response Initiative | Transformational Initiative Leadership | Transformational Change Activation"
ENTREPRENEURIAL_LEADERSHIP,"initiative_activation_signals","Motivational Intelligence",0.1744,40,moderate,"Initiative Scalability Behavior | Ownership Activation Tendency | Autonomous Goal Activation | Self Activation Under Pressure | Self Motivated Engagement"
ENTREPRENEURIAL_LEADERSHIP,"initiative_behavior_signals","Behavioral Intelligence",0.1687,40,moderate,"Initiative Consistency Under Pressure | Constructive Activation Consistency | Initiative During Crisis | Proactive Problem Solving | Ownership Without Authority"
PERSONAL_BRANDING,"personal_values_signals","Identity Intelligence",0.1680,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
PERSONAL_BRANDING,"feedback_acceptance_signals","Collaboration Intelligence",0.1368,40,moderate,"Multidimensional Feedback Receptivity | Multidimensional Feedback Adaptability | Interdisciplinary Feedback Learning | Future Growth Feedback Openness | Transformational Collective Learning Acceptance"
PERSONAL_BRANDING,"reflective_learning_signals","Learning Intelligence",0.0973,40,moderate,"Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization"
PERSONALITY_EXPLORATION,"comprehension_signals","Learning Intelligence",0.1450,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
PERSONALITY_EXPLORATION,"identity_confusion_signals","Identity Intelligence",0.1252,40,moderate,"External Validation Dependency | Identity Projection Conflict | Internal External Self Conflict | Identity Masking Dependence | Identity Performance Dependency"
PERSONALITY_EXPLORATION,"influence_sensitivity_signals","Social Intelligence",0.1071,40,moderate,"Peer Risk Behavior Alignment | Social Identity Fragmentation | Peer Comparison Instability | Fear Based Conformity | Emotional Validation Dependency"
EMOTIONAL_LITERACY,"health_awareness_signals","Wellbeing Intelligence",0.1867,40,moderate,"Integrated Wellbeing Intelligence | Holistic Health Consciousness | Chronic Stress Awareness | Burnout Prevention Awareness | Overcommitment Recognition"
EMOTIONAL_LITERACY,"emotional_awareness_signals","Emotional Intelligence",0.1830,40,moderate,"Emotional Meta Awareness | Emotional Overload Detection | Internal Conflict Awareness | Emotional Boundary Detection | Emotional Conflict Detection"
EMOTIONAL_LITERACY,"self_awareness_signals","Identity Intelligence",0.1610,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
TALENT_DISCOVERY,"exploration_drive_signals","Creativity Intelligence",0.2057,40,moderate,"Civilization Scale Exploration Drive | Transformational Exploration Behavior | Ultimate Transformational Exploration Intelligence | Transformational Knowledge Expansion | Civilization Scale Curiosity Architecture"
TALENT_DISCOVERY,"adaptive_learning_signals","Learning Intelligence",0.1261,40,moderate,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
