concern_id,concern_name,canonical_type,canonical_entity,confidence_score,reasoning
CONCERN_CAR_1382,Unrealistic salary expectations from careers,Problem,Unrealistic Salary Expectations From Careers,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1383,awareness about skill requirements,Capability,Awareness About Skill Requirements,0.75,"capability cue ""awareness"""
CONCERN_CAR_1384,Fear of choosing the wrong career,Problem,Fear of Choosing The Wrong Career,0.78,"problem cue ""fear"""
CONCERN_CAR_1387,Students unaware of global education pathways,Problem,Students Unaware of Global Education Pathways,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1389,aptitude-career alignment,Problem,Aptitude-career Alignment,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1390,Students preparing for oversaturated career paths,Problem,Students Preparing For Oversaturated Career Paths,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1392,communication impacting career opportunities,Capability,Communication Impacting Career Opportunities,0.75,"capability cue ""communication"""
CONCERN_CAR_1394,networking and mentorship access,Problem,Networking And Mentorship Access,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1395,Students unable to identify strengths and interests,Problem,Students Unable to Identify Strengths And Interests,0.55,"negative polarity, no explicit cue"
CONCERN_CAR_1397,resilience after career setbacks,Trait,Resilience After Career Setbacks,0.8,"trait cue ""resilience"""
CONCERN_CAR_1398,balancing passion and financial stability,Capability,Balancing Passion And Financial Stability,0.85,"name head ""stability"" → Capability"
CONCERN_CAR_1399,awareness about vocational careers,Capability,Awareness About Vocational Careers,0.75,"capability cue ""awareness"""
CONCERN_CAR_1403,understanding of entrepreneurship pathways,Capability,Understanding of Entrepreneurship Pathways,0.75,"capability cue ""understanding"""
CONCERN_CAR_1405,Excessive dependency on marks for self-worth,Trait,Excessive Dependency on Marks For Self-worth,0.8,"trait cue ""dependency"""
CONCERN_CAR_1406,Students graduating without clear career action plans,Capability,Students Graduating Without Clear Career Action Plans,0.55,"positive polarity, no explicit cue"
CONCERN_CAR_15,Academic Backlogs,Problem,Academic Backlogs,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1558,Choosing careers based only on salary expectations,Problem,Choosing Careers Based Only on Salary Expectations,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1559,identifying personal strengths,Capability,Identifying Personal Strengths,0.7,"leading action verb ""identifying"" → capability"
CONCERN_CAR_1561,Fear of making irreversible career decisions,Problem,Fear of Making Irreversible Career Decisions,0.78,"problem cue ""fear"""
CONCERN_CAR_1563,Confusion between passion and hobby,Problem,Confusion Between Passion And Hobby,0.78,"problem cue ""confusion"""
CONCERN_CAR_1565,Feeling pressured to pursue conventional careers,Problem,Feeling Pressured to Pursue Conventional Careers,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1566,awareness about emerging career possibilities,Capability,Awareness About Emerging Career Possibilities,0.75,"capability cue ""awareness"""
CONCERN_CAR_1567,connecting personality with career fit,Problem,Connecting Personality With Career Fit,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1569,confidence in pursuing creative careers,Capability,Confidence in Pursuing Creative Careers,0.75,"capability cue ""confidence"""
CONCERN_CAR_1571,Confusion after poor academic performance,Problem,Confusion After Poor Academic Performance,0.78,"problem cue ""confusion"""
CONCERN_CAR_1576,confidence after repeated failures,Capability,Confidence After Repeated Failures,0.75,"capability cue ""confidence"""
CONCERN_CAR_1577,Feeling lost despite academic success,Outcome,Feeling Lost Despite Academic Success,0.85,"outcome cue ""success"""
CONCERN_CAR_1579,self-discipline impacting career goals,Capability,Self-discipline Impacting Career Goals,0.75,"capability cue ""discipline"""
CONCERN_CAR_1580,Feeling disconnected from chosen academic path,Problem,Feeling Disconnected From Chosen Academic Path,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_1583,clarity about personal work style preferences,Capability,Clarity About Personal Work Style Preferences,0.75,"capability cue ""clarity"""
CONCERN_CAR_1587,awareness about personal learning style,Capability,Awareness About Personal Learning Style,0.75,"capability cue ""awareness"""
CONCERN_CAR_202,Stream Selection Decisions,Problem,Stream Selection Decisions,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_205,Fear of Choosing the Wrong Career,Problem,Fear of Choosing The Wrong Career,0.78,"problem cue ""fear"""
CONCERN_CAR_208,Awareness of Career Requirements and Eligibility,Capability,Awareness of Career Requirements And Eligibility,0.75,"capability cue ""awareness"""
CONCERN_CAR_209,Family Pressure in Career Decisions,Problem,Family Pressure in Career Decisions,0.78,"problem cue ""pressure"""
CONCERN_CAR_212,Career Decision-Making Confidence,Capability,Career Decision-Making Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_CAR_217,Anxiety About Future Stability,Capability,Anxiety About Future Stability,0.85,"name head ""stability"" → Capability"
CONCERN_CAR_222,Awareness of Career Growth Pathways,Capability,Awareness of Career Growth Pathways,0.75,"capability cue ""awareness"""
CONCERN_CAR_223,Exploring Careers Independently,Problem,Exploring Careers Independently,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_228,Career Curiosity Beyond Academic Scores,Trait,Career Curiosity Beyond Academic Scores,0.8,"trait cue ""curiosity"""
CONCERN_CAR_230,Choosing Between Multiple Interests,Problem,Choosing Between Multiple Interests,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_233,Aligning Academic Subjects with Career Goals,Problem,Aligning Academic Subjects With Career Goals,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_235,Social Comparison in Career Choices,Behavior,Social Comparison in Career Choices,0.8,"behavior cue ""comparison"""
CONCERN_CAR_244,Understanding of Industry Expectations,Capability,Understanding of Industry Expectations,0.75,"capability cue ""understanding"""
CONCERN_CAR_248,Evaluate Long-Term Career Satisfaction,Capability,Evaluate Long-Term Career Satisfaction,0.7,"leading action verb ""evaluate"" → capability"
CONCERN_CAR_251,Building Confidence After Career Decision Mistakes,Capability,Building Confidence After Career Decision Mistakes,0.75,"capability cue ""confidence"""
CONCERN_CAR_253,Uncertainty About Future Income Stability,Capability,Uncertainty About Future Income Stability,0.85,"name head ""stability"" → Capability"
CONCERN_CAR_256,Build Career Confidence After Academic Struggles,Capability,Build Career Confidence After Academic Struggles,0.75,"capability cue ""confidence"""
CONCERN_CAR_259,Building Consistent Motivation Toward Career Goals,Capability,Building Consistent Motivation Toward Career Goals,0.7,"leading action verb ""building"" → capability"
CONCERN_CAR_26,Adaptability During Internships,Trait,Adaptability During Internships,0.8,"trait cue ""adaptability"""
CONCERN_CAR_275,Skill Progress Effectively,Capability,Skill Progress Effectively,0.75,"capability cue ""skill"""
CONCERN_CAR_285,Building Learning Discipline Without External Pressure,Problem,Building Learning Discipline Without External Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_CAR_32,Ownership of Skill Development,Capability,Ownership of Skill Development,0.75,"capability cue ""ownership"""
CONCERN_CAR_358,Emotional Independence During Skill Evaluation,Capability,Emotional Independence During Skill Evaluation,0.75,"capability cue ""skill"""
CONCERN_CAR_362,Placement Interviews,Problem,Placement Interviews,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_365,Placement Rejection Emotionally,Problem,Placement Rejection Emotionally,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_368,Time Management During Placement Preparation,Capability,Time Management During Placement Preparation,0.75,"capability cue ""management"""
CONCERN_CAR_374,Networking Confidence During Career Events,Capability,Networking Confidence During Career Events,0.75,"capability cue ""confidence"""
CONCERN_CAR_380,Workplace Collaboration,Capability,Workplace Collaboration,0.85,"name head ""collaboration"" → Capability"
CONCERN_CAR_382,Handle Workplace Feedback Professionally,Capability,Handle Workplace Feedback Professionally,0.7,"leading action verb ""handle"" → capability"
CONCERN_CAR_386,Present Skills During Interviews,Capability,Present Skills During Interviews,0.75,"capability cue ""skills"""
CONCERN_CAR_39,Building Leadership Confidence in Campus Activities,Capability,Building Leadership Confidence in Campus Activities,0.75,"capability cue ""leadership"""
CONCERN_CAR_390,Workplace Networking,Problem,Workplace Networking,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_403,Workplace Ambiguity During Initial Roles,Problem,Workplace Ambiguity During Initial Roles,0.78,"problem cue ""ambiguity"""
CONCERN_CAR_41,Peer Comparison in College,Behavior,Peer Comparison in College,0.8,"behavior cue ""comparison"""
CONCERN_CAR_420,Emotional Stability During Job Market Uncertainty,Capability,Emotional Stability During Job Market Uncertainty,0.75,"capability cue ""stability"""
CONCERN_CAR_427,Expectations from Family After Graduation,Problem,Expectations From Family After Graduation,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_432,Learn Corporate Tools and Systems Quickly,Problem,Learn Corporate Tools And Systems Quickly,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_437,Motivation During Slow Career Progression,Problem,Motivation During Slow Career Progression,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_443,Workplace Politics Emotionally,Problem,Workplace Politics Emotionally,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_445,Work Discipline in Remote/Hybrid Roles,Capability,Work Discipline in Remote/Hybrid Roles,0.75,"capability cue ""discipline"""
CONCERN_CAR_459,Long-Term Anxiety About Career Success,Outcome,Long-Term Anxiety About Career Success,0.85,"outcome cue ""success"""
CONCERN_CAR_464,Resume Positioning for Competitive Roles,Problem,Resume Positioning For Competitive Roles,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_465,Transitioning Into New Industries,Problem,Transitioning Into New Industries,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_466,Confidence After Multiple Job Rejections,Capability,Confidence After Multiple Job Rejections,0.75,"capability cue ""confidence"""
CONCERN_CAR_477,Explaining Lack of Recent Experience,Problem,Explaining Lack of Recent Experience,0.55,"negative polarity, no explicit cue"
CONCERN_CAR_479,Motivation During Repeated Failures,Problem,Motivation During Repeated Failures,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_483,Family Expectations During Unemployment,Problem,Family Expectations During Unemployment,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_486,Emotional Stability During Offer Delays,Capability,Emotional Stability During Offer Delays,0.75,"capability cue ""stability"""
CONCERN_CAR_493,Career Transition Uncertainty,Problem,Career Transition Uncertainty,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_497,Understanding Employer Expectations Beyond Technical Skills,Capability,Understanding Employer Expectations Beyond Technical Skills,0.85,"name head ""skills"" → Capability"
CONCERN_CAR_502,Executive-Level Communication,Capability,Executive-Level Communication,0.85,"name head ""communication"" → Capability"
CONCERN_CAR_505,Explaining Frequent Job Changes Professionally,Problem,Explaining Frequent Job Changes Professionally,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_506,Emotional Recovery After Final-Round Rejections,Problem,Emotional Recovery After Final-Round Rejections,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_51,Building Portfolio-Based Career Profiles,Capability,Building Portfolio-Based Career Profiles,0.7,"leading action verb ""building"" → capability"
CONCERN_CAR_517,Building a Strategic Long-Term Career Narrative,Capability,Building a Strategic Long-Term Career Narrative,0.7,"leading action verb ""building"" → capability"
CONCERN_CAR_518,Reapplying After Previous Rejections,Problem,Reapplying After Previous Rejections,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_52,Emotional Resilience After Internship Rejections,Trait,Emotional Resilience After Internship Rejections,0.8,"trait cue ""resilience"""
CONCERN_CAR_523,Emotional Uncertainty During Career Pivots,Problem,Emotional Uncertainty During Career Pivots,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_525,Skill Obsolescence Fear,Problem,Skill Obsolescence Fear,0.85,"name head ""fear"" → Problem"
CONCERN_CAR_531,Recovering from Career Confidence Collapse,Outcome,Recovering From Career Confidence Collapse,0.85,"outcome cue ""collapse"""
CONCERN_CAR_533,Anxiety During Notice Period Transitions,Problem,Anxiety During Notice Period Transitions,0.78,"problem cue ""anxiety"""
CONCERN_CAR_535,Building Trust in Personal Competence After Failures,Capability,Building Trust in Personal Competence After Failures,0.75,"capability cue ""competence"""
CONCERN_CAR_537,Sustaining Energy Through Long Hiring Cycles,Problem,Sustaining Energy Through Long Hiring Cycles,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_539,Professional Identity During Freelance/Gig Transitions,Problem,Professional Identity During Freelance/Gig Transitions,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_543,Fear of Starting at Lower Levels Again,Problem,Fear of Starting at Lower Levels Again,0.78,"problem cue ""fear"""
CONCERN_CAR_55,Transitioning from Campus Culture to Corporate Culture,Problem,Transitioning From Campus Culture to Corporate Culture,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_551,Recovering from Toxic Workplace Experiences,Problem,Recovering From Toxic Workplace Experiences,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_554,Maintain Self-Discipline During Unemployment,Capability,Maintain Self-Discipline During Unemployment,0.75,"capability cue ""discipline"""
CONCERN_CAR_566,Leadership Interactions,Capability,Leadership Interactions,0.75,"capability cue ""leadership"""
CONCERN_CAR_576,Performance Anxiety During Reviews,Problem,Performance Anxiety During Reviews,0.78,"problem cue ""anxiety"""
CONCERN_CAR_593,Emotional Reactions to Workplace Change,Problem,Emotional Reactions to Workplace Change,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_6,Employability Confidence,Capability,Employability Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_CAR_60,Translate Academic Knowledge into Workplace Value,Problem,Translate Academic Knowledge Into Workplace Value,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_607,Emotional Pressure During Promotions,Problem,Emotional Pressure During Promotions,0.78,"problem cue ""pressure"""
CONCERN_CAR_617,Continuous Performance Comparisons,Problem,Continuous Performance Comparisons,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_637,Recovering from Workplace Embarrassment or Failure,Outcome,Recovering From Workplace Embarrassment or Failure,0.85,"outcome cue ""failure"""
CONCERN_CAR_657,Sustaining Emotional Stability During Workplace Isolation,Capability,Sustaining Emotional Stability During Workplace Isolation,0.75,"capability cue ""stability"""
CONCERN_CAR_68,Aptitude Test Performance,Problem,Aptitude Test Performance,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_680,Holistic Readiness for Workplace Performance and Growth,Outcome,Holistic Readiness For Workplace Performance And Growth,0.85,"outcome cue ""readiness"""
CONCERN_CAR_697,Comparison with High-Performing Peers,Behavior,Comparison With High-Performing Peers,0.8,"behavior cue ""comparison"""
CONCERN_CAR_71,Building Emotional Independence from Peer Success,Outcome,Building Emotional Independence From Peer Success,0.85,"outcome cue ""success"""
CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,Problem,Workplace Uncertainty During Organizational Changes,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_729,Cognitive Overload During Learning Curves,Problem,Cognitive Overload During Learning Curves,0.78,"problem cue ""overload"""
CONCERN_CAR_759,Sustaining Emotional Stability During Workplace Uncertainty,Capability,Sustaining Emotional Stability During Workplace Uncertainty,0.75,"capability cue ""stability"""
CONCERN_CAR_77,Building Structured Career Preparation Plans,Capability,Building Structured Career Preparation Plans,0.7,"leading action verb ""building"" → capability"
CONCERN_CAR_770,Decision-Making Under Leadership Pressure,Problem,Decision-Making Under Leadership Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_CAR_78,Emotional Control During Interviews,Problem,Emotional Control During Interviews,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_807,Emotional Conflict Between Ambition and Stability,Capability,Emotional Conflict Between Ambition And Stability,0.85,"name head ""stability"" → Capability"
CONCERN_CAR_82,Research Orientation for Higher Education,Problem,Research Orientation For Higher Education,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_841,Emotional Pressure During Succession Discussions,Problem,Emotional Pressure During Succession Discussions,0.78,"problem cue ""pressure"""
CONCERN_CAR_858,Integrate Emotional Intelligence into Strategic Leadership,Capability,Integrate Emotional Intelligence Into Strategic Leadership,0.85,"name head ""leadership"" → Capability"
CONCERN_CAR_87,Building Confidence in Workplace Decision-Making,Capability,Building Confidence in Workplace Decision-Making,0.75,"capability cue ""confidence"""
CONCERN_CAR_9,Academic Freedom Responsibly,Problem,Academic Freedom Responsibly,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_93,Building Emotional Stability in Professional Rejections,Capability,Building Emotional Stability in Professional Rejections,0.75,"capability cue ""stability"""
CONCERN_CAR_939,Enterprise Culture During Rapid Scaling,Problem,Enterprise Culture During Rapid Scaling,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_96,Professional Networking Platforms,Problem,Professional Networking Platforms,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_969,Emotional Exhaustion from Reinvention Efforts,Outcome,Emotional Exhaustion From Reinvention Efforts,0.85,"outcome cue ""exhaustion"""
CONCERN_CAR_97,Learning Discipline in Online Courses,Capability,Learning Discipline in Online Courses,0.75,"capability cue ""discipline"""
CONCERN_CAR_974,Acquiring New Technical Competencies,Problem,Acquiring New Technical Competencies,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_983,Emotional Uncertainty During Role Changes,Problem,Emotional Uncertainty During Role Changes,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_991,Emotional Comparisons with Former Peers,Problem,Emotional Comparisons With Former Peers,0.45,no semantic cue; defaulted to Problem
CONCERN_CAR_994,Build Strategic Career Narratives for Interviews,Capability,Build Strategic Career Narratives For Interviews,0.7,"leading action verb ""build"" → capability"
CONCERN_CHA_1427,recover from social rejection,Problem,Recover From Social Rejection,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_1364,note-taking and study methods,Problem,Note-taking And Study Methods,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_1443,adaptation to changing academic expectations,Problem,Adaptation to Changing Academic Expectations,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_1669,Working in Teams,Problem,Working in Teams,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_1677,Organizational Skills,Capability,Organizational Skills,0.85,"name head ""skills"" → Capability"
CONCERN_CLA_1706,Academic Planning Skills,Capability,Academic Planning Skills,0.85,"name head ""skills"" → Capability"
CONCERN_CLA_1956,Collaboration Skills,Capability,Collaboration Skills,0.85,"name head ""skills"" → Capability"
CONCERN_CLA_2009,Classroom Preparedness,Problem,Classroom Preparedness,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_2106,Attention During Practical Sessions,Problem,Attention During Practical Sessions,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_2116,Handling Students with Weak Foundational Skills,Capability,Handling Students With Weak Foundational Skills,0.85,"name head ""skills"" → Capability"
CONCERN_CLA_2119,Helping Students Build Study Discipline,Capability,Helping Students Build Study Discipline,0.85,"name head ""discipline"" → Capability"
CONCERN_CLA_2130,Supporting Students with Weak Learning Discipline,Capability,Supporting Students With Weak Learning Discipline,0.85,"name head ""discipline"" → Capability"
CONCERN_CLA_2154,Building Student Ownership of Learning,Capability,Building Student Ownership of Learning,0.75,"capability cue ""ownership"""
CONCERN_CLA_2165,Supporting Students with Weak Reflective Thinking,Capability,Supporting Students With Weak Reflective Thinking,0.85,"name head ""thinking"" → Capability"
CONCERN_CLA_2191,Improving Student Note-Taking Quality,Capability,Improving Student Note-Taking Quality,0.7,"leading action verb ""improving"" → capability"
CONCERN_CLA_2212,Handling Students with Weak Answer Elaboration Skills,Capability,Handling Students With Weak Answer Elaboration Skills,0.85,"name head ""skills"" → Capability"
CONCERN_CLA_2243,Helping Students Handle Academic Competition Positively,Problem,Helping Students Handle Academic Competition Positively,0.45,no semantic cue; defaulted to Problem
CONCERN_CLA_2486,Accuracy Under Time Pressure,Problem,Accuracy Under Time Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_COG_1355,Frequent absenteeism linked to academics,Problem,Frequent Absenteeism Linked to Academics,0.45,no semantic cue; defaulted to Problem
CONCERN_COG_1370,adaptation to online or blended learning,Problem,Adaptation to Online or Blended Learning,0.45,no semantic cue; defaulted to Problem
CONCERN_COG_1525,ownership over personal growth,Capability,Ownership Over Personal Growth,0.75,"capability cue ""ownership"""
CONCERN_COG_1532,self-confidence despite capability,Capability,Self-confidence Despite Capability,0.85,"name head ""capability"" → Capability"
CONCERN_COG_1554,emotional resilience in social situations,Trait,Emotional Resilience in Social Situations,0.8,"trait cue ""resilience"""
CONCERN_COG_1592,awareness about effective revision methods,Capability,Awareness About Effective Revision Methods,0.75,"capability cue ""awareness"""
CONCERN_COG_1601,Dependence on external validation for learning confidence,Capability,Dependence on External Validation For Learning Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_COG_1605,reflection after failures and setbacks,Problem,Reflection After Failures And Setbacks,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_1075,Self-Doubt During Leadership Opportunities,Problem,Self-Doubt During Leadership Opportunities,0.78,"problem cue ""doubt"""
CONCERN_COL_1114,Build Strategic Career Optionality,Capability,Build Strategic Career Optionality,0.7,"leading action verb ""build"" → capability"
CONCERN_COL_1131,Emotional Overload During Peak Delivery Periods,Problem,Emotional Overload During Peak Delivery Periods,0.78,"problem cue ""overload"""
CONCERN_COL_1138,Adapting to New Leadership Styles,Capability,Adapting to New Leadership Styles,0.75,"capability cue ""leadership"""
CONCERN_COL_1147,Emotional Uncertainty During Career Transitions,Problem,Emotional Uncertainty During Career Transitions,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_1189,School-Wide Motivation Trends,Problem,School-Wide Motivation Trends,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_1203,Aligning Parent Expectations with Institutional Competency Goals,Capability,Aligning Parent Expectations With Institutional Competency Goals,0.75,"capability cue ""competency"""
CONCERN_COL_1215,Institutional Emotional Recovery Capacity,Problem,Institutional Emotional Recovery Capacity,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_1228,Detect Student Leadership Avoidance Patterns,Behavior,Detect Student Leadership Avoidance Patterns,0.8,"behavior cue ""avoidance"""
CONCERN_COL_1253,Institutional Curiosity Suppression Patterns,Behavior,Institutional Curiosity Suppression Patterns,0.8,"behavior cue ""suppression"""
CONCERN_COL_1273,Instructional Adaptability Across Teachers,Trait,Instructional Adaptability Across Teachers,0.8,"trait cue ""adaptability"""
CONCERN_COL_2,Self-Directed Learning Skills,Capability,Self-Directed Learning Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COL_2049,Exam Composure,Problem,Exam Composure,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_2148,Managing Students with Low Learning Persistence,Capability,Managing Students With Low Learning Persistence,0.85,"name head ""persistence"" → Capability"
CONCERN_COL_2198,Handling Students with Weak Academic Endurance,Capability,Handling Students With Weak Academic Endurance,0.7,"leading action verb ""handling"" → capability"
CONCERN_COL_2205,Helping Students Adapt to Fast-Paced Curriculum,Problem,Helping Students Adapt to Fast-Paced Curriculum,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_2242,Managing Students with Reduced Interest in Classroom Learning,Capability,Managing Students With Reduced Interest in Classroom Learning,0.7,"leading action verb ""managing"" → capability"
CONCERN_COL_2259,Supporting Students with Weak Concept Mapping Skills,Capability,Supporting Students With Weak Concept Mapping Skills,0.85,"name head ""skills"" → Capability"
CONCERN_COL_2273,Helping Students Maintain Confidence After Peer Comparison,Behavior,Helping Students Maintain Confidence After Peer Comparison,0.85,"name head ""comparison"" → Behavior"
CONCERN_COL_28,Analytical Thinking for Industry Problems,Capability,Analytical Thinking For Industry Problems,0.75,"capability cue ""thinking"""
CONCERN_COL_324,Real-Time Skill Assessments,Capability,Real-Time Skill Assessments,0.75,"capability cue ""skill"""
CONCERN_COL_381,Professional Expectations During First Internship,Problem,Professional Expectations During First Internship,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_411,Emotional Pressure from Peer Placements,Problem,Emotional Pressure From Peer Placements,0.78,"problem cue ""pressure"""
CONCERN_COL_425,Emotional Fatigue During Job Hunting,Outcome,Emotional Fatigue During Job Hunting,0.85,"outcome cue ""fatigue"""
CONCERN_COL_572,Build Executive Presence,Capability,Build Executive Presence,0.7,"leading action verb ""build"" → capability"
CONCERN_COL_583,Emotional Exhaustion from Continuous Targets,Outcome,Emotional Exhaustion From Continuous Targets,0.85,"outcome cue ""exhaustion"""
CONCERN_COL_610,Handling Strategic Responsibilities,Capability,Handling Strategic Responsibilities,0.7,"leading action verb ""handling"" → capability"
CONCERN_COL_64,Public Speaking During Campus Events,Problem,Public Speaking During Campus Events,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_735,Motivation During Slow Workplace Recognition,Problem,Motivation During Slow Workplace Recognition,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_768,Build Leadership Presence,Capability,Build Leadership Presence,0.75,"capability cue ""leadership"""
CONCERN_COL_780,Holistic Readiness for Leadership Transition and Growth,Outcome,Holistic Readiness For Leadership Transition And Growth,0.85,"outcome cue ""readiness"""
CONCERN_COL_786,Build Strategic Succession Pipelines,Capability,Build Strategic Succession Pipelines,0.7,"leading action verb ""build"" → capability"
CONCERN_COL_797,Confidence During Organizational Politics,Capability,Confidence During Organizational Politics,0.75,"capability cue ""confidence"""
CONCERN_COL_806,Shift from Tactical Success to Strategic Legacy Building,Outcome,Shift From Tactical Success to Strategic Legacy Building,0.85,"outcome cue ""success"""
CONCERN_COL_829,Balancing Leadership Visibility with Personal Privacy,Capability,Balancing Leadership Visibility With Personal Privacy,0.75,"capability cue ""leadership"""
CONCERN_COL_846,Build Enterprise-Wide Collaboration Cultures,Capability,Build Enterprise-Wide Collaboration Cultures,0.75,"capability cue ""collaboration"""
CONCERN_COL_847,Confidence During Strategic Failures,Capability,Confidence During Strategic Failures,0.75,"capability cue ""confidence"""
CONCERN_COL_879,Emotional Reactions to Strategic Failures,Problem,Emotional Reactions to Strategic Failures,0.45,no semantic cue; defaulted to Problem
CONCERN_COL_887,Leadership Self-Doubt During Strategic Shifts,Problem,Leadership Self-Doubt During Strategic Shifts,0.78,"problem cue ""doubt"""
CONCERN_COL_895,Emotional Pressure from Enterprise Accountability,Problem,Emotional Pressure From Enterprise Accountability,0.78,"problem cue ""pressure"""
CONCERN_COL_911,Emotional Pressure During Succession Transitions,Problem,Emotional Pressure During Succession Transitions,0.78,"problem cue ""pressure"""
CONCERN_COL_923,Emotional Exhaustion from Leadership Visibility,Outcome,Emotional Exhaustion From Leadership Visibility,0.85,"outcome cue ""exhaustion"""
CONCERN_COL_941,Emotional Anxiety Around Succession Relevance,Problem,Emotional Anxiety Around Succession Relevance,0.78,"problem cue ""anxiety"""
CONCERN_COL_950,Integrate Emotional Intelligence into Enterprise Strategy,Capability,Integrate Emotional Intelligence Into Enterprise Strategy,0.75,"capability cue ""intelligence"""
CONCERN_COM_1003,Emotional Reactions to Skill Obsolescence,Capability,Emotional Reactions to Skill Obsolescence,0.75,"capability cue ""skill"""
CONCERN_COM_1010,Build Long-Term Confidence in Career Reinvention Success,Outcome,Build Long-Term Confidence in Career Reinvention Success,0.85,"outcome cue ""success"""
CONCERN_COM_1018,Integrate Past Experience with Future Career Vision,Problem,Integrate Past Experience With Future Career Vision,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1029,Motivation During Repeated Career Adjustments,Problem,Motivation During Repeated Career Adjustments,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1033,Emotional Uncertainty About Long-Term Career Identity,Problem,Emotional Uncertainty About Long-Term Career Identity,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1035,Confidence During Peer-Level Competition in New Domains,Capability,Confidence During Peer-Level Competition in New Domains,0.75,"capability cue ""confidence"""
CONCERN_COM_1045,Emotional Isolation During Reinvention Journeys,Problem,Emotional Isolation During Reinvention Journeys,0.45,no semantic cue; defaulted to Problem
CONCERN_COM_1059,Sustaining Confidence During Long-Term Career Ambiguity,Problem,Sustaining Confidence During Long-Term Career Ambiguity,0.85,"name head ""ambiguity"" → Problem"
