kind,redundant,phrase_a,phrase_b,overlap,archetype_a,archetype_b,stakeholder_a,stakeholder_b
stakeholder,false,why does a student seem lost about who they are?,why does a client seem lost about who they are?,0.667,identity_self_awareness,identity_self_awareness,teacher,counselor
stakeholder,false,I feel lost about identity and purpose,I am worried my child is lost about identity and purpose,0.6,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,I feel lost about identity and purpose,my client feels lost about identity and purpose,0.6,identity_self_awareness,identity_self_awareness,student,counselor
stakeholder,false,I feel lost about identity and purpose,at work I feel lost about identity and purpose,0.75,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,how do I build a clear sense of self and purpose?,how to help my child build a clear sense of self and purpose,0.75,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,how do I build a clear sense of self and purpose?,helping a student build a clear sense of self and purpose,0.625,identity_self_awareness,identity_self_awareness,student,teacher
stakeholder,false,how do I build a clear sense of self and purpose?,how do I build a clear sense of self and purpose at work?,0.857,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,how to help my child build a clear sense of self and purpose,ways to help a client build a clear sense of self and purpose,0.6,identity_self_awareness,identity_self_awareness,parent,counselor
stakeholder,false,how to help my child build a clear sense of self and purpose,how do I build a clear sense of self and purpose at work?,0.667,identity_self_awareness,identity_self_awareness,parent,professional
stakeholder,false,what is trouble leading a team?,what causes trouble leading a team in children?,0.667,leadership_influence,leadership_influence,student,parent
stakeholder,false,what is trouble leading a team?,what does trouble leading a team look like?,0.667,leadership_influence,leadership_influence,student,counselor
stakeholder,false,what is trouble leading a team?,what is trouble leading a team at work?,0.8,leadership_influence,leadership_influence,student,professional
stakeholder,false,why do I struggle to take charge of a group?,why do I struggle to take charge of a group at work?,0.833,leadership_influence,leadership_influence,student,professional
stakeholder,false,why does my child hold back from leading a group?,why does a student hold back from leading a group?,0.75,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,why does my child hold back from leading a group?,why does a client hold back from leading a group?,0.75,leadership_influence,leadership_influence,parent,counselor
stakeholder,false,why does a student hold back from leading a group?,why does a client hold back from leading a group?,0.75,leadership_influence,leadership_influence,teacher,counselor
stakeholder,false,I feel unsure about leading others,I am worried my child is unsure about leading others,0.6,leadership_influence,leadership_influence,student,parent
stakeholder,false,I feel unsure about leading others,my client feels unsure about leading others,0.6,leadership_influence,leadership_influence,student,counselor
stakeholder,false,I feel unsure about leading others,at work I feel unsure about leading others,0.75,leadership_influence,leadership_influence,student,professional
stakeholder,false,how do I lead a team with confidence?,how to help my child lead a team with confidence,0.667,leadership_influence,leadership_influence,student,parent
stakeholder,false,how do I lead a team with confidence?,how do I lead a team with confidence at work?,0.8,leadership_influence,leadership_influence,student,professional
stakeholder,false,what is trouble understanding study material?,what causes trouble understanding study material in children?,0.714,learning_comprehension,learning_comprehension,student,parent
stakeholder,false,what is trouble understanding study material?,what does trouble understanding study material look like?,0.714,learning_comprehension,learning_comprehension,student,counselor
stakeholder,false,what is trouble understanding study material?,what is trouble understanding study material at work?,0.833,learning_comprehension,learning_comprehension,student,professional
stakeholder,false,what causes trouble understanding study material in children?,what is trouble understanding study material at work?,0.625,learning_comprehension,learning_comprehension,parent,professional
stakeholder,false,what does trouble understanding study material look like?,what is trouble understanding study material at work?,0.625,learning_comprehension,learning_comprehension,counselor,professional
stakeholder,false,why do I study for hours but forget everything?,why do I study for hours but forget everything at work?,0.833,learning_comprehension,learning_comprehension,student,professional
stakeholder,false,why does my child study hard but forget everything?,why does a student study hard but forget everything?,0.714,learning_comprehension,learning_comprehension,parent,teacher
stakeholder,false,why does my child study hard but forget everything?,why does a client study hard but forget everything?,0.714,learning_comprehension,learning_comprehension,parent,counselor
stakeholder,false,why does a student study hard but forget everything?,why does a client study hard but forget everything?,0.714,learning_comprehension,learning_comprehension,teacher,counselor
stakeholder,false,I feel frustrated that studying never sticks,I am worried my child is frustrated that studying never sticks,0.667,learning_comprehension,learning_comprehension,student,parent
stakeholder,false,I feel frustrated that studying never sticks,my client feels frustrated that studying never sticks,0.667,learning_comprehension,learning_comprehension,student,counselor
stakeholder,false,I feel frustrated that studying never sticks,at work I feel frustrated that studying never sticks,0.8,learning_comprehension,learning_comprehension,student,professional
stakeholder,false,how do I understand and remember study material?,how to help my child understand and remember study material,0.714,learning_comprehension,learning_comprehension,student,parent
stakeholder,false,how do I understand and remember study material?,how do I understand and remember study material at work?,0.833,learning_comprehension,learning_comprehension,student,professional
stakeholder,false,how to help my child understand and remember study material,how do I understand and remember study material at work?,0.625,learning_comprehension,learning_comprehension,parent,professional
stakeholder,false,what is low motivation and drive?,what causes low motivation and drive in children?,0.667,motivation_drive,motivation_drive,student,parent
stakeholder,false,what is low motivation and drive?,what does low motivation and drive look like?,0.667,motivation_drive,motivation_drive,student,counselor
stakeholder,false,what is low motivation and drive?,what is low motivation and drive at work?,0.8,motivation_drive,motivation_drive,student,professional
stakeholder,false,why do I have no motivation to get started?,why do I have no motivation to get started at work?,0.75,motivation_drive,motivation_drive,student,professional
stakeholder,false,why does my child have no motivation or drive?,why does a student have no motivation or drive?,0.6,motivation_drive,motivation_drive,parent,teacher
stakeholder,false,why does my child have no motivation or drive?,why does a client have no motivation or drive?,0.6,motivation_drive,motivation_drive,parent,counselor
stakeholder,false,why does a student have no motivation or drive?,why does a client have no motivation or drive?,0.6,motivation_drive,motivation_drive,teacher,counselor
stakeholder,false,I feel drained of motivation and drive,I am worried my child is drained of motivation and drive,0.6,motivation_drive,motivation_drive,student,parent
stakeholder,false,I feel drained of motivation and drive,my client feels drained of motivation and drive,0.6,motivation_drive,motivation_drive,student,counselor
stakeholder,false,I feel drained of motivation and drive,at work I feel drained of motivation and drive,0.75,motivation_drive,motivation_drive,student,professional
stakeholder,false,how do I find the motivation to follow through?,how to help my child find the motivation to follow through,0.714,motivation_drive,motivation_drive,student,parent
stakeholder,false,how do I find the motivation to follow through?,how do I find the motivation to follow through at work?,0.833,motivation_drive,motivation_drive,student,professional
stakeholder,false,how to help my child find the motivation to follow through,how do I find the motivation to follow through at work?,0.625,motivation_drive,motivation_drive,parent,professional
stakeholder,false,what is trouble standing up for yourself?,what causes trouble standing up for yourself in children?,0.667,negotiation_advocacy,negotiation_advocacy,student,parent
stakeholder,false,what is trouble standing up for yourself?,what does trouble standing up for yourself look like?,0.667,negotiation_advocacy,negotiation_advocacy,student,counselor
stakeholder,false,what is trouble standing up for yourself?,what is trouble standing up for yourself at work?,0.8,negotiation_advocacy,negotiation_advocacy,student,professional
stakeholder,false,why do I struggle to ask for what I deserve?,why do I struggle to ask for what I deserve at work?,0.833,negotiation_advocacy,negotiation_advocacy,student,professional
stakeholder,false,why does my child struggle to stand up for themselves?,why does a student struggle to stand up for themselves?,0.667,negotiation_advocacy,negotiation_advocacy,parent,teacher
stakeholder,false,why does my child struggle to stand up for themselves?,why does a client struggle to stand up for themselves?,0.667,negotiation_advocacy,negotiation_advocacy,parent,counselor
stakeholder,false,why does a student struggle to stand up for themselves?,why does a client struggle to stand up for themselves?,0.667,negotiation_advocacy,negotiation_advocacy,teacher,counselor
stakeholder,false,I feel walked over and unable to push back,I am worried my child is walked over and unable to push back,0.714,negotiation_advocacy,negotiation_advocacy,student,parent
stakeholder,false,I feel walked over and unable to push back,my student seems walked over and unable to push back in class,0.625,negotiation_advocacy,negotiation_advocacy,student,teacher
stakeholder,false,I feel walked over and unable to push back,my client feels walked over and unable to push back,0.714,negotiation_advocacy,negotiation_advocacy,student,counselor
stakeholder,false,I feel walked over and unable to push back,at work I feel walked over and unable to push back,0.833,negotiation_advocacy,negotiation_advocacy,student,professional
stakeholder,false,I am worried my child is walked over and unable to push back,at work I feel walked over and unable to push back,0.625,negotiation_advocacy,negotiation_advocacy,parent,professional
stakeholder,false,my client feels walked over and unable to push back,at work I feel walked over and unable to push back,0.625,negotiation_advocacy,negotiation_advocacy,counselor,professional
stakeholder,false,how do I stand up and negotiate confidently?,how to help my child stand up and negotiate confidently,0.667,negotiation_advocacy,negotiation_advocacy,student,parent
stakeholder,false,how do I stand up and negotiate confidently?,how do I stand up and negotiate confidently at work?,0.8,negotiation_advocacy,negotiation_advocacy,student,professional
stakeholder,false,what is trouble networking?,what causes trouble networking in children?,0.6,networking_relationships,networking_relationships,student,parent
stakeholder,false,what is trouble networking?,what does trouble networking look like?,0.6,networking_relationships,networking_relationships,student,counselor
stakeholder,false,what is trouble networking?,what is trouble networking at work?,0.75,networking_relationships,networking_relationships,student,professional
stakeholder,false,why do I find it hard to reach out to new contacts?,why do I find it hard to reach out to new contacts at work?,0.857,networking_relationships,networking_relationships,student,professional
stakeholder,false,why does my child find it hard to build connections?,why does a student find it hard to build connections?,0.714,networking_relationships,networking_relationships,parent,teacher
stakeholder,false,why does my child find it hard to build connections?,why does a client find it hard to build connections?,0.714,networking_relationships,networking_relationships,parent,counselor
stakeholder,false,why does a student find it hard to build connections?,why does a client find it hard to build connections?,0.714,networking_relationships,networking_relationships,teacher,counselor
stakeholder,false,I feel awkward about networking and reaching out,I am worried my child is awkward about networking and reaching out,0.6,networking_relationships,networking_relationships,student,parent
stakeholder,false,I feel awkward about networking and reaching out,my client feels awkward about networking and reaching out,0.6,networking_relationships,networking_relationships,student,counselor
stakeholder,false,I feel awkward about networking and reaching out,at work I feel awkward about networking and reaching out,0.75,networking_relationships,networking_relationships,student,professional
stakeholder,false,how do I build a network and reach out confidently?,how to help my child build a network and reach out confidently,0.714,networking_relationships,networking_relationships,student,parent
stakeholder,false,how do I build a network and reach out confidently?,how do I build a network and reach out confidently at work?,0.833,networking_relationships,networking_relationships,student,professional
stakeholder,false,how to help my child build a network and reach out confidently,how do I build a network and reach out confidently at work?,0.625,networking_relationships,networking_relationships,parent,professional
stakeholder,false,what is test and exam anxiety?,what causes test and exam anxiety in children?,0.667,performance_anxiety,performance_anxiety,student,parent
stakeholder,false,what is test and exam anxiety?,what does test and exam anxiety look like?,0.667,performance_anxiety,performance_anxiety,student,counselor
stakeholder,false,what is test and exam anxiety?,what is test and exam anxiety at work?,0.8,performance_anxiety,performance_anxiety,student,professional
stakeholder,false,why do I freeze up and go blank in exams?,why does my child freeze up and go blank in exams?,0.8,performance_anxiety,performance_anxiety,student,parent
stakeholder,false,why do I freeze up and go blank in exams?,why does a student freeze up and go blank in exams?,0.8,performance_anxiety,performance_anxiety,student,teacher
stakeholder,false,why do I freeze up and go blank in exams?,why does a client freeze up and go blank in exams?,0.8,performance_anxiety,performance_anxiety,student,counselor
stakeholder,false,why do I freeze up and go blank in exams?,why do I freeze up and go blank in exams at work?,0.8,performance_anxiety,performance_anxiety,student,professional
stakeholder,false,why does my child freeze up and go blank in exams?,why does a student freeze up and go blank in exams?,0.667,performance_anxiety,performance_anxiety,parent,teacher
stakeholder,false,why does my child freeze up and go blank in exams?,why does a client freeze up and go blank in exams?,0.667,performance_anxiety,performance_anxiety,parent,counselor
stakeholder,false,why does my child freeze up and go blank in exams?,why do I freeze up and go blank in exams at work?,0.667,performance_anxiety,performance_anxiety,parent,professional
stakeholder,false,why does a student freeze up and go blank in exams?,why does a client freeze up and go blank in exams?,0.667,performance_anxiety,performance_anxiety,teacher,counselor
stakeholder,false,why does a student freeze up and go blank in exams?,why do I freeze up and go blank in exams at work?,0.667,performance_anxiety,performance_anxiety,teacher,professional
stakeholder,false,why does a client freeze up and go blank in exams?,why do I freeze up and go blank in exams at work?,0.667,performance_anxiety,performance_anxiety,counselor,professional
stakeholder,false,I feel panicky and blank before every test,I am worried my child is panicky and blank before every test,0.714,performance_anxiety,performance_anxiety,student,parent
stakeholder,false,I feel panicky and blank before every test,my student seems panicky and blank before every test in class,0.625,performance_anxiety,performance_anxiety,student,teacher
stakeholder,false,I feel panicky and blank before every test,my client feels panicky and blank before every test,0.714,performance_anxiety,performance_anxiety,student,counselor
stakeholder,false,I feel panicky and blank before every test,at work I feel panicky and blank before every test,0.833,performance_anxiety,performance_anxiety,student,professional
stakeholder,false,I am worried my child is panicky and blank before every test,at work I feel panicky and blank before every test,0.625,performance_anxiety,performance_anxiety,parent,professional
stakeholder,false,my client feels panicky and blank before every test,at work I feel panicky and blank before every test,0.625,performance_anxiety,performance_anxiety,counselor,professional
stakeholder,false,how do I stay calm and focused in exams?,how to help my child stay calm and focused in exams,0.714,performance_anxiety,performance_anxiety,student,parent
stakeholder,false,how do I stay calm and focused in exams?,how do I stay calm and focused in exams at work?,0.833,performance_anxiety,performance_anxiety,student,professional
stakeholder,false,how to help my child stay calm and focused in exams,how do I stay calm and focused in exams at work?,0.625,performance_anxiety,performance_anxiety,parent,professional
stakeholder,false,how to stay calm in future exams and interviews going forward,how to stay calm in future exams and interviews as my career grows,0.6,performance_anxiety,performance_anxiety,student,professional
stakeholder,false,what is giving up after setbacks?,what causes giving up after setbacks in children?,0.667,resilience_recovery,resilience_recovery,student,parent
stakeholder,false,what is giving up after setbacks?,what does giving up after setbacks look like?,0.667,resilience_recovery,resilience_recovery,student,counselor
stakeholder,false,what is giving up after setbacks?,what is giving up after setbacks at work?,0.8,resilience_recovery,resilience_recovery,student,professional
stakeholder,false,why do I fall apart and give up after a setback?,why do I fall apart and give up after a setback at work?,0.857,resilience_recovery,resilience_recovery,student,professional
stakeholder,false,why does my child give up easily after a setback?,why does a student give up easily after a setback?,0.714,resilience_recovery,resilience_recovery,parent,teacher
stakeholder,false,why does my child give up easily after a setback?,why does a client give up easily after a setback?,0.714,resilience_recovery,resilience_recovery,parent,counselor
stakeholder,false,why does a student give up easily after a setback?,why does a client give up easily after a setback?,0.714,resilience_recovery,resilience_recovery,teacher,counselor
stakeholder,false,I feel crushed and ready to give up after failure,I am worried my child is crushed and ready to give up after failure,0.714,resilience_recovery,resilience_recovery,student,parent
stakeholder,false,I feel crushed and ready to give up after failure,my student seems crushed and ready to give up after failure in class,0.625,resilience_recovery,resilience_recovery,student,teacher
stakeholder,false,I feel crushed and ready to give up after failure,my client feels crushed and ready to give up after failure,0.714,resilience_recovery,resilience_recovery,student,counselor
stakeholder,false,I feel crushed and ready to give up after failure,at work I feel crushed and ready to give up after failure,0.833,resilience_recovery,resilience_recovery,student,professional
stakeholder,false,I am worried my child is crushed and ready to give up after failure,at work I feel crushed and ready to give up after failure,0.625,resilience_recovery,resilience_recovery,parent,professional
stakeholder,false,my client feels crushed and ready to give up after failure,at work I feel crushed and ready to give up after failure,0.625,resilience_recovery,resilience_recovery,counselor,professional
stakeholder,false,how do I bounce back after failure?,how to help my child bounce back after failure,0.714,resilience_recovery,resilience_recovery,student,parent
stakeholder,false,how do I bounce back after failure?,how do I bounce back after failure at work?,0.833,resilience_recovery,resilience_recovery,student,professional
stakeholder,false,how to help my child bounce back after failure,how do I bounce back after failure at work?,0.625,resilience_recovery,resilience_recovery,parent,professional
stakeholder,false,how to recover from setbacks and keep going going forward,how to recover from setbacks and keep going as my career grows,0.667,resilience_recovery,resilience_recovery,student,professional
stakeholder,false,what is loneliness and not belonging?,what causes loneliness and not belonging in children?,0.6,social_connection_belonging,social_connection_belonging,student,parent
stakeholder,false,what is loneliness and not belonging?,what does loneliness and not belonging look like?,0.6,social_connection_belonging,social_connection_belonging,student,counselor
stakeholder,false,what is loneliness and not belonging?,what is loneliness and not belonging at work?,0.75,social_connection_belonging,social_connection_belonging,student,professional
stakeholder,false,why do I feel lonely and like I do not belong?,why do I feel lonely and like I do not belong at work?,0.8,social_connection_belonging,social_connection_belonging,student,professional
stakeholder,false,why does my child feel lonely and left out?,why does a student feel lonely and left out?,0.6,social_connection_belonging,social_connection_belonging,parent,teacher
stakeholder,false,why does my child feel lonely and left out?,why does a client feel lonely and left out?,0.6,social_connection_belonging,social_connection_belonging,parent,counselor
stakeholder,false,why does a student feel lonely and left out?,why does a client feel lonely and left out?,0.6,social_connection_belonging,social_connection_belonging,teacher,counselor
stakeholder,false,I feel isolated and left out like an outsider,I am worried my child is isolated and left out like an outsider,0.667,social_connection_belonging,social_connection_belonging,student,parent
stakeholder,false,I feel isolated and left out like an outsider,my client feels isolated and left out like an outsider,0.667,social_connection_belonging,social_connection_belonging,student,counselor
stakeholder,false,I feel isolated and left out like an outsider,at work I feel isolated and left out like an outsider,0.8,social_connection_belonging,social_connection_belonging,student,professional
stakeholder,false,how do I make friends and feel a sense of belonging?,how to help my child make friends and feel a sense of belonging,0.714,social_connection_belonging,social_connection_belonging,student,parent
stakeholder,false,how do I make friends and feel a sense of belonging?,how do I make friends and feel a sense of belonging at work?,0.833,social_connection_belonging,social_connection_belonging,student,professional
stakeholder,false,how to help my child make friends and feel a sense of belonging,how do I make friends and feel a sense of belonging at work?,0.625,social_connection_belonging,social_connection_belonging,parent,professional
stakeholder,false,what is procrastination and poor time management?,what causes procrastination and poor time management in children?,0.714,time_self_discipline,time_self_discipline,student,parent
stakeholder,false,what is procrastination and poor time management?,what does procrastination and poor time management look like?,0.714,time_self_discipline,time_self_discipline,student,counselor
stakeholder,false,what is procrastination and poor time management?,what is procrastination and poor time management at work?,0.833,time_self_discipline,time_self_discipline,student,professional
stakeholder,false,what causes procrastination and poor time management in children?,what is procrastination and poor time management at work?,0.625,time_self_discipline,time_self_discipline,parent,professional
stakeholder,false,what does procrastination and poor time management look like?,what is procrastination and poor time management at work?,0.625,time_self_discipline,time_self_discipline,counselor,professional
stakeholder,false,why do I procrastinate and leave things to the last minute?,why do I procrastinate and leave things to the last minute at work?,0.857,time_self_discipline,time_self_discipline,student,professional
stakeholder,false,why does my child procrastinate and miss deadlines?,why does a student procrastinate and miss deadlines?,0.667,time_self_discipline,time_self_discipline,parent,teacher
stakeholder,false,why does my child procrastinate and miss deadlines?,why does a client procrastinate and miss deadlines?,0.667,time_self_discipline,time_self_discipline,parent,counselor
stakeholder,false,why does a student procrastinate and miss deadlines?,why does a client procrastinate and miss deadlines?,0.667,time_self_discipline,time_self_discipline,teacher,counselor
stakeholder,false,I feel stressed from missing deadlines,I am worried my child is stressed from missing deadlines,0.667,time_self_discipline,time_self_discipline,student,parent
stakeholder,false,I feel stressed from missing deadlines,my client feels stressed from missing deadlines,0.667,time_self_discipline,time_self_discipline,student,counselor
stakeholder,false,I feel stressed from missing deadlines,at work I feel stressed from missing deadlines,0.8,time_self_discipline,time_self_discipline,student,professional
stakeholder,false,how do I stop procrastinating and stick to a plan?,how to help my child stop procrastinating and stick to a plan,0.714,time_self_discipline,time_self_discipline,student,parent
stakeholder,false,how do I stop procrastinating and stick to a plan?,how do I stop procrastinating and stick to a plan at work?,0.833,time_self_discipline,time_self_discipline,student,professional
stakeholder,false,how to help my child stop procrastinating and stick to a plan,how do I stop procrastinating and stick to a plan at work?,0.625,time_self_discipline,time_self_discipline,parent,professional
