bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
REFLECTIVE_DEVELOPMENT,2,YELLOW,1,"self_reflection_signals","Cognitive Intelligence",40,0.2031,"reflection reflective habit self","Meta Cognitive Self Monitoring | Reflective Cognitive Maturity | Self Perception Accuracy | Self Improvement Orientation | Self Assumption Questioning","REFLECTIVE_DEVELOPMENT -> Cognitive Intelligence -> self_reflection_signals"
REFLECTIVE_DEVELOPMENT,2,YELLOW,2,"self_awareness_signals","Identity Intelligence",40,0.1592,"personal reflection self reflective","Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity","REFLECTIVE_DEVELOPMENT -> Identity Intelligence -> self_awareness_signals"
REFLECTIVE_DEVELOPMENT,2,YELLOW,3,"personal_values_signals","Identity Intelligence",40,0.1557,"personal reflection self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","REFLECTIVE_DEVELOPMENT -> Identity Intelligence -> personal_values_signals"
LEARNING_REFLECTION,2,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2392,"academic learn","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","LEARNING_REFLECTION -> Learning Intelligence -> academic_confidence_signals"
LEARNING_REFLECTION,2,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1964,"academic learn strength","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","LEARNING_REFLECTION -> Learning Intelligence -> learning_resilience_signals"
LEARNING_REFLECTION,2,GREEN,3,"comprehension_signals","Learning Intelligence",40,0.1533,"understand learn strength","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","LEARNING_REFLECTION -> Learning Intelligence -> comprehension_signals"
ACADEMIC_REFLECTION,2,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2674,"exam academic conceptual","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_REFLECTION -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_REFLECTION,2,GREEN,2,"comprehension_signals","Learning Intelligence",40,0.1997,"understand conceptual gap","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","ACADEMIC_REFLECTION -> Learning Intelligence -> comprehension_signals"
ACADEMIC_REFLECTION,2,GREEN,3,"learning_resilience_signals","Learning Intelligence",40,0.196,"exam academic after","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_REFLECTION -> Learning Intelligence -> learning_resilience_signals"
PRODUCTIVITY_REFLECTION,2,YELLOW,1,"effort_stability_signals","Motivational Intelligence",40,0.155,"effort productivity","Long Term Goal Persistence | Persistence Through Slow Progress | Consistency Under Low Motivation | Stable Work Ethic Pattern | Long Cycle Effort Endurance","PRODUCTIVITY_REFLECTION -> Motivational Intelligence -> effort_stability_signals"
PRODUCTIVITY_REFLECTION,2,YELLOW,2,"self_regulation_signals","Executive Function Intelligence",120,0.1372,"procrastination effort trigger awarenes reflection","Delayed Gratification Capacity | Execution Discipline | Self Directed Discipline | Self Regulated Goal Alignment | Procrastination Resistance","PRODUCTIVITY_REFLECTION -> Executive Function Intelligence -> self_regulation_signals"
PRODUCTIVITY_REFLECTION,2,YELLOW,3,"burnout_signals","Motivational Intelligence",40,0.1367,"procrastination effort trigger productivity","Chronic Exhaustion Pattern | Emotional Fatigue Accumulation | Emotional Resilience Breakdown | Emotional Breakdown Risk | Burnout Triggered Hopelessness","PRODUCTIVITY_REFLECTION -> Motivational Intelligence -> burnout_signals"
COLLEGE_ADAPTATION,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2238,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","COLLEGE_ADAPTATION -> Learning Intelligence -> academic_confidence_signals"
COLLEGE_ADAPTATION,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1511,"academic","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","COLLEGE_ADAPTATION -> Learning Intelligence -> learning_resilience_signals"
COLLEGE_ADAPTATION,1,GREEN,3,"practical_transition_signals","Career Intelligence",40,0.1156,"academic structure adaptation","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","COLLEGE_ADAPTATION -> Career Intelligence -> practical_transition_signals"
EMPLOYABILITY_ACADEMIC,1,GREEN,1,"employability_gap_signals","Employability Intelligence",40,0.2749,"employability weak skill learn self","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","EMPLOYABILITY_ACADEMIC -> Employability Intelligence -> employability_gap_signals"
EMPLOYABILITY_ACADEMIC,1,GREEN,2,"academic_confidence_signals","Learning Intelligence",40,0.2349,"academic learn self","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","EMPLOYABILITY_ACADEMIC -> Learning Intelligence -> academic_confidence_signals"
EMPLOYABILITY_ACADEMIC,1,GREEN,3,"self_learning_signals","Learning Intelligence",40,0.2244,"direct skill learn self","Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity","EMPLOYABILITY_ACADEMIC -> Learning Intelligence -> self_learning_signals"
LIFESTYLE_ADJUSTMENT,1,YELLOW,1,"lifestyle_stability_signals","Wellbeing Intelligence",40,0.2048,"lifestyle financial","Holistic Lifestyle Synchronization | Sustainable Daily Rhythm | Sustainable High Performance Lifestyle | Recovery Routine Consistency | Work Rest Boundary Stability","LIFESTYLE_ADJUSTMENT -> Wellbeing Intelligence -> lifestyle_stability_signals"
LIFESTYLE_ADJUSTMENT,1,YELLOW,2,"value_alignment_signals","Ethical & Integrity Intelligence",40,0.1594,"financial lifestyle","Integrity Under Temptation | Principled Value Integrity | Ultimate Value Alignment Integrity | Resilient Value Preservation | Anti Hypocrisy Integrity","LIFESTYLE_ADJUSTMENT -> Ethical & Integrity Intelligence -> value_alignment_signals"
LIFESTYLE_ADJUSTMENT,1,YELLOW,3,"anxiety_signals","Emotional Intelligence",40,0.1146,"financial","Panic Response Anxiety | Placement Stress Anxiety | Generalized Anxiety | Exam Anxiety | Future Outcome Anxiety","LIFESTYLE_ADJUSTMENT -> Emotional Intelligence -> anxiety_signals"
OWNERSHIP_ACCOUNTABILITY,1,GREEN,1,"workplace_readiness_signals","Career Intelligence",80,0.2334,"workplace supervision ownership accountability","Professional Environment Mastery | Workplace Ethics Readiness | Workplace Execution Reliability | Workplace Professionalism Integrity | Career Environment Readiness","OWNERSHIP_ACCOUNTABILITY -> Career Intelligence -> workplace_readiness_signals"
OWNERSHIP_ACCOUNTABILITY,1,GREEN,2,"practical_transition_signals","Career Intelligence",40,0.2285,"workplace supervision without accountability","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","OWNERSHIP_ACCOUNTABILITY -> Career Intelligence -> practical_transition_signals"
OWNERSHIP_ACCOUNTABILITY,1,GREEN,3,"accountability_decision_signals","Decision Intelligence",40,0.2123,"supervision ownership without accountability","Principled Responsibility Preservation | Extreme Integrity Accountability | Pressure Resistant Ownership | Ethical Decision Accountability | Strategic Failure Ownership","OWNERSHIP_ACCOUNTABILITY -> Decision Intelligence -> accountability_decision_signals"
PERSEVERANCE_COACHING,1,YELLOW,1,"persistence_behavior_signals","Behavioral Intelligence",40,0.1753,"perseverance persistence","Adversity Endurance Behavior | Long Horizon Execution | Persistence After Failure | High Effort Identity | Perseverance Compounding Behavior","PERSEVERANCE_COACHING -> Behavioral Intelligence -> persistence_behavior_signals"
PERSEVERANCE_COACHING,1,YELLOW,2,"learning_consistency_signals","Learning Intelligence",40,0.1488,"difficult persistence","Long Cycle Learning Endurance | Continuous Learning Identity | Sustainable Learning Persistence | Exam Preparation Consistency | Self Disciplined Learning","PERSEVERANCE_COACHING -> Learning Intelligence -> learning_consistency_signals"
PERSEVERANCE_COACHING,1,YELLOW,3,"creative_persistence_signals","Creativity Intelligence",40,0.1354,"persistence perseverance","Ultimate Creative Persistence Resilience | Ultimate Transformational Creative Endurance | Civilization Scale Creative Persistence | Civilization Scale Problem Solving | Visionary Creative Endurance","PERSEVERANCE_COACHING -> Creativity Intelligence -> creative_persistence_signals"
ACADEMIC_EQUITY,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.215,"academic learn","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_EQUITY -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_EQUITY,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1614,"academic learn","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_EQUITY -> Learning Intelligence -> learning_resilience_signals"
ACADEMIC_EQUITY,1,GREEN,3,"participation_balance_signals","Collaboration Intelligence",40,0.1608,"equity","Multidimensional Participation Equilibrium | Multidimensional Collective Participation Fairness | Interdisciplinary Participation Harmony | Future Mission Participation Alignment | Transformational Collective Equity","ACADEMIC_EQUITY -> Collaboration Intelligence -> participation_balance_signals"
ASSESSMENT_INTELLIGENCE,1,YELLOW,1,"risk_assessment_signals","Decision Intelligence",40,0.1978,"assessment intelligence","Integrated Risk Ecosystem Reasoning | Strategic Stress Testing | Hidden Risk Detection | Strategic Blindspot Detection | Cascading Failure Awareness","ASSESSMENT_INTELLIGENCE -> Decision Intelligence -> risk_assessment_signals"
ASSESSMENT_INTELLIGENCE,1,YELLOW,2,"self_learning_signals","Learning Intelligence",40,0.1441,"assessment learn intelligence","Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity","ASSESSMENT_INTELLIGENCE -> Learning Intelligence -> self_learning_signals"
ASSESSMENT_INTELLIGENCE,1,YELLOW,3,"academic_confidence_signals","Learning Intelligence",40,0.1418,"assessment learn intelligence","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ASSESSMENT_INTELLIGENCE -> Learning Intelligence -> academic_confidence_signals"
LEARNING_SUSTAINABILITY,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.3163,"academic learn","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","LEARNING_SUSTAINABILITY -> Learning Intelligence -> academic_confidence_signals"
LEARNING_SUSTAINABILITY,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.2322,"academic learn","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","LEARNING_SUSTAINABILITY -> Learning Intelligence -> learning_resilience_signals"
LEARNING_SUSTAINABILITY,1,GREEN,3,"structured_learning_signals","Learning Intelligence",40,0.1494,"academic learn","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","LEARNING_SUSTAINABILITY -> Learning Intelligence -> structured_learning_signals"
INSTRUCTIONAL_QUALITY,1,YELLOW,1,"performance_drive_signals","Motivational Intelligence",40,0.1506,"dominance","Performance Resilience Drive | Elite Standard Alignment | Relentless Improvement Drive | Peak Performance Triggering | Long Term Performance Commitment","INSTRUCTIONAL_QUALITY -> Motivational Intelligence -> performance_drive_signals"
INSTRUCTIONAL_QUALITY,1,YELLOW,2,"employability_gap_signals","Employability Intelligence",40,0.1096,"weak learn quality","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","INSTRUCTIONAL_QUALITY -> Employability Intelligence -> employability_gap_signals"
INSTRUCTIONAL_QUALITY,1,YELLOW,3,"influence_sensitivity_signals","Social Intelligence",40,0.1039,"dominance","Peer Risk Behavior Alignment | Social Identity Fragmentation | Peer Comparison Instability | Fear Based Conformity | Emotional Validation Dependency","INSTRUCTIONAL_QUALITY -> Social Intelligence -> influence_sensitivity_signals"
ADAPTIVE_DIAGNOSTICS,1,YELLOW,1,"interview_readiness_signals","Employability Intelligence",40,0.1305,"pace adaptive","High Stakes Interview Composure | Evaluation Pressure Resilience | Pressure Response Control | Interview Anxiety Regulation | Difficult Question Resilience","ADAPTIVE_DIAGNOSTICS -> Employability Intelligence -> interview_readiness_signals"
ADAPTIVE_DIAGNOSTICS,1,YELLOW,2,"employability_gap_signals","Employability Intelligence",40,0.1175,"weak visibility learn","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","ADAPTIVE_DIAGNOSTICS -> Employability Intelligence -> employability_gap_signals"
ADAPTIVE_DIAGNOSTICS,1,YELLOW,3,"vulnerability_signals","Emotional Intelligence",40,0.0824,"weak visibility","Vulnerability Shame Cycle | Shame in Emotional Expression | Emotional Rejection Sensitivity | Emotional Suppression Reflex | Emotional Guardedness","ADAPTIVE_DIAGNOSTICS -> Emotional Intelligence -> vulnerability_signals"
STUDENT_SUCCESS,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.2308,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","STUDENT_SUCCESS -> Learning Intelligence -> academic_confidence_signals"
STUDENT_SUCCESS,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.1915,"academic succes","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","STUDENT_SUCCESS -> Learning Intelligence -> learning_resilience_signals"
STUDENT_SUCCESS,1,GREEN,3,"withdrawal_signals","Behavioral Intelligence",40,0.1123,"academic decline","Disengagement After Failure | Burnout Induced Withdrawal | Learned Withdrawal Response | Emotional Shutdown Tendency | Retreat Under Pressure","STUDENT_SUCCESS -> Behavioral Intelligence -> withdrawal_signals"
LANGUAGE_DEVELOPMENT,1,YELLOW,1,"learning_drive_signals","Motivational Intelligence",40,0.1785,"read skill development","Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability","LANGUAGE_DEVELOPMENT -> Motivational Intelligence -> learning_drive_signals"
LANGUAGE_DEVELOPMENT,1,YELLOW,2,"comprehension_signals","Learning Intelligence",40,0.1742,"comprehension","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","LANGUAGE_DEVELOPMENT -> Learning Intelligence -> comprehension_signals"
LANGUAGE_DEVELOPMENT,1,YELLOW,3,"clarity_signals","Cognitive Intelligence",40,0.1403,"comprehension","Stress-Induced Confusion | Disorganized Thinking | Cognitive Overload | Cognitive Confusion | Cognitive Fragmentation","LANGUAGE_DEVELOPMENT -> Cognitive Intelligence -> clarity_signals"
STUDENT_SUPPORT,1,YELLOW,1,"collaborative_resilience_signals","Collaboration Intelligence",40,0.1189,"pathway support","Multidimensional Team Recovery | Multidimensional Collaborative Stability | Interdisciplinary Team Resilience | Future Mission Team Resilience | Transformational Team Resilience","STUDENT_SUPPORT -> Collaboration Intelligence -> collaborative_resilience_signals"
STUDENT_SUPPORT,1,YELLOW,2,"moral_courage_signals","Ethical & Integrity Intelligence",40,0.1145,"intervention support","Principled Integrity Preservation | Anti Corruption Resistance | Honesty Despite Consequences | Ethical Whistleblower Readiness | Ethical Systems Challenge","STUDENT_SUPPORT -> Ethical & Integrity Intelligence -> moral_courage_signals"
STUDENT_SUPPORT,1,YELLOW,3,"curiosity_signals","Creativity Intelligence",40,0.0836,"pathway","Multidimensional Exploration Processing | Multidimensional Curiosity Architecture | Disruptive Curiosity Drive | Interdisciplinary Curiosity Synthesis | Future Oriented Exploration","STUDENT_SUPPORT -> Creativity Intelligence -> curiosity_signals"
STAKEHOLDER_ALIGNMENT,1,YELLOW,1,"recovery_quality_signals","Wellbeing Intelligence",40,0.1745,"effectivenes engagement","Holistic Recovery Integration | Multidimensional Recovery Balance | Peak Recovery Optimization | Long Term Wellbeing Sustainability | Sleep Quality Restoration","STAKEHOLDER_ALIGNMENT -> Wellbeing Intelligence -> recovery_quality_signals"
STAKEHOLDER_ALIGNMENT,1,YELLOW,2,"communication_for_employability_signals","Employability Intelligence",40,0.1726,"effectivenes stakeholder alignment","Transformational Workplace Communication | Concise Crisis Communication | Executive Presence Communication | Professional Articulation Clarity | Presentation Delivery Effectiveness","STAKEHOLDER_ALIGNMENT -> Employability Intelligence -> communication_for_employability_signals"
STAKEHOLDER_ALIGNMENT,1,YELLOW,3,"networking_signals","Social Intelligence",80,0.1449,"effectivenes engagement visibility alignment","Ecosystem Relationship Navigation | Opportunity Relationship Conversion | Strategic Connection Building | Trust Based Networking | Value Driven Networking","STAKEHOLDER_ALIGNMENT -> Social Intelligence -> networking_signals"
INTERVENTION_INTELLIGENCE,1,YELLOW,1,"moral_courage_signals","Ethical & Integrity Intelligence",40,0.1125,"intervention intelligence","Principled Integrity Preservation | Anti Corruption Resistance | Honesty Despite Consequences | Ethical Whistleblower Readiness | Ethical Systems Challenge","INTERVENTION_INTELLIGENCE -> Ethical & Integrity Intelligence -> moral_courage_signals"
INTERVENTION_INTELLIGENCE,1,YELLOW,2,"recovery_quality_signals","Wellbeing Intelligence",40,0.1094,"effectivenes intelligence","Holistic Recovery Integration | Multidimensional Recovery Balance | Peak Recovery Optimization | Long Term Wellbeing Sustainability | Sleep Quality Restoration","INTERVENTION_INTELLIGENCE -> Wellbeing Intelligence -> recovery_quality_signals"
INTERVENTION_INTELLIGENCE,1,YELLOW,3,"learning_processing_signals","Cognitive Intelligence",40,0.0883,"effectivenes intelligence","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","INTERVENTION_INTELLIGENCE -> Cognitive Intelligence -> learning_processing_signals"
PLACEMENT_RISK,1,GREEN,1,"placement_confidence_signals","Career Intelligence",40,0.301,"placement failure","Placement Outcome Resilience | Technical Interview Confidence | Recruitment Pressure Tolerance | Rejection Recovery Strength | Interview Question Navigation","PLACEMENT_RISK -> Career Intelligence -> placement_confidence_signals"
PLACEMENT_RISK,1,GREEN,2,"fear_signals","Emotional Intelligence",40,0.222,"placement failure risk","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","PLACEMENT_RISK -> Emotional Intelligence -> fear_signals"
PLACEMENT_RISK,1,GREEN,3,"employability_gap_signals","Employability Intelligence",40,0.213,"placement weak","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","PLACEMENT_RISK -> Employability Intelligence -> employability_gap_signals"
WORKPLACE_READINESS,1,GREEN,1,"practical_transition_signals","Career Intelligence",40,0.251,"workplace readines academic real","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","WORKPLACE_READINESS -> Career Intelligence -> practical_transition_signals"
WORKPLACE_READINESS,1,GREEN,2,"academic_confidence_signals","Learning Intelligence",40,0.214,"academic readines","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","WORKPLACE_READINESS -> Learning Intelligence -> academic_confidence_signals"
WORKPLACE_READINESS,1,GREEN,3,"workplace_readiness_signals","Career Intelligence",80,0.2064,"workplace readines","Professional Environment Mastery | Workplace Ethics Readiness | Workplace Execution Reliability | Workplace Professionalism Integrity | Career Environment Readiness","WORKPLACE_READINESS -> Career Intelligence -> workplace_readiness_signals"
PLACEMENT_OPERATIONS,1,GREEN,1,"placement_confidence_signals","Career Intelligence",40,0.2931,"placement preparation","Placement Outcome Resilience | Technical Interview Confidence | Recruitment Pressure Tolerance | Rejection Recovery Strength | Interview Question Navigation","PLACEMENT_OPERATIONS -> Career Intelligence -> placement_confidence_signals"
PLACEMENT_OPERATIONS,1,GREEN,2,"employability_motivation_signals","Employability Intelligence",40,0.2131,"placement preparation","Transformational Career Ambition | Strategic Career Preparation | Long Term Employability Commitment | Strategic Upskilling Motivation | Skill Development Drive","PLACEMENT_OPERATIONS -> Employability Intelligence -> employability_motivation_signals"
PLACEMENT_OPERATIONS,1,GREEN,3,"opportunity_readiness_signals","Career Intelligence",40,0.1694,"placement preparation","Opportunity Conversion Capability | Opportunity Execution Readiness | Interview Preparation Depth | Competitive Opportunity Engagement | Rejection Recovery Readiness","PLACEMENT_OPERATIONS -> Career Intelligence -> opportunity_readiness_signals"
INNOVATION_ENTREPRENEURSHIP,1,GREEN,1,"role_fit_signals","Career Intelligence",40,0.2711,"career entrepreneurial readines innovation","Long Term Role Sustainability | Technical Depth Role Fit | Authentic Role Alignment | Strengths Role Matching | Analytical Role Fit","INNOVATION_ENTREPRENEURSHIP -> Career Intelligence -> role_fit_signals"
INNOVATION_ENTREPRENEURSHIP,1,GREEN,2,"career_execution_signals","Career Intelligence",40,0.2249,"career readines monitor","Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior","INNOVATION_ENTREPRENEURSHIP -> Career Intelligence -> career_execution_signals"
INNOVATION_ENTREPRENEURSHIP,1,GREEN,3,"opportunity_readiness_signals","Career Intelligence",40,0.2199,"career readines","Opportunity Conversion Capability | Opportunity Execution Readiness | Interview Preparation Depth | Competitive Opportunity Engagement | Rejection Recovery Readiness","INNOVATION_ENTREPRENEURSHIP -> Career Intelligence -> opportunity_readiness_signals"
ORGANIZATIONAL_INTELLIGENCE,1,GREEN,1,"employability_gap_signals","Employability Intelligence",40,0.3212,"gap employability intelligence","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","ORGANIZATIONAL_INTELLIGENCE -> Employability Intelligence -> employability_gap_signals"
ORGANIZATIONAL_INTELLIGENCE,1,GREEN,2,"skill_gap_signals","Learning Intelligence",40,0.2725,"gap employability organizational intelligence","Employability Readiness Gap | Technical Skill Deficiency | Industry Alignment Gap | Analytical Reasoning Gap | Problem Solving Gap","ORGANIZATIONAL_INTELLIGENCE -> Learning Intelligence -> skill_gap_signals"
ORGANIZATIONAL_INTELLIGENCE,1,GREEN,3,"accountability_for_work_signals","Employability Intelligence",40,0.1837,"employability gap intelligence","Accountability Centered Work Ethic | Accountability Driven Execution | Ethical Work Responsibility | Consistent Work Dependability | Responsibility Driven Self Discipline","ORGANIZATIONAL_INTELLIGENCE -> Employability Intelligence -> accountability_for_work_signals"
CAREER_ACADEMIC,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.357,"academic goal","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","CAREER_ACADEMIC -> Learning Intelligence -> academic_confidence_signals"
CAREER_ACADEMIC,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.2463,"academic goal","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","CAREER_ACADEMIC -> Learning Intelligence -> learning_resilience_signals"
CAREER_ACADEMIC,1,GREEN,3,"direction_signals","Career Intelligence",40,0.2189,"lack career clarity goal","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","CAREER_ACADEMIC -> Career Intelligence -> direction_signals"
ACADEMIC_COUNSELLING,1,GREEN,1,"academic_confidence_signals","Learning Intelligence",40,0.3002,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_COUNSELLING -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_COUNSELLING,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.2704,"academic despite","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_COUNSELLING -> Learning Intelligence -> learning_resilience_signals"
ACADEMIC_COUNSELLING,1,GREEN,3,"effort_stability_signals","Motivational Intelligence",40,0.2318,"effort despite performance","Long Term Goal Persistence | Persistence Through Slow Progress | Consistency Under Low Motivation | Stable Work Ethic Pattern | Long Cycle Effort Endurance","ACADEMIC_COUNSELLING -> Motivational Intelligence -> effort_stability_signals"
LEARNING_INTERVENTION,1,YELLOW,1,"learning_focus_signals","Learning Intelligence",40,0.1648,"concentration learn","Flow State Learning Access | Concentration Persistence Under Complexity | Deep Work Learning Mode | Task Absorption Intensity | Prolonged Concentration Endurance","LEARNING_INTERVENTION -> Learning Intelligence -> learning_focus_signals"
LEARNING_INTERVENTION,1,YELLOW,2,"mental_wellbeing_signals","Wellbeing Intelligence",60,0.1287,"concentration","Integrated Mental Wellbeing Balance | Persistent Stress Accumulation | Emotional Burnout Vulnerability | Chronic Mental Fatigue | Mental Shutdown Response","LEARNING_INTERVENTION -> Wellbeing Intelligence -> mental_wellbeing_signals"
LEARNING_INTERVENTION,1,YELLOW,3,"focus_under_pressure_signals","Performance Intelligence",40,0.1181,"concentration","Mission Critical Focus Control | Crisis Focus Stabilization | High Stakes Attention Control | Strategic Attention Preservation | Sustained Focus Under Stress","LEARNING_INTERVENTION -> Performance Intelligence -> focus_under_pressure_signals"
STUDENT_WELLBEING,1,GREEN,1,"anxiety_signals","Emotional Intelligence",40,0.2165,"anxiety exam","Panic Response Anxiety | Placement Stress Anxiety | Generalized Anxiety | Exam Anxiety | Future Outcome Anxiety","STUDENT_WELLBEING -> Emotional Intelligence -> anxiety_signals"
STUDENT_WELLBEING,1,GREEN,2,"evaluation_anxiety_signals","Performance Intelligence",80,0.1512,"exam anxiety","Performance Freeze Response | Cognitive Blankout Under Pressure | Chronic Evaluation Stress Accumulation | Memory Recall Blocking | Competitive Assessment Instability","STUDENT_WELLBEING -> Performance Intelligence -> evaluation_anxiety_signals"
STUDENT_WELLBEING,1,GREEN,3,"learning_resilience_signals","Learning Intelligence",40,0.1497,"exam anxiety","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","STUDENT_WELLBEING -> Learning Intelligence -> learning_resilience_signals"
SUBJECT_INTERVENTION,1,YELLOW,1,"comprehension_signals","Learning Intelligence",40,0.2033,"subject conceptual clarity","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","SUBJECT_INTERVENTION -> Learning Intelligence -> comprehension_signals"
