concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_COM_596,Managing Larger Responsibilities,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Responsibility Expansion Anxiety
CONCERN_COM_609,Passive Workplace Conflict,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait; category token ""conflict"" → Problem; label cue ""conflict"" → Problem; label cue ""difficulty"" → Problem",Collaboration & Ownership,Passive Conflict Sensitivity
CONCERN_COM_613,Motivation During Organizational Instability,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; category token ""instability"" → Problem; label cue ""instability"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Organizational Instability Fatigue
CONCERN_COM_644,Managing Senior Stakeholder Expectations,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Leadership & Ownership,Senior Stakeholder Anxiety
CONCERN_COM_65,Long-Term Career Anxiety,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Long-Term Career Anxiety
CONCERN_COM_663,Performance Pressure in First Job,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,First Job Performance Anxiety
CONCERN_COM_666,Prioritize Tasks Independently,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Independent Prioritization Weakness
CONCERN_COM_669,Workload During Initial Months,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Initial Workload Stress
CONCERN_COM_67,Prioritizing Career Goals Effectively,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Career Readiness,Career Prioritization Weakness
CONCERN_COM_671,Building Professional Confidence After Mistakes,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Workplace Mistake Anxiety
CONCERN_COM_677,Building Consistent Work Discipline,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""discipline"" → Capability; label cue ""discipline"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Workplace Discipline Instability
CONCERN_COM_685,Emotional Fatigue from Continuous Learning,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; label cue ""fatigue"" → Outcome; label cue ""difficulty"" → Problem",Competency Development,Learning Fatigue
CONCERN_COM_686,Understand Workplace Priorities Strategically,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""management"" → Capability",Strategic Preparation,Priority Management Weakness
CONCERN_COM_689,Balancing Speed and Quality at Work,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""difficulty"" → Problem",Workplace Performance,Speed-Quality Conflict
CONCERN_COM_695,Stress During Tight Deadlines,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""stress"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Deadline Anxiety
CONCERN_COM_699,Understanding Business Impact Beyond Assigned Tasks,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability; label cue ""difficulty"" → Problem",Strategic Preparation,Business Context Awareness Deficit
CONCERN_COM_705,Work Anxiety Outside Office Hours,Outcome,0.92,"concern_category ends in ""spillover"" → Outcome; category token ""anxiety"" → Problem; label cue ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Post-Work Anxiety Spillover
CONCERN_COM_707,Confidence During Performance Reviews,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem",Emotional Recovery,Review Anxiety
CONCERN_COM_715,Emotional Exhaustion During Long Projects,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""exhaustion"" → Outcome; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Long Project Burnout
CONCERN_COM_725,Understanding Unwritten Workplace Expectations,Problem,0.92,"concern_category ends in ""confusion"" → Problem; label cue ""understanding"" → Capability; label cue ""difficulty"" → Problem",Workplace Adaptation,Unwritten Rule Confusion
CONCERN_COM_742,Build Professional Influence Without Authority,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Leadership & Ownership,Informal Influence Weakness
CONCERN_COM_767,Team Conflicts Emotionally,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""conflict"" → Problem; category token ""management"" → Capability; label cue ""difficulty"" → Problem",Collaboration & Ownership,Conflict Management Stress
CONCERN_COM_789,Emotional Fallout from Team Underperformance,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait; category token ""failure"" → Outcome; label cue ""difficulty"" → Problem",Emotional Recovery,Team Failure Emotional Sensitivity
CONCERN_COM_79,Competition in High-Performing Peer Groups,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""pressure"" → Problem; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Competitive Pressure Instability
CONCERN_COM_8,Internship Readiness,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""readiness"" → Capability",Career Readiness,Internship Preparedness Deficit
CONCERN_COM_809,Team Dependency on Leadership Presence,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""dependency"" → Trait; label cue ""dependency"" → Trait; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem",Leadership & Ownership,Team Dependency Stress
CONCERN_COM_839,Long-Term Leadership Motivation,Outcome,0.92,"concern_category ends in ""decline"" → Outcome; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Leadership Motivation Decline
CONCERN_COM_857,Anxiety Around Legacy and Long-Term Impact,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Career Growth,Leadership Legacy Anxiety
CONCERN_COM_867,Emotional Fatigue from Leadership Accountability,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; category token ""leadership"" → Capability; label cue ""fatigue"" → Outcome; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem",Emotional Regulation,Leadership Accountability Burnout
CONCERN_COM_871,Political Dynamics at Leadership Levels,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem",Workplace Adaptation,Leadership Political Anxiety
CONCERN_COM_885,Emotional Stress During Enterprise Transformation,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""stress"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Enterprise Transformation Burnout
CONCERN_COM_897,Balancing Short-Term Results with Long-Term Strategy,Problem,0.92,"concern_category ends in ""pressure"" → Problem; label cue ""difficulty"" → Problem",Strategic Leadership,Short-Termism Pressure
CONCERN_COM_905,Balancing Organizational Innovation with Risk Control,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""risk"" → Risk; label cue ""difficulty"" → Problem",Strategic Leadership,Innovation-Risk Conflict
CONCERN_COM_909,Organizational Resistance to Strategic Change,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""resistance"" → Behavior; label cue ""resistance"" → Behavior; label cue ""difficulty"" → Problem",Leadership & Ownership,Strategic Change Resistance Stress
CONCERN_COM_91,Motivation During Long Competitive Preparation,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Competitive Preparation Burnout
CONCERN_COM_929,Strategic Drift During Organizational Expansion,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Strategic Leadership,Strategic Drift Anxiety
CONCERN_COM_943,Balancing Investor Expectations with Employee Stability,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""stability"" → Capability; label cue ""difficulty"" → Problem",Strategic Leadership,Investor-Employee Conflict
CONCERN_COM_945,Emotional Recovery After Strategic Misjudgments,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait; category token ""misjudgment"" → Problem; label cue ""difficulty"" → Problem",Emotional Recovery,Strategic Misjudgment Sensitivity
CONCERN_COM_965,Financial Anxiety During Transition,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Transition Financial Anxiety
CONCERN_COM_968,Build Credibility in a New Domain,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Growth,New Domain Credibility Weakness
CONCERN_COM_971,Fear of Starting Again from Lower Levels,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Seniority Reset Anxiety
CONCERN_COM_975,Family Expectations During Career Transition,Problem,0.7,"category token ""pressure"" → Problem; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Family Pressure During Transition
CONCERN_COM_982,Translate Legacy Experience into Future Relevance,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Growth,Legacy Experience Relevance Weakness
CONCERN_COM_995,Emotional Exhaustion During Career Reinvention Cycles,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""exhaustion"" → Outcome; label cue ""difficulty"" → Problem",Emotional Regulation,Reinvention Cycle Burnout
CONCERN_COM_998,Identify High-Potential Transition Opportunities,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Opportunity Evaluation Weakness
CONCERN_CON_1011,Work-Life Stability During Career Pivots,Problem,0.92,"concern_category ends in ""imbalance"" → Problem; label cue ""stability"" → Capability; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Transition Lifestyle Imbalance
CONCERN_CON_1014,Understand New Industry Success Metrics,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability",Strategic Preparation,Industry Metric Awareness Deficit
CONCERN_CON_1016,Build Strategic Career Optionality,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Growth,Career Optionality Weakness
CONCERN_CON_1026,Entering Fast-Paced Startup Ecosystems,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,Startup Environment Anxiety
CONCERN_CON_1028,Build Strategic Industry Awareness Quickly,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""awareness"" → Capability; label cue ""awareness"" → Capability",Competency Development,Industry Awareness Weakness
CONCERN_CON_1036,Build Long-Term Strategic Reinvention Plans,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""planning"" → Capability",Strategic Preparation,Reinvention Planning Weakness
CONCERN_CON_1054,Sustain Reinvention Discipline Over Long Periods,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability; label cue ""discipline"" → Capability","Discipline, Habits & Consistency",Reinvention Discipline Weakness
CONCERN_CON_106,Conceptual Clarity Despite Repeated Practice,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""understanding"" → Capability; label cue ""clarity"" → Capability",Academic & Cognitive Effectiveness,Conceptual Understanding Deficit
CONCERN_CON_1060,"Holistic Integration of Reinvention, Identity, Employability, and Emotional Stability",Behavior,0.92,"concern_category ends in ""fragmentation"" → Behavior; label cue ""stability"" → Capability",Holistic Development,Reinvention Ecosystem Fragmentation
CONCERN_CON_1076,Build Consistent Productivity Habits,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability","Discipline, Habits & Consistency",Productivity Discipline Weakness
CONCERN_CON_1084,Negotiating Career Growth Opportunities,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Career Growth,Career Negotiation Anxiety
CONCERN_CON_1088,Handling Ambiguous Work Environments,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""ambiguity"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,Workplace Ambiguity Anxiety
CONCERN_CON_1107,Focus During Digital Distractions,Behavior,0.92,"concern_category ends in ""fragmentation"" → Behavior; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Digital Attention Fragmentation
CONCERN_CON_113,Uncertainty About Results,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Result Uncertainty Anxiety
CONCERN_CON_1140,Build Strategic Career Differentiation,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Growth,Career Differentiation Weakness
CONCERN_CON_1154,Navigating Competitive Workplace Environments,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Workplace Competition Anxiety
CONCERN_CON_1155,Emotional Overthinking During Important Decisions,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""overthinking"" → Behavior; label cue ""overthinking"" → Behavior; label cue ""difficulty"" → Problem",Thinking Quality Under Pressure,Overthinking Anxiety
CONCERN_CON_1200,"Holistic Integration Between Academics, Wellbeing, Leadership, and Future Readiness",Behavior,0.92,"concern_category ends in ""fragmentation"" → Behavior; label cue ""leadership"" → Capability; label cue ""readiness"" → Capability",Holistic Development,Institutional Ecosystem Fragmentation
CONCERN_CON_1205,Institutional Creativity and Innovation Levels,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""creativity"" → Capability; label cue ""creativity"" → Capability; label cue ""difficulty"" → Problem",Inquiry & Curiosity,Creativity Visibility Weakness
CONCERN_CON_1208,Measure Student Ownership and Accountability,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""ownership"" → Capability",Leadership & Ownership,Accountability Visibility Weakness
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""competency"" → Capability; label cue ""competency"" → Capability",Thinking Quality Under Pressure,Decision Competency Visibility Weakness
CONCERN_CON_125,Building Structured Daily Study Plans,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""planning"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Daily Planning Weakness
CONCERN_CON_1295,Coordinating Multi-Layer Student Interventions,Capability,0.92,"concern_category ends in ""management"" → Capability; label cue ""difficulty"" → Problem",Organizational Effectiveness,Fragmented Intervention Management
CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""readiness"" → Capability; label cue ""readiness"" → Capability",Thinking Quality Under Pressure,Aptitude Readiness Blindness
CONCERN_CON_133,Isolation During Preparation,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""difficulty"" → Problem",Social & Emotional Intelligence,Preparation Isolation Stress
CONCERN_CON_138,Test-Taking Strategy in Competitive Exams,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Readiness,Competitive Exam Strategy Weakness
CONCERN_CON_143,Consistent Mock Test Discipline,Problem,0.92,"concern_category ends in ""inconsistency"" → Problem; label cue ""discipline"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Mock Test Inconsistency
CONCERN_CON_1475,assertiveness in academic and social settings,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Personal Leadership,Assertiveness Deficit
CONCERN_CON_148,Handle Exam-Day Surprises Calmly,Behavior,0.92,"concern_category ends in ""reactivity"" → Behavior",Thinking Quality Under Pressure,Exam Surprise Reactivity
CONCERN_CON_1490,adaptability during failures or setbacks,Risk,0.92,"concern_category ends in ""fragility"" → Risk; label cue ""adaptability"" → Capability",Leadership Recovery,Recovery Fragility
CONCERN_CON_155,Pressure from Multiple Expectations,Problem,0.92,"concern_category ends in ""overload"" → Problem; category token ""stress"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Adjustment & Coping Capacity,Multi-Expectation Stress Overload
CONCERN_CON_158,Adaptability to Changing Exam Patterns,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""adaptability"" → Capability; label cue ""adaptability"" → Capability",Thinking Quality Under Pressure,Exam Pattern Adaptability Weakness
CONCERN_CON_162,Sustain Revision Across Multiple Cycles,Problem,0.92,"concern_category ends in ""instability"" → Problem","Discipline, Habits & Consistency",Multi-Cycle Revision Instability
CONCERN_CON_164,Structured Thinking During Analytical Questions,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""reasoning"" → Capability; label cue ""thinking"" → Capability",Thinking Quality Under Pressure,Structured Reasoning Deficit
CONCERN_CON_1653,Fear of Asking Questions in Class,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem","Confidence, Self-Concept & Comparison",Participation Anxiety
CONCERN_CON_1654,Expressing Answers Verbally,Capability,0.92,"concern_category ends in ""communication"" → Capability; label cue ""difficulty"" → Problem",Communication & Expression,Verbal Communication
CONCERN_CON_168,Transition from Learning to Testing Mode,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Readiness,Learning-to-Testing Transition Weakness
CONCERN_CON_1693,Feedback from Teachers,Capability,0.92,"concern_category ends in ""adaptability"" → Capability; label cue ""difficulty"" → Problem",Social & Emotional Intelligence,Feedback Adaptability
CONCERN_CON_173,Preparation During Emotional Distress,Problem,0.55,"label cue ""distress"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Emotionally Disrupted Preparation
CONCERN_CON_1735,Confidence,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""confidence"" → Capability; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Confidence Deficit
CONCERN_CON_1736,Career Confusion,Problem,0.55,"label cue ""confusion"" → Problem",Academic Identity & Meaning,Career Identity
CONCERN_CON_1754,Burnout Symptoms,Risk,0.92,"concern_category ends in ""risk"" → Risk; category token ""burnout"" → Outcome; label cue ""burnout"" → Outcome",Examination Stress & Emotional Regulation,Burnout Risk
CONCERN_CON_1759,Emotional Shutdown,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Examination Stress & Emotional Regulation,Emotional Shutdown
CONCERN_CON_176,Emotional Awareness During Burnout Phases,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""burnout"" → Outcome; label cue ""awareness"" → Capability; label cue ""burnout"" → Outcome",Lifestyle & Pressure Environment,Burnout Self-Awareness Deficit
CONCERN_CON_1777,Constant Need for Entertainment,Trait,0.92,"concern_category ends in ""dependency"" → Trait",Lifestyle & Pressure Environment,Stimulation Dependency
CONCERN_CON_1782,Social Anxiety,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""anxiety"" → Problem",Social & Emotional Intelligence,Social Anxiety
CONCERN_CON_179,Emotional Fatigue During Revisions,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""fatigue"" → Outcome; label cue ""fatigue"" → Outcome; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Revision Fatigue Instability
CONCERN_CON_1790,Academic Comparison by Parents,Problem,0.92,"concern_category ends in ""pressure"" → Problem; category token ""comparison"" → Behavior; label cue ""comparison"" → Behavior","Confidence, Self-Concept & Comparison",Comparison Pressure
CONCERN_CON_1791,Over-Scheduling & Lack of Rest,Problem,0.92,"concern_category ends in ""overload"" → Problem",Lifestyle & Pressure Environment,Schedule Overload
CONCERN_CON_1795,Curiosity,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""curiosity"" → Capability; label cue ""curiosity"" → Capability","Motivation, Values & Responsibility",Curiosity Deficit
CONCERN_CON_1799,Fear of Speaking English,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem",Communication & Expression,Language Anxiety
CONCERN_CON_1805,Emotional Dependency on Relationships,Trait,0.92,"concern_category ends in ""dependency"" → Trait; label cue ""dependency"" → Trait",Social & Emotional Intelligence,Relationship Dependency
CONCERN_CON_1807,Child Becoming Manipulative,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Social & Emotional Intelligence,Manipulative Behavior
CONCERN_CON_1812,Learned Helplessness,Problem,0.92,"concern_category ends in ""helplessness"" → Problem; label cue ""helplessness"" → Problem",Examination Stress & Emotional Regulation,Learned Helplessness
CONCERN_CON_1818,Fear of Making Mistakes,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem","Confidence, Self-Concept & Comparison",Mistake Anxiety
CONCERN_CON_1819,Child Becoming Emotionally Numb,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Examination Stress & Emotional Regulation,Emotional Numbness
CONCERN_CON_1842,Emotional Dependence on Validation,Trait,0.55,"label cue ""dependence"" → Trait","Confidence, Self-Concept & Comparison",Validation Addiction
CONCERN_CON_1843,Excessive Self-Criticism,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,"Confidence, Self-Concept & Comparison",Harsh Self-Evaluation
CONCERN_CON_1844,Emotional Withdrawal After Failure,Behavior,0.92,"concern_category ends in ""withdrawal"" → Behavior; category token ""failure"" → Outcome; label cue ""withdrawal"" → Behavior; label cue ""failure"" → Outcome",Examination Stress & Emotional Regulation,Failure Withdrawal
CONCERN_CON_1849,Emotional Outbursts During Screen Restrictions,Behavior,0.92,"concern_category ends in ""reactivity"" → Behavior; category token ""withdrawal"" → Behavior",Lifestyle & Pressure Environment,Withdrawal Reactivity
CONCERN_CON_1854,Child Becoming Cynical Early,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,"Motivation, Values & Responsibility",Cynicism Development
CONCERN_CON_1864,Listening Skills,Problem,0.92,"concern_category ends in ""deficit"" → Problem; label cue ""skills"" → Capability",Communication & Expression,Listening Deficit
CONCERN_CON_1867,Child Becoming Emotionally Detached from Grandparents,Problem,0.92,"concern_category ends in ""disconnect"" → Problem",Adjustment & Coping Capacity,Intergenerational Disconnect
CONCERN_CON_1872,Child Feeling Inferior to High Performers,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,"Confidence, Self-Concept & Comparison",Inferiority Complex
CONCERN_CON_1873,Child Developing Victim Mindset,Capability,0.55,"label cue ""mindset"" → Capability","Motivation, Values & Responsibility",Victim Mentality
CONCERN_CON_1877,Child Becoming Overly Competitive with Siblings,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Social & Emotional Intelligence,Sibling Rivalry
CONCERN_CON_1883,Body Image Confidence,Problem,0.92,"concern_category ends in ""insecurity"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Body Image Insecurity
CONCERN_CON_1884,Child Becoming Addicted to Short Video Platforms,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Lifestyle & Pressure Environment,Short-Video Addiction
CONCERN_CON_189,Building Confidence After Long Study Gaps,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""confidence"" → Capability; label cue ""confidence"" → Capability; label cue ""gaps"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Restart Confidence Weakness
CONCERN_CON_1891,Emotional Recovery After Criticism,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Examination Stress & Emotional Regulation,Criticism Recovery Weakness
CONCERN_CON_1901,Child Losing Interest in Real-World Relationships,Behavior,0.92,"concern_category ends in ""withdrawal"" → Behavior",Social & Emotional Intelligence,Real-World Relationship Withdrawal
CONCERN_CON_1909,Child Becoming Emotionally Overwhelmed by News & Media,Problem,0.92,"concern_category ends in ""stress"" → Problem",Lifestyle & Pressure Environment,Media-Induced Emotional Stress
CONCERN_CON_1918,Child Losing Trust in Parents,Outcome,0.92,"concern_category ends in ""breakdown"" → Outcome",Adjustment & Coping Capacity,Trust Breakdown
CONCERN_CON_192,Decision-Making During High-Pressure Sections,Problem,0.92,"concern_category ends in ""instability"" → Problem",Thinking Quality Under Pressure,High-Pressure Decision Instability
CONCERN_CON_1923,Child Feeling Insecure About Future Stability,Problem,0.92,"concern_category ends in ""insecurity"" → Problem; label cue ""stability"" → Capability",Examination Stress & Emotional Regulation,Future Insecurity
CONCERN_CON_1929,Child Becoming Addicted to External Motivation,Trait,0.92,"concern_category ends in ""dependency"" → Trait","Motivation, Values & Responsibility",External Motivation Dependency
CONCERN_CON_1941,Confidence in Studies,Problem,0.92,"concern_category ends in ""insecurity"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Academic Insecurity
CONCERN_CON_1942,Time Management,Problem,0.92,"concern_category ends in ""mismanagement"" → Problem; label cue ""management"" → Capability","Discipline, Habits & Consistency",Time Mismanagement
CONCERN_CON_195,Emotional Pressure from Coaching Investments,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Coaching Investment Anxiety
CONCERN_CON_1981,Sequential Thinking Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""reasoning"" → Capability; label cue ""thinking"" → Capability; label cue ""skills"" → Capability",Academic & Cognitive Effectiveness,Sequential Reasoning Weakness
CONCERN_CON_1997,Following Multi-Teacher Instructions,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Multi-Instruction Processing Difficulty
CONCERN_CON_2001,Advanced Curriculum Transition,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Learning Adaptability,Curriculum Transition Difficulty
CONCERN_CON_2003,Competitive Awareness,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""awareness"" → Capability",Competitive Exam Readiness,Competitive Awareness Deficit
CONCERN_CON_2029,Academic Expectations from Multiple Sources,Problem,0.92,"concern_category ends in ""overload"" → Problem; category token ""pressure"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Multi-Source Pressure Overload
CONCERN_CON_2039,Interdisciplinary Questions,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; category token ""reasoning"" → Capability; label cue ""difficulty"" → Problem",Thinking Quality Under Pressure,Integrated Reasoning Difficulty
CONCERN_CON_2073,Learning Discipline During Holidays,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability; label cue ""discipline"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Holiday Discipline Weakness
CONCERN_CON_2087,Academic Expectations from Parents,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Parent Expectation Stress
CONCERN_CON_2092,Completing Long Assignments,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Long-Task Fatigue
CONCERN_CON_211,Understanding Future Industry Trends,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""awareness"" → Capability; label cue ""understanding"" → Capability; label cue ""difficulty"" → Problem",Career Readiness,Future Industry Awareness Weakness
CONCERN_CON_2118,Managing Students Who Avoid Asking Doubts,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; category token ""doubt"" → Problem",Classroom Engagement,Doubt Avoidance
CONCERN_CON_2133,Supporting Slow Learners Without Demotivating Them,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Learning Adaptability,Slow Learner Support Difficulty
CONCERN_CON_2140,Supporting Students with Weak Exam Strategy,Problem,0.92,"concern_category ends in ""difficulty"" → Problem",Examination Readiness,Exam Strategy Guidance Difficulty
