concern_id,behavior_statement,observability,human_realism,distinctiveness,actionability,total,accepted
CONCERN_COM_2004,crams the night before {evaluation},5,5,4,5,19,true
CONCERN_COM_2007,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_2007,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2007,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2024,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_2024,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_COM_2024,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_COM_2027,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2027,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2027,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_2047,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2047,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2047,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_2053,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2053,freezes when the path forward is unclear,5,5,4,5,19,true
CONCERN_COM_2053,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2066,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2066,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2066,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_2075,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_COM_2075,misses {task} deadlines,5,5,4,5,19,true
CONCERN_COM_2075,underestimates how long {task} will take,5,5,4,5,19,true
CONCERN_COM_2075,starts {task} at the last minute,5,5,4,5,19,true
CONCERN_COM_2095,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_COM_2095,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_2095,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_2095,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_2109,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2109,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_COM_2109,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_2127,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_2127,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_COM_2127,repeats the same mistakes with {task},3,2,2,3,10,false
CONCERN_COM_2151,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2151,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2151,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_2170,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_2170,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_2170,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_2174,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_COM_2174,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_2174,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_2174,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_2176,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2176,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_COM_2176,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2183,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2183,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2183,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_2188,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_2188,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_COM_2188,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_COM_2197,stays silent during group work with {peers},5,5,4,5,19,true
CONCERN_COM_2197,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2197,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2203,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2203,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2203,avoids tasks related to {task},3,2,2,3,10,false
CONCERN_COM_2207,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2207,loses track of {task} and materials,5,5,4,5,19,true
CONCERN_COM_2207,works without a clear plan for {task},5,5,4,5,19,true
CONCERN_COM_2207,struggles to decide what to do first,5,5,4,5,19,true
CONCERN_COM_2207,underestimates how long {task} will take,5,5,4,5,19,true
CONCERN_COM_2213,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2213,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_2213,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2239,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2239,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2239,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_225,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_225,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_225,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_2254,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2254,rarely notices how their actions affect {peers},5,5,4,5,19,true
CONCERN_COM_2254,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2261,crams the night before {evaluation},5,5,4,5,19,true
CONCERN_COM_2261,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2261,avoids tasks related to {task},3,2,2,3,10,false
CONCERN_COM_2267,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_2267,accepts the first idea without checking it,5,5,4,5,19,true
CONCERN_COM_2267,struggles to put ideas into writing,5,5,4,5,19,true
CONCERN_COM_2268,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_2268,struggles to stay steady when routines change,5,5,4,5,19,true
CONCERN_COM_2268,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_2270,works without a clear plan for {task},5,5,4,5,19,true
CONCERN_COM_2270,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2270,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2284,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2284,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_COM_2284,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_2290,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_2290,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_COM_2290,accepts the first idea without checking it,5,5,4,5,19,true
CONCERN_COM_2295,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_COM_2295,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_2295,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_2295,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_2299,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2299,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2299,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_23,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_23,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_23,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_2335,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_COM_2335,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_COM_2335,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_2453,gets pulled away from {task} by distractions,5,5,4,5,19,true
CONCERN_COM_2453,checks the phone repeatedly during {task},5,5,4,5,19,true
CONCERN_COM_2453,loses focus within minutes of starting {task},5,5,4,5,19,true
CONCERN_COM_2457,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_2457,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_2457,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_2457,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_2458,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_2458,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_2458,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_247,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_247,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_247,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_2485,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_2485,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_2485,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_25,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_25,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_25,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_264,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_264,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_264,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_264,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_268,forgets material learned for {evaluation},5,5,4,5,19,true
CONCERN_COM_268,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_268,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_273,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_273,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_COM_273,repeats the same mistakes with {task},3,2,2,3,10,false
CONCERN_COM_279,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_279,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_279,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_279,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_282,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_COM_282,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_COM_282,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_COM_293,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_293,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_COM_293,repeats the same mistakes with {task},3,2,2,3,10,false
CONCERN_COM_296,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_296,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_296,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_297,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_297,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_297,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_303,accepts the first idea without checking it,5,5,4,5,19,true
CONCERN_COM_303,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_303,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_303,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_303,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_COM_312,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_312,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_312,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_327,changes the decision repeatedly after making it,5,5,4,5,19,true
CONCERN_COM_327,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_327,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_334,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_COM_334,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_COM_334,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_337,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_COM_337,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_337,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_35,abandons routines for {task} after a few days,5,5,4,5,19,true
CONCERN_COM_35,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_35,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_355,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_355,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_355,struggles to stay steady when routines change,5,5,4,5,19,true
CONCERN_COM_363,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_363,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_363,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_363,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_363,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_CON_1790,avoids the hardest {task},5,5,4,5,19,true
CONCERN_CON_1790,compares themselves unfavourably to {peers},5,5,4,5,19,true
CONCERN_CON_1790,shows difficulty with {task},3,2,2,3,10,false
CONCERN_COM_367,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_367,struggles to meet expectations set by {authority},5,5,4,5,19,true
CONCERN_COM_367,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_370,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_370,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_370,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_377,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_377,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_COM_377,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_COM_383,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_383,under-prepares for interviews,5,5,4,5,19,true
CONCERN_COM_383,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_COM_385,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_385,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_385,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_387,avoids the hardest {task},5,5,4,5,19,true
CONCERN_COM_387,under-prepares for interviews,5,5,4,5,19,true
CONCERN_COM_387,arrives underprepared for {task},5,5,4,5,19,true
CONCERN_COM_387,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_387,crams the night before {evaluation},5,5,4,5,19,true
CONCERN_COM_396,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_396,struggles to stay steady when routines change,5,5,4,5,19,true
CONCERN_COM_396,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_402,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_402,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_402,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_405,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_405,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_405,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_410,avoids disagreements even when it matters,5,5,4,5,19,true
CONCERN_COM_410,avoids building professional relationships,5,5,4,5,19,true
CONCERN_COM_410,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_415,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_415,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_COM_415,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_COM_43,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_COM_43,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_COM_43,repeats the same mistakes with {task},3,2,2,3,10,false
CONCERN_COM_430,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_430,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_430,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_433,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_433,avoids building professional relationships,5,5,4,5,19,true
CONCERN_COM_433,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_434,struggles to decide what to do first,5,5,4,5,19,true
CONCERN_COM_434,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_434,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_441,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_441,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_441,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_447,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_447,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_447,changes the decision repeatedly after making it,5,5,4,5,19,true
CONCERN_COM_447,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_447,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_456,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_456,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_456,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_456,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_456,struggles to bounce back after setbacks,5,5,4,5,19,true
CONCERN_COM_46,accepts the first idea without checking it,5,5,4,5,19,true
CONCERN_COM_46,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_COM_46,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_463,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_463,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_463,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_469,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_469,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_469,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_481,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_481,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_481,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_485,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_485,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_COM_485,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_COM_491,compares themselves unfavourably to {peers},5,5,4,5,19,true
CONCERN_COM_491,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_491,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_495,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_495,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_495,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_500,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_500,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_500,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_503,shows little energy for starting {task},5,5,4,5,19,true
CONCERN_COM_503,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_503,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_527,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_527,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_527,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_541,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_541,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_541,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_547,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_547,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_547,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_557,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_557,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_557,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_563,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_563,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_563,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_567,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_567,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_567,hesitates to act on opportunities,3,2,2,3,10,false
CONCERN_COM_575,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_575,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_575,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_578,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_578,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_578,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_587,struggles to set direction for {peers},5,5,4,5,19,true
CONCERN_COM_587,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_COM_587,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_591,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_591,compares themselves unfavourably to {peers},5,5,4,5,19,true
CONCERN_COM_591,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_COM_596,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_596,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_596,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_609,avoids disagreements even when it matters,5,5,4,5,19,true
CONCERN_COM_609,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_609,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_613,shows little energy for starting {task},5,5,4,5,19,true
CONCERN_COM_613,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_613,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_644,struggles to meet expectations set by {authority},5,5,4,5,19,true
CONCERN_COM_644,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_644,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_65,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_65,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_65,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_663,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_COM_663,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_663,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_666,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_666,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_666,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_669,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_669,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_669,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_67,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_67,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_COM_67,works without a clear plan for {task},5,5,4,5,19,true
CONCERN_COM_671,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_671,avoids building professional relationships,5,5,4,5,19,true
CONCERN_COM_671,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_677,gets pulled away from {task} by distractions,5,5,4,5,19,true
CONCERN_COM_677,abandons routines for {task} after a few days,5,5,4,5,19,true
CONCERN_COM_677,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_685,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_COM_685,gives up after the first mistake,5,5,4,5,19,true
CONCERN_COM_685,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_COM_685,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_685,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_COM_686,struggles to decide what to do first,5,5,4,5,19,true
CONCERN_COM_686,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_686,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_COM_689,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_689,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_689,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_COM_695,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_COM_695,misses {task} deadlines,5,5,4,5,19,true
CONCERN_COM_695,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_699,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_699,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_COM_699,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_COM_705,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_705,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_705,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_707,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_COM_707,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_COM_707,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_715,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_COM_715,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_715,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_725,misreads instructions for {task},5,5,4,5,19,true
CONCERN_COM_725,struggles to meet expectations set by {authority},5,5,4,5,19,true
CONCERN_COM_725,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_742,avoids taking the lead with {peers},5,5,4,5,19,true
CONCERN_COM_742,avoids building professional relationships,5,5,4,5,19,true
CONCERN_COM_742,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_COM_767,stays silent during group work with {peers},5,5,4,5,19,true
CONCERN_COM_767,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_767,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_789,stays silent during group work with {peers},5,5,4,5,19,true
CONCERN_COM_789,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_789,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_COM_79,keeps to themselves around {peers},5,5,4,5,19,true
CONCERN_COM_79,holds back when interacting with {peers},3,2,2,3,10,false
CONCERN_COM_79,avoids social situations at {setting},3,2,2,3,10,false
CONCERN_COM_8,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_COM_8,struggles to organize {task},3,2,2,3,10,false
CONCERN_COM_8,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_COM_809,stays silent during group work with {peers},5,5,4,5,19,true
CONCERN_COM_809,avoids taking the lead with {peers},5,5,4,5,19,true
CONCERN_COM_809,takes on everything instead of delegating,5,5,4,5,19,true
CONCERN_COM_809,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_COM_839,avoids taking the lead with {peers},5,5,4,5,19,true
CONCERN_COM_839,takes on everything instead of delegating,5,5,4,5,19,true
CONCERN_COM_839,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_COM_839,shows little energy for starting {task},5,5,4,5,19,true
CONCERN_COM_857,worries excessively before {evaluation},5,5,4,5,19,true
CONCERN_COM_857,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_COM_857,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_COM_867,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_COM_867,avoids taking the lead with {peers},5,5,4,5,19,true
CONCERN_COM_867,takes on everything instead of delegating,5,5,4,5,19,true
CONCERN_COM_867,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_COM_867,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_COM_871,avoids taking the lead with {peers},5,5,4,5,19,true
CONCERN_COM_871,takes on everything instead of delegating,5,5,4,5,19,true
