kind,redundant,text_a,text_b,overlap,archetype_a,archetype_b,stakeholder_a,stakeholder_b
stakeholder,false,"Each day this week, help your child note one moment when thoughts were hard to put into words.","Each day this week, have the student note one moment when thoughts were hard to put into words.",0.8,communication_expression,communication_expression,parent,teacher
stakeholder,false,"Each day this week, help your child note one moment when thoughts were hard to put into words.","Each workday this week, note one moment when thoughts were hard to put into words.",0.733,communication_expression,communication_expression,parent,professional
stakeholder,false,"Each day this week, have the student note one moment when thoughts were hard to put into words.",Set a one-week task for your client to note one moment when thoughts were hard to put into words.,0.625,communication_expression,communication_expression,teacher,counselor
stakeholder,false,"Each day this week, have the student note one moment when thoughts were hard to put into words.","Each workday this week, note one moment when thoughts were hard to put into words.",0.786,communication_expression,communication_expression,teacher,professional
stakeholder,false,Set a one-week task for your client to note one moment when thoughts were hard to put into words.,"Each workday this week, note one moment when thoughts were hard to put into words.",0.667,communication_expression,communication_expression,counselor,professional
stakeholder,false,"Over the next 30 days, practise explaining one idea clearly in a meeting or talk each week.","Over the next 30 days, help your child practise explaining one idea clearly in a meeting or talk each week.",0.857,communication_expression,communication_expression,student,parent
stakeholder,false,"Over the next 30 days, practise explaining one idea clearly in a meeting or talk each week.","Over the next month, coach the student to practise explaining one idea clearly in a meeting or talk each week.",0.733,communication_expression,communication_expression,student,teacher
stakeholder,false,"Over the next 30 days, practise explaining one idea clearly in a meeting or talk each week.","Over the next 30 days at work, practise explaining one idea clearly in a meeting or talk each week.",0.923,communication_expression,communication_expression,student,professional
stakeholder,false,"Over the next 30 days, help your child practise explaining one idea clearly in a meeting or talk each week.","Over the next month, coach the student to practise explaining one idea clearly in a meeting or talk each week.",0.647,communication_expression,communication_expression,parent,teacher
stakeholder,false,"Over the next 30 days, help your child practise explaining one idea clearly in a meeting or talk each week.","Over the next 30 days at work, practise explaining one idea clearly in a meeting or talk each week.",0.8,communication_expression,communication_expression,parent,professional
stakeholder,false,"Over the next month, coach the student to practise explaining one idea clearly in a meeting or talk each week.","Over the next 30 days at work, practise explaining one idea clearly in a meeting or talk each week.",0.688,communication_expression,communication_expression,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to practise explaining one idea clearly in a meeting or talk each week.","Over the next 30 days at work, practise explaining one idea clearly in a meeting or talk each week.",0.625,communication_expression,communication_expression,counselor,professional
stakeholder,false,"Over the next 90 days, build a clear, confident speaking voice over a term of small talks.","Across this term, help your child build a clear, confident speaking voice over a term of small talks.",0.692,communication_expression,communication_expression,student,parent
stakeholder,false,"Over the next 90 days, build a clear, confident speaking voice over a term of small talks.","Across the term, support the student to build a clear, confident speaking voice over a term of small talks.",0.692,communication_expression,communication_expression,student,teacher
stakeholder,false,"Over the next 90 days, build a clear, confident speaking voice over a term of small talks.","Across a 90-day plan, guide your client to build a clear, confident speaking voice over a term of small talks.",0.6,communication_expression,communication_expression,student,counselor
stakeholder,false,"Over the next 90 days, build a clear, confident speaking voice over a term of small talks.","Over the next quarter at work, build a clear, confident speaking voice over a term of small talks.",0.769,communication_expression,communication_expression,student,professional
stakeholder,false,"Across this term, help your child build a clear, confident speaking voice over a term of small talks.","Across the term, support the student to build a clear, confident speaking voice over a term of small talks.",0.692,communication_expression,communication_expression,parent,teacher
stakeholder,false,"Across this term, help your child build a clear, confident speaking voice over a term of small talks.","Across a 90-day plan, guide your client to build a clear, confident speaking voice over a term of small talks.",0.6,communication_expression,communication_expression,parent,counselor
stakeholder,false,"Across this term, help your child build a clear, confident speaking voice over a term of small talks.","Over the next quarter at work, build a clear, confident speaking voice over a term of small talks.",0.643,communication_expression,communication_expression,parent,professional
stakeholder,false,"Across the term, support the student to build a clear, confident speaking voice over a term of small talks.","Across a 90-day plan, guide your client to build a clear, confident speaking voice over a term of small talks.",0.6,communication_expression,communication_expression,teacher,counselor
stakeholder,false,"Across the term, support the student to build a clear, confident speaking voice over a term of small talks.","Over the next quarter at work, build a clear, confident speaking voice over a term of small talks.",0.643,communication_expression,communication_expression,teacher,professional
stakeholder,false,Build a daily habit — a daily habit of stating one point in a single clear sentence.,Help your child build a daily habit — a daily habit of stating one point in a single clear sentence.,0.818,communication_expression,communication_expression,student,parent
stakeholder,false,Build a daily habit — a daily habit of stating one point in a single clear sentence.,Encourage a daily classroom habit — a daily habit of stating one point in a single clear sentence.,0.727,communication_expression,communication_expression,student,teacher
stakeholder,false,Build a daily habit — a daily habit of stating one point in a single clear sentence.,Anchor a daily habit with your client — a daily habit of stating one point in a single clear sentence.,0.727,communication_expression,communication_expression,student,counselor
stakeholder,false,Build a daily habit — a daily habit of stating one point in a single clear sentence.,Build a daily workday habit — a daily habit of stating one point in a single clear sentence.,0.9,communication_expression,communication_expression,student,professional
stakeholder,false,Help your child build a daily habit — a daily habit of stating one point in a single clear sentence.,Encourage a daily classroom habit — a daily habit of stating one point in a single clear sentence.,0.615,communication_expression,communication_expression,parent,teacher
stakeholder,false,Help your child build a daily habit — a daily habit of stating one point in a single clear sentence.,Anchor a daily habit with your client — a daily habit of stating one point in a single clear sentence.,0.615,communication_expression,communication_expression,parent,counselor
stakeholder,false,Help your child build a daily habit — a daily habit of stating one point in a single clear sentence.,Build a daily workday habit — a daily habit of stating one point in a single clear sentence.,0.75,communication_expression,communication_expression,parent,professional
stakeholder,false,Encourage a daily classroom habit — a daily habit of stating one point in a single clear sentence.,Anchor a daily habit with your client — a daily habit of stating one point in a single clear sentence.,0.667,communication_expression,communication_expression,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a daily habit of stating one point in a single clear sentence.,Build a daily workday habit — a daily habit of stating one point in a single clear sentence.,0.667,communication_expression,communication_expression,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a daily habit of stating one point in a single clear sentence.,Build a daily workday habit — a daily habit of stating one point in a single clear sentence.,0.667,communication_expression,communication_expression,counselor,professional
stakeholder,false,Practise this skill each week — organising thoughts into three points before speaking.,Practise this skill each week at work — organising thoughts into three points before speaking.,0.917,communication_expression,communication_expression,student,professional
stakeholder,false,Give your child weekly practice — organising thoughts into three points before speaking.,Set weekly practice for the student — organising thoughts into three points before speaking.,0.692,communication_expression,communication_expression,parent,teacher
stakeholder,false,Give your child weekly practice — organising thoughts into three points before speaking.,Assign your client weekly practice — organising thoughts into three points before speaking.,0.692,communication_expression,communication_expression,parent,counselor
stakeholder,false,Set weekly practice for the student — organising thoughts into three points before speaking.,Assign your client weekly practice — organising thoughts into three points before speaking.,0.692,communication_expression,communication_expression,teacher,counselor
stakeholder,false,"Today, write down three recent wins and one challenge worth taking on today.","Today, help your child write down three recent wins and one challenge worth taking on today.",0.818,confidence_self_efficacy,confidence_self_efficacy,student,parent
stakeholder,false,"Today, write down three recent wins and one challenge worth taking on today.","In class today, have the student write down three recent wins and one challenge worth taking on today.",0.818,confidence_self_efficacy,confidence_self_efficacy,student,teacher
stakeholder,false,"Today, write down three recent wins and one challenge worth taking on today.","In today’s session, guide your client to write down three recent wins and one challenge worth taking on today.",0.75,confidence_self_efficacy,confidence_self_efficacy,student,counselor
stakeholder,false,"Today, write down three recent wins and one challenge worth taking on today.","Before the workday ends, write down three recent wins and one challenge worth taking on today.",0.75,confidence_self_efficacy,confidence_self_efficacy,student,professional
stakeholder,false,"Today, help your child write down three recent wins and one challenge worth taking on today.","In class today, have the student write down three recent wins and one challenge worth taking on today.",0.692,confidence_self_efficacy,confidence_self_efficacy,parent,teacher
stakeholder,false,"Today, help your child write down three recent wins and one challenge worth taking on today.","In today’s session, guide your client to write down three recent wins and one challenge worth taking on today.",0.643,confidence_self_efficacy,confidence_self_efficacy,parent,counselor
stakeholder,false,"Today, help your child write down three recent wins and one challenge worth taking on today.","Before the workday ends, write down three recent wins and one challenge worth taking on today.",0.643,confidence_self_efficacy,confidence_self_efficacy,parent,professional
stakeholder,false,"In class today, have the student write down three recent wins and one challenge worth taking on today.","In today’s session, guide your client to write down three recent wins and one challenge worth taking on today.",0.643,confidence_self_efficacy,confidence_self_efficacy,teacher,counselor
stakeholder,false,"In class today, have the student write down three recent wins and one challenge worth taking on today.","Before the workday ends, write down three recent wins and one challenge worth taking on today.",0.643,confidence_self_efficacy,confidence_self_efficacy,teacher,professional
stakeholder,false,"In today’s session, guide your client to write down three recent wins and one challenge worth taking on today.","Before the workday ends, write down three recent wins and one challenge worth taking on today.",0.6,confidence_self_efficacy,confidence_self_efficacy,counselor,professional
stakeholder,false,"Each day this week, note one moment of self-doubt and one sign of real ability.","Each day this week, help your child note one moment of self-doubt and one sign of real ability.",0.846,confidence_self_efficacy,confidence_self_efficacy,student,parent
stakeholder,false,"Each day this week, note one moment of self-doubt and one sign of real ability.","Each day this week, have the student note one moment of self-doubt and one sign of real ability.",0.917,confidence_self_efficacy,confidence_self_efficacy,student,teacher
stakeholder,false,"Each day this week, note one moment of self-doubt and one sign of real ability.",Set a one-week task for your client to note one moment of self-doubt and one sign of real ability.,0.643,confidence_self_efficacy,confidence_self_efficacy,student,counselor
stakeholder,false,"Each day this week, note one moment of self-doubt and one sign of real ability.","Each workday this week, note one moment of self-doubt and one sign of real ability.",0.833,confidence_self_efficacy,confidence_self_efficacy,student,professional
stakeholder,false,"Each day this week, help your child note one moment of self-doubt and one sign of real ability.","Each day this week, have the student note one moment of self-doubt and one sign of real ability.",0.786,confidence_self_efficacy,confidence_self_efficacy,parent,teacher
stakeholder,false,"Each day this week, help your child note one moment of self-doubt and one sign of real ability.","Each workday this week, note one moment of self-doubt and one sign of real ability.",0.714,confidence_self_efficacy,confidence_self_efficacy,parent,professional
stakeholder,false,"Each day this week, have the student note one moment of self-doubt and one sign of real ability.",Set a one-week task for your client to note one moment of self-doubt and one sign of real ability.,0.6,confidence_self_efficacy,confidence_self_efficacy,teacher,counselor
stakeholder,false,"Each day this week, have the student note one moment of self-doubt and one sign of real ability.","Each workday this week, note one moment of self-doubt and one sign of real ability.",0.769,confidence_self_efficacy,confidence_self_efficacy,teacher,professional
stakeholder,false,Set a one-week task for your client to note one moment of self-doubt and one sign of real ability.,"Each workday this week, note one moment of self-doubt and one sign of real ability.",0.643,confidence_self_efficacy,confidence_self_efficacy,counselor,professional
stakeholder,false,"Over the next 30 days, take on a slightly harder challenge each week to build real confidence.","Over the next 30 days, help your child take on a slightly harder challenge each week to build real confidence.",0.857,confidence_self_efficacy,confidence_self_efficacy,student,parent
stakeholder,false,"Over the next 30 days, take on a slightly harder challenge each week to build real confidence.","Over the next month, coach the student to take on a slightly harder challenge each week to build real confidence.",0.733,confidence_self_efficacy,confidence_self_efficacy,student,teacher
stakeholder,false,"Over the next 30 days, take on a slightly harder challenge each week to build real confidence.","Over the next 30 days at work, take on a slightly harder challenge each week to build real confidence.",0.923,confidence_self_efficacy,confidence_self_efficacy,student,professional
stakeholder,false,"Over the next 30 days, help your child take on a slightly harder challenge each week to build real confidence.","Over the next month, coach the student to take on a slightly harder challenge each week to build real confidence.",0.647,confidence_self_efficacy,confidence_self_efficacy,parent,teacher
stakeholder,false,"Over the next 30 days, help your child take on a slightly harder challenge each week to build real confidence.","Over the next 30 days at work, take on a slightly harder challenge each week to build real confidence.",0.8,confidence_self_efficacy,confidence_self_efficacy,parent,professional
stakeholder,false,"Over the next month, coach the student to take on a slightly harder challenge each week to build real confidence.","Over the next 30 days at work, take on a slightly harder challenge each week to build real confidence.",0.688,confidence_self_efficacy,confidence_self_efficacy,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to take on a slightly harder challenge each week to build real confidence.","Over the next 30 days at work, take on a slightly harder challenge each week to build real confidence.",0.625,confidence_self_efficacy,confidence_self_efficacy,counselor,professional
stakeholder,false,"Over the next 90 days, grow steady self-belief through a term of met challenges.","Across this term, help your child grow steady self-belief through a term of met challenges.",0.615,confidence_self_efficacy,confidence_self_efficacy,student,parent
stakeholder,false,"Over the next 90 days, grow steady self-belief through a term of met challenges.","Across the term, support the student to grow steady self-belief through a term of met challenges.",0.615,confidence_self_efficacy,confidence_self_efficacy,student,teacher
stakeholder,false,"Over the next 90 days, grow steady self-belief through a term of met challenges.","Over the next quarter at work, grow steady self-belief through a term of met challenges.",0.769,confidence_self_efficacy,confidence_self_efficacy,student,professional
stakeholder,false,"Across this term, help your child grow steady self-belief through a term of met challenges.","Across the term, support the student to grow steady self-belief through a term of met challenges.",0.667,confidence_self_efficacy,confidence_self_efficacy,parent,teacher
stakeholder,false,Build a daily habit — a daily note of one thing that proves real ability.,Help your child build a daily habit — a daily note of one thing that proves real ability.,0.818,confidence_self_efficacy,confidence_self_efficacy,student,parent
stakeholder,false,Build a daily habit — a daily note of one thing that proves real ability.,Encourage a daily classroom habit — a daily note of one thing that proves real ability.,0.727,confidence_self_efficacy,confidence_self_efficacy,student,teacher
stakeholder,false,Build a daily habit — a daily note of one thing that proves real ability.,Anchor a daily habit with your client — a daily note of one thing that proves real ability.,0.727,confidence_self_efficacy,confidence_self_efficacy,student,counselor
stakeholder,false,Build a daily habit — a daily note of one thing that proves real ability.,Build a daily workday habit — a daily note of one thing that proves real ability.,0.9,confidence_self_efficacy,confidence_self_efficacy,student,professional
stakeholder,false,Help your child build a daily habit — a daily note of one thing that proves real ability.,Encourage a daily classroom habit — a daily note of one thing that proves real ability.,0.615,confidence_self_efficacy,confidence_self_efficacy,parent,teacher
stakeholder,false,Help your child build a daily habit — a daily note of one thing that proves real ability.,Anchor a daily habit with your client — a daily note of one thing that proves real ability.,0.615,confidence_self_efficacy,confidence_self_efficacy,parent,counselor
stakeholder,false,Help your child build a daily habit — a daily note of one thing that proves real ability.,Build a daily workday habit — a daily note of one thing that proves real ability.,0.75,confidence_self_efficacy,confidence_self_efficacy,parent,professional
stakeholder,false,Encourage a daily classroom habit — a daily note of one thing that proves real ability.,Anchor a daily habit with your client — a daily note of one thing that proves real ability.,0.667,confidence_self_efficacy,confidence_self_efficacy,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a daily note of one thing that proves real ability.,Build a daily workday habit — a daily note of one thing that proves real ability.,0.667,confidence_self_efficacy,confidence_self_efficacy,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a daily note of one thing that proves real ability.,Build a daily workday habit — a daily note of one thing that proves real ability.,0.667,confidence_self_efficacy,confidence_self_efficacy,counselor,professional
stakeholder,false,Practise this skill each week — facing small challenges on purpose to stop second-guessing.,Practise this skill each week at work — facing small challenges on purpose to stop second-guessing.,0.917,confidence_self_efficacy,confidence_self_efficacy,student,professional
stakeholder,false,Give your child weekly practice — facing small challenges on purpose to stop second-guessing.,Set weekly practice for the student — facing small challenges on purpose to stop second-guessing.,0.692,confidence_self_efficacy,confidence_self_efficacy,parent,teacher
stakeholder,false,Give your child weekly practice — facing small challenges on purpose to stop second-guessing.,Assign your client weekly practice — facing small challenges on purpose to stop second-guessing.,0.692,confidence_self_efficacy,confidence_self_efficacy,parent,counselor
stakeholder,false,Set weekly practice for the student — facing small challenges on purpose to stop second-guessing.,Assign your client weekly practice — facing small challenges on purpose to stop second-guessing.,0.692,confidence_self_efficacy,confidence_self_efficacy,teacher,counselor
stakeholder,false,"Today, ask why once and weigh one other option before deciding anything.","Today, help your child ask why once and weigh one other option before deciding anything.",0.846,critical_reflective_thinking,critical_reflective_thinking,student,parent
stakeholder,false,"Today, ask why once and weigh one other option before deciding anything.","In class today, have the student ask why once and weigh one other option before deciding anything.",0.846,critical_reflective_thinking,critical_reflective_thinking,student,teacher
stakeholder,false,"Today, ask why once and weigh one other option before deciding anything.","In today’s session, guide your client to ask why once and weigh one other option before deciding anything.",0.786,critical_reflective_thinking,critical_reflective_thinking,student,counselor
stakeholder,false,"Today, ask why once and weigh one other option before deciding anything.","Before the workday ends, ask why once and weigh one other option before deciding anything.",0.769,critical_reflective_thinking,critical_reflective_thinking,student,professional
stakeholder,false,"Today, help your child ask why once and weigh one other option before deciding anything.","In class today, have the student ask why once and weigh one other option before deciding anything.",0.733,critical_reflective_thinking,critical_reflective_thinking,parent,teacher
stakeholder,false,"Today, help your child ask why once and weigh one other option before deciding anything.","In today’s session, guide your client to ask why once and weigh one other option before deciding anything.",0.688,critical_reflective_thinking,critical_reflective_thinking,parent,counselor
stakeholder,false,"Today, help your child ask why once and weigh one other option before deciding anything.","Before the workday ends, ask why once and weigh one other option before deciding anything.",0.667,critical_reflective_thinking,critical_reflective_thinking,parent,professional
stakeholder,false,"In class today, have the student ask why once and weigh one other option before deciding anything.","In today’s session, guide your client to ask why once and weigh one other option before deciding anything.",0.688,critical_reflective_thinking,critical_reflective_thinking,teacher,counselor
stakeholder,false,"In class today, have the student ask why once and weigh one other option before deciding anything.","Before the workday ends, ask why once and weigh one other option before deciding anything.",0.667,critical_reflective_thinking,critical_reflective_thinking,teacher,professional
stakeholder,false,"In today’s session, guide your client to ask why once and weigh one other option before deciding anything.","Before the workday ends, ask why once and weigh one other option before deciding anything.",0.625,critical_reflective_thinking,critical_reflective_thinking,counselor,professional
stakeholder,false,"Each day this week, write down one assumption worth questioning and what the facts show.","Each day this week, help your child write down one assumption worth questioning and what the facts show.",0.846,critical_reflective_thinking,critical_reflective_thinking,student,parent
stakeholder,false,"Each day this week, write down one assumption worth questioning and what the facts show.","Each day this week, have the student write down one assumption worth questioning and what the facts show.",0.917,critical_reflective_thinking,critical_reflective_thinking,student,teacher
stakeholder,false,"Each day this week, write down one assumption worth questioning and what the facts show.",Set a one-week task for your client to write down one assumption worth questioning and what the facts show.,0.643,critical_reflective_thinking,critical_reflective_thinking,student,counselor
stakeholder,false,"Each day this week, write down one assumption worth questioning and what the facts show.","Each workday this week, write down one assumption worth questioning and what the facts show.",0.833,critical_reflective_thinking,critical_reflective_thinking,student,professional
stakeholder,false,"Each day this week, help your child write down one assumption worth questioning and what the facts show.","Each day this week, have the student write down one assumption worth questioning and what the facts show.",0.786,critical_reflective_thinking,critical_reflective_thinking,parent,teacher
stakeholder,false,"Each day this week, help your child write down one assumption worth questioning and what the facts show.","Each workday this week, write down one assumption worth questioning and what the facts show.",0.714,critical_reflective_thinking,critical_reflective_thinking,parent,professional
stakeholder,false,"Each day this week, have the student write down one assumption worth questioning and what the facts show.",Set a one-week task for your client to write down one assumption worth questioning and what the facts show.,0.6,critical_reflective_thinking,critical_reflective_thinking,teacher,counselor
stakeholder,false,"Each day this week, have the student write down one assumption worth questioning and what the facts show.","Each workday this week, write down one assumption worth questioning and what the facts show.",0.769,critical_reflective_thinking,critical_reflective_thinking,teacher,professional
stakeholder,false,Set a one-week task for your client to write down one assumption worth questioning and what the facts show.,"Each workday this week, write down one assumption worth questioning and what the facts show.",0.643,critical_reflective_thinking,critical_reflective_thinking,counselor,professional
stakeholder,false,"Over the next 30 days, follow a habit of reviewing decisions to learn from each mistake.","Over the next 30 days, help your child follow a habit of reviewing decisions to learn from each mistake.",0.846,critical_reflective_thinking,critical_reflective_thinking,student,parent
stakeholder,false,"Over the next 30 days, follow a habit of reviewing decisions to learn from each mistake.","Over the next month, coach the student to follow a habit of reviewing decisions to learn from each mistake.",0.714,critical_reflective_thinking,critical_reflective_thinking,student,teacher
stakeholder,false,"Over the next 30 days, follow a habit of reviewing decisions to learn from each mistake.","Over the next 30 days at work, follow a habit of reviewing decisions to learn from each mistake.",0.917,critical_reflective_thinking,critical_reflective_thinking,student,professional
stakeholder,false,"Over the next 30 days, help your child follow a habit of reviewing decisions to learn from each mistake.","Over the next month, coach the student to follow a habit of reviewing decisions to learn from each mistake.",0.625,critical_reflective_thinking,critical_reflective_thinking,parent,teacher
stakeholder,false,"Over the next 30 days, help your child follow a habit of reviewing decisions to learn from each mistake.","Over the next 30 days at work, follow a habit of reviewing decisions to learn from each mistake.",0.786,critical_reflective_thinking,critical_reflective_thinking,parent,professional
stakeholder,false,"Over the next month, coach the student to follow a habit of reviewing decisions to learn from each mistake.","Over the next 30 days at work, follow a habit of reviewing decisions to learn from each mistake.",0.667,critical_reflective_thinking,critical_reflective_thinking,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to follow a habit of reviewing decisions to learn from each mistake.","Over the next 30 days at work, follow a habit of reviewing decisions to learn from each mistake.",0.6,critical_reflective_thinking,critical_reflective_thinking,counselor,professional
stakeholder,false,"Over the next 90 days, sharpen reasoning by reflecting weekly on choices and their results.","Over the next quarter at work, sharpen reasoning by reflecting weekly on choices and their results.",0.727,critical_reflective_thinking,critical_reflective_thinking,student,professional
stakeholder,false,"Across this term, help your child sharpen reasoning by reflecting weekly on choices and their results.","Across the term, support the student to sharpen reasoning by reflecting weekly on choices and their results.",0.636,critical_reflective_thinking,critical_reflective_thinking,parent,teacher
stakeholder,false,Build a daily habit — a daily moment to question one thing taken for granted.,Help your child build a daily habit — a daily moment to question one thing taken for granted.,0.818,critical_reflective_thinking,critical_reflective_thinking,student,parent
stakeholder,false,Build a daily habit — a daily moment to question one thing taken for granted.,Encourage a daily classroom habit — a daily moment to question one thing taken for granted.,0.727,critical_reflective_thinking,critical_reflective_thinking,student,teacher
stakeholder,false,Build a daily habit — a daily moment to question one thing taken for granted.,Anchor a daily habit with your client — a daily moment to question one thing taken for granted.,0.727,critical_reflective_thinking,critical_reflective_thinking,student,counselor
stakeholder,false,Build a daily habit — a daily moment to question one thing taken for granted.,Build a daily workday habit — a daily moment to question one thing taken for granted.,0.9,critical_reflective_thinking,critical_reflective_thinking,student,professional
stakeholder,false,Help your child build a daily habit — a daily moment to question one thing taken for granted.,Encourage a daily classroom habit — a daily moment to question one thing taken for granted.,0.615,critical_reflective_thinking,critical_reflective_thinking,parent,teacher
stakeholder,false,Help your child build a daily habit — a daily moment to question one thing taken for granted.,Anchor a daily habit with your client — a daily moment to question one thing taken for granted.,0.615,critical_reflective_thinking,critical_reflective_thinking,parent,counselor
stakeholder,false,Help your child build a daily habit — a daily moment to question one thing taken for granted.,Build a daily workday habit — a daily moment to question one thing taken for granted.,0.75,critical_reflective_thinking,critical_reflective_thinking,parent,professional
stakeholder,false,Encourage a daily classroom habit — a daily moment to question one thing taken for granted.,Anchor a daily habit with your client — a daily moment to question one thing taken for granted.,0.667,critical_reflective_thinking,critical_reflective_thinking,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a daily moment to question one thing taken for granted.,Build a daily workday habit — a daily moment to question one thing taken for granted.,0.667,critical_reflective_thinking,critical_reflective_thinking,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a daily moment to question one thing taken for granted.,Build a daily workday habit — a daily moment to question one thing taken for granted.,0.667,critical_reflective_thinking,critical_reflective_thinking,counselor,professional
stakeholder,false,Practise this skill each week — weighing evidence for and against before reaching a conclusion.,Practise this skill each week at work — weighing evidence for and against before reaching a conclusion.,0.909,critical_reflective_thinking,critical_reflective_thinking,student,professional
stakeholder,false,Give your child weekly practice — weighing evidence for and against before reaching a conclusion.,Set weekly practice for the student — weighing evidence for and against before reaching a conclusion.,0.667,critical_reflective_thinking,critical_reflective_thinking,parent,teacher
stakeholder,false,Give your child weekly practice — weighing evidence for and against before reaching a conclusion.,Assign your client weekly practice — weighing evidence for and against before reaching a conclusion.,0.667,critical_reflective_thinking,critical_reflective_thinking,parent,counselor
stakeholder,false,Set weekly practice for the student — weighing evidence for and against before reaching a conclusion.,Assign your client weekly practice — weighing evidence for and against before reaching a conclusion.,0.667,critical_reflective_thinking,critical_reflective_thinking,teacher,counselor
stakeholder,false,"Today, ask one curious question and write down a fresh idea it sparks.","Today, help your child ask one curious question and write down a fresh idea it sparks.",0.818,curiosity_innovation,curiosity_innovation,student,parent
stakeholder,false,"Today, ask one curious question and write down a fresh idea it sparks.","In class today, have the student ask one curious question and write down a fresh idea it sparks.",0.818,curiosity_innovation,curiosity_innovation,student,teacher
stakeholder,false,"Today, ask one curious question and write down a fresh idea it sparks.","In today’s session, guide your client to ask one curious question and write down a fresh idea it sparks.",0.75,curiosity_innovation,curiosity_innovation,student,counselor
stakeholder,false,"Today, ask one curious question and write down a fresh idea it sparks.","Before the workday ends, ask one curious question and write down a fresh idea it sparks.",0.667,curiosity_innovation,curiosity_innovation,student,professional
stakeholder,false,"Today, help your child ask one curious question and write down a fresh idea it sparks.","In class today, have the student ask one curious question and write down a fresh idea it sparks.",0.692,curiosity_innovation,curiosity_innovation,parent,teacher
stakeholder,false,"Today, help your child ask one curious question and write down a fresh idea it sparks.","In today’s session, guide your client to ask one curious question and write down a fresh idea it sparks.",0.643,curiosity_innovation,curiosity_innovation,parent,counselor
stakeholder,false,"In class today, have the student ask one curious question and write down a fresh idea it sparks.","In today’s session, guide your client to ask one curious question and write down a fresh idea it sparks.",0.643,curiosity_innovation,curiosity_innovation,teacher,counselor
stakeholder,false,"Each day this week, note one new idea worth exploring or testing.","Each day this week, help your child note one new idea worth exploring or testing.",0.833,curiosity_innovation,curiosity_innovation,student,parent
stakeholder,false,"Each day this week, note one new idea worth exploring or testing.","Each day this week, have the student note one new idea worth exploring or testing.",0.909,curiosity_innovation,curiosity_innovation,student,teacher
stakeholder,false,"Each day this week, note one new idea worth exploring or testing.",Set a one-week task for your client to note one new idea worth exploring or testing.,0.615,curiosity_innovation,curiosity_innovation,student,counselor
stakeholder,false,"Each day this week, note one new idea worth exploring or testing.","Each workday this week, note one new idea worth exploring or testing.",0.818,curiosity_innovation,curiosity_innovation,student,professional
stakeholder,false,"Each day this week, help your child note one new idea worth exploring or testing.","Each day this week, have the student note one new idea worth exploring or testing.",0.769,curiosity_innovation,curiosity_innovation,parent,teacher
stakeholder,false,"Each day this week, help your child note one new idea worth exploring or testing.","Each workday this week, note one new idea worth exploring or testing.",0.692,curiosity_innovation,curiosity_innovation,parent,professional
stakeholder,false,"Each day this week, have the student note one new idea worth exploring or testing.","Each workday this week, note one new idea worth exploring or testing.",0.75,curiosity_innovation,curiosity_innovation,teacher,professional
stakeholder,false,Set a one-week task for your client to note one new idea worth exploring or testing.,"Each workday this week, note one new idea worth exploring or testing.",0.615,curiosity_innovation,curiosity_innovation,counselor,professional
stakeholder,false,"Over the next 30 days, run one small experiment a week to turn curiosity into a real idea.","Over the next 30 days, help your child run one small experiment a week to turn curiosity into a real idea.",0.867,curiosity_innovation,curiosity_innovation,student,parent
stakeholder,false,"Over the next 30 days, run one small experiment a week to turn curiosity into a real idea.","Over the next month, coach the student to run one small experiment a week to turn curiosity into a real idea.",0.75,curiosity_innovation,curiosity_innovation,student,teacher
stakeholder,false,"Over the next 30 days, run one small experiment a week to turn curiosity into a real idea.","Over the next 30 days at work, run one small experiment a week to turn curiosity into a real idea.",0.929,curiosity_innovation,curiosity_innovation,student,professional
stakeholder,false,"Over the next 30 days, help your child run one small experiment a week to turn curiosity into a real idea.","Over the next month, coach the student to run one small experiment a week to turn curiosity into a real idea.",0.667,curiosity_innovation,curiosity_innovation,parent,teacher
stakeholder,false,"Over the next 30 days, help your child run one small experiment a week to turn curiosity into a real idea.","Over the next 30 days at work, run one small experiment a week to turn curiosity into a real idea.",0.813,curiosity_innovation,curiosity_innovation,parent,professional
stakeholder,false,"Over the next month, coach the student to run one small experiment a week to turn curiosity into a real idea.","Over the next 30 days at work, run one small experiment a week to turn curiosity into a real idea.",0.706,curiosity_innovation,curiosity_innovation,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to run one small experiment a week to turn curiosity into a real idea.","Over the next 30 days at work, run one small experiment a week to turn curiosity into a real idea.",0.647,curiosity_innovation,curiosity_innovation,counselor,professional
stakeholder,false,"Over the next 90 days, build a creative habit of inventing and testing fresh ideas over the term.","Across this term, help your child build a creative habit of inventing and testing fresh ideas over the term.",0.692,curiosity_innovation,curiosity_innovation,student,parent
stakeholder,false,"Over the next 90 days, build a creative habit of inventing and testing fresh ideas over the term.","Across the term, support the student to build a creative habit of inventing and testing fresh ideas over the term.",0.692,curiosity_innovation,curiosity_innovation,student,teacher
