concern_id,concern,domain,persona,severity,priority,bridge_tag,resolves_to,route
CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,Student Engagement,Principal / Leadership,Medium,P2,STUDENT_ENGAGEMENT,remapped:STUDENT_SUCCESS,keyword
CONCERN_EMO_1182,Visibility into Teacher Burnout and Instructional Fatigue,Faculty Effectiveness,Principal / Leadership,Medium,P2,FACULTY_EFFECTIVENESS,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_ACA_1188,Measure Collaborative Competencies Institutionally,Collaboration & Ownership,Principal / Leadership,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_ACA_1198,Visibility into Teacher Competency Growth Needs,Faculty Development,Principal / Leadership,Medium,P2,FACULTY_DEVELOPMENT,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_EMO_1202,Visibility into Real Classroom Participation Equity,Collaboration & Ownership,Principal / Leadership,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_CON_1205,Institutional Creativity and Innovation Levels,Inquiry & Curiosity,Principal / Leadership,Medium,P2,INQUIRY_CURIOSITY,remapped:THINKING_QUALITY,override
CONCERN_LEA_1209,Teacher Adaptability to New Pedagogies,Faculty Development,Principal / Leadership,Medium,P2,FACULTY_DEVELOPMENT,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_EMP_1214,Visibility into Institutional Collaboration Culture,Collaboration & Ownership,Principal / Leadership,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_ACA_1217,Detecting Faculty Motivation Decline Early,Faculty Sustainability,Principal / Leadership,Medium,P2,FACULTY_SUSTAINABILITY,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_ACA_1224,Measure Institutional Adaptability Readiness,Organizational Development,Principal / Leadership,Medium,P2,ORGANIZATIONAL_DEVELOPMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_MOT_1227,Faculty Collaboration and Knowledge Sharing,Collaboration & Ownership,Principal / Leadership,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_LEA_1229,Institutional Innovation Readiness,Inquiry & Curiosity,Principal / Leadership,Medium,P2,INQUIRY_CURIOSITY,remapped:THINKING_QUALITY,override
CONCERN_ACA_1232,Build Institutional Reflective Teaching Practices,Faculty Development,Principal / Leadership,Medium,P2,FACULTY_DEVELOPMENT,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_ACA_1249,Faculty Emotional Wellbeing Institutionally,Faculty Sustainability,Principal / Leadership,Medium,P2,FACULTY_SUSTAINABILITY,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_FAC_1250,Visibility into Student Adaptability During Curriculum Changes,Adaptive Learning,Principal / Leadership,Medium,P2,ADAPTIVE_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_THI_1252,Measure Student Ownership in Collaborative Learning,Collaboration & Ownership,Principal / Leadership,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_COL_1253,Institutional Curiosity Suppression Patterns,Inquiry & Curiosity,Principal / Leadership,Medium,P2,INQUIRY_CURIOSITY,remapped:THINKING_QUALITY,override
CONCERN_LEA_1358,Inconsistent performance across subjects,Performance Analysis,Academic Counsellor,Medium,P2,PERFORMANCE_ANALYSIS,GENERAL_CONCERN (generic catch-all),general
CONCERN_ACA_1264,Measure Classroom Engagement Quality,Student Engagement,Academic Operations Leadership,Medium,P2,STUDENT_ENGAGEMENT,remapped:STUDENT_SUCCESS,keyword
CONCERN_ACA_1267,Faculty Delivery Consistency,Faculty Effectiveness,Academic Operations Leadership,Medium,P2,FACULTY_EFFECTIVENESS,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_ACA_1269,Active Learning Environments,Inquiry & Curiosity,Academic Operations Leadership,Medium,P2,INQUIRY_CURIOSITY,remapped:THINKING_QUALITY,override
CONCERN_ASS_1272,Measure Student Participation Equity,Collaboration & Ownership,Academic Operations Leadership,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_COL_1273,Instructional Adaptability Across Teachers,Adaptive Learning,Academic Operations Leadership,Medium,P2,ADAPTIVE_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_EMO_1278,Visibility into Learning Delivery Bottlenecks,Organizational Effectiveness,Academic Operations Leadership,Medium,P2,ORGANIZATIONAL_EFFECTIVENESS,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_LEA_1283,Instructional Quality During Faculty Turnover,Faculty Effectiveness,Academic Operations Leadership,Medium,P2,FACULTY_EFFECTIVENESS,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_ACA_1285,Academic Delivery Fatigue Among Teachers,Faculty Sustainability,Academic Operations Leadership,Medium,P2,FACULTY_SUSTAINABILITY,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_FAC_1286,Visibility into Student Learning Pace Differences,Adaptive Diagnostics,Academic Operations Leadership,Medium,P2,ADAPTIVE_DIAGNOSTICS,GENERAL_CONCERN (generic catch-all),general
CONCERN_HOL_1292,Visibility into Student Attendance Pattern Risks,Behavioral Stability,Student Success Office,Medium,P2,BEHAVIORAL_STABILITY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_CON_1295,Coordinating Multi-Layer Student Interventions,Organizational Effectiveness,Student Success Office,Medium,P2,ORGANIZATIONAL_EFFECTIVENESS,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_LAN_1361,academic goal clarity,Career-Academic Alignment,Academic Counsellor,Medium,P2,CAREER_ACADEMIC,remapped:CAREER_READINESS,keyword
CONCERN_SOC_1299,Tracking Student Adaptability During Transitions,Adaptive Learning,Student Success Office,Medium,P2,ADAPTIVE_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_ACA_1302,Personalize Student Intervention Pathways,Student Support,Student Success Office,Medium,P2,STUDENT_SUPPORT,remapped:STUDENT_SUCCESS,keyword
CONCERN_EMO_1304,Visibility into Parent Engagement Effectiveness,Stakeholder Alignment,Student Success Office,Medium,P2,STAKEHOLDER_ALIGNMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_COM_1311,Tracking Institutional Effectiveness of Student Interventions,Intervention Intelligence,Student Success Office,Medium,P2,INTERVENTION_INTELLIGENCE,GENERAL_CONCERN (generic catch-all),general
CONCERN_PLA_1325,Student Adaptability for Dynamic Careers,Adaptive Learning,Placement & Career Cell,Medium,P2,ADAPTIVE_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_EMO_1328,Monitor Student Resume and Profile Quality,Career Branding,Placement & Career Cell,Medium,P2,CAREER_BRANDING,remapped:CAREER_READINESS,keyword
CONCERN_COM_1335,Detecting Students with Hidden High Employability Potential,Talent Identification,Placement & Career Cell,Medium,P2,TALENT_IDENTIFICATION,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_ADA_1339,Placement Preparation Effectiveness Institutionally,Placement Operations,Placement & Career Cell,Medium,P2,PLACEMENT_OPERATIONS,remapped:WORKPLACE_ADAPTATION,keyword
CONCERN_EMO_1341,Student Readiness for Entrepreneurial Careers,Innovation & Entrepreneurship,Placement & Career Cell,Medium,P2,INNOVATION_ENTREPRENEURSHIP,remapped:CAREER_READINESS,keyword
CONCERN_EMO_1345,Long-Term Career Sustainability Readiness,Career Sustainability,Placement & Career Cell,Medium,P2,CAREER_SUSTAINABILITY,remapped:CAREER_READINESS,keyword
CONCERN_ACA_1348,concentration during classes,Learning Intervention,Academic Counsellor,High,P2,LEARNING_INTERVENTION,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_STU_1350,complete syllabus on time,Academic Planning,Academic Counsellor,Medium,P2,ACADEMIC_PLANNING,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_STU_1353,interest in studies,Engagement Management,Academic Counsellor,Medium,P2,ENGAGEMENT_MANAGEMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_COM_1368,Peer comparison affecting motivation,Student Psychology,Academic Counsellor,Medium,P2,STUDENT_PSYCHOLOGY,remapped:STUDENT_SUCCESS,keyword
CONCERN_LEA_1371,academic stamina during long exams,Exam Readiness,Academic Counsellor,Medium,P2,EXAM_READINESS,remapped:EXAMINATION_STRESS,keyword
CONCERN_CAR_1379,understanding of emerging careers,Future Career Readiness,Career Counsellor,Medium,P2,FUTURE_CAREER,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1381,Confusion between passion and employability,Career Alignment,Career Counsellor,Medium,P2,CAREER_ALIGNMENT,remapped:CAREER_READINESS,keyword
CONCERN_DEC_1385,confidence in non-traditional careers,Alternative Career Guidance,Career Counsellor,Medium,P2,ALTERNATIVE_CAREER,remapped:CAREER_READINESS,keyword
CONCERN_HIG_1388,career planning timeline management,Career Execution,Career Counsellor,Medium,P2,CAREER_EXECUTION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1390,Students preparing for oversaturated career paths,Workforce Trends,Career Counsellor,Medium,P2,WORKFORCE_TRENDS,remapped:WORKPLACE_ADAPTATION,keyword
CONCERN_CAR_1392,communication impacting career opportunities,Employability Development,Career Counsellor,High,P2,EMPLOYABILITY_DEVELOPMENT,remapped:EMPLOYABILITY,keyword
CONCERN_SEL_1396,Confusion between degree and career outcomes,Career Mapping,Career Counsellor,Medium,P2,CAREER_MAPPING,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1397,resilience after career setbacks,Career Recovery,Career Counsellor,High,P2,CAREER_RECOVERY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_CAR_1398,balancing passion and financial stability,Career Sustainability,Career Counsellor,Medium,P2,CAREER_SUSTAINABILITY,remapped:CAREER_READINESS,keyword
CONCERN_VOC_1400,Students pursuing careers misaligned with personality,Personality-Career Fit,Career Counsellor,Medium,P2,PERSONALITY_CAREER,remapped:CAREER_READINESS,keyword
CONCERN_FUT_1402,Students lacking portfolio and profile development,Career Branding,Career Counsellor,Medium,P2,CAREER_BRANDING,remapped:CAREER_READINESS,keyword
CONCERN_ENT_1404,career adaptability during market shifts,Career Flexibility,Career Counsellor,High,P2,CAREER_FLEXIBILITY,remapped:CAREER_READINESS,keyword
CONCERN_STU_1408,accountability toward academic commitments,Performance Coaching,Student Mentor,High,P2,PERFORMANCE_COACHING,GENERAL_CONCERN (generic catch-all),general
CONCERN_GRO_1410,Excessive dependence on parents for decisions,Personal Growth,Student Mentor,Medium,P2,PERSONAL_GROWTH,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_EMO_1412,peer influence management,Social Development,Student Mentor,Medium,P2,SOCIAL_DEVELOPMENT,remapped:SOCIAL_EMOTIONAL,keyword
CONCERN_PER_1414,emotional regulation during conflicts,Student Behaviour,Student Mentor,Medium,P2,STUDENT_BEHAVIOUR,remapped:STUDENT_SUCCESS,keyword
CONCERN_STU_1415,confidence in personal abilities,Self-Development,Student Mentor,High,P2,SELF_DEVELOPMENT,remapped:SELF_PERCEPTION,keyword
CONCERN_LEA_1419,adaptability to changing expectations,Adaptability Coaching,Student Mentor,Medium,P2,ADAPTABILITY_COACHING,GENERAL_CONCERN (generic catch-all),general
CONCERN_ADA_1420,balance academics and personal life,Student Wellness,Student Mentor,High,P2,STUDENT_WELLNESS,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_STU_1421,problem-solving and practical thinking,Capability Development,Student Mentor,Medium,P2,CAPABILITY_DEVELOPMENT,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_MAT_1423,long-term personal vision,Future Orientation,Student Mentor,Medium,P2,FUTURE_ORIENTATION,GENERAL_CONCERN (generic catch-all),general
CONCERN_FUT_1424,criticism and feedback,Growth Mindset,Student Mentor,Medium,P2,GROWTH_MINDSET,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_PER_1426,ethical judgment and integrity awareness,Character Development,Student Mentor,High,P2,CHARACTER_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_PER_1431,self-awareness about strengths and weaknesses,Personal Insight,Student Mentor,Medium,P2,PERSONAL_INSIGHT,GENERAL_CONCERN (generic catch-all),general
CONCERN_EMO_1433,digital behaviour and online discipline,Digital Responsibility,Student Mentor,High,P2,DIGITAL_RESPONSIBILITY,remapped:DISCIPLINE_HABITS,keyword
CONCERN_DIG_1434,transitioning into adulthood responsibilities,Life Readiness,Student Mentor,Medium,P2,LIFE_READINESS,GENERAL_CONCERN (generic catch-all),general
CONCERN_LIF_1435,decision-making under uncertainty,Decision Coaching,Student Mentor,Medium,P2,DECISION_COACHING,remapped:THINKING_QUALITY,keyword
CONCERN_PER_1440,Emotional outbursts during academic stress,Student Regulation,Behavioral Mentor,High,P2,STUDENT_REGULATION,remapped:STUDENT_SUCCESS,keyword
CONCERN_STU_1441,Dependency on constant external motivation,Motivation Development,Behavioral Mentor,Medium,P2,MOTIVATION_DEVELOPMENT,remapped:MOTIVATION_VALUES,keyword
CONCERN_MOT_1442,Fear of asking doubts in class,Classroom Adaptation,Behavioral Mentor,Medium,P2,CLASSROOM_ADAPTATION,remapped:CLASSROOM_ENGAGEMENT,keyword
CONCERN_CLA_1443,adaptation to changing academic expectations,Adaptability Guidance,Behavioral Mentor,Medium,P2,ADAPTABILITY_GUIDANCE,GENERAL_CONCERN (generic catch-all),general
CONCERN_LEA_1445,Frequent comparison with peers,Student Psychology,Behavioral Mentor,Medium,P2,STUDENT_PSYCHOLOGY,remapped:STUDENT_SUCCESS,keyword
CONCERN_REC_1447,ownership toward learning,Responsibility Development,Behavioral Mentor,Medium,P2,RESPONSIBILITY_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_SOC_1451,confidence in independent learning,Self-Learning Development,Behavioral Mentor,Medium,P2,SELF_LEARNING,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_SEL_1452,Avoidance of challenging tasks,Growth Behavior,Behavioral Mentor,Medium,P2,GROWTH_BEHAVIOR,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_BEH_1457,Excessive dependency on parental supervision,Independence Development,Behavioral Mentor,Medium,P2,INDEPENDENCE_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_COM_1459,transitioning between academic stages,Transition Adaptation,Behavioral Mentor,Medium,P2,TRANSITION_ADAPTATION,remapped:TRANSITION_READINESS,keyword
CONCERN_PER_1461,academic uncertainty,Psychological Adaptation,Behavioral Mentor,Medium,P2,PSYCHOLOGICAL_ADAPTATION,GENERAL_CONCERN (generic catch-all),general
CONCERN_PSY_1462,Overreaction to minor academic setbacks,Emotional Response,Behavioral Mentor,Medium,P2,EMOTIONAL_RESPONSE,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_BEH_1465,initiative in academic and extracurricular tasks,Engagement Behavior,Behavioral Mentor,Medium,P2,ENGAGEMENT_BEHAVIOR,GENERAL_CONCERN (generic catch-all),general
CONCERN_LEA_1468,Fear of taking leadership responsibilities,Student Leadership,Leadership Coach,Medium,P2,STUDENT_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_STU_1469,make decisions independently,Decision Leadership,Leadership Coach,High,P2,DECISION_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_SOC_1471,Students unable to handle criticism constructively,Emotional Leadership,Leadership Coach,Medium,P2,EMOTIONAL_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_CON_1475,assertiveness in academic and social settings,Personal Leadership,Leadership Coach,Medium,P2,PERSONAL_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_ADA_1479,Students lacking ownership and accountability,Leadership Accountability,Leadership Coach,High,P2,LEADERSHIP_ACCOUNTABILITY,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_SEL_1481,communication during presentations and interviews,Executive Communication,Leadership Coach,High,P2,EXECUTIVE_COMMUNICATION,remapped:COMMUNICATION_EXPRESSION,keyword
CONCERN_EXE_1482,teams during projects,Team Management,Leadership Coach,Medium,P2,TEAM_MANAGEMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_TEA_1483,confidence among first-generation learners,Inclusion & Leadership,Leadership Coach,Medium,P2,INCLUSION_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_PRO_1485,vision and long-term thinking,Strategic Leadership,Leadership Coach,Medium,P2,STRATEGIC_LEADERSHIP,remapped:ADAPTIVE_LEADERSHIP,override
CONCERN_CON_1490,adaptability during failures or setbacks,Leadership Recovery,Leadership Coach,High,P2,LEADERSHIP_RECOVERY,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_LEA_1493,Emotional impulsiveness affecting leadership image,Emotional Maturity,Leadership Coach,Medium,P2,EMOTIONAL_MATURITY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_PER_1495,ethical leadership orientation,Values-Based Leadership,Leadership Coach,High,P2,VALUES_BASED,GENERAL_CONCERN (generic catch-all),general
CONCERN_SEL_1498,identify personal interests,Self Exploration,Self Discovery,Medium,P2,SELF_EXPLORATION,remapped:SELF_PERCEPTION,keyword
CONCERN_SEL_1499,Confusion between passion and temporary excitement,Identity Formation,Self Discovery,Medium,P2,IDENTITY_FORMATION,remapped:SELF_PERCEPTION,keyword
CONCERN_PER_1501,Overdependence on external validation,Emotional Development,Self Discovery,High,P2,EMOTIONAL_DEVELOPMENT,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_PER_1503,Fear of expressing authentic identity,Identity Confidence,Self Discovery,High,P2,IDENTITY_CONFIDENCE,remapped:CONFIDENCE_SELF,keyword
CONCERN_ASP_1505,emotional self-awareness,Emotional Literacy,Self Discovery,Medium,P2,EMOTIONAL_LITERACY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_EMO_1506,identifying natural talents,Talent Discovery,Self Discovery,Medium,P2,TALENT_DISCOVERY,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_VAL_1510,Excessive comparison reducing individuality,Self Identity,Self Discovery,High,P2,SELF_IDENTITY,remapped:SELF_PERCEPTION,keyword
CONCERN_BEH_1512,Fear of failure preventing self-exploration,Exploration Inhibition,Self Discovery,High,P2,EXPLORATION_INHIBITION,GENERAL_CONCERN (generic catch-all),general
CONCERN_EXP_1513,decision-making confidence,Personal Decision Making,Self Discovery,Medium,P2,PERSONAL_DECISION,remapped:THINKING_QUALITY,keyword
CONCERN_REC_1516,Students unable to articulate who they are,Identity Expression,Self Discovery,Medium,P2,IDENTITY_EXPRESSION,remapped:COMMUNICATION_EXPRESSION,keyword
CONCERN_PER_1518,adaptability to changing environments,Adaptive Development,Self Discovery,High,P2,ADAPTIVE_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_EMO_1521,personal mission or purpose,Purpose Discovery,Self Discovery,High,P2,PURPOSE_DISCOVERY,remapped:MOTIVATION_VALUES,keyword
CONCERN_PUR_1522,self-discipline and accountability,Personal Effectiveness,Self Discovery,Medium,P2,PERSONAL_EFFECTIVENESS,GENERAL_CONCERN (generic catch-all),general
CONCERN_HOL_1524,recognizing limiting beliefs,Cognitive Self-Awareness,Self Discovery,Medium,P2,COGNITIVE_SELF,remapped:SELF_PERCEPTION,keyword
CONCERN_COG_1525,ownership over personal growth,Self Leadership,Self Discovery,High,P2,SELF_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_SEL_1528,identify personal growth areas,Growth Mapping,Self Exploration User,Medium,P2,GROWTH_MAPPING,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_GRO_1529,Confusion about long-term personal trajectory,Personal Development,Self Exploration User,High,P2,PERSONAL_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_EMO_1531,understanding natural learning style,Cognitive Mapping,Self Exploration User,Medium,P2,COGNITIVE_MAPPING,GENERAL_CONCERN (generic catch-all),general
CONCERN_COG_1532,self-confidence despite capability,Personal Effectiveness,Self Exploration User,High,P2,PERSONAL_EFFECTIVENESS,GENERAL_CONCERN (generic catch-all),general
CONCERN_BEH_1534,clarity about intrinsic motivations,Motivation Mapping,Self Exploration User,Medium,P2,MOTIVATION_MAPPING,remapped:MOTIVATION_VALUES,keyword
CONCERN_MOT_1535,Fear of acknowledging weaknesses,Emotional Maturity,Self Exploration User,Medium,P2,EMOTIONAL_MATURITY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_EMO_1536,understanding of emotional triggers,Emotional Self-Awareness,Self Exploration User,High,P2,EMOTIONAL_SELF,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_SEL_1540,Underestimating capabilities due to comparison,Self-Worth Development,Self Exploration User,High,P2,SELF_WORTH,remapped:SELF_PERCEPTION,keyword
CONCERN_SEL_1541,clarity about personal values,Identity Formation,Self Exploration User,Medium,P2,IDENTITY_FORMATION,remapped:SELF_PERCEPTION,keyword
CONCERN_REF_1543,adaptability during life transitions,Adaptive Growth,Self Exploration User,High,P2,ADAPTIVE_GROWTH,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_SEL_1545,ownership for personal growth,Accountability Development,Self Exploration User,Medium,P2,ACCOUNTABILITY_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_ACC_1546,Fear of stepping outside comfort zone,Personal Expansion,Self Exploration User,Medium,P2,PERSONAL_EXPANSION,GENERAL_CONCERN (generic catch-all),general
CONCERN_PER_1547,Inconsistent self-discipline affecting growth,Self-Management,Self Exploration User,High,P2,SELF_MANAGEMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_SEL_1548,balancing ambition and wellbeing,Personal Sustainability,Self Exploration User,High,P2,PERSONAL_SUSTAINABILITY,remapped:LIFESTYLE_PRESSURE,keyword
CONCERN_PER_1552,aligning actions with goals,Goal Alignment,Self Exploration User,Medium,P2,GOAL_ALIGNMENT,remapped:MOTIVATION_VALUES,keyword
CONCERN_GOA_1553,Overthinking personal decisions constantly,Cognitive-Emotional Balance,Self Exploration User,Medium,P2,COGNITIVE_EMOTIONAL,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_SOC_1555,clarity about future personal identity,Future Self Mapping,Self Exploration User,Medium,P2,FUTURE_SELF,remapped:SELF_PERCEPTION,keyword
CONCERN_CAR_1558,Choosing careers based only on salary expectations,Career Decision Analysis,Self Exploration User,Medium,P2,CAREER_DECISION,remapped:CAREER_READINESS,keyword
CONCERN_STR_1560,Career interests changing frequently,Career Stability Analysis,Self Exploration User,Medium,P2,CAREER_STABILITY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_CAR_1566,awareness about emerging career possibilities,Career Exploration,Self Exploration User,Medium,P2,CAREER_EXPLORATION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1567,connecting personality with career fit,Personality Alignment,Self Exploration User,Medium,P2,PERSONALITY_ALIGNMENT,remapped:SELF_PERCEPTION,keyword
CONCERN_CAR_1569,confidence in pursuing creative careers,Alternative Career Reflection,Self Exploration User,Medium,P2,ALTERNATIVE_CAREER,remapped:CAREER_READINESS,keyword
CONCERN_ACA_1572,visualizing future self and goals,Future Orientation,Self Exploration User,Medium,P2,FUTURE_ORIENTATION,GENERAL_CONCERN (generic catch-all),general
CONCERN_DEC_1574,Career confusion due to social media influence,Aspirational Clarity,Self Exploration User,Medium,P2,ASPIRATIONAL_CLARITY,remapped:MOTIVATION_VALUES,keyword
CONCERN_ASP_1575,balancing passion and financial security,Career Tradeoff Reflection,Self Exploration User,Medium,P2,CAREER_TRADEOFF,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1576,confidence after repeated failures,Career Recovery Reflection,Self Exploration User,High,P2,CAREER_RECOVERY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_IDE_1578,evaluating personal career readiness,Career Preparedness Reflection,Self Exploration User,Medium,P2,CAREER_PREPAREDNESS,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1579,self-discipline impacting career goals,Career Execution Reflection,Self Exploration User,Medium,P2,CAREER_EXECUTION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1580,Feeling disconnected from chosen academic path,Academic-Career Misfit,Self Exploration User,Medium,P2,ACADEMIC_CAREER,remapped:CAREER_READINESS,keyword
CONCERN_MUL_1582,Fear of lagging behind peers in career progress,Career Timeline Anxiety,Self Exploration User,Medium,P2,CAREER_TIMELINE,remapped:CAREER_READINESS,keyword
CONCERN_WOR_1584,aligning career with personal purpose,Purpose Alignment,Self Exploration User,Medium,P2,PURPOSE_ALIGNMENT,remapped:MOTIVATION_VALUES,keyword
CONCERN_LEA_1590,reflect on learning mistakes,Metacognitive Development,Learner,Medium,P2,METACOGNITIVE_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_MET_1591,understanding of attention span limitations,Cognitive Reflection,Learner,Medium,P2,COGNITIVE_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_COG_1592,awareness about effective revision methods,Study Strategy Reflection,Learner,Medium,P2,STUDY_STRATEGY,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_SEL_1596,awareness about learning blockers,Self-Diagnostic Reflection,Learner,Medium,P2,SELF_DIAGNOSTIC,remapped:SELF_PERCEPTION,keyword
CONCERN_ACA_1598,awareness of personal stress responses,Emotional Reflection,Learner,Medium,P2,EMOTIONAL_REFLECTION,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_COG_1601,Dependence on external validation for learning confidence,Learning Psychology,Learner,Medium,P2,LEARNING_PSYCHOLOGY,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_LEA_1603,curiosity-driven self-learning,Exploratory Learning,Learner,Medium,P2,EXPLORATORY_LEARNING,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_EXP_1604,understanding personal problem-solving style,Cognitive Awareness,Learner,Medium,P2,COGNITIVE_AWARENESS,GENERAL_CONCERN (generic catch-all),general
CONCERN_ATT_1608,differentiating interest from competency,Self Discovery,Learner,Medium,P2,SELF_DISCOVERY,remapped:SELF_PERCEPTION,keyword
CONCERN_PER_1610,identifying emotional impact on learning,Emotional Learning Reflection,Learner,Medium,P2,EMOTIONAL_LEARNING,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_TEA_1614,awareness about procrastination triggers,Productivity Reflection,Learner,High,P2,PRODUCTIVITY_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_SEL_1618,identifying improvement areas,Growth Tracking,Performance Reflection,Medium,P2,GROWTH_TRACKING,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_EMO_1621,Failure to learn from past mistakes,Reflective Learning,Performance Reflection,High,P2,REFLECTIVE_LEARNING,remapped:THINKING_QUALITY,keyword
CONCERN_SEL_1626,reflection after exam performance,Academic Reflection,Performance Reflection,Medium,P2,ACADEMIC_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_ACA_1627,setting realistic personal goals,Goal Reflection,Performance Reflection,Medium,P2,GOAL_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_GOA_1628,sustain self-improvement routines,Habit Development,Performance Reflection,Medium,P2,HABIT_DEVELOPMENT,remapped:DISCIPLINE_HABITS,keyword
CONCERN_PER_1631,accepting weaknesses constructively,Self-Acceptance,Performance Reflection,Medium,P2,SELF_ACCEPTANCE,remapped:SELF_PERCEPTION,keyword
CONCERN_SEL_1632,awareness of emotional triggers,Emotional Reflection,Performance Reflection,High,P2,EMOTIONAL_REFLECTION,remapped:EMOTIONAL_REGULATION,keyword
