bridge_tag,signal_family,domain_name,similarity,atomic_signal_count,evidence_strength,sample_signals
ACADEMIC_COGNITIVE,"learning_processing_signals","Cognitive Intelligence",0.2932,40,good,"Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure"
STUDENT_WELLBEING,"anxiety_signals","Emotional Intelligence",0.2165,40,good,"Panic Response Anxiety | Placement Stress Anxiety | Generalized Anxiety | Exam Anxiety | Future Outcome Anxiety"
ACADEMIC_READINESS,"academic_confidence_signals","Learning Intelligence",0.2816,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
SUBJECT_ANXIETY,"fear_signals","Emotional Intelligence",0.2328,40,good,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
SUBJECT_ANXIETY,"communication_anxiety_signals","Communication Intelligence",0.2284,41,good,"Chronic Communication Paralysis | Interview Communication Stress | Communication Shutdown Response | Public Speaking Fear | Communication Avoidance Behavior"
COMMUNICATION_DEVELOPMENT,"presentation_signals","Communication Intelligence",0.2793,40,good,"High Pressure Presentation Resilience | Executive Stage Presence | Critical Presentation Resilience | Audience Engagement Quality | Executive Presentation Presence"
COMMUNICATION_DEVELOPMENT,"presentation_confidence_signals","Performance Intelligence",0.2372,40,good,"Transformational Stage Influence | Performance Anxiety Regulation | High Stakes Presentation Stability | High Visibility Performance Comfort | Executive Stage Command"
COGNITIVE_SKILLS,"adaptive_problem_solving_signals","Adaptive Intelligence",0.2197,40,good,"Uncertainty Resilient Execution | Resilient Problem Navigation | Continuous Strategy Evolution | Adaptive Execution Stability | Uncertainty Decision Resilience"
EXAM_READINESS,"academic_confidence_signals","Learning Intelligence",0.3948,40,strong,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
EXAM_READINESS,"learning_resilience_signals","Learning Intelligence",0.3127,40,strong,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
STUDENT_BALANCE,"academic_confidence_signals","Learning Intelligence",0.3149,40,strong,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
INNOVATION_READINESS,"learning_drive_signals","Motivational Intelligence",0.2317,40,good,"Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability"
INNOVATION_READINESS,"curiosity_driven_learning_signals","Learning Intelligence",0.2285,40,good,"Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement"
ACADEMIC_DECISION,"academic_confidence_signals","Learning Intelligence",0.2806,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
CAREER_GUIDANCE,"direction_signals","Career Intelligence",0.3124,40,strong,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_GUIDANCE,"career_clarity_signals","Career Intelligence",0.2966,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_GUIDANCE,"guidance_dependency_signals","Career Intelligence",0.2959,40,good,"Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance"
FUTURE_CAREER,"industry_awareness_signals","Career Intelligence",0.2638,40,good,"Employability Gap Awareness | Lifelong Learning Awareness | Skill Market Alignment | Professional Expectation Clarity | Technology Disruption Awareness"
FUTURE_CAREER,"future_adjustment_signals","Adaptive Intelligence",0.2267,40,good,"Adaptive Future Visualization | Adaptive Future Decision Modeling | Future Disruption Navigation | Long Term Adaptation Planning | Future Risk Preparedness"
FUTURE_CAREER,"career_exploration_signals","Career Intelligence",0.2262,40,good,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
CAREER_PSYCHOLOGY,"career_execution_signals","Career Intelligence",0.2644,40,good,"Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior"
CAREER_PSYCHOLOGY,"direction_signals","Career Intelligence",0.2290,40,good,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_PSYCHOLOGY,"career_exploration_signals","Career Intelligence",0.2278,40,good,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
CAREER_EXPECTATIONS,"career_decision_signals","Career Intelligence",0.2790,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_EXPECTATIONS,"career_clarity_signals","Career Intelligence",0.2663,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_EXPECTATIONS,"industry_awareness_signals","Career Intelligence",0.2424,40,good,"Employability Gap Awareness | Lifelong Learning Awareness | Skill Market Alignment | Professional Expectation Clarity | Technology Disruption Awareness"
CAREER_EXPOSURE,"practical_exposure_signals","Employability Intelligence",0.2460,40,good,"Holistic Workplace Readiness | Practical Professional Readiness | Project Execution Exposure | Practical Problem Solving Exposure | Professional Accountability Exposure"
CAREER_SUITABILITY,"direction_signals","Career Intelligence",0.2528,40,good,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_SUITABILITY,"placement_confidence_signals","Career Intelligence",0.2519,40,good,"Placement Outcome Resilience | Technical Interview Confidence | Recruitment Pressure Tolerance | Rejection Recovery Strength | Interview Question Navigation"
WORKFORCE_TRENDS,"career_clarity_signals","Career Intelligence",0.3130,20,strong,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
WORKFORCE_TRENDS,"career_decision_signals","Career Intelligence",0.2909,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
WORKFORCE_TRENDS,"career_exploration_signals","Career Intelligence",0.2870,40,good,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
CAREER_DEVELOPMENT,"direction_signals","Career Intelligence",0.3085,40,strong,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_DEVELOPMENT,"career_clarity_signals","Career Intelligence",0.2576,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_DEVELOPMENT,"career_decision_signals","Career Intelligence",0.2243,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_COMPETITION,"fear_signals","Emotional Intelligence",0.2956,40,good,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CAREER_COMPETITION,"academic_confidence_signals","Learning Intelligence",0.2734,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
CAREER_COMPETITION,"competitive_participation_signals","Performance Intelligence",0.2438,40,good,"High Pressure Participation Resilience | Elite Visibility Pursuit | Competitive Pressure Stability | Competitive Visibility Stamina | Competitive Risk Engagement"
CAREER_ECOSYSTEM,"networking_signals","Social Intelligence",0.2278,80,good,"Ecosystem Relationship Navigation | Opportunity Relationship Conversion | Strategic Connection Building | Trust Based Networking | Value Driven Networking"
CAREER_MAPPING,"career_clarity_signals","Career Intelligence",0.2307,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
VOCATIONAL_GUIDANCE,"direction_signals","Career Intelligence",0.3259,40,strong,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
VOCATIONAL_GUIDANCE,"guidance_dependency_signals","Career Intelligence",0.3144,40,strong,"Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance"
VOCATIONAL_GUIDANCE,"career_clarity_signals","Career Intelligence",0.2467,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
FUTURE_WORKFORCE,"guidance_dependency_signals","Career Intelligence",0.2406,40,good,"Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance"
FUTURE_WORKFORCE,"future_planning_signals","Career Intelligence",0.2322,40,good,"Long Term Learning Commitment | Delayed Gratification Orientation | Future Execution Discipline | Self Investment Orientation | Future Execution Alignment"
FUTURE_WORKFORCE,"career_clarity_signals","Career Intelligence",0.2254,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_FLEXIBILITY,"career_clarity_signals","Career Intelligence",0.2776,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_FLEXIBILITY,"career_decision_signals","Career Intelligence",0.2715,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_FLEXIBILITY,"future_planning_signals","Career Intelligence",0.2621,40,good,"Long Term Learning Commitment | Delayed Gratification Orientation | Future Execution Discipline | Self Investment Orientation | Future Execution Alignment"
STUDENT_DEVELOPMENT,"routine_stability_signals","Behavioral Intelligence",0.2273,40,good,"Long Term Habit Persistence | Routine Identity Alignment | Consistency Under Pressure | Routine Based Goal Alignment | Sustainable Productivity Cycles"
PERSONAL_GROWTH,"overthinking_decision_signals","Decision Intelligence",0.2397,40,good,"Chronic Analysis Paralysis | Chronic Indecisiveness Pattern | Paralysis From Perfectionism | Perfectionistic Decision Delay | Mental Deadlock Decisioning"
SOCIAL_DEVELOPMENT,"influence_signals","Leadership Intelligence",0.2239,40,good,"Civilization Scale Transformational Influence | Transformational Cultural Influence | Transformational Influence Leadership | Ecosystem Scale Social Influence | Ethical Persuasion Behavior"
SOCIAL_DEVELOPMENT,"influence_sensitivity_signals","Social Intelligence",0.2236,40,good,"Peer Risk Behavior Alignment | Social Identity Fragmentation | Peer Comparison Instability | Fear Based Conformity | Emotional Validation Dependency"
SOCIAL_CAPABILITY,"interaction_signals","Communication Intelligence",0.2620,40,good,"High Pressure Interaction Stability | Active Listening Presence | Interaction Adaptability | Social Cue Recognition | Emotional Responsiveness"
SOCIAL_CAPABILITY,"communication_comfort_signals","Social Intelligence",0.2422,40,good,"Interpersonal Authenticity Comfort | Situational Social Adaptability | Communication Pressure Stability | Social Environment Navigation | Inclusive Conversation Behavior"
SOCIAL_CAPABILITY,"interpersonal_resilience_signals","Social Intelligence",0.2396,40,good,"Humiliation Resilience | Interpersonal Adversity Endurance | Resilient Social Identity | Interpersonal Stress Tolerance | Emotional Stability After Rejection"
CAPABILITY_DEVELOPMENT,"employability_gap_signals","Employability Intelligence",0.2288,40,good,"Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap"
MATURITY_DEVELOPMENT,"fear_signals","Emotional Intelligence",0.2989,40,good,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CHARACTER_DEVELOPMENT,"ethical_judgment_signals","Ethical & Integrity Intelligence",0.3335,40,strong,"Ultimate Ethical Reasoning Integrity | Ultimate Moral Reasoning Integrity | Resilient Moral Reasoning | Ethical Priority Resilience | Justice Resilience Reasoning"
CHARACTER_DEVELOPMENT,"ethical_decision_signals","Decision Intelligence",0.2428,40,good,"Integrity Based Prioritization | Principled Long Term Decisioning | Ultimate Integrity Decisioning | Pressure Resistant Ethics | Ethical Courage Decisioning"
CHARACTER_DEVELOPMENT,"fairness_signals","Ethical & Integrity Intelligence",0.2396,40,good,"Principled Fairness Integrity | Ultimate Fairness Integrity | Fairness Despite Personal Gain | Justice Resilience Behavior | Non Discriminatory Behavior"
EMOTIONAL_RESILIENCE,"rejection_response_signals","Performance Intelligence",0.2290,40,good,"Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure"
INTELLECTUAL_GROWTH,"curiosity_driven_learning_signals","Learning Intelligence",0.3211,40,strong,"Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement"
INTELLECTUAL_GROWTH,"learning_drive_signals","Motivational Intelligence",0.2811,40,good,"Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability"
INTELLECTUAL_GROWTH,"academic_confidence_signals","Learning Intelligence",0.2747,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
DIGITAL_RESPONSIBILITY,"digital_communication_signals","Communication Intelligence",0.3593,40,strong,"Transformational Digital Communication | Online Information Verification | Digital Confidentiality Awareness | Digital Instruction Precision | Digital Collaboration Clarity"
ACADEMIC_BEHAVIOR,"structured_learning_signals","Learning Intelligence",0.2733,40,good,"Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation"
ACADEMIC_BEHAVIOR,"learning_resilience_signals","Learning Intelligence",0.2333,40,good,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
STUDENT_REGULATION,"academic_confidence_signals","Learning Intelligence",0.2387,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
STUDENT_REGULATION,"learning_resilience_signals","Learning Intelligence",0.2140,40,good,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
ADAPTABILITY_GUIDANCE,"academic_confidence_signals","Learning Intelligence",0.2858,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
LEARNING_PERSISTENCE,"learning_consistency_signals","Learning Intelligence",0.2727,40,good,"Long Cycle Learning Endurance | Continuous Learning Identity | Sustainable Learning Persistence | Exam Preparation Consistency | Self Disciplined Learning"
SOCIAL_LEARNING,"group_confidence_signals","Collaboration Intelligence",0.3577,40,strong,"Multidimensional Social Stability | Multidimensional Group Presence | Interdisciplinary Social Confidence | Future Mission Social Confidence | Transformational Group Confidence"
SOCIAL_LEARNING,"group_engagement_signals","Collaboration Intelligence",0.2972,40,good,"Multidimensional Collaborative Engagement | Multidimensional Collective Activation | Interdisciplinary Engagement Translation | Future Mission Group Alignment | Transformational Collective Participation"
SOCIAL_LEARNING,"collaborative_resilience_signals","Collaboration Intelligence",0.2471,40,good,"Multidimensional Team Recovery | Multidimensional Collaborative Stability | Interdisciplinary Team Resilience | Future Mission Team Resilience | Transformational Team Resilience"
LEARNING_MINDSET,"engagement_signals","Behavioral Intelligence",0.2939,40,good,"Intrinsic Motivation Activation | Deep Focus Involvement | Resilience Based Engagement | Persistence In Engagement | Mission Driven Involvement"
LEARNING_MINDSET,"curiosity_driven_learning_signals","Learning Intelligence",0.2865,40,good,"Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement"
LEARNING_MINDSET,"learning_engagement_signals","Learning Intelligence",0.2535,40,good,"Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration"
COMMUNICATION_BEHAVIOR,"speaking_confidence_signals","Communication Intelligence",0.4170,40,strong,"High Stakes Speaking Resilience | Leadership Speaking Confidence | Interview Speaking Confidence | Communication Presence Strength | Public Speaking Confidence"
COMMUNICATION_BEHAVIOR,"public_speaking_signals","Communication Intelligence",0.3708,40,strong,"Transformational Public Speaking Presence | Presentation Avoidance Behavior | Stage Fear Activation | Fear Of Judgment Speaking | Stage Presence Strength"
COMMUNICATION_BEHAVIOR,"communication_anxiety_signals","Communication Intelligence",0.2877,41,good,"Chronic Communication Paralysis | Interview Communication Stress | Communication Shutdown Response | Public Speaking Fear | Communication Avoidance Behavior"
COMPETITIVE_ADAPTATION,"competitive_participation_signals","Performance Intelligence",0.2820,40,good,"High Pressure Participation Resilience | Elite Visibility Pursuit | Competitive Pressure Stability | Competitive Visibility Stamina | Competitive Risk Engagement"
TRANSITION_ADAPTATION,"academic_confidence_signals","Learning Intelligence",0.2278,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
PERSISTENCE_DEVELOPMENT,"goal_commitment_signals","Motivational Intelligence",0.2719,40,good,"Mission Resilience Under Pressure | Transformational Commitment Drive | Obstacle Endurance Capacity | Purpose Driven Persistence | Sacrifice For Goal Commitment"
PSYCHOLOGICAL_ADAPTATION,"academic_confidence_signals","Learning Intelligence",0.3012,40,strong,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
PSYCHOLOGICAL_ADAPTATION,"learning_resilience_signals","Learning Intelligence",0.2163,40,good,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
SELF_AWARENESS,"self_reflection_signals","Cognitive Intelligence",0.3099,40,strong,"Meta Cognitive Self Monitoring | Reflective Cognitive Maturity | Self Perception Accuracy | Self Improvement Orientation | Self Assumption Questioning"
BEHAVIOR_CORRECTION,"behavioral_resistance_signals","Behavioral Intelligence",0.2980,40,good,"Persistent Non Alignment | Stubborn Decision Locking | Behavioral Inflexibility | Oppositional Identity Attachment | Escalation Through Resistance"
BEHAVIOR_CORRECTION,"responsiveness_signals","Behavioral Intelligence",0.2949,40,good,"High Velocity Feedback Adaptation | Anticipatory Behavioral Response | Proactive Response Behavior | Adaptive Priority Shifting | Response Follow Through Reliability"
BEHAVIOR_CORRECTION,"adaptability_behavior_signals","Behavioral Intelligence",0.2210,40,good,"Adaptive Execution Under Complexity | Ambiguity Response Stability | Adaptive Stress Response | Behavioral Resilience Under Change | Behavior Under Resource Constraints"
ENGAGEMENT_BEHAVIOR,"academic_confidence_signals","Learning Intelligence",0.2803,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
ENGAGEMENT_BEHAVIOR,"confidence_signals","Emotional Intelligence",0.2180,40,good,"Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence"
STUDENT_LEADERSHIP,"fear_signals","Emotional Intelligence",0.3412,40,strong,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
STUDENT_LEADERSHIP,"risk_taking_performance_signals","Performance Intelligence",0.2503,40,good,"High Stakes Execution Readiness | Breakthrough Attempt Drive | Disruptive Innovation Attempt | Transformational Risk Orientation | Stretch Goal Commitment"
SOCIAL_LEADERSHIP,"confidence_signals","Emotional Intelligence",0.2964,40,good,"Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence"
SOCIAL_LEADERSHIP,"social_confidence_signals","Social Intelligence",0.2894,40,good,"Stage Presence Comfort | Large Group Presence Comfort | Interpersonal Visibility Leadership | Audience Engagement Confidence | Public Question Handling"
SOCIAL_LEADERSHIP,"interaction_signals","Communication Intelligence",0.2577,40,good,"High Pressure Interaction Stability | Active Listening Presence | Interaction Adaptability | Social Cue Recognition | Emotional Responsiveness"
EMOTIONAL_LEADERSHIP,"emotional_resilience_signals","Emotional Intelligence",0.2349,40,good,"Stress Absorption Capacity | Adversity Tolerance | Emotional Stability Under Pressure | Emotional Recovery Sustainability | Setback Recovery Strength"
CONFIDENCE_BUILDING,"fear_signals","Emotional Intelligence",0.3089,40,strong,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CONFIDENCE_BUILDING,"growth_leadership_signals","Leadership Intelligence",0.2721,40,good,"Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement"
CONFIDENCE_BUILDING,"recovery_growth_signals","Resilience Intelligence",0.2193,40,good,"Transformational Recovery Growth | Resilience Wisdom Accumulation | Long Term Resilience Evolution | Adversity Inspired Maturity | Persistence After Failure"
PERSONAL_LEADERSHIP,"academic_confidence_signals","Learning Intelligence",0.2680,40,good,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
PERSONAL_LEADERSHIP,"confidence_signals","Emotional Intelligence",0.2497,40,good,"Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence"
PERSONAL_LEADERSHIP,"social_assertiveness_signals","Social Intelligence",0.2283,40,good,"Assertive Conflict Navigation | Interpersonal Self Respect Maintenance | Assertive Relationship Navigation | Emotional Boundary Enforcement | Peer Pressure Boundary Resistance"
LEADERSHIP_ENDURANCE,"resilience_leadership_signals","Leadership Intelligence",0.2330,40,good,"Composure Under Pressure | Multidimensional Resilience Synchronization | Enduring Resilience Consistency | Ultimate Resilience Leadership Intelligence | Resilient Emotional Containment"
LEADERSHIP_ACCOUNTABILITY,"ownership_signals","Leadership Intelligence",0.2850,40,good,"Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture"
LEADERSHIP_ACCOUNTABILITY,"accountability_execution_signals","Leadership Intelligence",0.2349,40,good,"Ecosystem Execution Orchestration | Accountability Culture Modeling | Dependable Crisis Execution | Transformational Execution Leadership | Commitment Delivery Consistency"
LEADERSHIP_ACCOUNTABILITY,"accountability_decision_signals","Decision Intelligence",0.2209,40,good,"Principled Responsibility Preservation | Extreme Integrity Accountability | Pressure Resistant Ownership | Ethical Decision Accountability | Strategic Failure Ownership"
EXECUTIVE_COMMUNICATION,"presentation_signals","Communication Intelligence",0.2972,40,good,"High Pressure Presentation Resilience | Executive Stage Presence | Critical Presentation Resilience | Audience Engagement Quality | Executive Presentation Presence"
PROFESSIONAL_LEADERSHIP,"networking_signals","Social Intelligence",0.3145,80,strong,"Ecosystem Relationship Navigation | Opportunity Relationship Conversion | Strategic Connection Building | Trust Based Networking | Value Driven Networking"
PROFESSIONAL_LEADERSHIP,"professional_confidence_signals","Career Intelligence",0.3072,80,strong,"Professional Identity Resilience | Professional Mastery Confidence | Professional Self Belief | Professional Identity Confidence | Crisis Management Confidence"
PROFESSIONAL_LEADERSHIP,"social_confidence_signals","Social Intelligence",0.2140,40,good,"Stage Presence Comfort | Large Group Presence Comfort | Interpersonal Visibility Leadership | Audience Engagement Confidence | Public Question Handling"
LEADERSHIP_MATURITY,"responsibility_acceptance_signals","Leadership Intelligence",0.2281,40,good,"Operational Responsibility Precision | Multidimensional Responsibility Synchronization | Ultimate Responsibility Acceptance Intelligence | Resilient Accountability Endurance | Responsibility Under Operational Stress"
INCLUSIVE_LEADERSHIP,"adaptability_leadership_signals","Leadership Intelligence",0.3562,40,strong,"Multidimensional Adaptability Synchronization | Ultimate Adaptability Leadership Intelligence | Adaptability Under Operational Pressure | Multidimensional Transition Execution | Ultimate Adaptability Synchronization Intelligence"
INCLUSIVE_LEADERSHIP,"resilience_leadership_signals","Leadership Intelligence",0.2929,40,good,"Composure Under Pressure | Multidimensional Resilience Synchronization | Enduring Resilience Consistency | Ultimate Resilience Leadership Intelligence | Resilient Emotional Containment"
INCLUSIVE_LEADERSHIP,"teamwork_signals","Collaboration Intelligence",0.2735,40,good,"Multidimensional Team Synchronization | Ultimate Teamwork Intelligence | Multidimensional Team Execution | Ultimate Teamwork Synchronization Intelligence | Transformational Team Contribution"
COMMUNICATION_LEADERSHIP,"growth_leadership_signals","Leadership Intelligence",0.2909,40,good,"Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement"
CONFIDENCE_DEVELOPMENT,"fear_signals","Emotional Intelligence",0.2315,40,good,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CONFIDENCE_DEVELOPMENT,"visibility_anxiety_signals","Social Intelligence",0.2248,40,good,"Performance Visibility Shutdown | Visible Execution Breakdown | Stage Presence Fear | Visible Mistake Catastrophizing | Public Error Amplification"
LEADERSHIP_INFLUENCE,"influence_signals","Leadership Intelligence",0.3595,40,strong,"Civilization Scale Transformational Influence | Transformational Cultural Influence | Transformational Influence Leadership | Ecosystem Scale Social Influence | Ethical Persuasion Behavior"
LEADERSHIP_INFLUENCE,"confidence_projection_signals","Leadership Intelligence",0.3197,40,strong,"Multidimensional Confidence Synchronization | Ultimate Confidence Projection Intelligence | Resilient Authority Endurance | Multidimensional Authority Execution | Ultimate Confidence Synchronization Intelligence"
LEADERSHIP_INFLUENCE,"adaptability_leadership_signals","Leadership Intelligence",0.2563,40,good,"Multidimensional Adaptability Synchronization | Ultimate Adaptability Leadership Intelligence | Adaptability Under Operational Pressure | Multidimensional Transition Execution | Ultimate Adaptability Synchronization Intelligence"
VALUES_BASED,"personal_values_signals","Identity Intelligence",0.2992,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
VALUES_BASED,"ethical_leadership_signals","Ethical & Integrity Intelligence",0.2644,80,good,"Adaptive Crisis Ethics | Multidimensional Ethical Synchronization | Enduring Ethical Consistency | Ultimate Ethical Leadership Intelligence | Resilient Integrity Endurance"
VALUES_BASED,"value_alignment_signals","Ethical & Integrity Intelligence",0.2367,40,good,"Integrity Under Temptation | Principled Value Integrity | Ultimate Value Alignment Integrity | Resilient Value Preservation | Anti Hypocrisy Integrity"
LEADERSHIP_FOUNDATIONS,"confidence_foundation_signals","Identity Intelligence",0.2396,40,good,"Emotionally Anchored Confidence | Secure Identity Anchor | Low Identity Fragility | Identity Consistency Under Pressure | Emotional Safety Within Self"
IDENTITY_CONFIDENCE,"authenticity_signals","Identity Intelligence",0.2478,80,good,"Deeply Internalized Authenticity | Intrinsic Identity Stability | Identity Truthfulness Behavior | Identity Confidence Stability | Value Behavior Alignment"
IDENTITY_CONFIDENCE,"identity_clarity_signals","Identity Intelligence",0.2367,40,good,"Integrated Identity Coherence | Self Identity Continuity | Identity Anchor Strength | Self Concept Stability | Identity Stress Resistance"
IDENTITY_CONFIDENCE,"self_acceptance_signals","Identity Intelligence",0.2267,40,good,"Unconditional Self Worth | Identity Integrity Stability | Internal Peace Stability | Self Validation Strength | Internal Identity Security"
ASPIRATIONAL_DEVELOPMENT,"future_orientation_signals","Cognitive Intelligence",0.2671,40,good,"Chronic Future Disorientation | Chronic Future Instability | Hopeless Future Projection | Lack of Future Direction | Uncertainty Paralysis Projection"
