bridge_tag,questions,construct,status,confidence,candidates,reason
"LEADERSHIP_RECOVERY",40,"RESILIENCE",HIGH_CONFIDENCE,0.85,"","token RECOVERY → RESILIENCE"
"LEADERSHIP_TRANSITION",70,"",REVIEW_REQUIRED,0.4,"SOCIAL_CONFIDENCE|COMMUNICATION|GOAL_ORIENTATION","theme LEADERSHIP → SOCIAL_CONFIDENCE/COMMUNICATION/GOAL_ORIENTATION"
"LEARNING_ADAPTABILITY",400,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_AWARENESS",100,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_BEHAVIOR",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_DEPENDENCY",100,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_EFFECTIVENESS",25,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_INTERVENTION",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_MINDSET",120,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_OPTIMIZATION",80,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_PERSISTENCE",129,"",REVIEW_REQUIRED,0.5,"LEARNING_APPROACH|RESILIENCE","multi-construct: LEARNING_APPROACH | RESILIENCE"
"LEARNING_PSYCHOLOGY",40,"",REVIEW_REQUIRED,0.5,"LEARNING_APPROACH|MENTAL_HEALTH","multi-construct: LEARNING_APPROACH | MENTAL_HEALTH"
"LEARNING_QUALITY",50,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_REFLECTION",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_SKILLS",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LEARNING_SUSTAINABILITY",40,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"LIFE_READINESS",40,"",UNMAPPED,0,"","no behavioural construct token in [LIFE,READINESS]"
"LIFESTYLE_ADAPTATION",40,"PHYSICAL_WELLBEING",HIGH_CONFIDENCE,0.85,"","token LIFESTYLE → PHYSICAL_WELLBEING"
"LIFESTYLE_ADJUSTMENT",40,"PHYSICAL_WELLBEING",HIGH_CONFIDENCE,0.85,"","token LIFESTYLE → PHYSICAL_WELLBEING"
"LIFESTYLE_CAREER",40,"",REVIEW_REQUIRED,0.5,"PHYSICAL_WELLBEING|CAREER_CLARITY","multi-construct: PHYSICAL_WELLBEING | CAREER_CLARITY"
"LIFESTYLE_PRESSURE",450,"PHYSICAL_WELLBEING",HIGH_CONFIDENCE,0.8,"","same-cluster LIFESTYLE+PRESSURE → PHYSICAL_WELLBEING"
"LONG_TERM",275,"",UNMAPPED,0,"","no behavioural construct token in [LONG,TERM]"
"MATURITY_DEVELOPMENT",25,"",UNMAPPED,0,"","no behavioural construct token in [MATURITY,DEVELOPMENT]"
"METACOGNITION_SELF",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,0.85,"","token METACOGNITION → CRITICAL_THINKING"
"METACOGNITIVE_DEVELOPMENT",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,0.85,"","token METACOGNITIVE → CRITICAL_THINKING"
"MOTIVATION_DEVELOPMENT",25,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,0.85,"","token MOTIVATION → INTRINSIC_MOTIVATION"
"MOTIVATION_MAPPING",40,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,0.85,"","token MOTIVATION → INTRINSIC_MOTIVATION"
"MOTIVATION_PSYCHOLOGY",40,"",REVIEW_REQUIRED,0.5,"INTRINSIC_MOTIVATION|MENTAL_HEALTH","multi-construct: INTRINSIC_MOTIVATION | MENTAL_HEALTH"
"MOTIVATION_VALUES",620,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,0.95,"","exact-override → INTRINSIC_MOTIVATION"
"MULTI_POTENTIALITY",25,"",UNMAPPED,0,"","no behavioural construct token in [MULTI,POTENTIALITY]"
"ORGANIZATIONAL_DEVELOPMENT",100,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,0.85,"","token ORGANIZATIONAL → EXECUTIVE_FUNCTION"
"ORGANIZATIONAL_INTELLIGENCE",40,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,0.85,"","token ORGANIZATIONAL → EXECUTIVE_FUNCTION"
"OVER_COMPLIANCE",25,"",UNMAPPED,0,"","no behavioural construct token in [OVER,COMPLIANCE]"
"OWNERSHIP_ACCOUNTABILITY",40,"",UNMAPPED,0,"","no behavioural construct token in [OWNERSHIP,ACCOUNTABILITY]"
"PERFORMANCE_ANALYSIS",40,"",UNMAPPED,0,"","no behavioural construct token in [PERFORMANCE,ANALYSIS]"
"PERFORMANCE_BEHAVIOR",37,"",UNMAPPED,0,"","no behavioural construct token in [PERFORMANCE,BEHAVIOR]"
"PERFORMANCE_COACHING",40,"",UNMAPPED,0,"","no behavioural construct token in [PERFORMANCE,COACHING]"
"PERFORMANCE_REFLECTION",75,"",UNMAPPED,0,"","no behavioural construct token in [PERFORMANCE,REFLECTION]"
"PERFORMANCE_RESILIENCE",31,"RESILIENCE",HIGH_CONFIDENCE,0.95,"","exact-override → RESILIENCE"
"PERSEVERANCE_COACHING",40,"RESILIENCE",HIGH_CONFIDENCE,0.85,"","token PERSEVERANCE → RESILIENCE"
"PERSISTENCE_DEVELOPMENT",25,"RESILIENCE",HIGH_CONFIDENCE,0.85,"","token PERSISTENCE → RESILIENCE"
"PERSONAL_BRANDING",175,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,BRANDING]"
"PERSONAL_DECISION",40,"CRITICAL_THINKING",HIGH_CONFIDENCE,0.85,"","token DECISION → CRITICAL_THINKING"
"PERSONAL_DEVELOPMENT",80,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,DEVELOPMENT]"
"PERSONAL_EFFECTIVENESS",40,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,EFFECTIVENESS]"
"PERSONAL_EXPANSION",25,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,EXPANSION]"
"PERSONAL_GROWTH",125,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,GROWTH]"
"PERSONAL_IDENTITY",25,"SELF_ESTEEM",HIGH_CONFIDENCE,0.85,"","token IDENTITY → SELF_ESTEEM"
"PERSONAL_INSIGHT",40,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,INSIGHT]"
"PERSONAL_LEADERSHIP",40,"",REVIEW_REQUIRED,0.4,"SOCIAL_CONFIDENCE|COMMUNICATION|GOAL_ORIENTATION","theme LEADERSHIP → SOCIAL_CONFIDENCE/COMMUNICATION/GOAL_ORIENTATION"
"PERSONAL_POSITIONING",40,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,POSITIONING]"
"PERSONAL_SUSTAINABILITY",40,"",UNMAPPED,0,"","no behavioural construct token in [PERSONAL,SUSTAINABILITY]"
"PERSONAL_VISION",100,"GOAL_ORIENTATION",HIGH_CONFIDENCE,0.85,"","token VISION → GOAL_ORIENTATION"
"PERSONALITY_ALIGNMENT",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CAREER_CLARITY","theme PERSONALITY → SELF_ESTEEM/CAREER_CLARITY"
"PERSONALITY_CAREER",25,"CAREER_CLARITY",HIGH_CONFIDENCE,0.85,"","token CAREER → CAREER_CLARITY"
"PERSONALITY_EXPLORATION",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CAREER_CLARITY","theme PERSONALITY → SELF_ESTEEM/CAREER_CLARITY"
"PLACEMENT_OPERATIONS",40,"CAREER_READINESS",HIGH_CONFIDENCE,0.85,"","token PLACEMENT → CAREER_READINESS"
"PLACEMENT_RISK",25,"CAREER_READINESS",HIGH_CONFIDENCE,0.85,"","token PLACEMENT → CAREER_READINESS"
"POTENTIAL_DISCOVERY",25,"",UNMAPPED,0,"","no behavioural construct token in [POTENTIAL,DISCOVERY]"
"PRODUCTIVITY_COACHING",40,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,0.85,"","token PRODUCTIVITY → EXECUTIVE_FUNCTION"
"PRODUCTIVITY_REFLECTION",25,"EXECUTIVE_FUNCTION",HIGH_CONFIDENCE,0.85,"","token PRODUCTIVITY → EXECUTIVE_FUNCTION"
"PROFESSIONAL_LEADERSHIP",40,"",REVIEW_REQUIRED,0.4,"SOCIAL_CONFIDENCE|COMMUNICATION|GOAL_ORIENTATION","theme LEADERSHIP → SOCIAL_CONFIDENCE/COMMUNICATION/GOAL_ORIENTATION"
"PSYCHOLOGICAL_ADAPTATION",40,"MENTAL_HEALTH",HIGH_CONFIDENCE,0.85,"","token PSYCHOLOGICAL → MENTAL_HEALTH"
"PURPOSE_ALIGNMENT",40,"GOAL_ORIENTATION",HIGH_CONFIDENCE,0.85,"","token PURPOSE → GOAL_ORIENTATION"
"PURPOSE_DISCOVERY",25,"GOAL_ORIENTATION",HIGH_CONFIDENCE,0.85,"","token PURPOSE → GOAL_ORIENTATION"
"PURPOSE_REFLECTION",40,"GOAL_ORIENTATION",HIGH_CONFIDENCE,0.85,"","token PURPOSE → GOAL_ORIENTATION"
"RECOVERY_BEHAVIOR",40,"RESILIENCE",HIGH_CONFIDENCE,0.85,"","token RECOVERY → RESILIENCE"
"RECOVERY_CAPABILITY",40,"",REVIEW_REQUIRED,0.5,"RESILIENCE|SKILL_AWARENESS","multi-construct: RESILIENCE | SKILL_AWARENESS"
"RECOVERY_ORIENTATION",40,"RESILIENCE",HIGH_CONFIDENCE,0.85,"","token RECOVERY → RESILIENCE"
"REFLECTIVE_DEVELOPMENT",25,"",UNMAPPED,0,"","no behavioural construct token in [REFLECTIVE,DEVELOPMENT]"
"REFLECTIVE_LEARNING",25,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"REFLECTIVE_SYSTEMS",40,"",UNMAPPED,0,"","no behavioural construct token in [REFLECTIVE,SYSTEMS]"
"RESPONSIBILITY_DEVELOPMENT",40,"",UNMAPPED,0,"","no behavioural construct token in [RESPONSIBILITY,DEVELOPMENT]"
"SELF_ACCEPTANCE",50,"SELF_ESTEEM",HIGH_CONFIDENCE,0.95,"","exact-override → SELF_ESTEEM"
"SELF_AWARENESS",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF+AWARENESS → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_DEVELOPMENT",25,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_DIAGNOSTIC",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_DISCOVERY",80,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_EVALUATION",25,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_EXPLORATION",25,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_EXPRESSION",40,"COMMUNICATION",HIGH_CONFIDENCE,0.85,"","token EXPRESSION → COMMUNICATION"
"SELF_GROWTH",50,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_IDENTITY",40,"SELF_ESTEEM",HIGH_CONFIDENCE,0.85,"","token IDENTITY → SELF_ESTEEM"
"SELF_LEADERSHIP",35,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING|SOCIAL_CONFIDENCE|COMMUNICATION|GOAL_ORIENTATION","theme SELF+LEADERSHIP → SELF_ESTEEM/CRITICAL_THINKING/SOCIAL_CONFIDENCE/COMMUNICATION/GOAL_ORIENTATION"
"SELF_LEARNING",50,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"SELF_MANAGEMENT",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_MOTIVATION",40,"INTRINSIC_MOTIVATION",HIGH_CONFIDENCE,0.95,"","exact-override → INTRINSIC_MOTIVATION"
"SELF_OBSERVATION",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_PERCEPTION",25,"SELF_ESTEEM",HIGH_CONFIDENCE,0.85,"","token PERCEPTION → SELF_ESTEEM"
"SELF_PROGRESS",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_REFLECTION",305,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING","theme SELF → SELF_ESTEEM/CRITICAL_THINKING"
"SELF_REGULATION",40,"",REVIEW_REQUIRED,0.4,"SELF_ESTEEM|CRITICAL_THINKING|IMPULSE_CONTROL|EMOTIONAL_REGULATION|EXECUTIVE_FUNCTION","theme SELF+REGULATION → SELF_ESTEEM/CRITICAL_THINKING/IMPULSE_CONTROL/EMOTIONAL_REGULATION/EXECUTIVE_FUNCTION"
"SELF_WORTH",50,"SELF_ESTEEM",HIGH_CONFIDENCE,0.95,"","exact-override → SELF_ESTEEM"
"SKILL_DEVELOPMENT",25,"SKILL_AWARENESS",HIGH_CONFIDENCE,0.85,"","token SKILL → SKILL_AWARENESS"
"SOCIAL_CAPABILITY",50,"",REVIEW_REQUIRED,0.5,"SOCIAL_CONFIDENCE|SKILL_AWARENESS","multi-construct: SOCIAL_CONFIDENCE | SKILL_AWARENESS"
"SOCIAL_DEVELOPMENT",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,0.85,"","token SOCIAL → SOCIAL_CONFIDENCE"
"SOCIAL_EMOTIONAL",825,"",REVIEW_REQUIRED,0.5,"SOCIAL_CONFIDENCE|EMOTIONAL_REGULATION","multi-construct: SOCIAL_CONFIDENCE | EMOTIONAL_REGULATION"
"SOCIAL_LEADERSHIP",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,0.85,"","token SOCIAL → SOCIAL_CONFIDENCE"
"SOCIAL_LEARNING",40,"",REVIEW_REQUIRED,0.5,"SOCIAL_CONFIDENCE|LEARNING_APPROACH","multi-construct: SOCIAL_CONFIDENCE | LEARNING_APPROACH"
"SOCIAL_REFLECTION",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,0.85,"","token SOCIAL → SOCIAL_CONFIDENCE"
"SOCIAL_SELF",40,"SOCIAL_CONFIDENCE",HIGH_CONFIDENCE,0.85,"","token SOCIAL → SOCIAL_CONFIDENCE"
"STAKEHOLDER_ALIGNMENT",40,"",UNMAPPED,0,"","no behavioural construct token in [STAKEHOLDER,ALIGNMENT]"
"STEM_LEARNING",100,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.85,"","token LEARNING → LEARNING_APPROACH"
"STRATEGIC_LEADERSHIP",75,"",REVIEW_REQUIRED,0.4,"SOCIAL_CONFIDENCE|COMMUNICATION|GOAL_ORIENTATION","theme LEADERSHIP → SOCIAL_CONFIDENCE/COMMUNICATION/GOAL_ORIENTATION"
"STRATEGIC_PREPARATION",500,"EXAM_READINESS",HIGH_CONFIDENCE,0.95,"","exact-override → EXAM_READINESS"
"STRENGTH_DISCOVERY",25,"",UNMAPPED,0,"","no behavioural construct token in [STRENGTH,DISCOVERY]"
"STUDENT_BALANCE",40,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,BALANCE]"
"STUDENT_BEHAVIOUR",25,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,BEHAVIOUR]"
"STUDENT_DEVELOPMENT",40,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,DEVELOPMENT]"
"STUDENT_ENGAGEMENT",40,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,ENGAGEMENT]"
"STUDENT_LEADERSHIP",40,"",REVIEW_REQUIRED,0.4,"SOCIAL_CONFIDENCE|COMMUNICATION|GOAL_ORIENTATION","theme LEADERSHIP → SOCIAL_CONFIDENCE/COMMUNICATION/GOAL_ORIENTATION"
"STUDENT_PSYCHOLOGY",40,"MENTAL_HEALTH",HIGH_CONFIDENCE,0.85,"","token PSYCHOLOGY → MENTAL_HEALTH"
"STUDENT_RECOVERY",40,"RESILIENCE",HIGH_CONFIDENCE,0.85,"","token RECOVERY → RESILIENCE"
"STUDENT_REGULATION",40,"",REVIEW_REQUIRED,0.4,"IMPULSE_CONTROL|EMOTIONAL_REGULATION|EXECUTIVE_FUNCTION","theme REGULATION → IMPULSE_CONTROL/EMOTIONAL_REGULATION/EXECUTIVE_FUNCTION"
"STUDENT_RISK",40,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,RISK]"
"STUDENT_SUCCESS",25,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,SUCCESS]"
"STUDENT_SUPPORT",40,"",UNMAPPED,0,"","no behavioural construct token in [STUDENT,SUPPORT]"
"STUDENT_WELLBEING",40,"STRESS_MANAGEMENT",HIGH_CONFIDENCE,0.85,"","token WELLBEING → STRESS_MANAGEMENT"
"STUDENT_WELLNESS",40,"STRESS_MANAGEMENT",HIGH_CONFIDENCE,0.85,"","token WELLNESS → STRESS_MANAGEMENT"
"STUDY_STRATEGY",50,"LEARNING_APPROACH",HIGH_CONFIDENCE,0.95,"","exact-override → LEARNING_APPROACH"
"SUBJECT_ANXIETY",40,"EXAM_STRESS",HIGH_CONFIDENCE,0.95,"","exact-override → EXAM_STRESS"
"SUBJECT_INTERVENTION",40,"",UNMAPPED,0,"","no behavioural construct token in [SUBJECT,INTERVENTION]"
"TALENT_DISCOVERY",25,"SKILL_AWARENESS",HIGH_CONFIDENCE,0.85,"","token TALENT → SKILL_AWARENESS"
"TALENT_IDENTIFICATION",40,"SKILL_AWARENESS",HIGH_CONFIDENCE,0.85,"","token TALENT → SKILL_AWARENESS"
"TEACHING_QUALITY",40,"",UNMAPPED,0,"","no behavioural construct token in [TEACHING,QUALITY]"
"TEAM_LEADERSHIP",75,"PEER_RELATIONS",HIGH_CONFIDENCE,0.85,"","token TEAM → PEER_RELATIONS"
"TEAM_LEARNING",40,"",REVIEW_REQUIRED,0.5,"PEER_RELATIONS|LEARNING_APPROACH","multi-construct: PEER_RELATIONS | LEARNING_APPROACH"
"TEAM_MANAGEMENT",40,"PEER_RELATIONS",HIGH_CONFIDENCE,0.85,"","token TEAM → PEER_RELATIONS"
"THINKING_QUALITY",525,"CRITICAL_THINKING",HIGH_CONFIDENCE,0.85,"","token THINKING → CRITICAL_THINKING"
"TRANSITION_ADAPTATION",40,"",UNMAPPED,0,"","no behavioural construct token in [TRANSITION,ADAPTATION]"
"TRANSITION_READINESS",25,"",UNMAPPED,0,"","no behavioural construct token in [TRANSITION,READINESS]"
"VALUES_BASED",25,"",UNMAPPED,0,"","no behavioural construct token in [VALUES,BASED]"
"VALUES_EXPLORATION",40,"",UNMAPPED,0,"","no behavioural construct token in [VALUES,EXPLORATION]"
"VOCATIONAL_GUIDANCE",40,"CAREER_CLARITY",HIGH_CONFIDENCE,0.85,"","token VOCATIONAL → CAREER_CLARITY"
"WORKFORCE_TRENDS",40,"CAREER_READINESS",HIGH_CONFIDENCE,0.85,"","token WORKFORCE → CAREER_READINESS"
"WORKPLACE_ADAPTATION",682,"CAREER_READINESS",HIGH_CONFIDENCE,0.95,"","exact-override → CAREER_READINESS"
"WORKPLACE_FIT",25,"CAREER_READINESS",HIGH_CONFIDENCE,0.95,"","exact-override → CAREER_READINESS"
"WORKPLACE_PERFORMANCE",25,"CAREER_GROWTH",HIGH_CONFIDENCE,0.95,"","exact-override → CAREER_GROWTH"
"WORKPLACE_READINESS",25,"CAREER_READINESS",HIGH_CONFIDENCE,0.95,"","exact-override → CAREER_READINESS"
