concern_id,concern_name,canonical_type,behavior_statement,behavior_category,frame_id,source,quality_total,accepted
CONCERN_CON_1205,Institutional Creativity and Innovation Levels,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1205,Institutional Creativity and Innovation Levels,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1205,Institutional Creativity and Innovation Levels,Capability,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1208,Measure Student Ownership and Accountability,Capability,blames others when {task} goes wrong,Self-Management,ownership_blame,curated,19,true
CONCERN_CON_1208,Measure Student Ownership and Accountability,Capability,takes on everything instead of delegating,Leadership,lead_delegate,curated,19,true
CONCERN_CON_1208,Measure Student Ownership and Accountability,Capability,waits to be told what to do next,Self-Management,ownership_passive,curated,19,true
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Capability,puts off making decisions about {task},Cognitive,decision_delay,curated,19,true
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Capability,changes the decision repeatedly after making it,Cognitive,decision_secondguess,curated,19,true
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,Capability,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_CON_125,Building Structured Daily Study Plans,Capability,skips planned study sessions,Academic,study_irregular,curated,19,true
CONCERN_CON_125,Building Structured Daily Study Plans,Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_CON_125,Building Structured Daily Study Plans,Capability,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_1295,Coordinating Multi-Layer Student Interventions,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1295,Coordinating Multi-Layer Student Interventions,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1295,Coordinating Multi-Layer Student Interventions,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,Outcome,misses opportunities by not acting on them,Career,career_passive,curated,19,true
CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,Outcome,freezes when a problem has no obvious answer,Cognitive,think_stuck,curated,19,true
CONCERN_CON_1322,Visibility into Student Aptitude and Problem-Solving Readiness,Outcome,lets their contributions go unnoticed at {setting},Career,work_visibility,curated,19,true
CONCERN_CON_133,Isolation During Preparation,Problem,under-prepares for interviews,Career,interview_underprepare,curated,19,true
CONCERN_CON_133,Isolation During Preparation,Problem,arrives underprepared for {task},Self-Management,preparation_under,curated,19,true
CONCERN_CON_133,Isolation During Preparation,Problem,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_138,Test-Taking Strategy in Competitive Exams,Problem,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_138,Test-Taking Strategy in Competitive Exams,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_138,Test-Taking Strategy in Competitive Exams,Problem,avoids tasks related to {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_143,Consistent Mock Test Discipline,Capability,gets pulled away from {task} by distractions,Self-Management,discipline_distracted,curated,19,true
CONCERN_CON_143,Consistent Mock Test Discipline,Capability,abandons routines for {task} after a few days,Self-Management,discipline_inconsistent,curated,19,true
CONCERN_CON_143,Consistent Mock Test Discipline,Capability,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_1475,assertiveness in academic and social settings,Problem,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_CON_1475,assertiveness in academic and social settings,Problem,avoids disagreements even when it matters,Social,conflict_avoid,curated,19,true
CONCERN_CON_1475,assertiveness in academic and social settings,Problem,keeps to themselves around {peers},Social,social_isolate,curated,19,true
CONCERN_CON_148,Handle Exam-Day Surprises Calmly,Capability,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_148,Handle Exam-Day Surprises Calmly,Capability,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_148,Handle Exam-Day Surprises Calmly,Capability,avoids tasks related to {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_1490,adaptability during failures or setbacks,Trait,resists new ways of doing {task},Learning,adapt_resist,curated,17,true
CONCERN_CON_1490,adaptability during failures or setbacks,Trait,avoids learning new approaches to {task},Learning,generic_Learning,generic_fallback,10,false
CONCERN_CON_1490,adaptability during failures or setbacks,Trait,repeats the same mistakes with {task},Learning,generic_Learning,generic_fallback,10,false
CONCERN_CON_155,Pressure from Multiple Expectations,Problem,struggles to meet expectations set by {authority},Self-Management,expectations_meet,curated,19,true
CONCERN_CON_155,Pressure from Multiple Expectations,Problem,feels overwhelmed by {task},Emotional,stress_overwhelm,curated,19,true
CONCERN_CON_155,Pressure from Multiple Expectations,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_158,Adaptability to Changing Exam Patterns,Trait,resists new ways of doing {task},Learning,adapt_resist,curated,17,true
CONCERN_CON_158,Adaptability to Changing Exam Patterns,Trait,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_158,Adaptability to Changing Exam Patterns,Trait,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_162,Sustain Revision Across Multiple Cycles,Problem,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_162,Sustain Revision Across Multiple Cycles,Problem,skips planned study sessions,Academic,study_irregular,curated,19,true
CONCERN_CON_162,Sustain Revision Across Multiple Cycles,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_164,Structured Thinking During Analytical Questions,Capability,accepts the first idea without checking it,Cognitive,think_surface,curated,19,true
CONCERN_CON_164,Structured Thinking During Analytical Questions,Capability,freezes when a problem has no obvious answer,Cognitive,think_stuck,curated,19,true
CONCERN_CON_164,Structured Thinking During Analytical Questions,Capability,has difficulty thinking through {task},Cognitive,generic_Cognitive,generic_fallback,10,false
CONCERN_CON_1653,Fear of Asking Questions in Class,Problem,avoids challenges for fear of failing,Emotional,fear_avoid,curated,19,true
CONCERN_CON_1653,Fear of Asking Questions in Class,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1653,Fear of Asking Questions in Class,Problem,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1654,Expressing Answers Verbally,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1654,Expressing Answers Verbally,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1654,Expressing Answers Verbally,Capability,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_168,Transition from Learning to Testing Mode,Problem,resists new ways of doing {task},Learning,adapt_resist,curated,17,true
CONCERN_CON_168,Transition from Learning to Testing Mode,Problem,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_CON_168,Transition from Learning to Testing Mode,Problem,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_CON_168,Transition from Learning to Testing Mode,Problem,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_CON_1693,Feedback from Teachers,Problem,hesitates to give others honest feedback,Leadership,lead_feedback,curated,19,true
CONCERN_CON_1693,Feedback from Teachers,Problem,ignores feedback meant to improve {task},Learning,learn_feedback,curated,19,true
CONCERN_CON_1693,Feedback from Teachers,Problem,avoids learning new approaches to {task},Learning,generic_Learning,generic_fallback,10,false
CONCERN_CON_173,Preparation During Emotional Distress,Problem,under-prepares for interviews,Career,interview_underprepare,curated,19,true
CONCERN_CON_173,Preparation During Emotional Distress,Problem,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_173,Preparation During Emotional Distress,Problem,arrives underprepared for {task},Self-Management,preparation_under,curated,19,true
CONCERN_CON_173,Preparation During Emotional Distress,Problem,crams the night before {evaluation},Academic,study_cram,curated,19,true
CONCERN_CON_1735,Confidence,Capability,doubts their ability to handle {task},Emotional,conf_doubt,curated,19,true
CONCERN_CON_1735,Confidence,Capability,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1735,Confidence,Capability,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1736,Career Confusion,Problem,misses opportunities by not acting on them,Career,career_passive,curated,19,true
CONCERN_CON_1736,Career Confusion,Problem,cannot describe a clear next career step,Career,career_unclear,curated,19,true
CONCERN_CON_1736,Career Confusion,Problem,struggles to make progress at {setting},Career,generic_Career,generic_fallback,10,false
CONCERN_CON_1754,Burnout Symptoms,Outcome,feels drained and disengaged from {task},Emotional,burnout_drained,curated,19,true
CONCERN_CON_1754,Burnout Symptoms,Outcome,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1754,Burnout Symptoms,Outcome,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1759,Emotional Shutdown,Problem,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_1759,Emotional Shutdown,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1759,Emotional Shutdown,Problem,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_176,Emotional Awareness During Burnout Phases,Outcome,feels drained and disengaged from {task},Emotional,burnout_drained,curated,19,true
CONCERN_CON_176,Emotional Awareness During Burnout Phases,Outcome,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_176,Emotional Awareness During Burnout Phases,Outcome,rarely notices how their actions affect {peers},Emotional,self_awareness,curated,19,true
CONCERN_CON_1777,Constant Need for Entertainment,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1777,Constant Need for Entertainment,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1777,Constant Need for Entertainment,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1782,Social Anxiety,Problem,worries excessively before {evaluation},Emotional,anx_worry,curated,19,true
CONCERN_CON_1782,Social Anxiety,Problem,keeps to themselves around {peers},Social,social_isolate,curated,19,true
CONCERN_CON_1782,Social Anxiety,Problem,holds back when interacting with {peers},Social,generic_Social,generic_fallback,10,false
CONCERN_CON_179,Emotional Fatigue During Revisions,Outcome,feels drained and disengaged from {task},Emotional,burnout_drained,curated,19,true
CONCERN_CON_179,Emotional Fatigue During Revisions,Outcome,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_179,Emotional Fatigue During Revisions,Outcome,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1791,Over-Scheduling & Lack of Rest,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1791,Over-Scheduling & Lack of Rest,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1791,Over-Scheduling & Lack of Rest,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1795,Curiosity,Trait,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_CON_1795,Curiosity,Trait,avoids learning new approaches to {task},Learning,generic_Learning,generic_fallback,10,false
CONCERN_CON_1795,Curiosity,Trait,repeats the same mistakes with {task},Learning,generic_Learning,generic_fallback,10,false
CONCERN_CON_1799,Fear of Speaking English,Problem,avoids speaking up in {setting},Social,comm_quiet,curated,19,true
CONCERN_CON_1799,Fear of Speaking English,Problem,avoids challenges for fear of failing,Emotional,fear_avoid,curated,19,true
CONCERN_CON_1799,Fear of Speaking English,Problem,avoids presenting in front of {peers},Social,present_avoid,curated,19,true
CONCERN_CON_1805,Emotional Dependency on Relationships,Trait,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_1805,Emotional Dependency on Relationships,Trait,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1805,Emotional Dependency on Relationships,Trait,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1807,Child Becoming Manipulative,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1807,Child Becoming Manipulative,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1807,Child Becoming Manipulative,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1812,Learned Helplessness,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1812,Learned Helplessness,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1812,Learned Helplessness,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1818,Fear of Making Mistakes,Problem,puts off making decisions about {task},Cognitive,decision_delay,curated,19,true
CONCERN_CON_1818,Fear of Making Mistakes,Problem,avoids challenges for fear of failing,Emotional,fear_avoid,curated,19,true
CONCERN_CON_1818,Fear of Making Mistakes,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1819,Child Becoming Emotionally Numb,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1819,Child Becoming Emotionally Numb,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1819,Child Becoming Emotionally Numb,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1842,Emotional Dependence on Validation,Trait,compares themselves unfavourably to {peers},Emotional,compare_self,curated,19,true
CONCERN_CON_1842,Emotional Dependence on Validation,Trait,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_1842,Emotional Dependence on Validation,Trait,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1843,Excessive Self-Criticism,Problem,ignores feedback meant to improve {task},Learning,learn_feedback,curated,19,true
CONCERN_CON_1843,Excessive Self-Criticism,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1843,Excessive Self-Criticism,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1844,Emotional Withdrawal After Failure,Outcome,avoids challenges for fear of failing,Emotional,fear_avoid,curated,19,true
CONCERN_CON_1844,Emotional Withdrawal After Failure,Outcome,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_1844,Emotional Withdrawal After Failure,Outcome,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1849,Emotional Outbursts During Screen Restrictions,Problem,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_1849,Emotional Outbursts During Screen Restrictions,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1849,Emotional Outbursts During Screen Restrictions,Problem,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1854,Child Becoming Cynical Early,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1854,Child Becoming Cynical Early,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1854,Child Becoming Cynical Early,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1864,Listening Skills,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_CON_1864,Listening Skills,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1864,Listening Skills,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1867,Child Becoming Emotionally Detached from Grandparents,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1867,Child Becoming Emotionally Detached from Grandparents,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1867,Child Becoming Emotionally Detached from Grandparents,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1872,Child Feeling Inferior to High Performers,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1872,Child Feeling Inferior to High Performers,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1872,Child Feeling Inferior to High Performers,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1873,Child Developing Victim Mindset,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1873,Child Developing Victim Mindset,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1873,Child Developing Victim Mindset,Capability,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1877,Child Becoming Overly Competitive with Siblings,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1877,Child Becoming Overly Competitive with Siblings,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1877,Child Becoming Overly Competitive with Siblings,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1883,Body Image Confidence,Capability,doubts their ability to handle {task},Emotional,conf_doubt,curated,19,true
CONCERN_CON_1883,Body Image Confidence,Capability,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1883,Body Image Confidence,Capability,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1884,Child Becoming Addicted to Short Video Platforms,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1884,Child Becoming Addicted to Short Video Platforms,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1884,Child Becoming Addicted to Short Video Platforms,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_189,Building Confidence After Long Study Gaps,Problem,doubts their ability to handle {task},Emotional,conf_doubt,curated,19,true
CONCERN_CON_189,Building Confidence After Long Study Gaps,Problem,skips planned study sessions,Academic,study_irregular,curated,19,true
CONCERN_CON_189,Building Confidence After Long Study Gaps,Problem,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_CON_1891,Emotional Recovery After Criticism,Problem,ignores feedback meant to improve {task},Learning,learn_feedback,curated,19,true
CONCERN_CON_1891,Emotional Recovery After Criticism,Problem,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_1891,Emotional Recovery After Criticism,Problem,struggles to bounce back after setbacks,Emotional,recovery_bounce,curated,19,true
CONCERN_CON_1901,Child Losing Interest in Real-World Relationships,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1901,Child Losing Interest in Real-World Relationships,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1901,Child Losing Interest in Real-World Relationships,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1909,Child Becoming Emotionally Overwhelmed by News & Media,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1909,Child Becoming Emotionally Overwhelmed by News & Media,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1909,Child Becoming Emotionally Overwhelmed by News & Media,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1918,Child Losing Trust in Parents,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1918,Child Losing Trust in Parents,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1918,Child Losing Trust in Parents,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_192,Decision-Making During High-Pressure Sections,Problem,puts off making decisions about {task},Cognitive,decision_delay,curated,19,true
CONCERN_CON_192,Decision-Making During High-Pressure Sections,Problem,changes the decision repeatedly after making it,Cognitive,decision_secondguess,curated,19,true
CONCERN_CON_192,Decision-Making During High-Pressure Sections,Problem,feels overwhelmed by {task},Emotional,stress_overwhelm,curated,19,true
CONCERN_CON_1923,Child Feeling Insecure About Future Stability,Capability,struggles to stay steady when routines change,Emotional,stability_shaky,curated,19,true
CONCERN_CON_1923,Child Feeling Insecure About Future Stability,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1923,Child Feeling Insecure About Future Stability,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1929,Child Becoming Addicted to External Motivation,Problem,shows little energy for starting {task},Self-Management,motivation_low,curated,19,true
CONCERN_CON_1929,Child Becoming Addicted to External Motivation,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1929,Child Becoming Addicted to External Motivation,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1941,Confidence in Studies,Capability,doubts their ability to handle {task},Emotional,conf_doubt,curated,19,true
CONCERN_CON_1941,Confidence in Studies,Capability,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1941,Confidence in Studies,Capability,struggles to stay composed under pressure,Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1942,Time Management,Capability,misses {task} deadlines,Self-Management,time_deadline,curated,19,true
CONCERN_CON_1942,Time Management,Capability,underestimates how long {task} will take,Self-Management,time_estimate,curated,19,true
CONCERN_CON_1942,Time Management,Capability,starts {task} at the last minute,Self-Management,time_lastminute,curated,19,true
CONCERN_CON_195,Emotional Pressure from Coaching Investments,Problem,reacts strongly to small setbacks,Emotional,mood_react,curated,19,true
CONCERN_CON_195,Emotional Pressure from Coaching Investments,Problem,feels overwhelmed by {task},Emotional,stress_overwhelm,curated,19,true
CONCERN_CON_195,Emotional Pressure from Coaching Investments,Problem,shows visible discomfort during {task},Emotional,generic_Emotional,generic_fallback,10,false
CONCERN_CON_1981,Sequential Thinking Skills,Capability,repeats the same approach despite poor results,Learning,skill_plateau,curated,19,true
CONCERN_CON_1981,Sequential Thinking Skills,Capability,freezes when a problem has no obvious answer,Cognitive,think_stuck,curated,19,true
CONCERN_CON_1981,Sequential Thinking Skills,Capability,accepts the first idea without checking it,Cognitive,think_surface,curated,19,true
CONCERN_CON_1997,Following Multi-Teacher Instructions,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1997,Following Multi-Teacher Instructions,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_1997,Following Multi-Teacher Instructions,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2001,Advanced Curriculum Transition,Problem,resists new ways of doing {task},Learning,adapt_resist,curated,17,true
CONCERN_CON_2001,Advanced Curriculum Transition,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2001,Advanced Curriculum Transition,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2003,Competitive Awareness,Capability,rarely notices how their actions affect {peers},Emotional,self_awareness,curated,19,true
CONCERN_CON_2003,Competitive Awareness,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2003,Competitive Awareness,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2029,Academic Expectations from Multiple Sources,Problem,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_CON_2029,Academic Expectations from Multiple Sources,Problem,struggles to meet expectations set by {authority},Self-Management,expectations_meet,curated,19,true
CONCERN_CON_2029,Academic Expectations from Multiple Sources,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_2039,Interdisciplinary Questions,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2039,Interdisciplinary Questions,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2039,Interdisciplinary Questions,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2073,Learning Discipline During Holidays,Capability,gets pulled away from {task} by distractions,Self-Management,discipline_distracted,curated,19,true
CONCERN_CON_2073,Learning Discipline During Holidays,Capability,abandons routines for {task} after a few days,Self-Management,discipline_inconsistent,curated,19,true
CONCERN_CON_2073,Learning Discipline During Holidays,Capability,gives up after the first mistake,Learning,learn_giveup,curated,19,true
CONCERN_CON_2073,Learning Discipline During Holidays,Capability,rarely explores topics beyond what is required,Learning,learn_incurious,curated,19,true
CONCERN_CON_2073,Learning Discipline During Holidays,Capability,re-reads notes without testing recall,Academic,study_passive,curated,19,true
CONCERN_CON_2087,Academic Expectations from Parents,Problem,avoids the hardest {task},Academic,academic_avoid,curated,19,true
CONCERN_CON_2087,Academic Expectations from Parents,Problem,struggles to meet expectations set by {authority},Self-Management,expectations_meet,curated,19,true
CONCERN_CON_2087,Academic Expectations from Parents,Problem,shows difficulty with {task},Academic,generic_Academic,generic_fallback,10,false
CONCERN_CON_2092,Completing Long Assignments,Problem,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2092,Completing Long Assignments,Problem,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2092,Completing Long Assignments,Problem,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_211,Understanding Future Industry Trends,Capability,misreads instructions for {task},Cognitive,comp_misunderstand,curated,19,true
CONCERN_CON_211,Understanding Future Industry Trends,Capability,struggles to make progress at {setting},Career,generic_Career,generic_fallback,10,false
CONCERN_CON_211,Understanding Future Industry Trends,Capability,avoids tasks tied to career growth,Career,generic_Career,generic_fallback,10,false
CONCERN_CON_2118,Managing Students Who Avoid Asking Doubts,Capability,struggles to organize {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2118,Managing Students Who Avoid Asking Doubts,Capability,needs prompting to keep up with {task},Self-Management,generic_Self-Management,generic_fallback,10,false
CONCERN_CON_2118,Managing Students Who Avoid Asking Doubts,Capability,lets {task} slip without follow-through,Self-Management,generic_Self-Management,generic_fallback,10,false
