tier,bridge_tag,concern_count,cluster_count,remap_target,remap_route,modal_persona,modal_cluster,domains,root_cause_categories,behavioral_intent,estimated_question_inventory,sample_concerns
3,ACADEMIC_EQUITY,1,1,ACADEMIC_COGNITIVE,keyword,Principal / Leadership,Difficulty Identifying Institutional Learning Inequality Across Sections,Academic Equity,Inconsistent Teaching Quality,"Surface and stabilise ""Difficulty Identifying Institutional Learning Inequality Across Sections"" within the Academic Equity domain",8,Identifying Institutional Learning Inequality Across Sections
3,ACADEMIC_READINESS,1,1,ACADEMIC_COGNITIVE,keyword,Academic Counsellor,Poor time management before exams,Academic Readiness,Weak routines,"Surface and stabilise ""Poor time management before exams"" within the Academic Readiness domain",8,time management before exams
3,ACCOUNTABILITY_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Self Exploration User,Lack of ownership for personal growth,Accountability Development,Externalization habits,"Surface and stabilise ""Lack of ownership for personal growth"" within the Accountability Development domain",8,ownership for personal growth
3,ACCOUNTABILITY_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Lack of ownership for personal performance,Accountability Reflection,Lack of responsibility habits,"Surface and stabilise ""Lack of ownership for personal performance"" within the Accountability Reflection domain",8,ownership for personal performance
3,ADAPTABILITY_COACHING,1,1,LEARNING_ADAPTABILITY,override,Student Mentor,Poor adaptability to changing expectations,Adaptability Coaching,Fixed behavioral habits,"Surface and stabilise ""Poor adaptability to changing expectations"" within the Adaptability Coaching domain",8,adaptability to changing expectations
3,ADAPTABILITY_GUIDANCE,1,1,LEARNING_ADAPTABILITY,override,Behavioral Mentor,Poor adaptation to changing academic expectations,Adaptability Guidance,Change discomfort,"Surface and stabilise ""Poor adaptation to changing academic expectations"" within the Adaptability Guidance domain",8,adaptation to changing academic expectations
3,ADAPTIVE_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Self Discovery,Low adaptability to changing environments,Adaptive Development,Fixed mindset conditioning,"Surface and stabilise ""Low adaptability to changing environments"" within the Adaptive Development domain",8,adaptability to changing environments
3,ADAPTIVE_DIAGNOSTICS,1,1,INSTRUCTIONAL_QUALITY,override,Academic Operations Leadership,Weak Visibility into Student Learning Pace Differences,Adaptive Diagnostics,Learning Pace Blindness,"Surface and stabilise ""Weak Visibility into Student Learning Pace Differences"" within the Adaptive Diagnostics domain",8,Visibility into Student Learning Pace Differences
3,ADAPTIVE_GROWTH,1,1,HOLISTIC_DEVELOPMENT,keyword,Self Exploration User,Weak adaptability during life transitions,Adaptive Growth,Rigid self-identity,"Surface and stabilise ""Weak adaptability during life transitions"" within the Adaptive Growth domain",8,adaptability during life transitions
3,ADAPTIVE_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Difficulty adapting after poor performance outcomes,Adaptive Reflection,Failure intolerance,"Surface and stabilise ""Difficulty adapting after poor performance outcomes"" within the Adaptive Reflection domain",8,adapting after poor performance outcomes
3,ASPIRATIONAL_CLARITY,1,1,MOTIVATION_VALUES,keyword,Self Exploration User,Career confusion due to social media influence,Aspirational Clarity,Misleading digital narratives,"Surface and stabilise ""Career confusion due to social media influence"" within the Aspirational Clarity domain",8,Career confusion due to social media influence
3,ASPIRATIONAL_DEVELOPMENT,1,1,MOTIVATION_VALUES,keyword,Self Discovery,Lack of clarity about long-term goals,Aspirational Development,Weak future orientation,"Surface and stabilise ""Lack of clarity about long-term goals"" within the Aspirational Development domain",8,clarity about long-term goals
3,ASSESSMENT_INTELLIGENCE,1,1,INSTRUCTIONAL_QUALITY,override,Academic Operations Leadership,Difficulty Aligning Assessment Practices with Actual Learning,Assessment Intelligence,Traditional Testing Structures,"Surface and stabilise ""Difficulty Aligning Assessment Practices with Actual Learning"" within the Assessment Intelligence domain",8,Aligning Assessment Practices with Actual Learning
3,ATTENTION_REFLECTION,1,1,THINKING_QUALITY,keyword,Learner,Poor understanding of multitasking limitations,Attention Reflection,Digital distraction habits,"Surface and stabilise ""Poor understanding of multitasking limitations"" within the Attention Reflection domain",8,understanding of multitasking limitations
3,BALANCED_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Overfocus on weaknesses ignoring strengths,Balanced Reflection,Negativity bias,"Surface and stabilise ""Overfocus on weaknesses ignoring strengths"" within the Balanced Reflection domain",8,Overfocus on weaknesses ignoring strengths
3,BEHAVIOR_CORRECTION,1,1,DISCIPLINE_HABITS,override,Behavioral Mentor,Resistance to behavioral feedback from teachers,Behavior Correction,Ego defensiveness,"Surface and stabilise ""Resistance to behavioral feedback from teachers"" within the Behavior Correction domain",8,Resistance to behavioral feedback from teachers
3,BEHAVIORAL_AWARENESS,1,1,SELF_REFLECTION,override,Self Exploration User,Inability to recognize behavioral patterns,Behavioral Awareness,Low self-observation,"Surface and stabilise ""Inability to recognize behavioral patterns"" within the Behavioral Awareness domain",8,recognize behavioral patterns
3,BEHAVIORAL_GROWTH,1,1,HOLISTIC_DEVELOPMENT,keyword,Performance Reflection,Difficulty tracking behavioral improvement over time,Behavioral Growth,Weak reflection routines,"Surface and stabilise ""Difficulty tracking behavioral improvement over time"" within the Behavioral Growth domain",8,tracking behavioral improvement over time
3,BEHAVIORAL_REFLECTION,1,1,THINKING_QUALITY,keyword,Self Discovery,Lack of awareness about behavioral patterns,Behavioral Reflection,Low self-observation,"Surface and stabilise ""Lack of awareness about behavioral patterns"" within the Behavioral Reflection domain",8,awareness about behavioral patterns
3,BEHAVIORAL_REGULATION,1,1,DISCIPLINE_HABITS,override,Behavioral Mentor,Digital addiction affecting learning habits,Behavioral Regulation,Dopamine dependency,"Surface and stabilise ""Digital addiction affecting learning habits"" within the Behavioral Regulation domain",8,Digital addiction affecting learning habits
3,CAPABILITY_DEVELOPMENT,1,1,COMPETENCY_DEVELOPMENT,keyword,Student Mentor,Weak problem-solving and practical thinking,Capability Development,Low experiential learning,"Surface and stabilise ""Weak problem-solving and practical thinking"" within the Capability Development domain",8,problem-solving and practical thinking
3,CAREER_ACADEMIC,1,1,CAREER_READINESS,keyword,Academic Counsellor,Lack of academic goal clarity,Career-Academic Alignment,Poor self-awareness,"Surface and stabilise ""Lack of academic goal clarity"" within the Career-Academic Alignment domain",8,academic goal clarity
3,CAREER_AUTONOMY,1,1,CAREER_READINESS,keyword,Self Exploration User,Feeling pressured to pursue conventional careers,Career Autonomy,Social conditioning,"Surface and stabilise ""Feeling pressured to pursue conventional careers"" within the Career Autonomy domain",8,Feeling pressured to pursue conventional careers
3,CAREER_COMPETITION,1,1,CAREER_READINESS,keyword,Career Counsellor,Fear of competitive exams and failure,Career Competition Readiness,Fear of failure,"Surface and stabilise ""Fear of competitive exams and failure"" within the Career Competition Readiness domain",8,Fear of competitive exams and failure
3,CAREER_DEVELOPMENT,1,1,CAREER_READINESS,keyword,Career Counsellor,Lack of clarity about career progression ladders,Career Development,Limited mentoring,"Surface and stabilise ""Lack of clarity about career progression ladders"" within the Career Development domain",8,clarity about career progression ladders
3,CAREER_ECOSYSTEM,1,1,CAREER_READINESS,keyword,Career Counsellor,Lack of networking and mentorship access,Career Ecosystem Support,Access limitations,"Surface and stabilise ""Lack of networking and mentorship access"" within the Career Ecosystem Support domain",8,networking and mentorship access
3,CAREER_EXPLORATION,1,1,CAREER_READINESS,keyword,Self Exploration User,Lack of awareness about emerging career possibilities,Career Exploration,Information limitations,"Surface and stabilise ""Lack of awareness about emerging career possibilities"" within the Career Exploration domain",8,awareness about emerging career possibilities
3,CAREER_FLEXIBILITY,1,1,CAREER_READINESS,keyword,Career Counsellor,Lack of career adaptability during market shifts,Career Flexibility,Fixed career mindset,"Surface and stabilise ""Lack of career adaptability during market shifts"" within the Career Flexibility domain",8,career adaptability during market shifts
3,CAREER_GUIDANCE,1,1,CAREER_READINESS,keyword,Career Counsellor,Lack of career clarity after Class 10/12,Career Guidance,Limited exposure,"Surface and stabilise ""Lack of career clarity after Class 10/12"" within the Career Guidance domain",8,career clarity after Class 10/12
3,CAREER_MAPPING,1,1,CAREER_READINESS,keyword,Career Counsellor,Confusion between degree and career outcomes,Career Mapping,Weak career literacy,"Surface and stabilise ""Confusion between degree and career outcomes"" within the Career Mapping domain",8,Confusion between degree and career outcomes
3,CAREER_PRIORITIZATION,1,1,CAREER_READINESS,keyword,Self Exploration User,Inability to define personal career values,Career Prioritization,Limited reflection practices,"Surface and stabilise ""Inability to define personal career values"" within the Career Prioritization domain",8,define personal career values
3,CAREER_REFLECTION,1,1,CAREER_READINESS,keyword,Self Exploration User,Uncertainty about long-term career direction,Career Reflection,Limited self-awareness,"Surface and stabilise ""Uncertainty about long-term career direction"" within the Career Reflection domain",8,Uncertainty about long-term career direction
3,CAREER_RISK,1,1,CAREER_READINESS,keyword,Self Exploration User,Fear of failure influencing career choices,Career Risk Analysis,Low confidence,"Surface and stabilise ""Fear of failure influencing career choices"" within the Career Risk Analysis domain",8,Fear of failure influencing career choices
3,CAREER_STABILITY,1,1,EMOTIONAL_REGULATION,keyword,Self Exploration User,Career interests changing frequently,Career Stability Analysis,Identity exploration confusion,"Surface and stabilise ""Career interests changing frequently"" within the Career Stability Analysis domain",8,Career interests changing frequently
3,CAREER_SUITABILITY,1,1,CAREER_READINESS,keyword,Career Counsellor,Lack of aptitude-career alignment,Career Suitability,Poor self-assessment,"Surface and stabilise ""Lack of aptitude-career alignment"" within the Career Suitability domain",8,aptitude-career alignment
3,CAREER_TIMELINE,1,1,CAREER_READINESS,keyword,Self Exploration User,Fear of lagging behind peers in career progress,Career Timeline Anxiety,Comparison dependency,"Surface and stabilise ""Fear of lagging behind peers in career progress"" within the Career Timeline Anxiety domain",8,Fear of lagging behind peers in career progress
3,CAREER_TRADEOFF,1,1,CAREER_READINESS,keyword,Self Exploration User,Difficulty balancing passion and financial security,Career Tradeoff Reflection,Financial anxiety,"Surface and stabilise ""Difficulty balancing passion and financial security"" within the Career Tradeoff Reflection domain",8,balancing passion and financial security
3,CHARACTER_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Student Mentor,Poor ethical judgment and integrity awareness,Character Development,Weak value systems,"Surface and stabilise ""Poor ethical judgment and integrity awareness"" within the Character Development domain",8,ethical judgment and integrity awareness
3,CLASSROOM_ADAPTATION,1,1,CLASSROOM_ENGAGEMENT,keyword,Behavioral Mentor,Fear of asking doubts in class,Classroom Adaptation,Fear of judgment,"Surface and stabilise ""Fear of asking doubts in class"" within the Classroom Adaptation domain",8,Fear of asking doubts in class
3,COGNITIVE_AWARENESS,1,1,THINKING_QUALITY,override,Learner,Difficulty understanding personal problem-solving style,Cognitive Awareness,Lack of cognitive profiling,"Surface and stabilise ""Difficulty understanding personal problem-solving style"" within the Cognitive Awareness domain",8,understanding personal problem-solving style
3,COGNITIVE_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Academic Counsellor,Difficulty retaining learned concepts,Cognitive Development,Weak retention systems,"Surface and stabilise ""Difficulty retaining learned concepts"" within the Cognitive Development domain",8,retaining learned concepts
3,COGNITIVE_EMOTIONAL,1,1,EMOTIONAL_REGULATION,keyword,Self Exploration User,Overthinking personal decisions constantly,Cognitive-Emotional Balance,Fear-based thinking,"Surface and stabilise ""Overthinking personal decisions constantly"" within the Cognitive-Emotional Balance domain",8,Overthinking personal decisions constantly
3,COGNITIVE_MAPPING,1,1,LEARNING_AWARENESS,override,Self Exploration User,Difficulty understanding natural learning style,Cognitive Mapping,Rigid teaching exposure,"Surface and stabilise ""Difficulty understanding natural learning style"" within the Cognitive Mapping domain",8,understanding natural learning style
3,COGNITIVE_REFLECTION,1,1,THINKING_QUALITY,keyword,Learner,Poor understanding of attention span limitations,Cognitive Reflection,Poor energy awareness,"Surface and stabilise ""Poor understanding of attention span limitations"" within the Cognitive Reflection domain",8,understanding of attention span limitations
3,COGNITIVE_SELF,1,1,SELF_PERCEPTION,keyword,Self Discovery,Difficulty recognizing limiting beliefs,Cognitive Self-Awareness,Conditioning and failures,"Surface and stabilise ""Difficulty recognizing limiting beliefs"" within the Cognitive Self-Awareness domain",8,recognizing limiting beliefs
3,COGNITIVE_SKILLS,1,1,COMPETENCY_DEVELOPMENT,keyword,Academic Counsellor,Weak problem-solving ability,Cognitive Skills,Limited analytical exposure,"Surface and stabilise ""Weak problem-solving ability"" within the Cognitive Skills domain",8,problem-solving ability
3,COGNITIVE_WELLNESS,1,1,EMOTIONAL_REGULATION,keyword,Learner,Poor awareness of cognitive fatigue,Cognitive Wellness,Overstudy culture,"Surface and stabilise ""Poor awareness of cognitive fatigue"" within the Cognitive Wellness domain",8,awareness of cognitive fatigue
3,COLLEGE_ADAPTATION,1,1,ACADEMIC_TRANSITION,override,Campus Student,Difficulty Adapting to College Academic Structure,College Adaptation,Sudden Independence Shift,"Surface and stabilise ""Difficulty Adapting to College Academic Structure"" within the College Adaptation domain",8,Adapting to College Academic Structure
3,COMMUNICATION_BEHAVIOR,1,1,COMMUNICATION_EXPRESSION,keyword,Behavioral Mentor,Fear of public speaking and participation,Communication Behavior,Fear conditioning,"Surface and stabilise ""Fear of public speaking and participation"" within the Communication Behavior domain",8,Fear of public speaking and participation
3,COMMUNICATION_DEVELOPMENT,1,1,COMMUNICATION_EXPRESSION,keyword,Academic Counsellor,Lack of confidence during viva and presentations,Communication Development,Fear conditioning,"Surface and stabilise ""Lack of confidence during viva and presentations"" within the Communication Development domain",8,confidence during viva and presentations
3,COMMUNICATION_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Poor listening skills affecting leadership growth,Communication Leadership,Ego-driven communication,"Surface and stabilise ""Poor listening skills affecting leadership growth"" within the Communication Leadership domain",8,listening skills affecting leadership growth
3,COMPETITIVE_ADAPTATION,1,1,ADJUSTMENT_COPING,override,Behavioral Mentor,Weak resilience under competitive environments,Competitive Adaptation,Chronic stress exposure,"Surface and stabilise ""Weak resilience under competitive environments"" within the Competitive Adaptation domain",8,resilience under competitive environments
3,DECISION_ANXIETY,1,1,EMOTIONAL_REGULATION,keyword,Career Counsellor,Fear of choosing the wrong career,Decision Anxiety,Fear conditioning,"Surface and stabilise ""Fear of choosing the wrong career"" within the Decision Anxiety domain",8,Fear of choosing the wrong career
3,DECISION_COACHING,1,1,THINKING_QUALITY,keyword,Student Mentor,Weak decision-making under uncertainty,Decision Coaching,Overthinking tendencies,"Surface and stabilise ""Weak decision-making under uncertainty"" within the Decision Coaching domain",8,decision-making under uncertainty
3,DECISION_CONFIDENCE,1,1,THINKING_QUALITY,keyword,Self Exploration User,Fear of making irreversible career decisions,Decision Confidence,Fear conditioning,"Surface and stabilise ""Fear of making irreversible career decisions"" within the Decision Confidence domain",8,Fear of making irreversible career decisions
3,DECISION_INDEPENDENCE,1,1,THINKING_QUALITY,keyword,Self Exploration User,Overdependence on parental approval for decisions,Decision Independence,Fear of disappointing family,"Surface and stabilise ""Overdependence on parental approval for decisions"" within the Decision Independence domain",8,Overdependence on parental approval for decisions
3,DECISION_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Inability to make decisions independently,Decision Leadership,Dependency conditioning,"Surface and stabilise ""Inability to make decisions independently"" within the Decision Leadership domain",8,make decisions independently
3,DIGITAL_LEARNING,1,1,LEARNING_ADAPTABILITY,keyword,Student,Poor Digital Learning Discipline,Digital Learning,Screen Dependency,"Surface and stabilise ""Poor Digital Learning Discipline"" within the Digital Learning domain",8,Digital Learning Discipline
3,DIGITAL_RESPONSIBILITY,1,1,DISCIPLINE_HABITS,keyword,Student Mentor,Poor digital behaviour and online discipline,Digital Responsibility,Lack of digital boundaries,"Surface and stabilise ""Poor digital behaviour and online discipline"" within the Digital Responsibility domain",8,digital behaviour and online discipline
3,EMOTIONAL_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Students unable to handle criticism constructively,Emotional Leadership,Fragile self-worth,"Surface and stabilise ""Students unable to handle criticism constructively"" within the Emotional Leadership domain",8,Students unable to handle criticism constructively
3,EMOTIONAL_LEARNING,1,1,EMOTIONAL_REGULATION,keyword,Learner,Difficulty identifying emotional impact on learning,Emotional Learning Reflection,Poor emotional awareness,"Surface and stabilise ""Difficulty identifying emotional impact on learning"" within the Emotional Learning Reflection domain",8,identifying emotional impact on learning
3,EMOTIONAL_LITERACY,1,1,EMOTIONAL_REGULATION,keyword,Self Discovery,Poor emotional self-awareness,Emotional Literacy,Low emotional vocabulary,"Surface and stabilise ""Poor emotional self-awareness"" within the Emotional Literacy domain",8,emotional self-awareness
3,EMOTIONAL_RESILIENCE,1,1,EMOTIONAL_REGULATION,keyword,Student Mentor,Inability to recover from social rejection,Emotional Resilience,Low emotional coping,"Surface and stabilise ""Inability to recover from social rejection"" within the Emotional Resilience domain",8,recover from social rejection
3,EMOTIONAL_RESPONSE,1,1,EMOTIONAL_REGULATION,keyword,Behavioral Mentor,Overreaction to minor academic setbacks,Emotional Response,Perfectionist conditioning,"Surface and stabilise ""Overreaction to minor academic setbacks"" within the Emotional Response domain",8,Overreaction to minor academic setbacks
3,EMOTIONAL_SELF,1,1,EMOTIONAL_REGULATION,keyword,Self Exploration User,Poor understanding of emotional triggers,Emotional Self-Awareness,Unprocessed stress,"Surface and stabilise ""Poor understanding of emotional triggers"" within the Emotional Self-Awareness domain",8,understanding of emotional triggers
3,EMOTIONAL_WELLBEING,1,1,EMOTIONAL_REGULATION,keyword,Student Mentor,Excessive comparison with peers,Emotional Wellbeing,External validation culture,"Surface and stabilise ""Excessive comparison with peers"" within the Emotional Wellbeing domain",8,Excessive comparison with peers
3,EMPLOYABILITY_ACADEMIC,1,1,EMPLOYABILITY,keyword,Campus Student,Weak Self-Directed Learning Skills,Employability & Academic Readiness,School Conditioning,"Surface and stabilise ""Weak Self-Directed Learning Skills"" within the Employability & Academic Readiness domain",8,Self-Directed Learning Skills
3,ENGAGEMENT_BEHAVIOR,1,1,CLASSROOM_ENGAGEMENT,override,Behavioral Mentor,Lack of initiative in academic and extracurricular tasks,Engagement Behavior,Learned passivity,"Surface and stabilise ""Lack of initiative in academic and extracurricular tasks"" within the Engagement Behavior domain",8,initiative in academic and extracurricular tasks
3,ENGAGEMENT_MANAGEMENT,1,1,LEADERSHIP_OWNERSHIP,keyword,Academic Counsellor,Lack of interest in studies,Engagement Management,Low intrinsic motivation,"Surface and stabilise ""Lack of interest in studies"" within the Engagement Management domain",8,interest in studies
3,ENTREPRENEURIAL_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Lack of innovation and initiative mindset,Entrepreneurial Leadership,Fear of mistakes,"Surface and stabilise ""Lack of innovation and initiative mindset"" within the Entrepreneurial Leadership domain",8,innovation and initiative mindset
3,ENTREPRENEURSHIP_GUIDANCE,1,1,CAREER_READINESS,keyword,Career Counsellor,Poor understanding of entrepreneurship pathways,Entrepreneurship Guidance,Lack of entrepreneurial exposure,"Surface and stabilise ""Poor understanding of entrepreneurship pathways"" within the Entrepreneurship Guidance domain",8,understanding of entrepreneurship pathways
3,EXAM_READINESS,1,1,EXAMINATION_STRESS,keyword,Academic Counsellor,Low academic stamina during long exams,Exam Readiness,Mental fatigue,"Surface and stabilise ""Low academic stamina during long exams"" within the Exam Readiness domain",8,academic stamina during long exams
3,EXECUTIVE_COMMUNICATION,1,1,COMMUNICATION_EXPRESSION,keyword,Leadership Coach,Weak communication during presentations and interviews,Executive Communication,Communication anxiety,"Surface and stabilise ""Weak communication during presentations and interviews"" within the Executive Communication domain",8,communication during presentations and interviews
3,EXPLORATION_INHIBITION,1,1,CONFIDENCE_SELF,override,Self Discovery,Fear of failure preventing self-exploration,Exploration Inhibition,Fear conditioning,"Surface and stabilise ""Fear of failure preventing self-exploration"" within the Exploration Inhibition domain",8,Fear of failure preventing self-exploration
3,EXPLORATORY_LEARNING,1,1,LEARNING_ADAPTABILITY,keyword,Learner,Lack of curiosity-driven self-learning,Exploratory Learning,Extrinsic learning focus,"Surface and stabilise ""Lack of curiosity-driven self-learning"" within the Exploratory Learning domain",8,curiosity-driven self-learning
3,FEEDBACK_ADAPTATION,1,1,PERFORMANCE_REFLECTION,override,Behavioral Mentor,Weak emotional control during feedback,Feedback Adaptation,Ego fragility,"Surface and stabilise ""Weak emotional control during feedback"" within the Feedback Adaptation domain",8,emotional control during feedback
3,FUTURE_CAREER,1,1,CAREER_READINESS,keyword,Career Counsellor,Poor understanding of emerging careers,Future Career Readiness,Limited market awareness,"Surface and stabilise ""Poor understanding of emerging careers"" within the Future Career Readiness domain",8,understanding of emerging careers
3,FUTURE_SELF,1,1,SELF_PERCEPTION,keyword,Self Exploration User,Lack of clarity about future personal identity,Future Self Mapping,Weak self-imagination,"Surface and stabilise ""Lack of clarity about future personal identity"" within the Future Self Mapping domain",8,clarity about future personal identity
3,FUTURE_WORKFORCE,1,1,WORKPLACE_ADAPTATION,keyword,Career Counsellor,Uncertainty about future-proof careers,Future Workforce Readiness,Technology disruption fears,"Surface and stabilise ""Uncertainty about future-proof careers"" within the Future Workforce Readiness domain",8,Uncertainty about future-proof careers
3,GOAL_ALIGNMENT,1,1,MOTIVATION_VALUES,keyword,Self Exploration User,Difficulty aligning actions with goals,Goal Alignment,Weak accountability,"Surface and stabilise ""Difficulty aligning actions with goals"" within the Goal Alignment domain",8,aligning actions with goals
3,GOAL_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Difficulty setting realistic personal goals,Goal Reflection,Poor self-understanding,"Surface and stabilise ""Difficulty setting realistic personal goals"" within the Goal Reflection domain",8,setting realistic personal goals
3,GROWTH_ACCOUNTABILITY,1,1,HOLISTIC_DEVELOPMENT,keyword,Student Mentor,Lack of ownership for personal growth,Growth Accountability,Learned helplessness,"Surface and stabilise ""Lack of ownership for personal growth"" within the Growth Accountability domain",8,ownership for personal growth
3,GROWTH_BEHAVIOR,1,1,HOLISTIC_DEVELOPMENT,keyword,Behavioral Mentor,Avoidance of challenging tasks,Growth Behavior,Fear of mistakes,"Surface and stabilise ""Avoidance of challenging tasks"" within the Growth Behavior domain",8,Avoidance of challenging tasks
3,GROWTH_MAPPING,1,1,HOLISTIC_DEVELOPMENT,keyword,Self Exploration User,Inability to identify personal growth areas,Growth Mapping,Lack of feedback loops,"Surface and stabilise ""Inability to identify personal growth areas"" within the Growth Mapping domain",8,identify personal growth areas
3,GROWTH_MEASUREMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Self Exploration User,Difficulty measuring personal progress objectively,Growth Measurement,Lack of benchmarks,"Surface and stabilise ""Difficulty measuring personal progress objectively"" within the Growth Measurement domain",8,personal progress objectively
3,GROWTH_MENTORING,1,1,HOLISTIC_DEVELOPMENT,keyword,Student Mentor,Low motivation to pursue long-term goals,Growth Mentoring,Weak intrinsic drive,"Surface and stabilise ""Low motivation to pursue long-term goals"" within the Growth Mentoring domain",8,motivation to pursue long-term goals
3,GROWTH_MINDSET,1,1,HOLISTIC_DEVELOPMENT,keyword,Student Mentor,Difficulty handling criticism and feedback,Growth Mindset,Ego fragility,"Surface and stabilise ""Difficulty handling criticism and feedback"" within the Growth Mindset domain",8,criticism and feedback
3,GROWTH_ORIENTATION,1,1,HOLISTIC_DEVELOPMENT,keyword,Self Discovery,Lack of curiosity about self-growth,Growth Orientation,Limited inspiration,"Surface and stabilise ""Lack of curiosity about self-growth"" within the Growth Orientation domain",8,curiosity about self-growth
3,GROWTH_PERSISTENCE,1,1,HOLISTIC_DEVELOPMENT,keyword,Performance Reflection,Difficulty maintaining motivation during slow progress,Growth Persistence,Weak resilience,"Surface and stabilise ""Difficulty maintaining motivation during slow progress"" within the Growth Persistence domain",8,motivation during slow progress
3,GROWTH_RECOGNITION,1,1,HOLISTIC_DEVELOPMENT,keyword,Performance Reflection,Difficulty recognizing personal progress milestones,Growth Recognition,Unrealistic expectations,"Surface and stabilise ""Difficulty recognizing personal progress milestones"" within the Growth Recognition domain",8,recognizing personal progress milestones
3,GROWTH_REFLECTION,1,1,THINKING_QUALITY,keyword,Learner,Weak reflection after failures and setbacks,Growth Reflection,Failure stigma,"Surface and stabilise ""Weak reflection after failures and setbacks"" within the Growth Reflection domain",8,reflection after failures and setbacks
3,GROWTH_TRACKING,1,1,HOLISTIC_DEVELOPMENT,keyword,Performance Reflection,Difficulty identifying improvement areas,Growth Tracking,Weak feedback processing,"Surface and stabilise ""Difficulty identifying improvement areas"" within the Growth Tracking domain",8,identifying improvement areas
3,HABIT_DEVELOPMENT,1,1,DISCIPLINE_HABITS,keyword,Performance Reflection,Inability to sustain self-improvement routines,Habit Development,Weak discipline systems,"Surface and stabilise ""Inability to sustain self-improvement routines"" within the Habit Development domain",8,sustain self-improvement routines
3,IDENTITY_CONFIDENCE,1,1,CONFIDENCE_SELF,keyword,Self Discovery,Fear of expressing authentic identity,Identity Confidence,Fear of criticism,"Surface and stabilise ""Fear of expressing authentic identity"" within the Identity Confidence domain",8,Fear of expressing authentic identity
3,IDENTITY_CONFLICT,1,1,SELF_PERCEPTION,keyword,Self Discovery,Internal conflict between personal desire and family expectations,Identity Conflict,Family pressure,"Surface and stabilise ""Internal conflict between personal desire and family expectations"" within the Identity Conflict domain",8,Internal conflict between personal desire and family expectations
3,IDENTITY_EXPRESSION,1,1,COMMUNICATION_EXPRESSION,keyword,Self Discovery,Students unable to articulate who they are,Identity Expression,Weak introspection,"Surface and stabilise ""Students unable to articulate who they are"" within the Identity Expression domain",8,Students unable to articulate who they are
3,IDENTITY_REFLECTION,1,1,THINKING_QUALITY,keyword,Self Exploration User,Feeling lost despite academic success,Identity Reflection,External success dependency,"Surface and stabilise ""Feeling lost despite academic success"" within the Identity Reflection domain",8,Feeling lost despite academic success
3,INCLUSION_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Low confidence among first-generation learners,Inclusion & Leadership,Exposure limitations,"Surface and stabilise ""Low confidence among first-generation learners"" within the Inclusion & Leadership domain",8,confidence among first-generation learners
3,INCLUSIVE_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Low adaptability in multicultural or diverse teams,Inclusive Leadership,Limited exposure,"Surface and stabilise ""Low adaptability in multicultural or diverse teams"" within the Inclusive Leadership domain",8,adaptability in multicultural or diverse teams
3,INDEPENDENCE_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Behavioral Mentor,Excessive dependency on parental supervision,Independence Development,Learned dependency,"Surface and stabilise ""Excessive dependency on parental supervision"" within the Independence Development domain",8,Excessive dependency on parental supervision
3,INNOVATION_ENTREPRENEURSHIP,1,1,CAREER_READINESS,keyword,Placement & Career Cell,Difficulty Monitoring Student Readiness for Entrepreneurial Careers,Innovation & Entrepreneurship,Job-Only Placement Ecosystems,"Surface and stabilise ""Difficulty Monitoring Student Readiness for Entrepreneurial Careers"" within the Innovation & Entrepreneurship domain",8,Student Readiness for Entrepreneurial Careers
3,INNOVATION_READINESS,1,1,CAREER_READINESS,keyword,Academic Counsellor,Lack of curiosity-driven learning,Innovation Readiness,Extrinsic learning dependence,"Surface and stabilise ""Lack of curiosity-driven learning"" within the Innovation Readiness domain",8,curiosity-driven learning
3,INTEGRITY_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Lack of consistency between goals and actions,Integrity Reflection,Weak discipline,"Surface and stabilise ""Lack of consistency between goals and actions"" within the Integrity Reflection domain",8,consistency between goals and actions
3,INTELLECTUAL_GROWTH,1,1,HOLISTIC_DEVELOPMENT,keyword,Student Mentor,Lack of curiosity and self-driven learning,Intellectual Growth,Extrinsic motivation dominance,"Surface and stabilise ""Lack of curiosity and self-driven learning"" within the Intellectual Growth domain",8,curiosity and self-driven learning
