Item
1184
Search item…
Add Item
Code	Subdomain	Question	Type	Diff.	Actions
SDI_BEH_INHIBITION_010	SDI_BEH_INHIBITION	Do you talk to yourself out loud to stay on track?	standard	3	


SDI_BEH_INHIBITION_011	SDI_BEH_INHIBITION	Can you study in a room where a TV is on and ignore it?	anchor	3	


SDI_BEH_INHIBITION_012	SDI_BEH_INHIBITION	Can you focus in a chaotic construction zone if you have to?	anchor	3	


SDI_BEH_INHIBITION_013	SDI_BEH_INHIBITION	Can you study in a group without joining the gossip?	standard	3	


SDI_BEH_INHIBITION_014	SDI_BEH_INHIBITION	Can you work for 4 hours with your phone on the desk and never touch it?	standard	3	


SDI_BEH_INHIBITION_015	SDI_BEH_INHIBITION	Can you make a boring subject fun by gamifying it?	standard	3	


SDI_BEH_INHIBITION_016	SDI_BEH_INHIBITION	Can you use a laptop for research without opening YouTube?	standard	3	


SDI_BEH_INHIBITION_017	SDI_BEH_INHIBITION	Can you make yourself deeply interested in a "dry" topic on command?	standard	3	


SDI_BEH_INHIBITION_018	SDI_BEH_INHIBITION	When your phone pings, do you feel absolutely zero "tug" to look at it?	standard	3	


SDI_BEH_INHIBITION_019	SDI_BEH_INHIBITION	Can you use a smartphone for 5 minutes and put it down with zero effort?	standard	3	


SDI_BEH_INHIBITION_020	SDI_BEH_INHIBITION	Do you check your phone the moment it lights up?	standard	3	


SDI_BEH_INHIBITION_021	SDI_BEH_INHIBITION	Can you work in a room full of pinging phones and ignore them all?	standard	3	


SDI_BEH_INHIBITION_022	SDI_BEH_INHIBITION	Can you stop yourself from saying something "unrelated" in class?	standard	3	


SDI_BEH_INHIBITION_023	SDI_BEH_INHIBITION	Do you feel like you have "too much energy" to sit still and read?	standard	3	


SDI_BEH_INHIBITION_024	SDI_BEH_INHIBITION	Switch between YouTube/Instagram while studying?	standard	3	


SDI_BEH_INHIBITION_025	SDI_BEH_INHIBITION	Do you need to click a pen or tap a desk to focus?	standard	3	


SDI_BEH_INHIBITION_026	SDI_BEH_INHIBITION	Do you feel a physical "need" to get up and walk every 10 minutes?	standard	3	


SDI_BEH_INHIBITION_027	SDI_BEH_INHIBITION	Do you talk faster than you can think?	standard	3	


SDI_BEH_INHIBITION_028	SDI_BEH_INHIBITION	Can you work in total silence for 12 hours without checking news?	standard	3	


SDI_BEH_INHIBITION_029	SDI_BEH_INHIBITION	Do you limit your "to-do" list to only 3 items to avoid overwhelm?	standard	3	


SDI_BEH_INHIBITION_030	SDI_BEH_INHIBITION	Do you prefer a small fun task now over a big grade later?	anchor	3	


SDI_BEH_INHIBITION_031	SDI_BEH_INHIBITION	Do you view notifications as "tools" rather than "distractions"?	standard	3	


SDI_BEH_INHIBITION_032	SDI_BEH_INHIBITION	Do you watch "one more video" for hours after you meant to stop?	standard	3	


SDI_BEH_INHIBITION_033	SDI_BEH_INHIBITION	How easy is it for you to leave your device at home for a 30-minute walk?	standard	3	


SDI_BEH_INHIBITION_034	SDI_BEH_INHIBITION	Can you wait until dinner to check social media notifications?	standard	3	


SDI_BEH_INHIBITION_035	SDI_BEH_INHIBITION	Can you wait to play a video game until all your chores are done?	standard	3	


SDI_BEH_INHIBITION_036	SDI_BEH_INHIBITION	Do you set your phone to "Do Not Disturb" manually?	anchor	3	


SDI_BEH_INHIBITION_037	SDI_BEH_INHIBITION	Shout out answers before teacher finishes question?	standard	3	


SDI_BEH_INHIBITION_038	SDI_BEH_INHIBITION	Does a "quick search" turn into 1 hour of browsing?	standard	3	


SDI_BEH_INHIBITION_039	SDI_BEH_INHIBITION	Do you change tabs/apps every 2 minutes?	standard	3	


SDI_BEH_INHIBITION_040	SDI_BEH_INHIBITION	Do you open apps without even thinking why?	standard	3	


SDI_BEH_INHIBITION_041	SDI_BEH_INHIBITION	If you are "excited," do you find it impossible to study?	standard	3	


SDI_BEH_INHIBITION_042	SDI_BEH_INHIBITION	Do you find it hard to wait for your turn to speak in a group?	standard	3	


SDI_BEH_INHIBITION_043	SDI_BEH_INHIBITION	Can you sit perfectly still for 60 minutes while doing hard work?	standard	3	


SDI_BEH_INHIBITION_044	SDI_BEH_INHIBITION	If forced to sit still, does your brain "shut down"?	standard	3	


SDI_BEH_INHIBITION_045	SDI_BEH_INHIBITION	Can you tell a friend "I'll talk later" while you are working?	standard	3	


SDI_BEH_INHIBITION_046	SDI_BEH_INHIBITION	Can you work in a room full of playing kids and not join them?	standard	3	


SDI_BEH_INHIBITION_047	SDI_BEH_INHIBITION	Can you have a smartphone nearby and not think of it for 4 hours?	standard	3	


SDI_BEH_INHIBITION_048	SDI_BEH_INHIBITION	Feel an "itch" to check social media while working?	standard	3	


SDI_BEH_INHIBITION_049	SDI_BEH_INHIBITION	Can you wait 2 days to buy something you "really want" now?	standard	3	


SDI_BEH_INHIBITION_050	SDI_BEH_INHIBITION	Do you actively hide your phone before you start working?	standard	3	


SDI_BEH_INHIBITION_051	SDI_BEH_INHIBITION	While searching for one topic, do you end up on another?	standard	3	


SDI_BEH_INHIBITION_052	SDI_BEH_INHIBITION	Can you stay focused on your truth even if the crowd disagrees?	standard	3	


SDI_BEH_INHIBITION_053	SDI_BEH_INHIBITION	Can you say "no" to a friend’s text until your work is done?	standard	3	


SDI_BEH_INHIBITION_054	SDI_BEH_INHIBITION	Can you leave your phone in another room for 4 hours easily?	standard	3	


SDI_BEH_INHIBITION_055	SDI_BEH_INHIBITION	Can you tell a chatty colleague "I'm in deep work right now"?	standard	3	


SDI_BEH_INHIBITION_056	SDI_BEH_INHIBITION	Can you stay focused on your goal even if the crowd disagrees?	standard	3	


SDI_BEH_INHIBITION_057	SDI_BEH_INHIBITION	Can you finish a project in a crowded cafe with no headphones?	standard	3	


SDI_BEH_INHIBITION_058	SDI_BEH_INHIBITION	Can you go a full weekend without "doomscrolling"?	standard	3	


SDI_BEH_INHIBITION_059	SDI_BEH_INHIBITION	Do you shout answers before the teacher finishes?	standard	3	


SDI_BEH_INHIBITION_060	SDI_BEH_INHIBITION	Open Instagram/YouTube "automatically" without thinking?	standard	3	


SDI_BEH_INHIBITION_061	SDI_BEH_INHIBITION	Can you be quiet for 5 hours without needing to talk?	standard	3	


SDI_BEH_INHIBITION_062	SDI_BEH_INHIBITION	Do you find yourself standing up before you've finished your thought?	standard	3	


SDI_BEH_INHIBITION_063	SDI_BEH_INHIBITION	Can you delete a distracting app without feeling "FOMO"?	standard	3	


SDI_BEH_INHIBITION_064	SDI_BEH_INHIBITION	Can you ignore peer pressure to join a "fun" activity if your work isn't done?	standard	3	


SDI_BEH_LITERACY_001	SDI_BEH_LITERACY	Do you check all your messages at set times instead of as they arrive?	standard	3	


SDI_BEH_LOGIC_001	SDI_BEH_LOGIC	Learn new digital tool in half time of peers?	standard	3	


SDI_BEH_LOGIC_002	SDI_BEH_LOGIC	Do you have more than 10 tabs open that you aren't actually using?	standard	3	


SDI_BEH_LOGIC_003	SDI_BEH_LOGIC	Spot Clickbait and feel zero curiosity?	standard	3	


SDI_BEH_LOGIC_004	SDI_BEH_LOGIC	Do you open a new tab instead of looking for the one you already had?	standard	3	


SDI_BEH_LOGIC_005	SDI_BEH_LOGIC	Wait 7 days to open a Sale email?	standard	3	


SDI_BEH_LOGIC_006	SDI_BEH_LOGIC	Do you feel exhausted after switching between 5 different apps?	standard	3	


SDI_BEH_LOGIC_007	SDI_BEH_LOGIC	Click "Clickbait" titles even when you know they're fake?	standard	3	


SDI_BEH_MEDIA_001	SDI_BEH_MEDIA	Do you watch the "next video" even if you didn't enjoy the first one?	standard	3	


SDI_BEH_MEDIA_002	SDI_BEH_MEDIA	Avoid Breaking News for Timeless Wisdom?	standard	3	


SDI_BEH_MEDIA_003	SDI_BEH_MEDIA	Do you look at your phone every time a video in the room plays a sound?	standard	3	


SDI_BEH_MEDIA_004	SDI_BEH_MEDIA	Do you add videos to "Watch Later" instead of clicking them immediately?	standard	3	


SDI_BEH_MEDIA_005	SDI_BEH_MEDIA	Do you notice you can't tell what happened in a show because you texted?	standard	3	


SDI_BEH_MEDIA_006	SDI_BEH_MEDIA	Can you finish a 50-page digital report without opening a single other tab?	standard	3	


SDI_BEH_MEDIA_007	SDI_BEH_MEDIA	Have you invested in ad-blocking to prevent visual distraction?	standard	3	


SDI_BEH_MEDIA_008	SDI_BEH_MEDIA	Do you find yourself scrolling short videos for longer than you planned?	standard	3	


SDI_BEH_MEDIA_009	SDI_BEH_MEDIA	Do you watch "one more" because the next episode already started?	anchor	3	


SDI_BEH_MEDIA_010	SDI_BEH_MEDIA	Do you click on "recommended" articles even if they look like clickbait?	standard	3	


SDI_BEH_MEDIA_011	SDI_BEH_MEDIA	Do you click on "suggested videos" even if they have nothing to do with your work?	standard	3	


SDI_BEH_MEDIA_012	SDI_BEH_MEDIA	Finish a 50-page digital report without opening other tabs?	standard	3	


SDI_BEH_MEDIA_013	SDI_BEH_MEDIA	Do you prefer watching 30-second clips over a 10-minute video?	anchor	3	


SDI_BEH_MEDIA_014	SDI_BEH_MEDIA	Prioritize Creation over Consumption 4:1?	standard	3	


SDI_BEH_MEDIA_015	SDI_BEH_MEDIA	Do you click on "pop-up" ads or side-bar news while doing research?	standard	3	


SDI_BEH_MEDIA_016	SDI_BEH_MEDIA	Do you prefer reading a "Weekly Digest" over daily news notifications?	standard	3	


SDI_BEH_MEDIA_017	SDI_BEH_MEDIA	Do you notice you click "sensational" titles even if they look fake?	standard	3	


SDI_BEH_MEDIA_018	SDI_BEH_MEDIA	Summarize life's Mission in <10 words?	standard	3	


SDI_BEH_MEDIA_019	SDI_BEH_MEDIA	Do you notice you can't follow a 10-minute video without checking a tab?	standard	3	


SDI_BEH_MEDIA_020	SDI_BEH_MEDIA	Can you watch a 3-hour lecture and recount the core thesis perfectly?	standard	3	


SDI_BEH_MEDIA_021	SDI_BEH_MEDIA	Ignore 90% of feed because it doesn't serve mission?	standard	3	


SDI_BEH_MEDIA_022	SDI_BEH_MEDIA	Do you notice you watch things just because they are "next" in the queue?	standard	3	


SDI_BEH_MEDIA_023	SDI_BEH_MEDIA	Do you start watching a "how-to" and end up watching cat videos?	standard	3	


SDI_BEH_MEDIA_024	SDI_BEH_MEDIA	Feel satisfied after 10 mins of intentional research?	standard	3	


SDI_BEH_MEDIA_025	SDI_BEH_MEDIA	Can you read 1,000-word article without checking DMs?	standard	3	


SDI_BEH_MEDIA_026	SDI_BEH_MEDIA	Do you choose long-form audio (podcasts) over short-form video (reels)?	standard	3	


SDI_BEH_MEDIA_027	SDI_BEH_MEDIA	Scrolling short videos for longer than you planned?	standard	3	


SDI_BEH_MEDIA_028	SDI_BEH_MEDIA	Feel you know "Less but Better" than average?	standard	3	


SDI_BEH_MEDIA_029	SDI_BEH_MEDIA	Can you stop watching a series mid-episode if you have work to do?	standard	3	


SDI_BEH_MEDIA_030	SDI_BEH_MEDIA	Can you listen to a 1-hour podcast and explain the main 3 points later?	standard	3	


SDI_BEH_MEDIA_031	SDI_BEH_MEDIA	Watch video at 3x speed and catch nuances?	standard	3	


SDI_BEH_MEDIA_032	SDI_BEH_MEDIA	Do you watch "one more video" because the next one starts automatically?	anchor	3	


SDI_BEH_MEDIA_033	SDI_BEH_MEDIA	Do you notice the "suggested for you" section is taking over your day?	standard	3	


SDI_BEH_MEDIA_034	SDI_BEH_MEDIA	Do you intentionally watch long-form documentaries over "top 10" clips?	standard	3	


SDI_BEH_MEDIA_035	SDI_BEH_MEDIA	Do you look at your screen every time you hear a "ding" in the room?	standard	3	


SDI_BEH_MEDIA_036	SDI_BEH_MEDIA	Do you skip songs every 20 seconds because you're looking for a "better" one?	standard	3	


SDI_BEH_MEDIA_037	SDI_BEH_MEDIA	Do you notice the "algorithm" is leading you into weird topics?	standard	3	


SDI_BEH_MEDIA_038	SDI_BEH_MEDIA	Do you fast-forward or skip through educational videos?	standard	3	


SDI_BEH_MEDIA_039	SDI_BEH_MEDIA	Do you watch a whole season of a show because the "next" button is easy?	anchor	3	


SDI_BEH_MEDIA_040	SDI_BEH_MEDIA	Do you start looking for one thing and end up on a totally different topic?	standard	3	


SDI_BEH_MEDIA_041	SDI_BEH_MEDIA	Do you spend 80% of your tech time on "Learning" vs "Leisure"?	standard	3	


SDI_BEH_MEDIA_042	SDI_BEH_MEDIA	Do you notice you click "next episode" even when you are tired?	standard	3	


SDI_BEH_MEDIA_043	SDI_BEH_MEDIA	Do you feel "too quiet" or "uncomfortable" if you aren't playing a video?	standard	3	


SDI_BEH_METABOLIC_001	SDI_BEH_METABOLIC	Focus drop exactly 30 mins after a sugary snack?	standard	3	


SDI_BEH_NEURO_CHEM_001	SDI_BEH_NEURO_CHEM	Feel a physical "high" when finding a new tab or app?	standard	3	


SDI_BEH_NOTIFICATION_001	SDI_BEH_NOTIFICATION	Do you check your phone the second it vibrates, even in meetings?	standard	3	


SDI_BEH_NUTRITION_001	SDI_BEH_NUTRITION	Do you time your meals specifically to match your hardest study tasks?	standard	3	


SDI_BEH_NUTRITION_002	SDI_BEH_NUTRITION	Do you notice a focus boost when you eat less sugar?	standard	3	


SDI_BEH_NUTRITION_003	SDI_BEH_NUTRITION	Do you drink water specifically to keep your brain sharp?	standard	3	


SDI_BEH_OPTIMIZATION_001	SDI_BEH_OPTIMIZATION	Do you adjust your diet/sleep/breath to hit "Peak Focus" on command?	standard	3	


SDI_BEH_OPTIMIZATION_002	SDI_BEH_OPTIMIZATION	Do you adjust your sleep/food to hit "Peak Focus" on command?	standard	3	


SDI_BEH_OPTIMIZATION_003	SDI_BEH_OPTIMIZATION	Do you time your caffeine/food to hit "Peak Focus" at 10 AM?	standard	3	


SDI_BEH_OPTIMIZATION_004	SDI_BEH_OPTIMIZATION	Do you use cold showers or fasting to "sharpen" your focus?	standard	3	


SDI_BEH_PHYSIOLOGY_001	SDI_BEH_PHYSIOLOGY	Do your eyes feel tired after 15 mins of screen study?	standard	3	


SDI_BEH_PHYSIOLOGY_002	SDI_BEH_PHYSIOLOGY	If you sleep <6 hours, is your focus "zero" next day?	standard	3	


SDI_BEH_PHYSIOLOGY_003	SDI_BEH_PHYSIOLOGY	Feel more focused after a 5-minute walk/stretch?	standard	3	


SDI_BEH_PHYSIOLOGY_004	SDI_BEH_PHYSIOLOGY	Do you find it impossible to focus after lunch?	standard	3	


SDI_BEH_PHYSIOLOGY_005	SDI_BEH_PHYSIOLOGY	Do you feel "fidgety" if you sit still for 10 mins?	standard	3	


SDI_BEH_PHYSIOLOGY_006	SDI_BEH_PHYSIOLOGY	Do you focus better on days you played sports?	standard	3	


SDI_BEH_PHYSIOLOGY_007	SDI_BEH_PHYSIOLOGY	Need soda/coffee/snacks to start studying?	standard	3	


SDI_BEH_PHYSIOLOGY_008	SDI_BEH_PHYSIOLOGY	Does your handwriting get messier as you continue?	standard	3	


SDI_BEH_PRECISION_001	SDI_BEH_PRECISION	Do you skip reading the "instructions" on a test?	standard	3	


SDI_BEH_PRECISION_002	SDI_BEH_PRECISION	Do you double-check your work for focus errors?	standard	3	


SDI_BEH_PRECISION_003	SDI_BEH_PRECISION	Are your notes disorganized or missing key parts?	standard	3	


SDI_BEH_RECOVERY_001	SDI_BEH_RECOVERY	Do you stretch for 1 minute to "wake up" your focus?	standard	3	


SDI_BEH_RECOVERY_002	SDI_BEH_RECOVERY	Do you take "movement breaks" specifically to help your brain focus?	standard	3	


SDI_BEH_RECOVERY_003	SDI_BEH_RECOVERY	Can you do a 2-minute breathing exercise to reset?	standard	3	


SDI_BEH_RECOVERY_004	SDI_BEH_RECOVERY	Do you use a 5-min walk to "reset" your focus when it gets shaky?	standard	3	


SDI_BEH_RECOVERY_005	SDI_BEH_RECOVERY	Can you refresh your brain in a 5-minute break?	standard	3	


SDI_BEH_RECOVERY_006	SDI_BEH_RECOVERY	Do you take "brain breaks" that don't involve a screen?	standard	3	


SDI_BEH_RECOVERY_007	SDI_BEH_RECOVERY	Can you recover full mental clarity after a 90-second breathing pause?	standard	3	


SDI_BEH_RESPIRATION_001	SDI_BEH_RESPIRATION	Do you hold your breath when trying to concentrate?	standard	3	


SDI_BEH_SATIETY_001	SDI_BEH_SATIETY	Do you realize you’ve been scrolling for an hour when you meant to take 5 mins?	standard	3	


SDI_BEH_SATIETY_002	SDI_BEH_SATIETY	Have you tried setting your screen to "Grayscale" to make it less addictive?	standard	3	


SDI_BEH_SATIETY_003	SDI_BEH_SATIETY	Feel "mentally itchy" if you go 30 mins without screen?	standard	3	


SDI_BEH_SEARCH_001	SDI_BEH_SEARCH	Stop searching if answer isn't in first 3 links?	standard	3	


SDI_BEH_SENSORY_001	SDI_BEH_SENSORY	Does the sound of someone else's phone make you reach for yours?	anchor	3	


SDI_BEH_SENSORY_002	SDI_BEH_SENSORY	Work in Total Darkness using feel of keys?	standard	3	


SDI_BEH_SENSORY_003	SDI_BEH_SENSORY	Do you listen to "audiobooks" while doing chores instead of "watching" shows?	standard	3	


SDI_BEH_SENSORY_004	SDI_BEH_SENSORY	Do you notice you seek out the brightest screen in the room reflexively?	anchor	3	


SDI_BEH_SENSORY_005	SDI_BEH_SENSORY	Do you find yourself staring at your phone even when the screen is just loading?	anchor	3	


SDI_BEH_SENSORY_006	SDI_BEH_SENSORY	Have you disabled "Vibrate on Silent" to ensure true peace?	standard	3	


SDI_BEH_SENSORY_007	SDI_BEH_SENSORY	Does a bright screen in dark room "force" eyes toward it?	standard	3	


SDI_BEH_SENSORY_008	SDI_BEH_SENSORY	Do you feel like your phone buzzed in your pocket even when it didn't?	standard	3	


SDI_BEH_SENSORY_009	SDI_BEH_SENSORY	How often do you use an "Orange" filter or blue-light glasses after sunset?	standard	3	


SDI_BEH_SENSORY_010	SDI_BEH_SENSORY	Do you rub your eyes frequently while using your tablet or phone?	standard	3	


SDI_BEH_SENSORY_011	SDI_BEH_SENSORY	Do you notice you "feel" a vibrate when your phone is in another room?	standard	3	


SDI_BEH_SENSORY_012	SDI_BEH_SENSORY	Do you notice your eyes "locking" onto a screen in a dark room?	standard	3	


SDI_BEH_SENSORY_013	SDI_BEH_SENSORY	Do you play with your phone case or spin your phone when you are bored?	standard	3	


SDI_BEH_SENSORY_014	SDI_BEH_SENSORY	Do you use "Brown Noise" or silence instead of lyrical music to focus?	anchor	3	


SDI_BEH_SENSORY_015	SDI_BEH_SENSORY	Do you find it hard to turn down the brightness on your screen?	standard	3	


SDI_BEH_SENSORY_016	SDI_BEH_SENSORY	Work in a café with music and not hear lyrics?	standard	3	


SDI_BEH_SENSORY_017	SDI_BEH_SENSORY	6th sense for when eyes need 10m break?	standard	3	


SDI_BEH_SENSORY_018	SDI_BEH_SENSORY	Detect Blue Light effect on mood before headache?	standard	3	


SDI_BEH_SENSORY_019	SDI_BEH_SENSORY	Do you keep using your phone even when it feels hot in your hand?	standard	3	


SDI_BEH_SENSORY_020	SDI_BEH_SENSORY	Keep scrolling even when your eyes feel "heavy"?	standard	3	


SDI_BEH_SENSORY_021	SDI_BEH_SENSORY	Do you find yourself increasing screen brightness in a bright room reflexively?	standard	3	


SDI_BEH_SENSORY_022	SDI_BEH_SENSORY	Read in a room where a TV is on?	standard	3	


SDI_BEH_SENSORY_023	SDI_BEH_SENSORY	Do you notice you can't listen to music and read at the same time anymore?	standard	3	


SDI_BEH_SENSORY_024	SDI_BEH_SENSORY	Study in room where someone watches video?	standard	3	


SDI_BEH_SENSORY_025	SDI_BEH_SENSORY	Work on laptop at a party without looking up?	standard	3	


SDI_BEH_SENSORY_026	SDI_BEH_SENSORY	Do you keep your phone on permanent silent (no vibration even)?	standard	3	


SDI_BEH_SENSORY_027	SDI_BEH_SENSORY	Do you notice you get a headache from the screen but keep looking?	standard	3	


SDI_BEH_SENSORY_028	SDI_BEH_SENSORY	Do you intentionally keep your screen at least an arm's length away?	standard	3	


SDI_BEH_SENSORY_029	SDI_BEH_SENSORY	Can you ignore a flashing screen in your peripheral vision while working?	standard	3	


SDI_BEH_SENSORY_030	SDI_BEH_SENSORY	Can you work in a café with music playing and NOT "hear" the lyrics?	standard	3	


SDI_BEH_SENSORY_031	SDI_BEH_SENSORY	Do you read out loud to stay focused?	standard	3	


SDI_BEH_SENSORY_032	SDI_BEH_SENSORY	Do you notice you feel more awake after using your phone at night?	standard	3	


SDI_BEH_SENSORY_033	SDI_BEH_SENSORY	Do you feel physically restless if you aren't holding a device?	standard	3	


SDI_BEH_SENSORY_034	SDI_BEH_SENSORY	Do you feel a "need" to look at a screen when you walk into a dark room?	standard	3	


SDI_BEH_SENSORY_035	SDI_BEH_SENSORY	Ignore flashing screen in peripheral while working?	standard	3	


SDI_BEH_SENSORY_036	SDI_BEH_SENSORY	Do you check your pocket because you "thought" you felt a buzz?	standard	3	


SDI_BEH_SENSORY_037	SDI_BEH_SENSORY	Do you keep your phone screen brightness at the lowest comfortable level?	standard	3	


SDI_BEH_SENSORY_038	SDI_BEH_SENSORY	Do you "hear" your notification sound when there is total silence?	standard	3	


SDI_BEH_SENSORY_039	SDI_BEH_SENSORY	Do you find it hard to look away from a screen even when your eyes feel dry?	anchor	3	


SDI_BEH_SENSORY_040	SDI_BEH_SENSORY	Do you use "Speaker" or "Headphones" to avoid holding the phone to your ear?	standard	3	


SDI_BEH_SENSORY_041	SDI_BEH_SENSORY	Do you notice you are staring at a blank screen while thinking?	standard	3	


SDI_BEH_SENSORY_042	SDI_BEH_SENSORY	Do you notice your brain "shuts down" when you look at a screen?	standard	3	


SDI_BEH_SENSORY_INT_001	SDI_BEH_SENSORY_INT	Texture of clothes/chair make you lose focus?	standard	3	


SDI_BEH_SLEEP_001	SDI_BEH_SLEEP	Can you wake up and solve a complex problem in under 5 minutes?	standard	3	


SDI_BEH_SLEEP_002	SDI_BEH_SLEEP	Does your focus feel "broken" if you sleep less than 7 hours?	standard	3	


SDI_BEH_SLEEP_003	SDI_BEH_SLEEP	Use your phone for 1hr before trying to sleep?	standard	3	


SDI_BEH_SLEEP_004	SDI_BEH_SLEEP	Do you feel 100% alert within 15 mins of waking?	standard	3	


SDI_BEH_SLEEP_005	SDI_BEH_SLEEP	Can you wake up and solve a puzzle in under 5 minutes?	standard	3	


SDI_BEH_SLEEP_006	SDI_BEH_SLEEP	Do you feel "mentally sharp" as soon as you sit at your desk?	standard	3	


SDI_BEH_SLEEP_007	SDI_BEH_SLEEP	Does your brain feel "asleep" for the first 2 hours of school?	standard	3	


SDI_BEH_SLEEP_008	SDI_BEH_SLEEP	Does it take you 2 hours after waking to "feel focused"?	standard	3	


SDI_BEH_SOCIAL_001	SDI_BEH_SOCIAL	Do you stop talking mid-sentence because your phone buzzed?	standard	3	


SDI_BEH_SOCIAL_002	SDI_BEH_SOCIAL	Do you tell people "I'm going offline for 2 hours to focus"?	standard	3	


SDI_BEH_SOCIAL_003	SDI_BEH_SOCIAL	Only person in group NOT on phone, no awkward?	standard	3	


SDI_BEH_SOCIAL_004	SDI_BEH_SOCIAL	If your friend looks at their phone, do you immediately check yours too?	standard	3	


SDI_BEH_SOCIAL_005	SDI_BEH_SOCIAL	Do you notice you check group chats just to feel "included"?	standard	3	


SDI_BEH_SOCIAL_006	SDI_BEH_SOCIAL	If a friend whispers, do you stop working to listen every time?	standard	3	


SDI_BEH_SOCIAL_007	SDI_BEH_SOCIAL	Leave viral convo without needing to have a say?	standard	3	


SDI_BEH_SOCIAL_008	SDI_BEH_SOCIAL	Do you notice your mood depends on how many likes you got?	standard	3	


SDI_BEH_SOCIAL_009	SDI_BEH_SOCIAL	Do you notice the group chat makes you feel like you can't leave?	standard	3	


SDI_BEH_SOCIAL_010	SDI_BEH_SOCIAL	Can you post something and NOT check for likes for at least 4 hours?	standard	3	


SDI_BEH_SOCIAL_011	SDI_BEH_SOCIAL	How comfortable are you telling a friend, "Let's put our phones away for this"?	standard	3	


SDI_BEH_SOCIAL_012	SDI_BEH_SOCIAL	When someone speaks, can you give them 100% eye contact for 5+ mins?	standard	3	


SDI_BEH_SOCIAL_013	SDI_BEH_SOCIAL	Is your self-worth completely disconnected from digital engagement (likes)?	standard	3	


SDI_BEH_SOCIAL_014	SDI_BEH_SOCIAL	Post unpopular truth and not check comments?	standard	3	


SDI_BEH_SOCIAL_015	SDI_BEH_SOCIAL	Check for "likes" within 10 minutes of posting?	standard	3	


SDI_BEH_SOCIAL_016	SDI_BEH_SOCIAL	Do you feel zero anxiety when leaving a message "on read" for days?	standard	3	


SDI_BEH_SOCIAL_017	SDI_BEH_SOCIAL	Do you feel like you are "missing out" if you aren't in the group chat?	standard	3	


SDI_BEH_SOCIAL_018	SDI_BEH_SOCIAL	Do you feel "sad" if a post doesn't get likes within the first 10 minutes?	standard	3	


SDI_BEH_SOCIAL_019	SDI_BEH_SOCIAL	Do you "unfollow" accounts that trigger a feeling of distraction?	standard	3	


SDI_BEH_SOCIAL_020	SDI_BEH_SOCIAL	Do you keep checking a post to see if someone replied to your comment?	standard	3	


SDI_BEH_SOCIAL_021	SDI_BEH_SOCIAL	Do you prefer meeting in person over "catching up" on social media?	standard	3	


SDI_BEH_SOCIAL_022	SDI_BEH_SOCIAL	Do you notice your life feels "boring" after looking at travel photos?	standard	3	


SDI_BEH_SOCIAL_023	SDI_BEH_SOCIAL	Do you check for "likes" on a post within 10 minutes of posting?	standard	3	


SDI_BEH_SOCIAL_024	SDI_BEH_SOCIAL	Do you check social media to see what your friends are doing right now?	standard	3	


SDI_BEH_SOCIAL_025	SDI_BEH_SOCIAL	Ignore group chat for 48h with no "out"?	standard	3	


SDI_BEH_SOCIAL_026	SDI_BEH_SOCIAL	Do you feel comfortable leaving a non-urgent text unread for 3+ hours?	standard	3	


SDI_BEH_SOCIAL_027	SDI_BEH_SOCIAL	Do you check your phone specifically to see if someone "liked" your post?	anchor	3	


SDI_BEH_SOCIAL_028	SDI_BEH_SOCIAL	Do you feel uneasy if you haven't checked group chats in 2 hours?	standard	3	


SDI_BEH_SOCIAL_029	SDI_BEH_SOCIAL	Do you check your phone while someone is talking directly to you?	standard	3	


SDI_BEH_SOCIAL_030	SDI_BEH_SOCIAL	Do you find it hard to stay in a conversation without your mind wandering?	standard	3	


SDI_BEH_SOCIAL_031	SDI_BEH_SOCIAL	Do you notice you feel "bad" if you don't reply within the minute?	standard	3	


SDI_BEH_SOCIAL_032	SDI_BEH_SOCIAL	Can you leave a viral conversation without feeling the need to "have a say"?	standard	3	


SDI_BEH_SOCIAL_033	SDI_BEH_SOCIAL	Do you place your phone face-down or away during a meal with others?	standard	3	


SDI_BEH_SOCIAL_034	SDI_BEH_SOCIAL	Do you mute group chats that are not essential to your daily life?	standard	3	


SDI_BEH_SOCIAL_035	SDI_BEH_SOCIAL	Do you think about taking a photo of your food before you even taste it?	standard	3	


SDI_BEH_SOCIAL_036	SDI_BEH_SOCIAL	Feel uneasy if you haven't checked group chats in 2 hours?	standard	3	


SDI_BEH_SOCIAL_037	SDI_BEH_SOCIAL	When talking to others, is your phone essentially non-existent to you?	standard	3	


