concern_id,concern_name,canonical_type,best_archetype_key,best_score,reason
CONCERN_LIF_792,Handle Political Dynamics Strategically,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_LIF_908,Driving Enterprise Transformation Narratives,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1165,Building School-Wide Competency Culture,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_120,Interview/Personality Test Rounds,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_151,Information Overload During Preparation,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1625,recognize behavioral patterns,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1679,Prioritizing Tasks,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1688,School and Tuition Balance,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1796,General Knowledge,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1811,Child Avoiding Challenges,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_182,Handle Unsolved Questions Calmly,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1828,Hyper-Competitive Mindset,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1858,Excessive Dependency on Shortcuts,Trait,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1899,Child Unable to Handle Delayed Rewards,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_190,Filter Useful Resources from Noise,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_1975,Competitive Readiness,Outcome,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_200,Holistic Stability During Competitive Preparation,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_2041,Open-Ended Questions,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_2084,Multiple Coaching Commitments,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_2155,Supporting Students with Weak Cognitive Endurance,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_2161,Supporting Students with Weak Self-Regulation Skills,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_2276,Supporting Students with Weak Holistic Development Balance,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_272,Transfer Skills Across Domains,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_281,Building Portfolio-Based Evidence of Skills,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_292,Convert Theory into Projects,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_MOT_694,Escalating Problems Professionally,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_PER_1533,recognize behavioral patterns,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_PER_1631,accepting weaknesses constructively,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_PER_1636,recognizing personal progress milestones,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_POT_1538,personal progress objectively,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_REF_1617,accurately evaluate personal strengths,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_1416,distractions,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_1452,Avoidance of challenging tasks,Behavior,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_1464,Resistance to behavioral feedback from teachers,Behavior,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_1499,Confusion between passion and temporary excitement,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_1618,identifying improvement areas,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_1676,Following Instructions Properly,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_2023,Structuring Long Answers,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_2150,Supporting Students with Weak Real-World Application Skills,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_2227,Students with Overloaded Tuition Schedules,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SEL_295,Prioritizing Practice Over Passive Consumption,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1471,Students unable to handle criticism constructively,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1640,adapting after poor performance outcomes,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1771,Cyberbullying Exposure,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1783,Avoidance of Family Interaction,Behavior,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1806,Accept Criticism,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1809,Overprotective Parenting Impact,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1881,Child Becoming Too Emotionally Sensitive Online,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1890,Child Feeling Constantly Judged,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1902,Child Becoming Emotionally Dependent on Online Communities,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_1922,Child Developing Negative Self-Talk,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_2373,Trust Building Among Students,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_2376,Students Escalating Conflicts Emotionally,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_SOC_2389,Students Struggling to Handle Criticism Constructively,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STE_1729,Practical Application of Knowledge,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STE_2025,Unexpected Questions,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STE_2107,Scientific Temperament,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STE_2201,Students Who Depend Excessively on Model Answers,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STR_219,Identifying Careers Aligned to Personality,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STR_267,Applying Skills in Real-World Scenarios,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STR_588,Handle Constructive Criticism Professionally,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STR_826,Build Psychological Safety Across Diverse Teams,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_STR_882,Build Scalable Organizational Culture,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_TAL_1172,Measure Future Readiness Institutionally,Outcome,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_123,Sleep During Preparation Cycles,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_129,Recovering Momentum After Breaks,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_1323,Aligning Student Skills with Market Demand Trends,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_1682,Competitive Environments,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_183,Family Sacrifice Guilt During Preparation,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_1838,Declining Physical Fitness,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_1960,Applying Knowledge Practically,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_2013,Retaining Multi-Step Procedures,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_2193,Students with Inconsistent Attendance,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_2350,Complexity in Competitive Questions,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_2354,Error Recognition During Assessments,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_317,Building Long-Term Competency Roadmaps,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_476,Switching Careers Midway,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_THI_894,Build Trust During Organizational Restructuring,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_TRA_2312,Child Unable to Handle Sudden Routine Changes,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_VOC_1400,Students pursuing careers misaligned with personality,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_WOR_562,High-Stakes Presentations,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_WOR_622,Navigate Matrix Reporting Structures,Capability,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_WOR_673,Imposter Syndrome in Early Roles,Problem,performance_anxiety,0,no construct-token anchor in any archetype
CONCERN_WOR_772,Build Successor Readiness Within Teams,Outcome,performance_anxiety,0,no construct-token anchor in any archetype
