concern_id,concern_name,concern_category,classification,confidence,label_polarity,verdict,reason
CONCERN_EMO_980,Holistic Readiness for Cross-Industry Career Reinvention,Career Transition Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_LEA_1603,curiosity-driven self-learning,Curiosity Suppression,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_CAR_1580,Feeling disconnected from chosen academic path,Pathway Disengagement,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_LEA_2206,Handling Students Who Avoid Competitive Opportunities,Competitive Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_THI_1798,Fear of Taking Risks,Risk Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_ACA_1869,Child Pretending to Study,Academic Avoidance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_ACA_1906,Child Becoming Hyper-Reactive to Feedback,Feedback Reactivity,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_LIF_1792,Child Losing Interest in Studies,Academic Disengagement,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_LIF_1740,Emotional Withdrawal,Emotional Isolation,Behavior,0.55,negative,Correct,action-pattern term present
CONCERN_THI_2186,Handling Students Who Panic During Exams,Exam Panic Reactivity,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_HOL_781,Emotional Resistance During Leadership Transitions,Leadership Identity Resistance,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_THI_2355,Students Showing High Stress Reactivity Before Exams,Pre-Exam Stress Reactivity,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_LEA_579,Focus in Meeting-Heavy Environments,Attention Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_FOU_1766,Reduced Attention Span,Attention Fragmentation,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_COM_1220,"Holistic Integration Between Learning Quality, Emotional Safety, Institutional Culture, and Future Readiness",Institutional Competency Ecosystem Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_ACA_1376,Fear of failure leading to academic avoidance,Failure Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_MOT_1535,Fear of acknowledging weaknesses,Weakness Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_ACA_1913,Child Losing Interest in Long-Term Goals,Long-Term Goal Disengagement,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_HEL_2304,Child Avoiding Teacher Guidance Due to Fear,Guidance Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_EXA_2333,Child Avoiding Social Participation Due to Low Confidence,Social Participation Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_EXA_1871,Child Avoiding Competitive Environments,Competitive Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_ADJ_1788,Child Becoming Aggressively Reactive,Aggressive Reactivity,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_DEC_1385,confidence in non-traditional careers,Alternative Career Resistance,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_ACA_2211,Students Who Avoid Clarifying Doubts,Doubt Clarification Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_COM_1018,Integrate Past Experience with Future Career Vision,Career Narrative Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_LIF_1180,Holistic Visibility into School-Wide Competency Ecosystems,School-Wide Competency Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_THI_1814,Adapting to Change,Change Resistance,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_LIF_1100,"Holistic Alignment Between Productivity, Growth, and Emotional Wellbeing",Professional Ecosystem Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_LIF_1454,curiosity-driven engagement,Curiosity Suppression,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_SOC_2384,Students Overreacting to Minor Academic Setbacks,Minor Setback Reactivity,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_CON_148,Handle Exam-Day Surprises Calmly,Exam Surprise Reactivity,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_COM_2197,Students Who Avoid Group Work,Group Participation Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_SOC_2381,Students Becoming Socially Withdrawn After Failure,Failure-Induced Social Withdrawal,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_DIS_2404,Students Procrastinating Until Deadlines,Academic Procrastination,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_WOR_900,"Holistic Alignment Between Strategic Leadership, Influence, and Wellbeing",Strategic Leadership Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_EMO_1316,"Holistic Integration of Academic Progress, Emotional Wellbeing, Intervention Effectiveness, and Future Readiness",Student Success Intelligence Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_EXA_1747,Anger & Irritability,Emotional Reactivity,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_DIS_126,Emotional Control During Negative Feedback,Feedback Reactivity,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_CON_860,"Holistic Integration of Leadership, Purpose, and Enterprise Growth",Enterprise Leadership Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_EXA_1916,Child Becoming Emotionally Aggressive Online,Online Aggression,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_ACA_1897,Child Avoiding Responsibility for Mistakes,Responsibility Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_BEH_1512,Fear of failure preventing self-exploration,Failure Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_ACA_1926,Child Becoming Emotionally Detached During Conversations,Conversational Disengagement,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_HEL_2305,Response to Corrective Feedback,Feedback Resistance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_EMO_820,"Holistic Integration Between Leadership, Wellbeing, and Organizational Impact",Leadership-Wellbeing Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_EXA_1765,Reading Habits,Reading Avoidance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_SOC_2378,Students Struggling to Express Academic Difficulties Openly,Academic Expression Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_PER_1503,Fear of expressing authentic identity,Identity Suppression,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_EMO_1020,"Holistic Alignment Between Reinvention, Employability, and Emotional Stability",Reinvention Ecosystem Fragmentation,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_CON_1200,"Holistic Integration Between Academics, Wellbeing, Leadership, and Future Readiness",Institutional Ecosystem Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_SOC_1783,Avoidance of Family Interaction,Family Withdrawal,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_VAL_1510,Excessive comparison reducing individuality,Individuality Erosion,Behavior,0.55,neutral,Correct,action-pattern term present
CONCERN_MOT_182,Handle Unsolved Questions Calmly,Difficult Question Reactivity,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_THI_2040,Academic Curiosity Under Pressure,Curiosity Suppression,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_HOL_1260,"Holistic Integration of Institutional Intelligence Across Academics, Wellbeing, Leadership, Motivation, and Future Readiness",Institutional Intelligence Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_TRA_2314,Persistent Disengagement After Academic Failure,Failure-Induced Withdrawal,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_CON_1901,Child Losing Interest in Real-World Relationships,Real-World Relationship Withdrawal,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_HOL_1061,Sustaining Consistent Focus During High Cognitive Load,Attention Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_FUT_1424,criticism and feedback,Feedback Resistance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_TEA_1474,Fear of failure preventing leadership growth,Failure Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_ACA_2445,Students Avoiding Exploration Due to Fear of Failure,Fear-Based Exploration Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_WOR_1120,"Holistic Integration Between Career Progression, Wellbeing, and Identity",Professional Life Fragmentation,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_EXA_1912,Child Avoiding Difficult Subjects Completely,Subject Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_THI_2180,Handling Students Who Avoid Classroom Responsibility,Responsibility Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_COM_410,Handle Professional Conflict Constructively,Professional Conflict Avoidance,Behavior,0.92,negative,Correct,action-pattern term present
CONCERN_LIF_660,"Holistic Integration of Leadership, Performance, and Wellbeing",Leadership-Wellbeing Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_ADJ_1894,Child Becoming Emotionally Avoidant,Emotional Avoidance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_LIF_1904,Child Refusing Offline Activities,Offline Avoidance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_LIF_1839,Outdoor Play,Outdoor Avoidance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_MOT_2397,Persistence During Difficult Problem Solving,Challenge Avoidance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_SOC_1846,Leadership Confidence,Leadership Hesitation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_LIF_1000,"Holistic Alignment Between Career Reinvention, Identity, and Stability",Reinvention Stability Fragmentation,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_EMP_1023,Family Resistance to Career Changes,Career Shift Family Resistance,Behavior,0.92,neutral,Correct,action-pattern term present
CONCERN_LEA_1493,Emotional impulsiveness affecting leadership image,Emotional Reactivity,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_EMO_880,Holistic Readiness for Enterprise Leadership and Strategic Growth,Enterprise Leadership Fragmentation,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_WOR_693,Motivation During Repetitive Tasks,Repetitive Work Disengagement,Behavior,0.92,positive,Correct,action-pattern term present
CONCERN_CON_1842,Emotional Dependence on Validation,Validation Addiction,Trait,0.55,negative,Correct,dispositional trait term present
CONCERN_COM_456,Emotional Resilience During Early Career Failures,Early Career Failure Sensitivity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ADJ_1920,Child Becoming Too Influenced by Viral Trends,Viral Trend Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_ADJ_2320,Emotional Recovery After Peer Rejection,Peer Rejection Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_2444,Helping Students Build Independent Identity Thinking,Identity Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ADJ_1784,Device Dependency During Meals,Mealtime Device Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_SEL_1624,Dependence on external validation for motivation,Validation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_LIF_1850,Excessive Attachment to Online Identity,Online Identity Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SOC_1957,Adaptability to New Learning Methods,Learning Rigidity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_MOT_240,Emotional Recovery After Career-Related Rejections,Career Rejection Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_THI_1769,Emotional Dependency on Friends,Emotional Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_641,Emotional Dependence on Workplace Validation,Workplace Validation Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_COM_609,Passive Workplace Conflict,Passive Conflict Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_LEA_1480,Excessive dependence on external validation,Validation Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_COL_879,Emotional Reactions to Strategic Failures,Strategic Failure Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SOC_1890,Child Feeling Constantly Judged,Judgment Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_LEA_1847,Child Becoming Too Dependent on Parents,Dependency Conditioning,Trait,0.7,neutral,Correct,dispositional trait term present
CONCERN_STR_667,Workplace Feedback Emotionally,Feedback Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CAR_358,Emotional Independence During Skill Evaluation,Skill Evaluation Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_EMP_33,Rejection During Placements,Placement Rejection Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_MOT_746,Managing Workplace Pressure Independently,Workplace Pressure Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_SOC_2330,Building Academic Independence,Academic Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ACA_242,Making Independent Career Decisions,Career Decision Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ACA_1862,Excessive Dependence on Coaching Centers,Coaching Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_1887,Child Unable to Stay Without Internet,Internet Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_SOC_1471,Students unable to handle criticism constructively,Feedback Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_LEA_655,Recovering from Leadership Failures Publicly,Leadership Failure Sensitivity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_SOC_1902,Child Becoming Emotionally Dependent on Online Communities,Online Community Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CAR_382,Handle Workplace Feedback Professionally,Workplace Feedback Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_LEA_1958,Excessive Dependence on Tuition,Tuition Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_CAR_32,Ownership of Skill Development,Skill Development Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ADJ_1817,Excessive Perfectionism,Perfectionism,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_DIS_2011,Revising Without Guidance,Guided Revision Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_ADJ_1758,Excessive Validation Seeking,Validation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_COG_1601,Dependence on external validation for learning confidence,Validation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_WOR_682,Handle Professional Criticism Constructively,Criticism Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CON_1777,Constant Need for Entertainment,Stimulation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_STR_1079,Emotional Recovery After Professional Failures,Professional Failure Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_COM_2095,Cognitive Flexibility in Learning,Cognitive Rigidity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SOC_2389,Students Struggling to Handle Criticism Constructively,Criticism Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ENT_1404,career adaptability during market shifts,Career Rigidity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_EXA_1924,Child Becoming Too Dependent on Online Learning Support,Online Learning Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_STR_1133,Emotional Reactions to Workplace Exclusion,Workplace Exclusion Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CAR_443,Workplace Politics Emotionally,Workplace Politics Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_PER_1623,Emotional breakdown after negative feedback,Feedback Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_SOC_1119,Emotional Reactions to Organizational Politics,Political Stress Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_LEA_1589,Overreliance on rote memorization,Surface Learning Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_STR_588,Handle Constructive Criticism Professionally,Feedback Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CAR_637,Recovering from Workplace Embarrassment or Failure,Workplace Failure Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_COM_1752,Emotional Dependence on Gadgets,Gadget Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_CON_1929,Child Becoming Addicted to External Motivation,External Motivation Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_LIF_2413,Students Becoming Dependent on Constant Supervision,Supervision Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_EMO_628,Handle Workplace Recognition Imbalances,Recognition Inequity Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SOC_1806,Accept Criticism,Criticism Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_LEA_1478,adapting leadership style across situations,Leadership Rigidity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_STU_1441,Dependency on constant external motivation,Motivation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_FUT_1573,Overdependence on parental approval for decisions,Approval Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_CON_1805,Emotional Dependency on Relationships,Relationship Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_CON_701,Emotional Dependence on Manager Approval,Manager Validation Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_COM_945,Emotional Recovery After Strategic Misjudgments,Strategic Misjudgment Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_PSY_1462,Overreaction to minor academic setbacks,Setback Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_ACA_2424,Ownership of Long-Term Academic Direction,Academic Direction Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_EXA_1732,Screen Addiction,Digital Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SOC_1451,confidence in independent learning,Self-Learning Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_MOT_260,Navigating Career Uncertainty Independently,Career Uncertainty Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SEL_295,Prioritizing Practice Over Passive Consumption,Passive Learning Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_EXA_75,Building Professional Confidence Without Validation,External Validation Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_LIF_1739,Social Media Dependency,Social Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_188,Emotional Separation Between Identity and Results,Result-Based Identity Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_EXA_1803,Emotional Over-Sensitivity,Emotional Sensitivity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_PER_1530,Dependence on external validation for confidence,Validation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_STR_611,Recovering from Workplace Criticism Emotionally,Workplace Criticism Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CAR_593,Emotional Reactions to Workplace Change,Organizational Change Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_ACA_2447,Students Defining Self-Worth Entirely Through Marks,Marks-Based Self-Worth Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CON_2365,Students Overdependent on External Validation,Validation Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_CAR_93,Building Emotional Stability in Professional Rejections,Professional Rejection Sensitivity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_MOT_2393,Students Depending Entirely on External Motivation,External Motivation Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ACA_2058,Learning Adaptation Under Pressure,Stress-Induced Rigidity,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_EXP_1513,decision-making confidence,Decision Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_CAR_52,Emotional Resilience After Internship Rejections,Internship Rejection Sensitivity,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_ACA_451,Building Professional Confidence Without Constant Validation,Validation Dependency at Work,Trait,0.7,positive,Correct,dispositional trait term present
CONCERN_DIS_1762,Tuition Dependency,External Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_1834,Child Following Influencer Culture Blindly,Influencer Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_SOC_1809,Overprotective Parenting Impact,Dependency Reinforcement,Trait,0.7,neutral,Correct,dispositional trait term present
CONCERN_DIG_1674,Dependence on Shortcuts Instead of Understanding,Surface Learning,Trait,0.43,neutral,Correct,dispositional trait term present
CONCERN_LIF_1889,Child Becoming Too Influenced by Peer Opinions,Peer Influence Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_MOT_1858,Excessive Dependency on Shortcuts,Shortcut Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACC_1546,Fear of stepping outside comfort zone,Comfort Zone Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_PER_1501,Overdependence on external validation,Validation Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_1357,Overdependence on tuition centers,Academic Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_STE_2201,Students Who Depend Excessively on Model Answers,Model Answer Dependency,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_LIF_1851,Disconnect from Notifications,Notification Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_MOT_710,Handling Workplace Ambiguity Independently,Ambiguity Dependence,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_THI_378,Emotional Recovery After Internship Rejections,Internship Rejection Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_ACA_1925,Child Unable to Focus Without Background Stimulation,Stimulation Dependency,Trait,0.92,negative,Correct,dispositional trait term present
CONCERN_ACA_2178,Managing Students Who Memorize Without Understanding,Surface Learning Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_COM_567,Workplace Politics Emotionally,Workplace Politics Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_COM_789,Emotional Fallout from Team Underperformance,Team Failure Emotional Sensitivity,Trait,0.92,neutral,Correct,dispositional trait term present
CONCERN_ACA_1974,Academic Ownership,Academic Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_MOT_1898,Child Becoming Overdependent on Motivation,Motivation Dependency,Trait,0.92,positive,Correct,dispositional trait term present
CONCERN_COM_995,Emotional Exhaustion During Career Reinvention Cycles,Reinvention Cycle Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_GOA_1628,sustain self-improvement routines,Consistency Breakdown,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_COM_1127,Emotional Fatigue from Continuous Learning Pressure,Continuous Learning Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_WOR_1089,Emotional Fatigue from Continuous Meetings,Meeting Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_STR_891,Burnout Across Leadership Layers,Leadership Layer Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_IND_1458,resilience under competitive environments,Competitive Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_MOT_1930,Child Losing Sense of Direction in Life,Existential Direction Loss,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COM_1927,Child Showing Signs of Chronic Mental Fatigue,Chronic Mental Exhaustion,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COM_2109,Academic Confidence After School Change,Transition Confidence Loss,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_LEA_773,Emotional Fatigue from Continuous Responsibility,Leadership Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_STR_937,Emotional Fatigue from Continuous Strategic Planning,Strategic Planning Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_DIS_1077,Emotional Spillover from Work into Personal Life,Work Stress Spillover,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_HOL_1101,Emotional Exhaustion from Continuous Performance Pressure,Performance Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_EXA_1928,Child Feeling Worthless After Failure,Worthlessness After Failure,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_EXA_1764,Study Burnout,Academic Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_ACA_2441,Students Showing Identity Crisis After Academic Failure,Failure-Induced Identity Collapse,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_EXA_2362,Students Losing Confidence After Comparison,Comparison-Induced Confidence Loss,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COM_613,Motivation During Organizational Instability,Organizational Instability Fatigue,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_CAR_1115,Emotional Exhaustion from Workplace Uncertainty,Workplace Uncertainty Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_LEA_573,Sustaining Motivation in Repetitive Work Environments,Workplace Motivation Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_SOC_2334,Emotional Communication Within Family,Emotional Communication Breakdown,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_COL_1131,Emotional Overload During Peak Delivery Periods,Peak Delivery Burnout,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_STR_913,Emotional Burnout from Multi-Stakeholder Expectations,Stakeholder Expectation Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_DIS_110,Emotional Recovery After Poor Mock Scores,Post-Test Emotional Collapse,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_THI_123,Sleep During Preparation Cycles,Sleep Discipline Breakdown,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_HOL_881,Executive-Level Decision Fatigue,Executive Decision Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_CAR_479,Motivation During Repeated Failures,Job Search Motivation Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_THI_1051,Emotional Stability During Trial-and-Error Career Exploration,Career Exploration Fatigue,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_LEA_783,Emotional Exhaustion from Stakeholder Management,Stakeholder Pressure Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_MOT_132,Self-Belief Before Final Exams,Final Exam Confidence Collapse,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_LEA_2111,Continuous Assessments,Assessment Fatigue,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_COM_481,Building Confidence After Layoffs,Layoff-Induced Confidence Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_COL_2273,Helping Students Maintain Confidence After Peer Comparison,Comparison-Induced Confidence Loss,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_COM_705,Work Anxiety Outside Office Hours,Post-Work Anxiety Spillover,Outcome,0.92,negative,Questionable,no explicit result term
CONCERN_COM_1029,Motivation During Repeated Career Adjustments,Reinvention Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_CON_265,Motivation During Long Learning Cycles,Long-Term Learning Burnout,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_EMO_589,Innovation in Routine Roles,Innovation Fatigue,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_THI_1099,Emotional Exhaustion from Constant Availability,Constant Availability Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_STR_823,Emotional Fatigue from Constant Organizational Visibility,Visibility Pressure Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
