id,question_id,concern,master_bridge_tag,reasons,original,rewritten,rule,confidence,classification
2610,Q_ENTERPRISE_001_010,Weak Holistic Readiness for Enterprise Leadership and Strategic Growth,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to feel confident about leading long-term organizational growth?",,missing_anchor_needs_authoring,0.2,manual-review
2643,Q_SLI_001_018,"Weak Holistic Alignment Between Strategic Leadership, Influence, and Wellbeing",LEADERSHIP_INFLUENCE,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you continue supporting or guiding others even when emotionally exhausted yourself?,How often do you continue supporting or guiding others even when emotionally exhausted yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
2656,Q_ENTERPRISE_001_006_v2,"Weak Holistic Alignment Between Enterprise Leadership, Strategic Growth, and Personal Stability",WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally draining does it feel to continuously balance enterprise growth expectations and personal stability?,,missing_anchor_needs_authoring,0.2,manual-review
2660,Q_ENTERPRISE_001_010_v2,"Weak Holistic Alignment Between Enterprise Leadership, Strategic Growth, and Personal Stability",WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to maintain emotional stability while pursuing strategic growth goals?",,missing_anchor_needs_authoring,0.2,manual-review
2706,Q_ITC_001_006,Difficulty Transitioning from One Industry Culture to Another,GENERAL_CONCERN,no 2nd-person pronoun (nothing to reframe to 3rd person),How stressful does it feel to leave a familiar industry culture and adapt to a new one?,,missing_anchor_needs_authoring,0.2,manual-review
2681,Q_HOLISTICSTRAT_001_006,"Weak Holistic Integration of Strategy, Leadership, Organizational Influence, and Wellbeing",HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"How emotionally exhausting does it feel to continuously balance strategic thinking, leadership influence, and personal wellbeing?",,missing_anchor_needs_authoring,0.2,manual-review
2685,Q_HOLISTICSTRAT_001_010,"Weak Holistic Integration of Strategy, Leadership, Organizational Influence, and Wellbeing",HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to maintain emotional wellbeing while handling leadership responsibilities?",,missing_anchor_needs_authoring,0.2,manual-review
2708,Q_ITC_001_008,Difficulty Transitioning from One Industry Culture to Another,GENERAL_CONCERN,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How much pressure do you feel to quickly adapt and prove yourself in unfamiliar industry environments?,How much pressure do you feel to quickly adapt and prove yourself in unfamiliar industry environments?,no_change_engine_handles_reflexive,0.95,auto-approve
2718,Q_ITC_001_018,Difficulty Transitioning from One Industry Culture to Another,GENERAL_CONCERN,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you continue forcing yourself to adapt even when mentally exhausted from the transition?,How often do you continue forcing yourself to adapt even when mentally exhausted from the transition?,no_change_engine_handles_reflexive,0.95,auto-approve
2735,Q_FINANCE_001_010_v2,Difficulty Managing Financial Anxiety During Transition,ADJUSTMENT_COPING,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier periods, how difficult has it become to feel financially calm during transitions?",,missing_anchor_needs_authoring,0.2,manual-review
2737,Q_FINANCE_001_012_v2,Difficulty Managing Financial Anxiety During Transition,ADJUSTMENT_COPING,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you find yourself overthinking financial security even when immediate risks are low?,How often do you find yourself overthinking financial security even when immediate risks are low?,no_change_engine_handles_reflexive,0.95,auto-approve
2775,Q_CROSSIND_001_025,Weak Holistic Readiness for Cross-Industry Career Reinvention,WORKPLACE_ADAPTATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even if your current skills feel limited for a new industry, how hopeful are you that you can successfully reinvent yourself over time?","Even if your current skills feel limited for a new industry, how hopeful are you that you can successfully reinvent yourself over time?",no_change_engine_handles_reflexive,0.95,auto-approve
2791,Q_CSU_001_016,Difficulty Managing Emotional Stress from Career Uncertainty,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel uncertain about your career, how effectively can you calm yourself and think clearly?","When you feel uncertain about your career, how effectively can you calm yourself and think clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
2810,Q_FINFAM_001_010,Difficulty Handling Emotional Pressure from Family Financial Dependence,ADJUSTMENT_COPING,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to manage emotional pressure from family financial expectations?",,missing_anchor_needs_authoring,0.2,manual-review
2835,Q_REINVENT_001_010,"Weak Holistic Alignment Between Career Reinvention, Identity, and Stability",CAREER_GROWTH,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to feel stable while thinking about career reinvention?",,missing_anchor_needs_authoring,0.2,manual-review
2854,Q_REI_001_004,"Weak Holistic Alignment Between Reinvention, Employability, and Emotional Stability",EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Compared to your peers, how confident do you feel about staying employable while continuously reinventing yourself?","Compared to your peers, how confident do you feel about staying employable while continuously reinventing yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
2859,Q_REI_001_009,"Weak Holistic Alignment Between Reinvention, Employability, and Emotional Stability",EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How strongly do external expectations make you feel that you must constantly reinvent yourself to stay relevant?,How strongly do external expectations make you feel that you must constantly reinvent yourself to stay relevant?,no_change_engine_handles_reflexive,0.95,auto-approve
2876,Q_REINVENT_001_001_v2,"Weak Holistic Integration of Reinvention, Identity, Employability, and Emotional Stability",CAREER_GROWTH,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","While trying to reinvent yourself professionally, how emotionally stable and internally aligned do you usually feel?","While trying to reinvent yourself professionally, how emotionally stable and internally aligned do you usually feel?",no_change_engine_handles_reflexive,0.95,auto-approve
2884,Q_REINVENT_001_009_v2,"Weak Holistic Integration of Reinvention, Identity, Employability, and Emotional Stability",CAREER_GROWTH,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How strongly do you feel you must constantly reinvent yourself to remain relevant?,How strongly do you feel you must constantly reinvent yourself to remain relevant?,no_change_engine_handles_reflexive,0.95,auto-approve
2885,Q_REINVENT_001_010_v2,"Weak Holistic Integration of Reinvention, Identity, Employability, and Emotional Stability",CAREER_GROWTH,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to maintain emotional stability while focusing on career reinvention?",,missing_anchor_needs_authoring,0.2,manual-review
2887,Q_REINVENT_001_012_v2,"Weak Holistic Integration of Reinvention, Identity, Employability, and Emotional Stability",CAREER_GROWTH,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you feel mentally exhausted from constantly upgrading skills or reinventing yourself?,How often do you feel mentally exhausted from constantly upgrading skills or reinventing yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
2985,Q_PROD_001_010,"Weak Holistic Alignment Between Productivity, Growth, and Emotional Wellbeing",DISCIPLINE_HABITS,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to balance productivity with emotional wellbeing?",,missing_anchor_needs_authoring,0.2,manual-review
3109,Q_CULT_001_009,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"How often do students participate in hackathons, competitions, or clubs focused on skills?",,missing_anchor_needs_authoring,0.2,manual-review
3006,Q_CPI_001_006,"Weak Holistic Integration Between Career Progression, Wellbeing, and Identity",IDENTITY_INTEGRATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How stressful does it feel to think about becoming successful while staying mentally healthy and authentic?,,missing_anchor_needs_authoring,0.2,manual-review
3007,Q_CPI_001_007,"Weak Holistic Integration Between Career Progression, Wellbeing, and Identity",IDENTITY_INTEGRATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you feel mentally exhausted trying to be successful while also staying true to yourself?,How often do you feel mentally exhausted trying to be successful while also staying true to yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
3010,Q_CPI_001_010,"Weak Holistic Integration Between Career Progression, Wellbeing, and Identity",IDENTITY_INTEGRATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Compared to last year, how much more pressure do you feel to define yourself through career achievements?","Compared to last year, how much more pressure do you feel to define yourself through career achievements?",no_change_engine_handles_reflexive,0.95,auto-approve
3014,Q_CPI_001_014,"Weak Holistic Integration Between Career Progression, Wellbeing, and Identity",IDENTITY_INTEGRATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How likely are you to feel like you are losing yourself while pursuing career success?,How likely are you to feel like you are losing yourself while pursuing career success?,no_change_engine_handles_reflexive,0.95,auto-approve
3035,Q_HOLISTIC_001_010_v6,"Weak Holistic Integration of Productivity, Emotional Stability, Career Growth, and Wellbeing",HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to balance productivity with emotional stability and wellbeing?",,missing_anchor_needs_authoring,0.2,manual-review
3103,Q_CULT_001_003,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How common is it for students to work on real projects outside of classroom requirements?,,missing_anchor_needs_authoring,0.2,manual-review
3104,Q_CULT_001_004,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"When someone learns a new skill, how often do peers appreciate or recognize it?",,missing_anchor_needs_authoring,0.2,manual-review
3108,Q_CULT_001_008,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How likely are students to collaborate on learning outside exams or assignments?,,missing_anchor_needs_authoring,0.2,manual-review
3110,Q_CULT_001_010,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"How supportive are teachers in encouraging practical, industry-related learning?",,missing_anchor_needs_authoring,0.2,manual-review
3111,Q_CULT_001_011,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do students share internships or project experiences with each other?,,missing_anchor_needs_authoring,0.2,manual-review
3113,Q_CULT_001_013,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"How often do students build portfolios (GitHub, design work, resumes, etc.)?",,missing_anchor_needs_authoring,0.2,manual-review
3115,Q_CULT_001_015,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do students take initiative to learn outside syllabus topics?,,missing_anchor_needs_authoring,0.2,manual-review
3116,Q_CULT_001_016,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How easy is it to find mentors or seniors helping with real-world skills?,,missing_anchor_needs_authoring,0.2,manual-review
3117,Q_CULT_001_017,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How often are group projects focused on real-world problem solving?,,missing_anchor_needs_authoring,0.2,manual-review
3118,Q_CULT_001_018,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"How much do students compete in skills (coding, design, speaking) rather than just marks?",,missing_anchor_needs_authoring,0.2,manual-review
3119,Q_CULT_001_019,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do students build resumes or LinkedIn profiles during college years?,,missing_anchor_needs_authoring,0.2,manual-review
3121,Q_CULT_001_021,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How willing are students to invest extra time in skill development beyond classes?,,missing_anchor_needs_authoring,0.2,manual-review
3122,Q_CULT_001_022,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How much does peer pressure encourage or discourage skill-building?,,missing_anchor_needs_authoring,0.2,manual-review
3123,Q_CULT_001_023,Difficulty Building School-Wide Competency Culture,WORKPLACE_ADAPTATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"How often do students participate in workshops, bootcamps, or online certifications?",,missing_anchor_needs_authoring,0.2,manual-review
3228,Q_ECOSYS_001_003,Weak Holistic Visibility into School-Wide Competency Ecosystems,ADJUSTMENT_COPING,no 2nd-person pronoun (nothing to reframe to 3rd person),"When comparing syllabi or outcomes, how easy is it to see how everything connects across subjects?",,missing_anchor_needs_authoring,0.2,manual-review
3354,Q_MEM_001_009,Difficulty Detecting Institutional Overemphasis on Memorization,ACADEMIC_COGNITIVE,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do teachers emphasize important questions instead of concepts?,,missing_anchor_needs_authoring,0.2,manual-review
3359,Q_MEM_001_014,Difficulty Detecting Institutional Overemphasis on Memorization,ACADEMIC_COGNITIVE,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do exams include questions that require real problem-solving?,,missing_anchor_needs_authoring,0.2,manual-review
3362,Q_MEM_001_017,Difficulty Detecting Institutional Overemphasis on Memorization,ACADEMIC_COGNITIVE,no 2nd-person pronoun (nothing to reframe to 3rd person),How much do peer discussions focus on expected questions rather than concepts?,,missing_anchor_needs_authoring,0.2,manual-review
3367,Q_MEM_001_022,Difficulty Detecting Institutional Overemphasis on Memorization,ACADEMIC_COGNITIVE,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do assignments feel like repetition of textbook content?,,missing_anchor_needs_authoring,0.2,manual-review
4562,Q_COMP_001_017,Excessive Comparison with Peers,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself of your own progress instead of comparing with others?,How often do you remind yourself of your own progress instead of comparing with others?,no_change_engine_handles_reflexive,0.95,auto-approve
3399,Q_INSTBAL_001_004,Difficulty Measuring Institutional Balance Between Excellence and Wellbeing,HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),How strongly do institutional expectations pressure students to prioritize grades over wellbeing?,,missing_anchor_needs_authoring,0.2,manual-review
3401,Q_INSTBAL_001_006,Difficulty Measuring Institutional Balance Between Excellence and Wellbeing,HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally stressful is it to meet institutional expectations while trying to maintain personal wellbeing?,,missing_anchor_needs_authoring,0.2,manual-review
3408,Q_INSTBAL_001_013,Difficulty Measuring Institutional Balance Between Excellence and Wellbeing,HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"During exam or evaluation periods, how often does stress feel unmanageable due to institutional expectations?",,missing_anchor_needs_authoring,0.2,manual-review
3424,Q_INSTINT_001_004,"Weak Holistic Integration of Institutional Intelligence Across Academics, Wellbeing, Leadership, Motivation, and Future Readiness",LEADERSHIP_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When comparing yourself with others, how often do you feel that others manage academics, wellbeing, and leadership more effectively together than you do?","When comparing yourself with others, how often do you feel that others manage academics, wellbeing, and leadership more effectively together than you do?",no_change_engine_handles_reflexive,0.95,auto-approve
3451,Q_LCQ_001_006,Difficulty Maintaining Consistent Learning Quality Across Classrooms,LEARNING_QUALITY,no 2nd-person pronoun (nothing to reframe to 3rd person),How stressful does it feel to ensure all students receive the same quality of learning across different classrooms?,,missing_anchor_needs_authoring,0.2,manual-review
3505,Q_CURR_001_010,Difficulty Aligning Curriculum Delivery with Competency Outcomes,COMPETENCY_INTELLIGENCE,no 2nd-person pronoun (nothing to reframe to 3rd person),How different is classroom learning from real workplace tasks?,,missing_anchor_needs_authoring,0.2,manual-review
3509,Q_CURR_001_014,Difficulty Aligning Curriculum Delivery with Competency Outcomes,COMPETENCY_INTELLIGENCE,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do classmates say this is not useful for jobs about subjects?,,missing_anchor_needs_authoring,0.2,manual-review
3510,Q_CURR_001_015,Difficulty Aligning Curriculum Delivery with Competency Outcomes,COMPETENCY_INTELLIGENCE,no 2nd-person pronoun (nothing to reframe to 3rd person),Do exams feel more focused on memory than understanding?,,missing_anchor_needs_authoring,0.2,manual-review
3512,Q_CURR_001_017,Difficulty Aligning Curriculum Delivery with Competency Outcomes,COMPETENCY_INTELLIGENCE,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do teachers explain real-world applications of concepts?,,missing_anchor_needs_authoring,0.2,manual-review
3549,Q_CURR_001_004_v2,"Weak Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",COMPETENCY_INTELLIGENCE,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do classroom learning experiences feel relevant to real-world skills and competencies?,,missing_anchor_needs_authoring,0.2,manual-review
3555,Q_CURR_001_010_v2,"Weak Holistic Integration Between Curriculum Delivery, Learning Quality, Engagement, and Competency Outcomes",COMPETENCY_INTELLIGENCE,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to stay attentive and engaged in classes?",,missing_anchor_needs_authoring,0.2,manual-review
3674,Q_EMPREAD_001_004,Difficulty Measuring Real Employability Readiness Across Students,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When comparing yourself with peers, how unclear do you feel about who is truly industry-ready?","When comparing yourself with peers, how unclear do you feel about who is truly industry-ready?",no_change_engine_handles_reflexive,0.95,auto-approve
3714,Q_IRE_001_019,Weak Ability to Measure Industry-Relevant Competencies,GENERAL_CONCERN,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After comparing yourself with industry standards, how motivated do you feel to improve?","After comparing yourself with industry standards, how motivated do you feel to improve?",no_change_engine_handles_reflexive,0.95,auto-approve
3732,Q_WRK_001_012,Weak Ability to Measure Real Workplace Readiness Beyond Academics,WORKPLACE_ADAPTATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you compare yourself to job descriptions and feel unsure where you stand?,How often do you compare yourself to job descriptions and feel unsure where you stand?,no_change_engine_handles_reflexive,0.95,auto-approve
3765,Q_HOL_001_020_v3,"Weak Holistic Integration of Employability, Emotional Stability, Career Direction, and Workplace Readiness",HOLISTIC_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"When making career decisions, how often do emotions override logical thinking?",,missing_anchor_needs_authoring,0.2,manual-review
3774,Q_ACADDECLINE_001_004,Declining academic performance despite effort,ACADEMIC_COGNITIVE,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When comparing yourself to peers with similar effort, how often do you feel behind in performance?","When comparing yourself to peers with similar effort, how often do you feel behind in performance?",no_change_engine_handles_reflexive,0.95,auto-approve
3776,Q_ACADDECLINE_001_006,Declining academic performance despite effort,ACADEMIC_COGNITIVE,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally draining is it to work hard without seeing expected academic improvement?,,missing_anchor_needs_authoring,0.2,manual-review
3911,Q_MATHSCI_001_016,Fear of Mathematics and Science,STEM_LEARNING,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you struggle with a math or science concept, how effectively can you calm yourself and try again?","When you struggle with a math or science concept, how effectively can you calm yourself and try again?",no_change_engine_handles_reflexive,0.95,auto-approve
3930,Q_PARENT_001_010,Excessive Parental Pressure Affecting Learning,ADJUSTMENT_COPING,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to study freely without worrying about parental expectations?",,missing_anchor_needs_authoring,0.2,manual-review
4007,Q_EMO_001_012_v3,Emotional breakdown after poor results,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After bad results, how often do you isolate yourself from friends or family?","After bad results, how often do you isolate yourself from friends or family?",no_change_engine_handles_reflexive,0.95,auto-approve
4010,Q_EMO_001_015_v3,Emotional breakdown after poor results,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After poor results, how often do you compare yourself harshly with others?","After poor results, how often do you compare yourself harshly with others?",no_change_engine_handles_reflexive,0.95,auto-approve
4051,Q_FEAR_AVOID_001_006,Fear of Failure Leading to Academic Avoidance,EMOTIONAL_REGULATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally stressful does it feel to even think about failing in academic tasks?,,missing_anchor_needs_authoring,0.2,manual-review
4055,Q_FEAR_AVOID_001_010,Fear of Failure Leading to Academic Avoidance,EMOTIONAL_REGULATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to start academic tasks without hesitation?",,missing_anchor_needs_authoring,0.2,manual-review
4075,Q_CAREERCLAR_001_005,Lack of Career Clarity After Class 10/12,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How confident are you that you will be able to choose the right career path for yourself in the near future?,How confident are you that you will be able to choose the right career path for yourself in the near future?,no_change_engine_handles_reflexive,0.95,auto-approve
4078,Q_CAREERCLAR_001_008,Lack of Career Clarity After Class 10/12,CAREER_READINESS,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally exhausting is it to think about choosing a career path right now?,,missing_anchor_needs_authoring,0.2,manual-review
4086,Q_CAREERCLAR_001_016,Lack of Career Clarity After Class 10/12,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel confused about your career path, how effectively can you calm yourself and think clearly?","When you feel confused about your career path, how effectively can you calm yourself and think clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
4106,Q_STREAM_001_011_v2,Choosing streams based on parental pressure,THINKING_QUALITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you choose academic decisions primarily to satisfy parents rather than yourself?,How often do you choose academic decisions primarily to satisfy parents rather than yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
4146,Q_CAREER_002_001,Fear of Choosing the Wrong Career,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How confident do you feel that you are choosing the right career direction for yourself?,How confident do you feel that you are choosing the right career direction for yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
4151,Q_CAREER_002_006,Fear of Choosing the Wrong Career,CAREER_READINESS,no 2nd-person pronoun (nothing to reframe to 3rd person),How mentally stressful is the thought of committing to one career path permanently?,,missing_anchor_needs_authoring,0.2,manual-review
4156,Q_CAREER_002_011,Fear of Choosing the Wrong Career,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel unsure about your career choice, how effectively do you calm yourself?","When you feel unsure about your career choice, how effectively do you calm yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
4200,Q_COMMCAREER_001_005,Weak Communication Impacting Career Opportunities,COMMUNICATION_EXPRESSION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","If you were asked to present yourself in a job interview tomorrow, how confident are you in communicating your strengths effectively?","If you were asked to present yourself in a job interview tomorrow, how confident are you in communicating your strengths effectively?",no_change_engine_handles_reflexive,0.95,auto-approve
4210,Q_COMMCAREER_001_015,Weak Communication Impacting Career Opportunities,COMMUNICATION_EXPRESSION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do communication-related situations leave you feeling embarrassed or dissatisfied with yourself?,How often do communication-related situations leave you feeling embarrassed or dissatisfied with yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
4211,Q_COMMCAREER_001_016,Weak Communication Impacting Career Opportunities,COMMUNICATION_EXPRESSION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you struggle to express yourself, how effectively can you recover and try again in future conversations?","When you struggle to express yourself, how effectively can you recover and try again in future conversations?",no_change_engine_handles_reflexive,0.95,auto-approve
4230,Q_FEAR_EXAM_001_010,Fear of Competitive Exams and Failure,EMOTIONAL_REGULATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to stay calm while preparing for competitive exams?",,missing_anchor_needs_authoring,0.2,manual-review
4266,Q_SI_001_021,Students unable to identify strengths and interests,PERSONAL_VISION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How ready are you to actively explore new skills and interests to understand yourself better?,How ready are you to actively explore new skills and interests to understand yourself better?,no_change_engine_handles_reflexive,0.95,auto-approve
4286,Q_FUTURE_001_016,Uncertainty about Future-Proof Careers,SELF_REFLECTION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel uncertain about future careers, how well are you able to calm yourself and think clearly?","When you feel uncertain about future careers, how well are you able to calm yourself and think clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
4298,Q_SELF_001_003,Excessive Dependency on Marks for Self-Worth,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you score well, how much do you feel proud of yourself as a person?","When you score well, how much do you feel proud of yourself as a person?",no_change_engine_handles_reflexive,0.95,auto-approve
4307,Q_SELF_001_012,Excessive Dependency on Marks for Self-Worth,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After a bad exam, how often do you think negatively about yourself?","After a bad exam, how often do you think negatively about yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
4311,Q_SELF_001_016,Excessive Dependency on Marks for Self-Worth,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you get low marks, how effectively can you still feel positive about yourself?","When you get low marks, how effectively can you still feel positive about yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
4312,Q_SELF_001_017,Excessive Dependency on Marks for Self-Worth,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that marks do not define your worth?,How often do you remind yourself that marks do not define your worth?,no_change_engine_handles_reflexive,0.95,auto-approve
4341,Q_CAREERPLAN_001_021,Students graduating without clear career action plans,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How ready are you to actively create a structured career action plan for yourself?,How ready are you to actively create a structured career action plan for yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
4376,Q_MOT_001_006,Low Motivation to Pursue Long-Term Goals,MOTIVATION_VALUES,no 2nd-person pronoun (nothing to reframe to 3rd person),How difficult does it feel to stay motivated when results are not immediate?,,missing_anchor_needs_authoring,0.2,manual-review
4386,Q_MOT_001_016,Low Motivation to Pursue Long-Term Goals,MOTIVATION_VALUES,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When motivation drops, how effectively can you re-energize yourself and continue working?","When motivation drops, how effectively can you re-energize yourself and continue working?",no_change_engine_handles_reflexive,0.95,auto-approve
4415,Q_RES_001_020,Lack of Resilience After Setbacks,EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you blame yourself completely after setbacks?,How often do you blame yourself completely after setbacks?,no_change_engine_handles_reflexive,0.95,auto-approve
4462,Q_CONFIDENCE_001_017,Lack of Confidence in Personal Abilities,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you actively remind yourself of past successes to build confidence?,How often do you actively remind yourself of past successes to build confidence?,no_change_engine_handles_reflexive,0.95,auto-approve
4547,Q_COMP_001_002,Excessive Comparison with Peers,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you see others performing better, how strongly do you feel pressure on yourself?","When you see others performing better, how strongly do you feel pressure on yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
